id,prd,clck,txt,tm,team,hmScr,awyScr,sq,plyTypId,scrng,wnPrb
4018100054,1,12:00,Jusuf Nurkic vs. Ryan Kalkbrenner (Svi Mykhailiuk gains possession),26,CHA,0,0,4,615,,55.7
4018100057,1,11:57,Collin Sexton personal foul,30,CHA,0,0,7,45,,55.7
4018100059,1,11:47,Lauri Markkanen misses driving layup,26,CHA,0,0,9,110,,57.3
40181000510,1,11:46,Lauri Markkanen offensive rebound,26,CHA,0,0,10,156,,55.6
40181000511,1,11:46,Lauri Markkanen makes tip shot,26,CHA,0,2,11,94,True,52.9
40181000512,1,11:24,Miles Bridges misses 26-foot three point jumper,30,CHA,0,2,12,92,,51
40181000513,1,11:21,Jusuf Nurkic defensive rebound,26,CHA,0,2,13,155,,50.4
40181000514,1,11:13,Keyonte George lost ball turnover (Ryan Kalkbrenner steals),26,CHA,0,2,14,63,,52.8
40181000516,1,11:08,Svi Mykhailiuk blocks Kon Knueppel 's 2-foot two point shot,30,CHA,0,2,16,109,,50.9
40181000518,1,11:05,Taylor Hendricks defensive rebound,26,CHA,0,2,18,155,,50.3
40181000519,1,11:04,Sion James personal foul,30,CHA,0,2,19,45,,50.3
40181000521,1,10:58,Lauri Markkanen makes 2-foot dunk (Keyonte George assists),26,UTAH,0,4,21,151,True,52.3
40181000523,1,10:44,Miles Bridges misses driving floating jump shot,30,UTAH,0,4,23,144,,54.2
40181000524,1,10:42,Svi Mykhailiuk defensive rebound,26,UTAH,0,4,24,155,,54.9
40181000525,1,10:37,Taylor Hendricks misses running pullup jump shot,26,UTAH,0,4,25,146,,53
40181000526,1,10:37,Hornets defensive team rebound,30,UTAH,0,4,26,155,,52.4
40181000528,1,10:27,Collin Sexton makes 25-foot three pointer,30,CHA,3,4,28,131,True,52.6
40181000529,1,10:11,Svi Mykhailiuk misses 26-foot three point pullup jump shot,26,CHA,3,4,29,131,,54.6
40181000530,1,10:08,Ryan Kalkbrenner defensive rebound,30,CHA,3,4,30,155,,55.3
40181000531,1,10:03,Kon Knueppel misses two point shot,30,CHA,3,4,31,127,,53.2
40181000532,1,10:01,Jusuf Nurkic defensive rebound,26,CHA,3,4,32,155,,52.5
40181000533,1,9:55,Keyonte George misses two point shot,26,CHA,3,4,33,109,,54.6
40181000534,1,9:55,Kon Knueppel defensive rebound,30,CHA,3,4,34,155,,55.3
40181000535,1,9:44,Kon Knueppel makes 24-foot three point jumper (Collin Sexton assists),30,CHA,6,4,35,92,True,60.2
40181000537,1,9:32,Lauri Markkanen misses driving layup,26,CHA,6,4,37,110,,62.1
40181000538,1,9:27,Miles Bridges defensive rebound,30,CHA,6,4,38,155,,62.8
40181000539,1,9:21,Sion James makes 24-foot three point jumper (Kon Knueppel assists),30,CHA,9,4,39,92,True,67.3
40181000541,1,9:07,Lauri Markkanen makes 28-foot three point jumper (Svi Mykhailiuk assists),26,CHA,9,7,41,92,True,62.8
40181000543,1,8:58,Jusuf Nurkic personal foul,26,CHA,9,7,43,45,,62.6
40181000545,1,8:46,Ryan Kalkbrenner out of bounds lost ball turnover,30,CHA,9,7,45,87,,60.1
