team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
NO,,False,4277813,Herbert Jones,2,starters,-3,1-4,25.0,1,0,1,2-7,28.6,0-0,0.0,21,0,3,5,1,0,2
NO,,False,4395628,Zion Williamson,1,starters,-12,0-0,0.0,2,1,0,4-8,50.0,3-4,75.0,26,0,2,11,0,1,3
NO,,False,4397688,Trey Murphy III,25,starters,-32,1-5,20.0,0,0,6,1-8,12.5,4-4,100.0,32,1,1,7,7,1,1
NO,,False,3442,DeAndre Jordan,9,starters,-21,0-0,0.0,0,0,2,1-1,100.0,0-0,0.0,12,3,0,2,5,0,1
NO,,False,5144091,Jeremiah Fears,0,starters,-12,1-3,33.3,6,0,0,10-15,66.7,0-2,0.0,30,1,3,21,1,2,1
NO,,False,4997538,Karlo Matkovic,17,bench,+3,0-0,0.0,0,0,0,1-2,50.0,0-0,0.0,4,0,0,2,0,0,0
NO,,False,4869780,Derik Queen,22,bench,-5,0-0,0.0,0,0,5,2-5,40.0,0-2,0.0,14,3,2,4,8,1,3
NO,,False,5061589,Yves Missi,21,bench,-13,0-0,0.0,0,2,3,5-6,83.3,0-5,0.0,24,1,1,10,4,0,0
NO,,False,4277869,Jose Alvarado,15,bench,-25,1-4,25.0,1,0,2,1-5,20.0,0-0,0.0,14,0,1,3,2,1,1
NO,,False,4277956,Jordan Poole,3,bench,-35,1-7,14.3,2,0,0,2-11,18.2,4-4,100.0,22,1,2,9,1,0,1
NO,,False,4397136,Saddiq Bey,41,bench,-28,2-6,33.3,2,0,2,2-9,22.2,1-2,50.0,19,1,0,7,3,2,0
NO,,False,4432185,Micah Peavy,14,bench,+4,0-1,0.0,1,0,0,1-3,33.3,1-2,50.0,8,1,0,3,1,1,0
NO,,False,4576086,Bryce McGowens,11,bench,+5,0-0,0.0,1,0,0,0-0,0.0,2-2,100.0,6,0,0,2,0,0,0
NO,,False,4683750,Jordan Hawkins,24,bench,+4,0-4,0.0,1,0,2,0-5,0.0,2-2,100.0,8,1,0,2,3,0,0
DEN,,False,3064290,Aaron Gordon,32,starters,+19,1-4,25.0,3,0,9,2-5,40.0,4-4,100.0,23,0,2,9,9,0,2
DEN,,False,3138196,Cameron Johnson,23,starters,+22,2-4,50.0,1,0,1,2-4,50.0,1-2,50.0,27,0,2,7,1,0,1
DEN,,False,3112335,Nikola Jokic,15,starters,+25,1-2,50.0,10,0,10,10-15,66.7,0-0,0.0,28,2,4,21,12,2,2
DEN,,False,3936299,Jamal Murray,27,starters,+29,3-8,37.5,6,0,1,5-14,35.7,4-4,100.0,25,1,0,17,2,1,1
DEN,,False,4431767,Christian Braun,0,starters,+22,1-3,33.3,4,1,2,8-13,61.5,0-0,0.0,27,4,1,17,6,0,1
DEN,,False,4395620,Hunter Tyson,5,bench,-5,0-2,0.0,0,0,4,0-2,0.0,0-0,0.0,6,0,1,0,4,0,0
DEN,,False,4431690,Zeke Nnaji,22,bench,-5,0-1,0.0,0,0,0,2-3,66.7,0-0,0.0,6,1,3,4,1,0,1
DEN,,False,4592427,Spencer Jones,21,bench,-5,0-2,0.0,0,0,0,1-3,33.3,0-0,0.0,6,1,2,2,1,0,2
DEN,,False,6477,Jonas Valanciunas,17,bench,+14,0-0,0.0,3,0,5,5-7,71.4,0-0,0.0,14,1,1,10,6,0,2
DEN,,False,2528210,Tim Hardaway Jr.,10,bench,+9,3-5,60.0,1,0,1,4-6,66.7,0-0,0.0,14,0,3,11,1,0,0
DEN,,False,4065670,Bruce Brown,11,bench,+13,1-2,50.0,2,0,2,2-3,66.7,0-0,0.0,19,2,2,5,4,2,1
DEN,,False,4398390,Jalen Pickett,24,bench,0,1-4,25.0,3,0,1,3-6,50.0,1-1,100.0,12,1,1,8,2,0,1
DEN,,False,4432181,Julian Strawther,3,bench,+4,1-5,20.0,2,0,2,2-7,28.6,1-2,50.0,11,0,1,6,2,0,0
DEN,,False,4576087,Peyton Watson,8,bench,+28,0-0,0.0,5,3,5,2-2,100.0,1-1,100.0,23,0,0,5,5,1,0
