team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
MEM,,False,4277961,Jaren Jackson Jr.,8,starters,-6,2-3,66.7,0,0,7,4-9,44.4,6-6,100.0,29,0,4,16,7,1,0
MEM,,False,5112087,Jaylen Wells,0,starters,-19,0-3,0.0,2,0,1,3-8,37.5,4-4,100.0,28,0,2,10,1,1,1
MEM,,False,3146557,Jock Landale,31,starters,-17,2-2,100.0,3,0,3,6-6,100.0,3-3,100.0,24,3,3,17,6,0,1
MEM,,False,2581018,Kentavious Caldwell-Pope,3,starters,-6,1-4,25.0,4,1,2,3-7,42.9,0-0,0.0,26,0,2,7,2,0,1
MEM,,False,4279888,Ja Morant,12,starters,-16,0-6,0.0,9,0,3,8-23,34.8,7-7,100.0,31,0,0,23,3,1,3
MEM,,False,4593125,Santi Aldama,7,bench,+2,2-6,33.3,4,0,5,6-13,46.2,0-2,0.0,22,1,1,14,6,3,2
MEM,,False,4595400,Olivier-Maxence Prosper,18,bench,+4,0-0,0.0,0,0,0,1-1,100.0,2-2,100.0,1,0,0,4,0,0,0
MEM,,False,4903027,Cedric Coward,23,bench,-1,1-3,33.3,2,1,3,4-6,66.7,0-0,0.0,25,1,3,9,4,0,1
MEM,,False,4701225,PJ Hall,16,bench,+4,0-0,0.0,0,1,1,0-0,0.0,0-0,0.0,1,0,0,0,1,0,0
MEM,,False,3134932,John Konchar,46,bench,-13,1-4,25.0,1,0,4,1-5,20.0,0-0,0.0,21,0,2,3,4,1,1
MEM,,False,4433083,Cam Spencer,24,bench,-3,3-3,100.0,3,0,1,3-3,100.0,2-2,100.0,14,1,3,11,2,1,2
MEM,,False,4781746,Javon Small,10,bench,+6,0-5,0.0,4,0,2,1-7,14.3,2-2,100.0,16,1,0,4,3,0,1
MEM,,False,5105550,GG Jackson,45,bench,,,,,,,,,,,,,,,,,
MEM,,False,4397886,Charles Bassey,28,bench,,,,,,,,,,,,,,,,,
GS,,False,6430,Jimmy Butler III,10,starters,+8,2-2,100.0,5,0,5,6-8,75.0,6-8,75.0,31,0,0,20,5,0,5
GS,,False,6589,Draymond Green,23,starters,+18,2-5,40.0,10,0,4,2-6,33.3,1-2,50.0,28,0,6,7,4,1,4
GS,,False,4433247,Jonathan Kuminga,1,starters,+15,0-2,0.0,4,1,7,9-14,64.3,7-8,87.5,32,3,2,25,10,0,3
GS,,False,3975,Stephen Curry,30,starters,+17,4-9,44.4,3,0,4,5-11,45.5,2-2,100.0,30,0,2,16,4,0,1
GS,,False,4709138,Brandin Podziemski,2,starters,+17,5-7,71.4,6,0,2,8-14,57.1,2-4,50.0,32,2,3,23,4,1,0
GS,,False,4431684,Trayce Jackson-Davis,32,bench,-5,0-0,0.0,1,0,1,0-1,0.0,2-2,100.0,7,0,1,2,1,1,0
GS,,False,4997536,Gui Santos,15,bench,-2,1-1,100.0,0,0,1,1-1,100.0,0-0,0.0,6,0,1,3,1,1,0
GS,,False,4593016,Quinten Post,21,bench,-4,0-3,0.0,2,2,4,1-4,25.0,0-0,0.0,13,0,2,2,4,0,0
GS,,False,2990984,Buddy Hield,7,bench,+1,0-5,0.0,2,0,1,2-7,28.6,1-1,100.0,18,1,3,5,2,1,0
GS,,False,3134903,Gary Payton II,0,bench,+6,0-1,0.0,1,0,0,2-3,66.7,0-0,0.0,10,0,0,4,0,0,0
GS,,False,4432171,Moses Moody,4,bench,-3,5-7,71.4,1,2,2,6-10,60.0,3-3,100.0,22,0,2,20,2,1,2
GS,,False,4592714,Pat Spencer,61,bench,-4,0-0,0.0,0,0,0,0-1,0.0,0-0,0.0,1,0,0,0,0,0,0
GS,,False,4897262,Will Richard,3,bench,+1,0-1,0.0,1,0,1,2-3,66.7,0-0,0.0,9,1,2,4,2,1,1
