team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
MIA,,False,3059319,Andrew Wiggins,22,starters,-21,1-5,20.0,1,1,4,6-12,50.0,5-7,71.4,32,0,4,18,4,1,1
MIA,,False,4997528,Nikola Jovic,5,starters,+8,2-3,66.7,0,0,3,2-6,33.3,3-4,75.0,23,0,2,9,3,1,3
MIA,,False,4066261,Bam Adebayo,13,starters,-2,1-5,20.0,2,0,9,4-13,30.8,6-7,85.7,34,3,3,15,12,0,4
MIA,,False,2595516,Norman Powell,24,starters,+12,4-8,50.0,4,1,7,9-19,47.4,6-7,85.7,36,2,4,28,9,1,3
MIA,,False,4278053,Davion Mitchell,45,starters,+2,2-6,33.3,12,1,4,7-15,46.7,0-0,0.0,35,2,4,16,6,2,1
MIA,,False,3899664,Simone Fontecchio,0,bench,-9,1-3,33.3,1,0,1,6-9,66.7,0-0,0.0,19,1,2,13,2,0,1
MIA,,False,4432848,Jaime Jaquez Jr.,11,bench,-1,0-1,0.0,1,0,5,6-7,85.7,1-2,50.0,30,1,3,13,6,2,2
MIA,,False,5105623,Kel'el Ware,7,bench,-2,1-2,50.0,0,1,3,3-5,60.0,0-0,0.0,14,1,2,7,4,1,1
MIA,,False,4066993,Dru Smith,12,bench,-6,0-1,0.0,5,0,1,1-4,25.0,0-0,0.0,13,0,2,2,1,1,1
MIA,,False,4601025,Pelle Larsson,9,bench,-1,0-1,0.0,0,0,0,0-1,0.0,0-0,0.0,4,0,2,0,0,0,0
MIA,,False,4431772,Myron Gardner,15,bench,,,,,,,,,,,,,,,,,
MIA,,False,4431786,Keshad Johnson,16,bench,,,,,,,,,,,,,,,,,
MIA,,False,4700818,Vladislav Goldin,50,bench,,,,,,,,,,,,,,,,,
MIA,,False,3074752,Terry Rozier,2,bench,,,,,,,,,,,,,,,,,
ORL,,False,4432573,Paolo Banchero,5,starters,-2,1-3,33.3,1,1,11,7-17,41.2,9-12,75.0,35,0,1,24,11,1,2
ORL,,False,4566434,Franz Wagner,22,starters,+5,2-5,40.0,6,0,4,9-17,52.9,4-6,66.7,36,0,5,24,4,2,2
ORL,,False,4277847,Wendell Carter Jr.,34,starters,-7,0-1,0.0,1,1,3,2-5,40.0,5-5,100.0,30,5,4,9,8,1,2
ORL,,False,4066320,Desmond Bane,3,starters,-3,3-6,50.0,3,2,4,7-18,38.9,6-6,100.0,33,0,4,23,4,0,4
ORL,,False,4432165,Jalen Suggs,4,starters,+15,2-3,66.7,2,0,4,6-7,85.7,0-0,0.0,17,0,3,14,4,2,2
ORL,,False,4065654,Jonathan Isaac,1,bench,-6,0-1,0.0,0,0,1,0-1,0.0,0-0,0.0,7,0,0,0,1,1,0
ORL,,False,4702382,Tristan da Silva,23,bench,+11,3-5,60.0,0,0,1,5-8,62.5,3-4,75.0,18,0,0,16,1,0,1
ORL,,False,4348700,Goga Bitadze,35,bench,+11,0-1,0.0,4,1,5,3-4,75.0,2-2,100.0,19,3,1,8,8,1,0
ORL,,False,3135046,Tyus Jones,2,bench,-17,0-3,0.0,3,1,1,0-4,0.0,0-0,0.0,24,1,0,0,2,0,2
ORL,,False,4712849,Anthony Black,0,bench,+13,1-2,50.0,3,1,3,3-9,33.3,0-0,0.0,23,0,2,7,3,0,0
ORL,,False,5214637,Noah Penda,93,bench,,,,,,,,,,,,,,,,,
ORL,,False,5105806,Jett Howard,13,bench,,,,,,,,,,,,,,,,,
ORL,,False,5239561,Jase Richardson,11,bench,,,,,,,,,,,,,,,,,
