team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
NY,,False,3934719,OG Anunoby,8,starters,-6,1-6,16.7,5,1,4,3-11,27.3,2-3,66.7,34,2,4,9,6,1,2
NY,,False,3136195,Karl-Anthony Towns,32,starters,0,0-3,0.0,1,1,7,2-12,16.7,4-4,100.0,35,5,5,8,12,1,3
NY,,False,3147657,Mikal Bridges,25,starters,-10,3-7,42.9,6,0,8,8-16,50.0,5-5,100.0,39,3,4,24,11,1,0
NY,,False,3914044,Landry Shamet,44,starters,+3,4-9,44.4,1,0,1,5-11,45.5,2-2,100.0,30,2,1,16,3,1,1
NY,,False,3934672,Jalen Brunson,11,starters,-11,1-5,20.0,3,0,4,14-25,56.0,7-9,77.8,35,0,3,36,4,2,2
NY,,False,5289900,Mohamed Diawara,51,bench,-2,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,1,0,0,0,0,0,0
NY,,False,4871141,Ariel Hukporti,55,bench,-8,0-0,0.0,1,0,1,0-0,0.0,0-0,0.0,12,2,1,0,3,1,1
NY,,False,2528426,Jordan Clarkson,00,bench,-2,2-3,66.7,1,0,0,4-7,57.1,0-0,0.0,17,1,0,10,1,0,2
NY,,False,3062679,Josh Hart,3,bench,-18,1-4,25.0,4,0,3,1-5,20.0,0-0,0.0,26,1,0,3,4,2,2
NY,,False,4433225,Tyler Kolek,13,bench,+4,1-3,33.3,2,0,0,2-5,40.0,0-0,0.0,11,1,3,5,1,0,0
NY,,False,4395623,Trey Jemison III,50,bench,,,,,,,,,,,,,,,,,
NY,,False,4597865,Tosan Evbuomwan,20,bench,,,,,,,,,,,,,,,,,
NY,,False,5211983,Pacome Dadiet,4,bench,,,,,,,,,,,,,,,,,
MIL,,False,3032977,Giannis Antetokounmpo,34,starters,+18,0-1,0.0,7,2,6,16-22,72.7,5-7,71.4,33,2,3,37,8,1,4
MIL,,False,3133628,Myles Turner,3,starters,+18,1-5,20.0,3,3,6,1-6,16.7,2-2,100.0,30,2,0,5,8,0,0
MIL,,False,4277843,Gary Trent Jr.,5,starters,+9,2-5,40.0,3,0,3,4-9,44.4,1-1,100.0,31,0,1,11,3,1,1
MIL,,False,4397475,AJ Green,20,starters,+13,3-5,60.0,0,0,4,3-5,60.0,0-0,0.0,24,0,4,9,4,0,1
MIL,,False,4591725,Ryan Rollins,13,starters,+12,4-4,100.0,4,0,2,8-11,72.7,5-5,100.0,26,0,3,25,2,4,2
MIL,,False,2990962,Taurean Prince,12,bench,-7,2-3,66.7,0,1,0,3-4,75.0,0-0,0.0,21,0,2,8,0,0,2
MIL,,False,3064482,Bobby Portis,9,bench,-8,1-4,25.0,0,1,2,4-10,40.0,0-0,0.0,16,0,1,9,2,1,0
MIL,,False,3134907,Kyle Kuzma,18,bench,-1,0-1,0.0,1,0,5,0-2,0.0,5-6,83.3,20,0,3,5,5,0,2
MIL,,False,4066387,Amir Coffey,17,bench,-5,1-2,50.0,0,0,2,2-3,66.7,3-3,100.0,15,0,0,8,2,0,0
MIL,,False,4432809,Cole Anthony,50,bench,+1,0-4,0.0,9,1,4,2-7,28.6,0-0,0.0,24,0,4,4,4,0,1
MIL,,False,3102533,Thanasis Antetokounmpo,43,bench,,,,,,,,,,,,,,,,,
MIL,,False,4277922,Jericho Sims,00,bench,,,,,,,,,,,,,,,,,
MIL,,False,2999547,Gary Harris,11,bench,,,,,,,,,,,,,,,,,
MIL,,False,4432190,Andre Jackson Jr.,44,bench,,,,,,,,,,,,,,,,,
