team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
TOR,,False,3913176,Brandon Ingram,3,starters,+14,0-2,0.0,3,0,7,7-16,43.8,2-3,66.7,27,2,3,16,9,2,5
TOR,,False,4395625,RJ Barrett,9,starters,0,2-4,50.0,5,0,6,9-12,75.0,5-5,100.0,30,2,5,25,8,2,4
TOR,,False,4433134,Scottie Barnes,4,starters,+9,0-0,0.0,9,2,6,9-14,64.3,4-4,100.0,32,0,4,22,6,1,1
TOR,,False,3134908,Jakob Poeltl,19,starters,-3,0-0,0.0,2,1,3,7-8,87.5,0-1,0.0,22,3,6,14,6,0,2
TOR,,False,4395724,Immanuel Quickley,5,starters,+9,0-7,0.0,8,0,4,5-12,41.7,3-4,75.0,29,0,3,13,4,1,3
TOR,,False,4278580,Sandro Mamukelashvili,54,bench,+21,1-1,100.0,3,1,4,3-6,50.0,0-0,0.0,17,0,4,7,4,0,2
TOR,,False,4431893,Jamison Battle,77,bench,+4,0-2,0.0,0,0,2,1-3,33.3,0-0,0.0,9,1,0,2,3,0,0
TOR,,False,5107897,Jonathan Mogbo,2,bench,+2,0-0,0.0,0,0,3,2-4,50.0,0-0,0.0,11,1,1,4,4,0,0
TOR,,False,4397018,Ochai Agbaji,30,bench,+15,0-3,0.0,1,0,2,2-5,40.0,0-0,0.0,20,1,3,4,3,2,0
TOR,,False,4432241,Jamal Shead,23,bench,+11,1-2,50.0,5,0,1,3-5,60.0,3-4,75.0,19,1,1,10,2,1,2
TOR,,False,5106258,Gradey Dick,1,bench,+18,2-4,50.0,0,0,4,6-10,60.0,7-8,87.5,24,1,1,21,5,1,0
TOR,,False,4023,Garrett Temple,17,bench,,,,,,,,,,,,,,,,,
ATL,,False,4701230,Jalen Johnson,1,starters,-15,0-2,0.0,8,1,7,7-13,53.8,8-10,80.0,35,0,1,22,7,1,3
ATL,,False,5211175,Zaccharie Risacher,10,starters,-14,2-6,33.3,0,1,0,7-13,53.8,0-0,0.0,21,2,1,16,2,0,0
ATL,,False,3102531,Kristaps Porzingis,8,starters,-11,4-7,57.1,2,2,5,5-12,41.7,6-6,100.0,26,2,4,20,7,0,2
ATL,,False,4277905,Trae Young,11,starters,-14,1-7,14.3,5,0,1,5-14,35.7,11-13,84.6,34,0,4,22,1,1,2
ATL,,False,4869342,Dyson Daniels,5,starters,-3,0-1,0.0,2,0,2,2-4,50.0,0-0,0.0,23,1,5,4,3,2,3
ATL,,False,4431680,Onyeka Okongwu,17,bench,-19,1-2,50.0,1,0,4,8-12,66.7,1-1,100.0,30,2,2,18,6,0,0
ATL,,False,4712863,Mouhamed Gueye,18,bench,+5,0-0,0.0,0,1,0,0-0,0.0,0-0,0.0,5,0,0,0,0,0,0
ATL,,False,3913174,Luke Kennard,3,bench,-16,1-5,20.0,3,0,4,2-7,28.6,1-1,100.0,30,0,3,6,4,1,3
ATL,,False,4278039,Nickeil Alexander-Walker,7,bench,-2,1-5,20.0,4,1,3,2-15,13.3,5-6,83.3,28,1,2,10,4,1,1
ATL,,False,4279118,Keaton Wallace,2,bench,-11,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,9,0,2,0,0,1,1
ATL,,False,4873201,Asa Newell,14,bench,,,,,,,,,,,,,,,,,
ATL,,False,4592401,N'Faly Dante,12,bench,,,,,,,,,,,,,,,,,
ATL,,False,4578893,Vit Krejci,27,bench,,,,,,,,,,,,,,,,,
