team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
PHI,,False,4432446,Jabari Walker,33,starters,+8,0-0,0.0,1,0,1,1-3,33.3,0-1,0.0,19,2,1,2,3,0,0
PHI,,False,3059318,Joel Embiid,21,starters,+1,1-6,16.7,2,4,4,7-21,33.3,5-6,83.3,26,2,2,20,6,3,3
PHI,,False,3133603,Kelly Oubre Jr.,9,starters,+2,2-4,50.0,2,2,3,7-11,63.6,2-2,100.0,33,0,4,18,3,2,1
PHI,,False,4431678,Tyrese Maxey,0,starters,+3,6-10,60.0,5,3,5,14-26,53.8,5-5,100.0,39,0,2,39,5,1,4
PHI,,False,5124612,VJ Edgecombe,77,starters,-5,2-3,66.7,4,0,6,4-12,33.3,2-2,100.0,38,5,3,12,11,2,2
PHI,,False,4431675,Trendon Watford,12,bench,+2,0-0,0.0,2,0,4,2-4,50.0,4-5,80.0,19,0,4,8,4,0,2
PHI,,False,5105637,Adem Bona,30,bench,-3,0-0,0.0,0,1,2,1-2,50.0,0-0,0.0,22,2,1,2,4,0,0
PHI,,False,4397014,Quentin Grimes,5,bench,-13,0-5,0.0,4,1,2,4-11,36.4,2-3,66.7,30,1,2,10,3,4,4
PHI,,False,4683778,Jared McCain,20,bench,-5,0-2,0.0,2,0,1,0-4,0.0,0-0,0.0,15,0,2,0,1,0,0
PHI,,False,4433569,Johni Broome,22,bench,,,,,,,,,,,,,,,,,
PHI,,False,4711297,Justin Edwards,11,bench,,,,,,,,,,,,,,,,,
PHI,,False,6585,Andre Drummond,1,bench,,,,,,,,,,,,,,,,,
PHI,,False,3012,Kyle Lowry,7,bench,,,,,,,,,,,,,,,,,
PHI,,False,3431,Eric Gordon,23,bench,,,,,,,,,,,,,,,,,
CHI,,False,4432822,Isaac Okoro,35,starters,+4,3-6,50.0,5,1,1,5-8,62.5,3-4,75.0,33,1,3,16,2,2,1
CHI,,False,4711294,Matas Buzelis,14,starters,+9,2-4,50.0,1,2,5,4-11,36.4,0-0,0.0,30,0,3,10,5,1,2
CHI,,False,6478,Nikola Vucevic,9,starters,+8,1-5,20.0,0,1,7,8-14,57.1,2-2,100.0,31,3,1,19,10,1,1
CHI,,False,4395626,Tre Jones,30,starters,-10,0-0,0.0,2,0,4,4-9,44.4,0-0,0.0,27,0,0,8,4,3,1
CHI,,False,4871145,Josh Giddey,3,starters,+8,2-4,50.0,12,0,12,10-19,52.6,7-8,87.5,37,3,3,29,15,1,5
CHI,,False,4397189,Jalen Smith,25,bench,-6,3-7,42.9,0,0,2,4-8,50.0,3-4,75.0,17,2,2,14,4,0,4
CHI,,False,4431687,Patrick Williams,44,bench,-8,0-2,0.0,2,1,0,1-5,20.0,1-2,50.0,21,2,1,3,2,1,0
CHI,,False,4433159,Dalen Terry,7,bench,+2,0-0,0.0,2,2,1,1-2,50.0,0-0,0.0,14,0,4,2,1,0,0
CHI,,False,5105553,Julian Phillips,15,bench,-2,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,5,0,1,0,0,1,0
CHI,,False,4066372,Kevin Huerter,13,bench,+5,2-6,33.3,2,2,4,5-13,38.5,0-0,0.0,25,1,1,12,5,1,4
CHI,,False,3133635,Jevon Carter,5,bench,,,,,,,,,,,,,,,,,
CHI,,False,4397002,Ayo Dosunmu,11,bench,,,,,,,,,,,,,,,,,
