team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
LAL,,False,4066648,Rui Hachimura,28,starters,+7,2-4,50.0,1,1,3,2-4,50.0,3-4,75.0,38,0,4,9,3,1,1
LAL,,False,4278129,Deandre Ayton,5,starters,-17,0-0,0.0,0,0,0,4-6,66.7,1-1,100.0,17,0,0,9,0,0,1
LAL,,False,2990992,Marcus Smart,36,starters,+12,1-4,25.0,4,0,3,5-8,62.5,1-1,100.0,35,0,3,12,3,2,3
LAL,,False,3945274,Luka Doncic,77,starters,-2,6-15,40.0,6,0,11,14-27,51.9,10-13,76.9,39,1,3,44,12,0,5
LAL,,False,4066457,Austin Reaves,15,starters,+15,2-8,25.0,4,0,4,5-14,35.7,9-9,100.0,36,0,2,21,4,1,2
LAL,,False,4278077,Jarred Vanderbilt,2,bench,+9,0-1,0.0,1,1,3,1-2,50.0,0-0,0.0,14,1,1,2,4,0,0
LAL,,False,4592691,Jake LaRavia,12,bench,-4,1-3,33.3,2,0,4,5-8,62.5,2-3,66.7,23,1,0,13,5,3,1
LAL,,False,4897943,Dalton Knecht,4,bench,-10,1-3,33.3,1,0,1,2-5,40.0,0-0,0.0,15,1,2,5,2,1,0
LAL,,False,4397077,Jaxson Hayes,11,bench,+15,0-0,0.0,5,1,6,1-2,50.0,0-2,0.0,23,1,1,2,7,0,0
LAL,,False,4683686,Nick Smith Jr.,20,bench,,,,,,,,,,,,,,,,,
LAL,,False,4683774,Bronny James,9,bench,,,,,,,,,,,,,,,,,
MEM,,False,4277961,Jaren Jackson Jr.,8,starters,-4,2-2,100.0,1,0,4,6-8,75.0,1-2,50.0,32,0,6,15,4,0,2
MEM,,False,5112087,Jaylen Wells,0,starters,-3,2-9,22.2,0,0,3,7-16,43.8,0-1,0.0,27,4,2,16,7,0,0
MEM,,False,3146557,Jock Landale,31,starters,0,2-2,100.0,1,0,4,6-8,75.0,2-2,100.0,25,1,4,16,5,1,0
MEM,,False,2581018,Kentavious Caldwell-Pope,3,starters,+5,2-4,50.0,5,0,2,4-7,57.1,2-2,100.0,24,0,0,12,2,0,1
MEM,,False,4279888,Ja Morant,12,starters,-4,0-6,0.0,7,0,1,3-14,21.4,2-2,100.0,31,0,1,8,1,1,1
MEM,,False,4593125,Santi Aldama,7,bench,-9,1-5,20.0,3,0,6,3-12,25.0,0-0,0.0,26,4,2,7,10,1,2
MEM,,False,4903027,Cedric Coward,23,bench,-13,0-4,0.0,3,0,6,4-11,36.4,5-6,83.3,26,4,2,13,10,3,2
MEM,,False,3134932,John Konchar,46,bench,+3,2-2,100.0,2,0,1,2-2,100.0,0-0,0.0,13,0,1,6,1,0,0
MEM,,False,4397227,Vince Williams Jr.,5,bench,-1,1-6,16.7,3,0,2,3-9,33.3,0-0,0.0,17,0,5,7,2,1,2
MEM,,False,4433083,Cam Spencer,24,bench,+1,2-5,40.0,3,0,0,3-6,50.0,4-4,100.0,19,0,2,12,0,2,1
MEM,,False,4595400,Olivier-Maxence Prosper,18,bench,,,,,,,,,,,,,,,,,
MEM,,False,4397886,Charles Bassey,28,bench,,,,,,,,,,,,,,,,,
MEM,,False,4701225,PJ Hall,16,bench,,,,,,,,,,,,,,,,,
MEM,,False,4781746,Javon Small,10,bench,,,,,,,,,,,,,,,,,
