team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
ORL,,False,4432573,Paolo Banchero,5,starters,+9,2-4,50.0,9,0,8,8-12,66.7,2-6,33.3,33,1,2,20,9,2,1
ORL,,False,4566434,Franz Wagner,22,starters,+23,3-6,50.0,3,0,3,8-16,50.0,2-2,100.0,34,2,1,21,5,1,2
ORL,,False,4277847,Wendell Carter Jr.,34,starters,+10,3-5,60.0,3,1,3,6-9,66.7,3-4,75.0,27,5,3,18,8,0,1
ORL,,False,4066320,Desmond Bane,3,starters,+9,0-2,0.0,7,0,2,4-11,36.4,1-1,100.0,28,2,4,9,4,0,4
ORL,,False,4712849,Anthony Black,0,starters,+8,3-6,50.0,2,2,0,8-13,61.5,1-1,100.0,31,1,1,20,1,2,3
ORL,,False,4065654,Jonathan Isaac,1,bench,+9,0-4,0.0,1,3,2,1-5,20.0,0-0,0.0,15,1,2,2,3,1,0
ORL,,False,4702382,Tristan da Silva,23,bench,+5,3-7,42.9,1,0,2,5-11,45.5,6-6,100.0,22,1,2,19,3,3,2
ORL,,False,5214637,Noah Penda,93,bench,-4,0-0,0.0,1,0,2,1-2,50.0,1-2,50.0,17,0,2,3,2,0,0
ORL,,False,4348700,Goga Bitadze,35,bench,+7,1-1,100.0,0,1,2,2-4,50.0,1-1,100.0,13,1,1,6,3,0,0
ORL,,False,4593049,Orlando Robinson,7,bench,-2,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,2,0,1,0,0,0,0
ORL,,False,3135046,Tyus Jones,2,bench,+10,1-3,33.3,0,0,0,2-4,50.0,0-0,0.0,14,0,0,5,0,1,0
ORL,,False,5105806,Jett Howard,13,bench,-2,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,2,0,0,0,0,0,0
ORL,,False,5239561,Jase Richardson,11,bench,-2,0-0,0.0,2,0,0,0-0,0.0,0-0,0.0,2,0,0,0,0,0,0
CHA,,False,4066383,Miles Bridges,0,starters,-17,4-6,66.7,0,1,5,6-15,40.0,0-0,0.0,33,0,2,16,5,0,3
CHA,,False,4576060,Ryan Kalkbrenner,11,starters,-14,0-0,0.0,0,3,4,8-9,88.9,1-1,100.0,32,3,2,17,7,1,3
CHA,,False,4432816,LaMelo Ball,1,starters,-4,1-9,11.1,13,0,6,8-19,42.1,0-0,0.0,36,1,4,17,7,2,3
CHA,,False,4602025,Sion James,4,starters,-9,1-2,50.0,1,0,4,3-5,60.0,1-1,100.0,28,0,2,8,4,1,2
CHA,,False,5061575,Kon Knueppel,7,starters,-20,1-4,25.0,1,0,2,2-6,33.3,0-0,0.0,27,1,2,5,3,0,4
CHA,,False,4433249,Moussa Diabate,14,bench,-1,0-0,0.0,1,2,2,4-8,50.0,2-2,100.0,20,4,2,10,6,0,0
CHA,,False,5211176,Tidjane Salaun,31,bench,+2,0-0,0.0,0,0,1,0-1,0.0,0-0,0.0,7,1,0,0,2,0,1
CHA,,False,2578239,Pat Connaughton,21,bench,+2,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,2,0,0,0,0,0,0
CHA,,False,4277811,Collin Sexton,8,bench,+3,3-4,75.0,4,0,2,5-7,71.4,6-8,75.0,25,0,5,19,2,0,3
CHA,,False,4432819,Tre Mann,23,bench,-11,1-4,25.0,0,0,1,4-9,44.4,0-0,0.0,16,1,2,9,2,0,2
CHA,,False,5239590,Liam McNeeley,33,bench,-11,0-1,0.0,4,0,2,2-4,50.0,2-3,66.7,14,1,1,6,3,1,0
CHA,,False,2488653,Mason Plumlee,22,bench,,,,,,,,,,,,,,,,,
