team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
CHA,,False,4066383,Miles Bridges,0,starters,0,3-11,27.3,3,0,6,7-19,36.8,5-7,71.4,37,2,2,22,8,1,1
CHA,,False,4576060,Ryan Kalkbrenner,11,starters,+8,0-0,0.0,2,4,5,4-4,100.0,2-2,100.0,30,6,4,10,11,1,2
CHA,,False,4277811,Collin Sexton,8,starters,+12,2-6,33.3,5,0,0,6-14,42.9,3-4,75.0,30,0,2,17,0,1,5
CHA,,False,4602025,Sion James,4,starters,-7,1-2,50.0,2,1,5,1-4,25.0,3-4,75.0,31,0,3,6,5,1,2
CHA,,False,5061575,Kon Knueppel,7,starters,+7,3-10,30.0,2,0,11,7-16,43.8,3-3,100.0,32,1,3,20,12,0,2
CHA,,False,4433249,Moussa Diabate,14,bench,-12,0-0,0.0,2,1,2,2-3,66.7,2-4,50.0,18,3,3,6,5,2,1
CHA,,False,2578239,Pat Connaughton,21,bench,-4,1-1,100.0,1,0,1,1-2,50.0,0-0,0.0,11,0,0,3,1,0,0
CHA,,False,4432819,Tre Mann,23,bench,-9,2-6,33.3,2,0,1,8-13,61.5,0-0,0.0,24,1,2,18,2,2,4
CHA,,False,4683834,KJ Simpson,25,bench,-13,1-2,50.0,0,0,1,3-6,50.0,1-2,50.0,13,2,2,8,3,0,1
CHA,,False,5239590,Liam McNeeley,33,bench,-2,0-0,0.0,1,0,2,0-1,0.0,2-2,100.0,13,0,2,2,2,0,1
CHA,,False,4066218,Grant Williams,2,bench,,,,,,,,,,,,,,,,,
CHA,,False,2488653,Mason Plumlee,22,bench,,,,,,,,,,,,,,,,,
NO,,False,3155535,Kevon Looney,55,starters,-22,0-1,0.0,2,1,4,0-3,0.0,0-0,0.0,15,0,2,0,4,0,1
NO,,False,4277813,Herbert Jones,2,starters,+1,3-5,60.0,1,0,3,4-9,44.4,0-0,0.0,36,2,3,11,5,1,2
NO,,False,4397688,Trey Murphy III,25,starters,+3,5-10,50.0,3,1,2,7-16,43.8,2-2,100.0,37,1,0,21,3,1,1
NO,,False,4277956,Jordan Poole,3,starters,-1,1-6,16.7,6,0,2,3-14,21.4,4-4,100.0,27,0,4,11,2,0,3
NO,,False,5144091,Jeremiah Fears,0,starters,-17,1-2,50.0,0,0,2,4-10,40.0,2-2,100.0,17,1,1,11,3,1,0
NO,,False,4997538,Karlo Matkovic,17,bench,+13,0-0,0.0,2,1,2,6-7,85.7,1-4,25.0,15,4,2,13,6,0,1
NO,,False,4869780,Derik Queen,22,bench,+13,0-0,0.0,7,0,5,5-7,71.4,2-3,66.7,18,3,3,12,8,4,3
NO,,False,4277869,Jose Alvarado,15,bench,+21,4-7,57.1,6,0,2,7-11,63.6,0-0,0.0,31,1,1,18,3,2,1
NO,,False,4397136,Saddiq Bey,41,bench,+8,3-5,60.0,0,0,3,6-9,66.7,2-4,50.0,27,1,3,17,4,0,0
NO,,False,4683750,Jordan Hawkins,24,bench,+1,0-2,0.0,0,0,1,1-4,25.0,0-0,0.0,17,0,1,2,1,0,0
NO,,False,3442,DeAndre Jordan,9,bench,,,,,,,,,,,,,,,,,
NO,,False,4432185,Micah Peavy,14,bench,,,,,,,,,,,,,,,,,
