team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
HOU,,False,3202,Kevin Durant,7,starters,+21,2-3,66.7,1,1,4,8-11,72.7,8-9,88.9,30,0,2,26,4,2,2
HOU,,False,4432639,Jabari Smith Jr.,10,starters,+19,1-3,33.3,0,4,6,5-10,50.0,1-1,100.0,26,0,0,12,6,1,1
HOU,,False,4871144,Alperen Sengun,28,starters,+24,1-3,33.3,9,2,9,5-13,38.5,5-7,71.4,31,1,3,16,10,1,4
HOU,,False,4065663,Josh Okogie,20,starters,+7,3-5,60.0,2,0,0,3-5,60.0,3-4,75.0,21,0,1,12,0,1,0
HOU,,False,4684740,Amen Thompson,1,starters,+27,1-1,100.0,8,0,6,6-12,50.0,4-6,66.7,32,3,0,17,9,0,3
HOU,,False,3209,Jeff Green,32,bench,-4,2-2,100.0,0,1,0,2-2,100.0,0-0,0.0,8,0,0,6,0,0,0
HOU,,False,3136777,Jae'Sean Tate,8,bench,-6,0-0,0.0,0,0,1,0-2,0.0,0-0,0.0,8,0,1,0,1,0,1
HOU,,False,4433192,Tari Eason,17,bench,+15,4-6,66.7,0,1,5,4-7,57.1,0-0,0.0,20,1,2,12,6,0,3
HOU,,False,2991235,Steven Adams,12,bench,+13,0-0,0.0,3,0,2,2-3,66.7,0-0,0.0,14,3,1,4,5,0,1
HOU,,False,3102529,Clint Capela,30,bench,+8,0-0,0.0,1,1,6,1-3,33.3,2-4,50.0,18,4,2,4,10,1,1
HOU,,False,3922230,Aaron Holiday,0,bench,-4,0-0,0.0,2,0,2,0-1,0.0,2-2,100.0,8,0,0,2,2,0,2
HOU,,False,4576085,JD Davison,4,bench,-4,1-1,100.0,1,1,0,2-2,100.0,0-2,0.0,8,0,0,5,0,0,0
HOU,,False,4711272,Reed Sheppard,15,bench,+19,4-5,80.0,3,0,0,4-6,66.7,0-0,0.0,17,0,2,12,0,0,0
BOS,,False,4687718,Josh Minott,8,starters,-20,2-6,33.3,3,0,3,3-11,27.3,2-2,100.0,19,3,0,10,6,2,1
BOS,,False,4397424,Neemias Queta,88,starters,-7,0-1,0.0,1,0,3,4-6,66.7,1-1,100.0,15,1,1,9,4,0,0
BOS,,False,3078576,Derrick White,9,starters,-20,1-5,20.0,2,1,1,2-11,18.2,0-0,0.0,19,1,0,5,2,1,0
BOS,,False,3917376,Jaylen Brown,7,starters,-20,0-2,0.0,5,0,2,6-14,42.9,0-0,0.0,22,0,3,12,2,1,5
BOS,,False,4066354,Payton Pritchard,11,starters,-19,1-4,25.0,4,0,0,5-10,50.0,3-3,100.0,26,1,1,14,1,1,1
BOS,,False,3948153,Chris Boucher,99,bench,-7,0-2,0.0,0,0,0,2-6,33.3,0-0,0.0,13,0,4,4,0,1,0
BOS,,False,4065804,Sam Hauser,30,bench,-10,2-3,66.7,2,0,1,2-4,50.0,0-0,0.0,17,1,0,6,2,0,1
BOS,,False,4277964,Xavier Tillman,26,bench,-4,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,2,0,0,0,0,0,0
BOS,,False,4702745,Amari Williams,77,bench,+9,0-0,0.0,1,0,1,1-2,50.0,0-0,0.0,6,0,1,2,1,1,0
BOS,,False,4277951,Luka Garza,52,bench,-12,0-1,0.0,0,1,2,0-3,0.0,0-0,0.0,15,2,4,0,4,0,0
BOS,,False,4351851,Anfernee Simons,4,bench,-10,1-3,33.3,0,0,1,1-6,16.7,0-0,0.0,17,0,3,3,1,0,0
BOS,,False,4397251,Ron Harper Jr.,13,bench,+1,0-4,0.0,3,0,2,1-5,20.0,0-0,0.0,10,1,1,2,3,0,0
BOS,,False,4593841,Baylor Scheierman,55,bench,-2,4-5,80.0,1,0,4,6-7,85.7,1-1,100.0,23,1,1,17,5,2,0
BOS,,False,4683689,Jordan Walsh,27,bench,-7,2-5,40.0,1,0,1,4-10,40.0,0-0,0.0,19,3,3,10,4,0,0
BOS,,False,5175647,Hugo Gonzalez,28,bench,-7,1-3,33.3,1,0,1,3-8,37.5,0-0,0.0,17,0,3,7,1,0,2
