team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
WSH,,False,4432907,Justin Champagnie,9,starters,-9,2-2,100.0,0,0,3,4-4,100.0,2-3,66.7,19,3,2,12,6,1,1
WSH,,False,5174563,Kyshawn George,18,starters,-18,0-3,0.0,3,0,2,3-9,33.3,3-5,60.0,28,0,5,9,2,0,3
WSH,,False,5160992,Alex Sarr,20,starters,-26,4-5,80.0,2,3,5,12-20,60.0,3-4,75.0,29,3,0,31,8,0,2
WSH,,False,2490149,CJ McCollum,3,starters,-9,0-4,0.0,4,0,1,1-10,10.0,1-1,100.0,18,0,3,3,1,0,0
WSH,,False,5104155,Bilal Coulibaly,0,starters,-8,0-3,0.0,3,0,1,0-5,0.0,1-2,50.0,16,1,2,1,2,0,2
WSH,,False,4277848,Marvin Bagley III,35,bench,-1,0-0,0.0,2,1,3,5-6,83.3,1-1,100.0,13,2,2,11,5,0,2
WSH,,False,4280151,Corey Kispert,24,bench,-1,1-2,50.0,1,0,2,3-5,60.0,1-2,50.0,13,0,0,8,2,0,1
WSH,,False,4997537,Tristan Vukcevic,00,bench,-2,0-1,0.0,1,0,1,2-3,66.7,1-1,100.0,6,0,0,5,1,0,0
WSH,,False,5105592,Cam Whitmore,1,bench,-8,0-1,0.0,0,1,0,1-3,33.3,0-0,0.0,8,0,0,2,0,1,1
WSH,,False,4565201,Malaki Branham,8,bench,-9,0-2,0.0,0,0,2,3-5,60.0,4-4,100.0,17,1,0,10,3,0,0
WSH,,False,4845374,Bub Carrington,7,bench,-30,1-2,50.0,6,0,5,1-2,50.0,0-0,0.0,31,0,1,3,5,0,3
WSH,,False,5144126,Will Riley,27,bench,-7,0-0,0.0,1,0,2,2-3,66.7,0-0,0.0,12,0,0,4,2,0,1
WSH,,False,5170947,AJ Johnson,4,bench,-2,0-0,0.0,1,0,1,0-0,0.0,1-2,50.0,6,1,0,1,2,0,0
WSH,,False,5238230,Tre Johnson,12,bench,-15,1-2,50.0,1,0,1,2-5,40.0,2-2,100.0,24,0,3,7,1,0,3
WSH,,False,2581184,Anthony Gill,16,bench,,,,,,,,,,,,,,,,,
BOS,,False,4687718,Josh Minott,8,starters,+18,3-6,50.0,0,0,4,8-12,66.7,2-2,100.0,34,1,3,21,5,3,1
BOS,,False,4397424,Neemias Queta,88,starters,+23,0-0,0.0,5,1,8,7-7,100.0,1-2,50.0,24,4,4,15,12,1,0
BOS,,False,3078576,Derrick White,9,starters,+22,2-5,40.0,8,2,3,4-8,50.0,2-4,50.0,29,0,0,12,3,3,0
BOS,,False,3917376,Jaylen Brown,7,starters,+11,2-4,50.0,5,0,4,13-21,61.9,7-9,77.8,26,1,2,35,5,1,1
BOS,,False,4066354,Payton Pritchard,11,starters,+36,2-6,33.3,5,0,1,7-12,58.3,2-2,100.0,24,1,2,18,2,0,2
BOS,,False,4065804,Sam Hauser,30,bench,+3,1-6,16.7,3,0,1,1-8,12.5,0-0,0.0,22,1,1,3,2,0,0
BOS,,False,4277951,Luka Garza,52,bench,-3,0-0,0.0,1,0,0,0-2,0.0,2-2,100.0,7,2,2,2,2,1,0
BOS,,False,4351851,Anfernee Simons,4,bench,+6,4-10,40.0,2,0,0,7-16,43.8,0-0,0.0,30,0,4,18,0,1,1
BOS,,False,4593841,Baylor Scheierman,55,bench,+2,0-1,0.0,0,0,0,0-1,0.0,0-0,0.0,4,0,1,0,0,0,0
BOS,,False,4683689,Jordan Walsh,27,bench,+27,1-2,50.0,1,0,5,3-4,75.0,0-0,0.0,24,2,4,7,7,2,0
BOS,,False,5175647,Hugo Gonzalez,28,bench,0,1-1,100.0,1,0,2,2-4,50.0,0-0,0.0,17,0,1,5,2,0,0
BOS,,False,3948153,Chris Boucher,99,bench,,,,,,,,,,,,,,,,,
BOS,,False,4277964,Xavier Tillman,26,bench,,,,,,,,,,,,,,,,,
