id,prd,clck,txt,tm,team,hmScr,awyScr,sq,plyTypId,scrng,wnPrb
4018100084,1,12:00,Nikola Vucevic vs. Mitchell Robinson (Jalen Brunson gains possession),18,NY,0,0,4,615,,70.4
4018100087,1,11:42,OG Anunoby makes driving layup (Karl-Anthony Towns assists),18,NY,2,0,7,110,True,72.7
4018100089,1,11:31,Isaac Okoro offensive foul,4,NY,2,0,9,42,,74.5
40181000811,1,11:31,Isaac Okoro turnover,4,NY,2,0,11,84,,74.5
40181000812,1,11:09,Jalen Brunson misses driving floating jump shot,18,NY,2,0,12,144,,73
40181000813,1,11:05,Mitchell Robinson offensive rebound,18,NY,2,0,13,156,,74.4
40181000814,1,11:05,Mitchell Robinson misses tip shot,18,NY,2,0,14,94,,73
40181000815,1,11:05,Nikola Vucevic defensive rebound,4,NY,2,0,15,155,,72.5
40181000816,1,11:02,Matas Buzelis misses 23-foot three point shot,4,NY,2,0,16,113,,73.9
40181000817,1,10:59,Karl-Anthony Towns defensive rebound,18,NY,2,0,17,155,,74.3
40181000818,1,10:52,OG Anunoby misses driving layup,18,NY,2,0,18,110,,72.9
40181000819,1,10:50,Josh Giddey defensive rebound,4,NY,2,0,19,155,,72.4
40181000820,1,10:44,Matas Buzelis misses two point shot,4,NY,2,0,20,109,,73.8
40181000821,1,10:44,Knicks defensive team rebound,18,NY,2,0,21,155,,74.3
40181000823,1,10:26,Mikal Bridges misses 24-foot three point jumper,18,NY,2,0,23,92,,72.7
40181000824,1,10:24,Nikola Vucevic defensive rebound,4,NY,2,0,24,155,,72.3
40181000825,1,10:10,Nikola Vucevic lost ball turnover (OG Anunoby steals),4,NY,2,0,25,63,,74.1
40181000827,1,10:06,OG Anunoby misses two point shot,18,NY,2,0,27,109,,72.6
40181000828,1,10:02,Nikola Vucevic defensive rebound,4,NY,2,0,28,155,,72.1
40181000829,1,9:59,Josh Giddey makes 25-foot three point shot (Tre Jones assists),4,NY,2,3,29,113,True,67.8
40181000831,1,9:37,Matas Buzelis shooting foul,4,NY,2,3,31,44,,70.9
40181000833,1,9:37,Mikal Bridges makes free throw 1 of 2,18,NY,3,3,33,98,True,71.5
40181000834,1,9:37,Mikal Bridges makes free throw 2 of 2,18,NY,4,3,34,99,True,69.7
40181000835,1,9:19,Nikola Vucevic misses 11-foot two point shot,4,NY,4,3,35,137,,71.4
40181000836,1,9:17,Jalen Brunson defensive rebound,18,NY,4,3,36,155,,72
40181000837,1,9:11,Jalen Brunson makes 25-foot three point shot (Mikal Bridges assists),18,NY,7,3,37,113,True,75.7
40181000839,1,8:54,Mikal Bridges shooting foul,18,NY,7,3,39,44,,72.8
40181000841,1,8:54,Nikola Vucevic makes free throw 1 of 2,4,NY,7,4,41,98,True,72.2
40181000842,1,8:54,Nikola Vucevic makes free throw 2 of 2,4,NY,7,5,42,99,True,73.8
40181000843,1,8:45,Jalen Brunson makes 26-foot three pointer,18,NY,10,5,43,131,True,77.5
40181000844,1,8:31,Isaac Okoro makes 23-foot three point jumper (Josh Giddey assists),4,NY,10,8,44,92,True,73.7
40181000846,1,8:04,OG Anunoby bad pass (Tre Jones steals),18,NY,10,8,46,62,,71.4
40181000848,1,8:00,Matas Buzelis misses two point shot,4,NY,10,8,48,109,,73.1
40181000850,1,7:58,Isaac Okoro offensive rebound,4,NY,10,8,50,156,,71.4
40181000851,1,7:58,Isaac Okoro makes two point shot,4,NY,10,10,51,125,True,69.3
40181000852,1,7:58,Knicks Full timeout,18,NY,10,10,52,16,,69.3
40181000853,1,7:58,Josh Hart enters the game for Mitchell Robinson,18,NY,10,10,53,584,,69.3
40181000854,1,7:58,Kevin Huerter enters the game for Tre Jones,4,NY,10,10,54,584,,69.3
40181000857,1,7:40,Karl-Anthony Towns makes 26-foot three point jumper (OG Anunoby assists),18,NY,13,10,57,92,True,73.5
40181000859,1,7:25,Josh Giddey misses driving floating jump shot,4,NY,13,10,59,144,,74.9
40181000860,1,7:23,Karl-Anthony Towns defensive rebound,18,NY,13,10,60,155,,75.4
40181000861,1,7:19,Jalen Brunson misses running pullup jump shot,18,NY,13,10,61,146,,73.9
40181000862,1,7:16,Josh Giddey defensive rebound,4,NY,13,10,62,155,,73.4
40181000863,1,6:59,Matas Buzelis misses driving floating jump shot,4,NY,13,10,63,144,,74.8
40181000864,1,6:57,Nikola Vucevic offensive rebound,4,NY,13,10,64,156,,73.3
40181000865,1,6:55,Nikola Vucevic makes 26-foot three point jumper,4,NY,13,13,65,92,True,68.9
40181000866,1,6:42,OG Anunoby misses 25-foot three point jumper,18,NY,13,13,66,92,,67
40181000867,1,6:38,Mikal Bridges offensive rebound,18,NY,13,13,67,156,,68.8
40181000868,1,6:33,Karl-Anthony Towns makes 27-foot three point jumper (OG Anunoby assists),18,NY,16,13,68,92,True,73.2
40181000874,1,6:19,Patrick Williams enters the game for Matas Buzelis,4,NY,16,13,74,584,,73.1
40181000876,1,6:19,Landry Shamet enters the game for OG Anunoby,18,NY,16,13,76,584,,73.1
40181000878,1,6:16,Kevin Huerter makes 25-foot three point jumper (Josh Giddey assists),4,NY,16,16,78,92,True,68.7
40181000880,1,5:58,Karl-Anthony Towns bad pass (Josh Giddey steals),18,NY,16,16,80,62,,66.1
40181000882,1,5:52,Kevin Huerter misses running pullup jump shot,4,NY,16,16,82,146,,67.9
40181000883,1,5:48,Jalen Brunson defensive rebound,18,NY,16,16,83,155,,68.5
