team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
LAL,,False,4066648,Rui Hachimura,28,starters,-28,2-3,66.7,0,0,1,3-9,33.3,0-0,0.0,23,1,1,8,2,0,1
LAL,,False,4592691,Jake LaRavia,12,starters,-23,1-2,50.0,2,1,2,4-7,57.1,4-5,80.0,23,3,1,13,5,2,2
LAL,,False,4278129,Deandre Ayton,5,starters,-15,0-0,0.0,0,0,3,5-5,100.0,1-1,100.0,20,2,0,11,5,0,3
LAL,,False,2990992,Marcus Smart,36,starters,-23,0-1,0.0,2,0,0,2-4,50.0,1-1,100.0,21,0,2,5,0,2,2
LAL,,False,3945274,Luka Doncic,77,starters,-21,4-10,40.0,11,0,5,7-17,41.2,4-6,66.7,27,0,2,22,5,1,5
LAL,,False,2960236,Maxi Kleber,14,bench,+3,0-1,0.0,1,2,2,0-1,0.0,1-2,50.0,14,0,0,1,2,0,0
LAL,,False,4278077,Jarred Vanderbilt,2,bench,+2,1-2,50.0,2,1,14,4-9,44.4,3-3,100.0,28,4,2,12,18,1,2
LAL,,False,4897943,Dalton Knecht,4,bench,+4,2-5,40.0,1,0,3,5-11,45.5,2-2,100.0,25,1,1,14,4,0,1
LAL,,False,4397077,Jaxson Hayes,11,bench,-11,0-0,0.0,0,1,2,2-4,50.0,0-0,0.0,17,1,0,4,3,0,0
LAL,,False,4683686,Nick Smith Jr.,20,bench,+8,1-4,25.0,2,0,1,1-8,12.5,0-0,0.0,23,0,1,3,1,1,2
LAL,,False,4683774,Bronny James,9,bench,+4,1-2,50.0,2,0,1,4-6,66.7,0-0,0.0,18,1,1,9,2,1,1
LAL,,False,5060631,Adou Thiero,1,bench,,,,,,,,,,,,,,,,,
ATL,,False,4431680,Onyeka Okongwu,17,starters,+22,0-3,0.0,4,2,6,6-14,42.9,0-0,0.0,32,2,1,12,8,3,2
ATL,,False,4712863,Mouhamed Gueye,18,starters,+12,4-5,80.0,7,1,7,8-12,66.7,1-1,100.0,34,0,2,21,7,2,2
ATL,,False,5211175,Zaccharie Risacher,10,starters,+18,3-7,42.9,4,0,1,7-14,50.0,2-2,100.0,27,0,1,19,1,2,1
ATL,,False,4279118,Keaton Wallace,2,starters,+20,4-8,50.0,7,0,2,5-15,33.3,0-0,0.0,36,0,2,14,2,1,1
ATL,,False,4869342,Dyson Daniels,5,starters,+16,0-0,0.0,13,0,6,5-8,62.5,0-0,0.0,36,2,2,10,8,1,2
ATL,,False,4592461,Jacob Toppin,0,bench,+1,0-0,0.0,0,0,1,2-2,100.0,0-0,0.0,3,0,0,4,1,0,0
ATL,,False,4873201,Asa Newell,14,bench,+5,2-5,40.0,0,1,4,7-12,58.3,1-1,100.0,27,1,2,17,5,4,1
ATL,,False,4592401,N'Faly Dante,12,bench,+2,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,2,0,0,0,0,0,0
ATL,,False,4433623,Caleb Houstan,33,bench,+2,1-2,50.0,1,1,0,2-3,66.7,3-3,100.0,19,2,1,8,2,0,1
ATL,,False,4578893,Vit Krejci,27,bench,+2,2-9,22.2,1,1,3,6-13,46.2,3-4,75.0,24,0,3,17,3,0,1
ATL,,False,4701230,Jalen Johnson,1,bench,,,,,,,,,,,,,,,,,
ATL,,False,4278039,Nickeil Alexander-Walker,7,bench,,,,,,,,,,,,,,,,,
