id,prd,clck,txt,tm,team,hmScr,awyScr,sq,plyTypId,scrng,wnPrb
4018100624,1,12:00,Jakob Poeltl vs. Nic Claxton (Noah Clowney gains possession),17,TOR,0,0,4,615,,75
4018100627,1,11:35,Egor Demin makes 24-foot three point jumper (Terance Mann assists),17,TOR,3,0,7,92,True,70.7
4018100629,1,11:08,Brandon Ingram misses driving layup,28,TOR,3,0,9,110,,68.7
40181006210,1,11:04,Noah Clowney defensive rebound,17,TOR,3,0,10,155,,68
40181006211,1,10:59,Nic Claxton makes alley oop dunk shot (Terance Mann assists),17,TOR,5,0,11,118,True,66
40181006213,1,10:57,RJ Barrett technical foul,28,TOR,5,0,13,35,,61.5
40181006214,1,10:57,Michael Porter Jr. makes technical free throw,17,TOR,6,0,14,103,True,60.8
40181006215,1,10:44,Immanuel Quickley makes 25-foot three point jumper (RJ Barrett assists),28,TOR,6,3,15,92,True,67.8
40181006217,1,10:28,Nic Claxton makes 2-foot two point shot (Michael Porter Jr. assists),17,TOR,8,3,17,134,True,65.7
40181006219,1,10:28,Jakob Poeltl shooting foul,28,TOR,8,3,19,44,,61.4
40181006221,1,10:28,Nic Claxton makes free throw 1 of 1,17,TOR,9,3,21,97,True,63
40181006222,1,10:15,Egor Demin personal foul,17,TOR,9,3,22,45,,63
40181006224,1,10:03,Terance Mann shooting foul,17,TOR,9,3,24,44,,66.3
40181006226,1,10:03,Brandon Ingram misses free throw 1 of 2,28,TOR,9,3,26,98,,64.6
40181006227,1,10:03,Raptors offensive team rebound,28,TOR,9,3,27,156,,62.8
40181006228,1,10:03,Brandon Ingram makes free throw 2 of 2,28,TOR,9,4,28,99,True,62.8
40181006229,1,9:43,Nic Claxton makes dunk,17,TOR,11,4,29,96,True,60.1
40181006231,1,9:24,RJ Barrett makes 7-foot two point shot (Brandon Ingram assists),28,TOR,11,6,31,130,True,62.3
40181006233,1,9:13,Egor Demin makes driving layup,17,TOR,13,6,33,110,True,59.8
40181006234,1,9:12,Raptors Full timeout,28,TOR,13,6,34,16,,59.8
40181006235,1,8:57,Immanuel Quickley makes 12-foot two point shot (RJ Barrett assists),28,TOR,13,8,35,130,True,62
40181006237,1,8:30,Noah Clowney misses 24-foot three point jumper,17,TOR,13,8,37,92,,63.5
40181006238,1,8:25,Scottie Barnes defensive rebound,28,TOR,13,8,38,155,,64.1
40181006239,1,8:17,Brandon Ingram makes 11-foot two point shot,28,TOR,13,10,39,121,True,66.4
40181006240,1,7:58,Michael Porter Jr. misses 18-foot two point shot,17,TOR,13,10,40,121,,67.9
40181006241,1,7:54,Brandon Ingram defensive rebound,28,TOR,13,10,41,155,,68.5
40181006242,1,7:47,Scottie Barnes misses 4-foot hook shot,28,TOR,13,10,42,93,,66.7
40181006243,1,7:44,Nic Claxton defensive rebound,17,TOR,13,10,43,155,,66.1
40181006244,1,7:29,Noah Clowney makes 24-foot three point jumper (Egor Demin assists),17,TOR,16,10,44,92,True,61
40181006246,1,7:14,RJ Barrett misses 25-foot three point jumper,28,TOR,16,10,46,92,,58.9
40181006247,1,7:11,Nic Claxton defensive rebound,17,TOR,16,10,47,155,,58.2
40181006248,1,7:04,Terance Mann makes driving layup,17,TOR,18,10,48,110,True,55.7
40181006249,1,6:49,Scottie Barnes misses 28-foot three point jumper,28,TOR,18,10,49,92,,53.1
40181006250,1,6:45,Immanuel Quickley offensive rebound,28,TOR,18,10,50,156,,55.4
40181006251,1,6:39,RJ Barrett makes 8-foot two point shot (Immanuel Quickley assists),28,TOR,18,12,51,133,True,57.8
40181006253,1,6:09,Michael Porter Jr. misses 22-foot three point jumper,17,TOR,18,12,53,92,,59.3
40181006254,1,6:06,Scottie Barnes defensive rebound,28,TOR,18,12,54,155,,59.9
40181006255,1,6:04,Immanuel Quickley misses 25-foot three point shot,28,TOR,18,12,55,113,,58
40181006256,1,6:00,Michael Porter Jr. defensive rebound,17,TOR,18,12,56,155,,57.3
40181006257,1,5:43,Nic Claxton misses driving layup,17,TOR,18,12,57,110,,59
40181006258,1,5:40,Brandon Ingram defensive rebound,28,TOR,18,12,58,155,,59.6
40181006259,1,5:38,RJ Barrett misses two point shot,28,TOR,18,12,59,109,,57.6
40181006260,1,5:35,Noah Clowney defensive rebound,17,TOR,18,12,60,155,,56.9
