team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
LAC,,False,6450,Kawhi Leonard,2,starters,-29,1-4,25.0,1,0,5,7-17,41.2,3-3,100.0,31,1,0,18,6,1,1
LAC,,False,3936099,Derrick Jones Jr.,5,starters,-19,1-6,16.7,1,0,2,1-6,16.7,0-0,0.0,23,0,1,3,2,0,0
LAC,,False,4017837,Ivica Zubac,40,starters,-14,0-0,0.0,1,1,7,7-12,58.3,0-0,0.0,24,5,0,14,12,0,3
LAC,,False,3992,James Harden,1,starters,-3,1-5,20.0,1,0,4,6-15,40.0,7-7,100.0,32,0,1,20,4,2,3
LAC,,False,3037789,Bogdan Bogdanovic,10,starters,-3,0-3,0.0,0,0,1,1-5,20.0,0-0,0.0,9,0,1,2,1,0,0
LAC,,False,3416,Nicolas Batum,33,bench,+4,1-4,25.0,1,0,4,1-4,25.0,0-0,0.0,20,2,0,3,6,0,0
LAC,,False,3908845,John Collins,20,bench,-11,0-2,0.0,0,1,5,2-6,33.3,1-2,50.0,23,2,0,5,7,1,2
LAC,,False,4702785,Jahmyl Telfort,19,bench,+3,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,3,0,0,0,0,0,0
LAC,,False,3448,Brook Lopez,11,bench,-6,0-4,0.0,1,0,2,1-6,16.7,1-2,50.0,19,0,0,3,2,0,0
LAC,,False,5108024,Yanic Konan Niederhauser,14,bench,+4,0-0,0.0,2,0,1,0-0,0.0,0-0,0.0,5,0,0,0,1,0,0
LAC,,False,2779,Chris Paul,3,bench,-11,0-1,0.0,2,0,1,0-2,0.0,0-0,0.0,14,0,0,0,1,3,1
LAC,,False,2991139,Kris Dunn,8,bench,-12,1-2,50.0,0,0,1,2-6,33.3,0-0,0.0,26,3,2,5,4,0,2
LAC,,False,4431752,Kobe Brown,24,bench,+1,0-0,0.0,0,0,1,1-1,100.0,0-0,0.0,6,0,0,2,1,0,1
LAC,,False,4845363,Cam Christie,12,bench,+1,1-2,50.0,0,0,0,1-2,50.0,1-2,50.0,6,0,0,4,0,0,0
GS,,False,6430,Jimmy Butler III,10,starters,+20,3-4,75.0,5,0,3,9-12,75.0,0-0,0.0,32,2,0,21,5,0,1
GS,,False,6589,Draymond Green,23,starters,+29,1-3,33.3,4,0,5,3-7,42.9,0-0,0.0,31,2,3,7,7,3,0
GS,,False,4433247,Jonathan Kuminga,1,starters,+9,1-2,50.0,1,0,4,4-11,36.4,0-1,0.0,26,1,3,9,5,1,2
GS,,False,4593016,Quinten Post,21,starters,+34,4-7,57.1,0,1,7,4-9,44.4,0-0,0.0,25,1,1,12,8,1,2
GS,,False,3975,Stephen Curry,30,starters,+16,2-8,25.0,8,0,2,7-15,46.7,3-3,100.0,26,0,1,19,2,2,2
GS,,False,4431684,Trayce Jackson-Davis,32,bench,-3,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,3,0,0,0,0,0,0
GS,,False,4997536,Gui Santos,15,bench,-4,0-2,0.0,0,0,0,0-2,0.0,0-0,0.0,5,0,2,0,0,0,1
GS,,False,3213,Al Horford,20,bench,-12,0-3,0.0,0,0,1,1-5,20.0,0-0,0.0,21,3,1,2,4,1,1
GS,,False,2990984,Buddy Hield,7,bench,+7,0-1,0.0,0,0,2,1-2,50.0,0-0,0.0,10,1,0,2,3,0,0
GS,,False,3134903,Gary Payton II,0,bench,-17,0-0,0.0,0,1,0,0-0,0.0,0-0,0.0,5,0,1,0,0,0,0
GS,,False,4432171,Moses Moody,4,bench,+18,3-7,42.9,2,0,3,3-9,33.3,0-0,0.0,22,0,2,9,3,1,2
GS,,False,4592714,Pat Spencer,61,bench,-3,0-0,0.0,0,0,0,0-1,0.0,0-0,0.0,3,0,0,0,0,0,0
GS,,False,4709138,Brandin Podziemski,2,bench,+10,2-6,33.3,4,1,5,5-10,50.0,0-0,0.0,27,0,0,12,5,1,1
GS,,False,4897262,Will Richard,3,bench,-9,1-2,50.0,0,0,0,2-3,66.7,0-0,0.0,6,0,1,5,0,1,1
