team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
GS,,False,4433247,Jonathan Kuminga,1,starters,+2,2-5,40.0,3,0,7,8-19,42.1,6-8,75.0,36,2,5,24,9,0,5
GS,,False,4593016,Quinten Post,21,starters,+4,0-3,0.0,1,2,4,0-5,0.0,0-0,0.0,16,0,2,0,4,2,0
GS,,False,4432171,Moses Moody,4,starters,+5,6-11,54.5,3,4,2,9-15,60.0,4-4,100.0,39,1,3,28,3,2,3
GS,,False,4709138,Brandin Podziemski,2,starters,+14,2-4,50.0,9,0,8,5-10,50.0,2-2,100.0,31,1,3,14,9,0,4
GS,,False,4897262,Will Richard,3,starters,+1,5-8,62.5,3,0,2,10-15,66.7,5-7,71.4,35,5,3,30,7,1,1
GS,,False,4431684,Trayce Jackson-Davis,32,bench,-2,0-0,0.0,1,0,0,1-2,50.0,0-0,0.0,9,0,1,2,0,1,0
GS,,False,4997536,Gui Santos,15,bench,-2,0-1,0.0,0,0,1,0-2,0.0,0-0,0.0,7,0,1,0,1,0,0
GS,,False,3213,Al Horford,20,bench,-3,0-7,0.0,2,0,6,0-8,0.0,0-0,0.0,27,1,2,0,7,2,1
GS,,False,2990984,Buddy Hield,7,bench,-13,1-3,33.3,2,0,1,3-5,60.0,2-2,100.0,14,0,3,9,1,1,1
GS,,False,3134903,Gary Payton II,0,bench,-12,1-1,100.0,3,0,2,1-1,100.0,0-0,0.0,11,0,1,3,2,1,1
GS,,False,4592714,Pat Spencer,61,bench,-19,0-0,0.0,1,0,1,3-7,42.9,0-0,0.0,17,0,2,6,1,0,2
GS,,False,4066889,Jackson Rowe,44,bench,,,,,,,,,,,,,,,,,
SAC,,False,3914285,Drew Eubanks,19,starters,+2,0-0,0.0,0,2,5,5-6,83.3,2-4,50.0,32,1,3,12,6,1,3
SAC,,False,3468,Russell Westbrook,18,starters,+4,3-4,75.0,10,0,12,9-13,69.2,2-2,100.0,35,4,1,23,16,1,3
SAC,,False,3978,DeMar DeRozan,10,starters,+1,0-1,0.0,2,0,2,8-20,40.0,9-9,100.0,36,0,1,25,2,1,1
SAC,,False,3032979,Dennis Schroder,17,starters,+3,3-5,60.0,7,1,7,6-17,35.3,3-4,75.0,32,0,4,18,7,0,3
SAC,,False,4702384,Nique Clifford,5,starters,+1,3-6,50.0,3,0,3,4-8,50.0,1-2,50.0,33,0,2,12,3,1,1
SAC,,False,4431679,Precious Achiuwa,9,bench,+5,0-0,0.0,0,1,2,2-2,100.0,0-0,0.0,9,1,0,4,3,0,1
SAC,,False,4898371,Maxime Raynaud,42,bench,+1,0-1,0.0,0,1,2,1-3,33.3,4-4,100.0,15,1,1,6,3,1,1
SAC,,False,4066262,Malik Monk,0,bench,+2,2-5,40.0,2,0,3,6-12,50.0,7-8,87.5,25,1,2,21,4,0,2
SAC,,False,4433188,Devin Carter,22,bench,+1,0-1,0.0,1,0,1,0-1,0.0,0-0,0.0,5,0,0,0,1,0,0
SAC,,False,4702177,Keon Ellis,23,bench,+5,0-0,0.0,2,0,2,0-1,0.0,0-0,0.0,17,0,4,0,2,2,1
SAC,,False,2528588,Doug McDermott,7,bench,,,,,,,,,,,,,,,,,
SAC,,False,3032978,Dario Saric,9,bench,,,,,,,,,,,,,,,,,
SAC,,False,4433174,Dylan Cardwell,32,bench,,,,,,,,,,,,,,,,,
