team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
SA,,False,6578,Harrison Barnes,40,starters,+27,1-3,33.3,1,0,2,3-7,42.9,0-0,0.0,30,0,2,7,2,0,2
SA,,False,4592479,Julian Champagnie,30,starters,+15,1-2,50.0,2,0,3,1-3,33.3,2-3,66.7,25,1,1,5,4,1,0
SA,,False,5104157,Victor Wembanyama,1,starters,+31,1-2,50.0,1,3,14,15-21,71.4,9-11,81.8,30,1,4,40,15,1,0
SA,,False,4395630,Devin Vassell,24,starters,+25,1-4,25.0,4,0,2,6-14,42.9,0-1,0.0,31,1,0,13,3,2,0
SA,,False,4845367,Stephon Castle,5,starters,+24,1-3,33.3,6,0,5,8-12,66.7,5-10,50.0,29,2,2,22,7,2,5
SA,,False,4395723,Keldon Johnson,3,bench,+10,1-1,100.0,2,0,3,5-6,83.3,0-0,0.0,25,2,2,11,5,1,0
SA,,False,4433618,Harrison Ingram,55,bench,+4,1-1,100.0,0,0,0,1-1,100.0,0-0,0.0,4,1,0,3,1,0,0
SA,,False,4713010,David Jones Garcia,25,bench,+4,0-0,0.0,2,0,0,2-2,100.0,1-1,100.0,4,1,2,5,1,0,0
SA,,False,5061568,Carter Bryant,11,bench,+5,0-1,0.0,0,0,2,0-2,0.0,0-0,0.0,9,0,0,0,2,0,0
SA,,False,5177362,Riley Minix,27,bench,+4,0-0,0.0,0,0,1,0-0,0.0,0-0,0.0,2,0,0,0,1,0,0
SA,,False,6427,Bismack Biyombo,18,bench,+3,0-0,0.0,0,0,1,0-0,0.0,0-0,0.0,5,0,2,0,1,2,2
SA,,False,3064560,Luke Kornet,7,bench,+5,0-0,0.0,3,2,3,1-3,33.3,0-0,0.0,16,1,3,2,4,0,1
SA,,False,3134916,Jordan McLaughlin,0,bench,+3,0-1,0.0,1,0,0,1-2,50.0,0-0,0.0,8,0,1,2,0,1,0
SA,,False,5037871,Dylan Harper,2,bench,+5,1-2,50.0,2,0,3,7-14,50.0,0-2,0.0,23,1,5,15,4,0,4
DAL,,False,6583,Anthony Davis,3,starters,-24,2-4,50.0,1,1,9,7-22,31.8,6-6,100.0,32,4,4,22,13,2,0
DAL,,False,4278078,P.J. Washington,25,starters,-20,2-3,66.7,1,1,4,7-11,63.6,1-1,100.0,29,1,4,17,5,0,2
DAL,,False,5041939,Cooper Flagg,32,starters,-29,0-1,0.0,0,0,9,4-13,30.8,2-2,100.0,32,1,3,10,10,1,3
DAL,,False,4683688,Dereck Lively II,2,starters,-5,0-0,0.0,3,0,1,1-2,50.0,2-2,100.0,10,1,5,4,2,0,1
DAL,,False,6475,Klay Thompson,31,starters,-23,1-5,20.0,1,0,1,4-13,30.8,1-1,100.0,22,1,1,10,2,0,1
DAL,,False,2531367,Dwight Powell,7,bench,-5,0-0,0.0,1,0,0,0-0,0.0,0-0,0.0,8,0,2,0,0,1,1
DAL,,False,3138160,Caleb Martin,16,bench,-4,0-0,0.0,1,0,0,0-1,0.0,0-0,0.0,4,1,0,0,1,0,1
DAL,,False,4278594,Naji Marshall,13,bench,-17,0-0,0.0,1,0,1,0-2,0.0,3-4,75.0,23,0,2,3,1,0,0
DAL,,False,4701208,Moussa Cisse,30,bench,-4,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,4,0,0,0,0,0,0
DAL,,False,3136776,D'Angelo Russell,5,bench,-4,0-1,0.0,3,0,2,1-6,16.7,4-6,66.7,15,0,2,6,2,0,1
DAL,,False,4397040,Brandon Williams,10,bench,-8,0-0,0.0,2,0,0,0-1,0.0,0-2,0.0,12,0,0,0,0,1,1
DAL,,False,4432582,Max Christie,00,bench,-13,3-4,75.0,1,1,0,3-4,75.0,0-0,0.0,26,0,0,9,0,0,2
DAL,,False,4433629,Ryan Nembhard,9,bench,-4,0-1,0.0,5,0,0,3-5,60.0,2-2,100.0,16,0,0,8,0,0,3
DAL,,False,4868423,Jaden Hardy,1,bench,-5,1-2,50.0,0,0,1,1-3,33.3,0-0,0.0,7,0,1,3,1,0,0
