team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
GS,,False,6430,Jimmy Butler III,10,starters,-15,0-1,0.0,2,0,2,2-3,66.7,8-8,100.0,22,1,0,12,3,3,1
GS,,False,6589,Draymond Green,23,starters,-21,1-3,33.3,4,0,2,1-4,25.0,0-0,0.0,22,0,4,3,2,1,3
GS,,False,4433247,Jonathan Kuminga,1,starters,-20,0-0,0.0,4,1,3,6-9,66.7,1-2,50.0,24,0,0,13,3,0,5
GS,,False,4593016,Quinten Post,21,starters,+1,2-6,33.3,2,1,3,2-6,33.3,0-0,0.0,17,0,1,6,3,0,1
GS,,False,3975,Stephen Curry,30,starters,-23,1-5,20.0,0,0,1,4-13,30.8,2-3,66.7,20,0,5,11,1,1,1
GS,,False,4431684,Trayce Jackson-Davis,32,bench,-12,0-0,0.0,1,1,4,2-4,50.0,2-4,50.0,22,2,4,6,6,0,6
GS,,False,4997536,Gui Santos,15,bench,+11,0-1,0.0,0,0,1,2-3,66.7,0-0,0.0,12,2,1,4,3,1,0
GS,,False,2990984,Buddy Hield,7,bench,-11,0-2,0.0,4,0,0,1-3,33.3,2-3,66.7,12,0,2,4,0,2,2
GS,,False,3134903,Gary Payton II,0,bench,+9,0-2,0.0,3,0,6,1-3,33.3,0-0,0.0,15,0,0,2,6,2,0
GS,,False,4432171,Moses Moody,4,bench,-25,2-4,50.0,0,1,0,3-6,50.0,2-2,100.0,20,0,0,10,0,1,1
GS,,False,4592714,Pat Spencer,61,bench,+11,2-4,50.0,1,0,0,3-8,37.5,4-4,100.0,12,1,2,12,1,1,0
GS,,False,4709138,Brandin Podziemski,2,bench,-21,2-2,100.0,1,0,4,3-6,50.0,2-2,100.0,21,0,5,10,4,3,0
GS,,False,4897262,Will Richard,3,bench,-4,3-5,60.0,1,0,0,3-6,50.0,0-1,0.0,22,0,4,9,0,1,0
OKC,,False,4222252,Isaiah Hartenstein,55,starters,+13,0-0,0.0,2,1,3,4-5,80.0,0-0,0.0,20,4,2,8,7,0,3
OKC,,False,4433255,Chet Holmgren,7,starters,+23,2-2,100.0,2,1,10,9-9,100.0,3-3,100.0,25,1,3,23,11,0,2
OKC,,False,4278073,Shai Gilgeous-Alexander,2,starters,+25,3-6,50.0,11,1,4,9-19,47.4,7-8,87.5,28,1,2,28,5,3,2
OKC,,False,4683692,Cason Wallace,22,starters,+25,1-3,33.3,2,0,0,1-5,20.0,0-0,0.0,21,1,3,3,1,0,1
OKC,,False,4900671,Ajay Mitchell,25,starters,+6,2-4,50.0,2,1,3,6-13,46.2,3-4,75.0,31,0,3,17,3,1,1
OKC,,False,4432823,Jaylin Williams,6,bench,+10,2-5,40.0,5,0,5,4-7,57.1,2-3,66.7,30,1,2,12,6,1,2
OKC,,False,4684208,Brooks Barnhizer,23,bench,-15,0-0,0.0,0,0,2,1-2,50.0,2-4,50.0,16,1,0,4,3,1,0
OKC,,False,4997526,Ousmane Dieng,13,bench,-4,1-3,33.3,0,0,0,1-5,20.0,2-2,100.0,20,1,0,5,1,0,2
OKC,,False,2991350,Alex Caruso,9,bench,+25,2-3,66.7,3,0,2,3-6,50.0,0-0,0.0,15,0,1,8,2,5,3
OKC,,False,4395702,Isaiah Joe,11,bench,+8,3-9,33.3,1,0,1,4-11,36.4,7-7,100.0,29,0,4,18,1,0,3
OKC,,False,4706557,Chris Youngblood,3,bench,+4,0-1,0.0,1,0,0,0-1,0.0,0-0,0.0,5,0,1,0,0,1,0
OKC,,False,4397020,Luguentz Dort,5,bench,,,,,,,,,,,,,,,,,
