team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
IND,,False,4432170,Isaiah Jackson,22,starters,-13,0-0,0.0,1,1,2,6-9,66.7,0-0,0.0,21,4,2,12,6,0,2
IND,,False,5106060,Jarace Walker,5,starters,-11,3-6,50.0,0,1,2,4-14,28.6,1-1,100.0,32,0,3,12,2,0,6
IND,,False,4065731,Jay Huff,32,starters,-21,2-6,33.3,2,3,9,5-11,45.5,0-2,0.0,22,2,5,12,11,0,1
IND,,False,4395712,Andrew Nembhard,2,starters,-10,2-9,22.2,9,0,2,5-16,31.3,2-2,100.0,30,0,3,14,2,2,2
IND,,False,4433076,Ben Sheppard,26,starters,-17,1-6,16.7,0,0,4,1-10,10.0,0-0,0.0,27,0,3,3,4,0,0
IND,,False,4432813,Jeremiah Robinson-Earl,25,bench,-22,0-3,0.0,1,0,8,3-11,27.3,3-4,75.0,32,4,1,9,12,2,1
IND,,False,3138161,Cody Martin,11,bench,-25,0-1,0.0,2,0,5,1-5,20.0,0-0,0.0,28,1,3,2,6,3,4
IND,,False,4065673,Tony Bradley,13,bench,0,0-0,0.0,1,1,4,2-6,33.3,2-2,100.0,16,2,1,6,6,0,0
IND,,False,3059310,Monte Morris,3,bench,-14,2-3,66.7,4,0,2,3-5,60.0,0-0,0.0,20,0,3,8,2,0,0
IND,,False,4431941,RayJ Dennis,10,bench,-11,1-2,50.0,0,0,0,2-4,50.0,0-0,0.0,6,1,1,5,1,0,3
IND,,False,4703421,Taelon Peter,4,bench,-11,0-3,0.0,1,0,1,0-3,0.0,0-0,0.0,6,0,0,0,1,0,1
IND,,False,3149673,Pascal Siakam,43,bench,,,,,,,,,,,,,,,,,
IND,,False,4396909,Aaron Nesmith,23,bench,,,,,,,,,,,,,,,,,
GS,,False,6430,Jimmy Butler III,10,starters,+19,0-0,0.0,7,1,6,10-15,66.7,1-4,25.0,30,3,1,21,9,2,1
GS,,False,6589,Draymond Green,23,starters,+14,1-2,50.0,3,0,2,1-3,33.3,0-0,0.0,25,0,2,3,2,0,4
GS,,False,4433247,Jonathan Kuminga,1,starters,+2,0-5,0.0,2,0,6,1-9,11.1,3-6,50.0,20,2,0,5,8,0,1
GS,,False,4593016,Quinten Post,21,starters,+17,2-7,28.6,2,0,6,4-10,40.0,4-5,80.0,24,2,0,14,8,1,0
GS,,False,4709138,Brandin Podziemski,2,starters,+22,1-6,16.7,1,0,6,4-11,36.4,5-6,83.3,32,0,3,14,6,2,2
GS,,False,4431684,Trayce Jackson-Davis,32,bench,+8,0-0,0.0,0,0,0,2-2,100.0,0-1,0.0,5,0,1,4,0,0,0
GS,,False,4997536,Gui Santos,15,bench,+4,1-3,33.3,0,0,2,1-3,33.3,0-0,0.0,4,0,1,3,2,0,0
GS,,False,3213,Al Horford,20,bench,+9,4-6,66.7,1,3,3,4-6,66.7,0-0,0.0,18,1,1,12,4,0,2
GS,,False,2990984,Buddy Hield,7,bench,+4,0-3,0.0,2,0,3,3-7,42.9,2-2,100.0,20,1,2,8,4,1,0
GS,,False,3134903,Gary Payton II,0,bench,+4,0-0,0.0,0,0,1,0-0,0.0,0-0,0.0,4,0,0,0,1,1,0
GS,,False,4432171,Moses Moody,4,bench,+22,3-9,33.3,1,1,2,4-11,36.4,2-3,66.7,23,1,4,13,3,2,0
GS,,False,4592714,Pat Spencer,61,bench,+11,0-1,0.0,2,1,0,0-3,0.0,2-2,100.0,16,0,0,2,0,1,0
GS,,False,4897262,Will Richard,3,bench,+19,0-2,0.0,1,0,2,4-8,50.0,7-8,87.5,19,1,1,15,3,1,0
