team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
NY,,False,3934719,OG Anunoby,8,starters,+6,5-7,71.4,3,1,3,10-13,76.9,1-2,50.0,36,1,4,26,4,1,1
NY,,False,3136195,Karl-Anthony Towns,32,starters,+7,1-5,20.0,4,1,8,6-14,42.9,9-9,100.0,32,2,2,22,10,0,2
NY,,False,4351852,Mitchell Robinson,23,starters,0,0-0,0.0,2,0,5,2-3,66.7,0-0,0.0,20,6,3,4,11,0,1
NY,,False,3147657,Mikal Bridges,25,starters,-1,4-8,50.0,6,1,4,9-14,64.3,1-2,50.0,38,0,4,23,4,0,1
NY,,False,3934672,Jalen Brunson,11,starters,-6,3-8,37.5,7,0,1,12-25,48.0,2-5,40.0,35,1,4,29,2,0,2
NY,,False,4017844,Guerschon Yabusele,28,bench,-2,1-2,50.0,0,1,2,1-3,33.3,0-0,0.0,3,0,1,3,2,0,0
NY,,False,2528426,Jordan Clarkson,00,bench,-5,1-4,25.0,2,1,1,1-4,25.0,3-3,100.0,13,0,1,6,1,0,2
NY,,False,3062679,Josh Hart,3,bench,-18,0-1,0.0,1,0,1,0-1,0.0,0-0,0.0,15,0,2,0,1,0,1
NY,,False,3914044,Landry Shamet,44,bench,-7,1-5,20.0,0,0,0,1-5,20.0,1-2,50.0,15,1,1,4,1,1,0
NY,,False,4431823,Miles McBride,2,bench,-22,2-5,40.0,2,0,1,3-9,33.3,0-0,0.0,29,1,2,8,2,1,1
NY,,False,4433225,Tyler Kolek,13,bench,-2,0-0,0.0,0,0,1,0-0,0.0,0-0,0.0,4,0,1,0,1,0,1
NY,,False,5211983,Pacome Dadiet,4,bench,,,,,,,,,,,,,,,,,
NY,,False,5289900,Mohamed Diawara,51,bench,,,,,,,,,,,,,,,,,
NY,,False,4871141,Ariel Hukporti,55,bench,,,,,,,,,,,,,,,,,
CHI,,False,4432822,Isaac Okoro,35,starters,-11,1-2,50.0,0,0,0,1-3,33.3,0-0,0.0,16,0,2,3,0,1,0
CHI,,False,4711294,Matas Buzelis,14,starters,-5,2-5,40.0,1,1,0,4-10,40.0,3-4,75.0,29,0,4,13,0,1,1
CHI,,False,6478,Nikola Vucevic,9,starters,-3,4-8,50.0,2,0,5,10-17,58.8,2-5,40.0,31,2,3,26,7,0,1
CHI,,False,4395626,Tre Jones,30,starters,-3,0-0,0.0,3,1,3,0-4,0.0,8-8,100.0,24,1,3,8,4,0,0
CHI,,False,4871145,Josh Giddey,3,starters,+5,4-8,50.0,9,0,10,12-21,57.1,4-6,66.7,38,0,1,32,10,1,0
CHI,,False,4397189,Jalen Smith,25,bench,+13,2-4,50.0,2,2,7,3-5,60.0,2-2,100.0,17,2,3,10,9,1,0
CHI,,False,4431687,Patrick Williams,44,bench,+13,2-4,50.0,3,1,1,3-6,50.0,1-1,100.0,23,0,3,9,1,1,2
CHI,,False,5105553,Julian Phillips,15,bench,+9,0-0,0.0,0,0,0,0-1,0.0,0-0,0.0,6,0,0,0,0,0,0
CHI,,False,4066372,Kevin Huerter,13,bench,+13,1-3,33.3,2,1,5,4-7,57.1,3-3,100.0,26,1,0,12,6,2,2
CHI,,False,4397002,Ayo Dosunmu,11,bench,+19,1-3,33.3,9,0,4,8-10,80.0,5-6,83.3,29,0,3,22,4,1,1
CHI,,False,4433159,Dalen Terry,7,bench,,,,,,,,,,,,,,,,,
CHI,,False,5242496,Noa Essengue,24,bench,,,,,,,,,,,,,,,,,
CHI,,False,3133635,Jevon Carter,5,bench,,,,,,,,,,,,,,,,,
