team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
OKC,,False,4222252,Isaiah Hartenstein,55,starters,+8,0-0,0.0,2,1,9,8-11,72.7,2-4,50.0,30,4,5,18,13,0,3
OKC,,False,4433255,Chet Holmgren,7,starters,+14,1-4,25.0,2,0,7,8-14,57.1,4-4,100.0,30,0,4,21,7,1,0
OKC,,False,4278073,Shai Gilgeous-Alexander,2,starters,+28,3-9,33.3,6,0,6,11-22,50.0,10-11,90.9,35,1,0,35,7,2,1
OKC,,False,4683692,Cason Wallace,22,starters,+19,1-7,14.3,1,0,3,2-10,20.0,1-1,100.0,34,1,1,6,4,2,0
OKC,,False,4900671,Ajay Mitchell,25,starters,+9,2-3,66.7,4,0,6,8-15,53.3,3-4,75.0,32,0,2,21,6,3,0
OKC,,False,4432823,Jaylin Williams,6,bench,+7,0-5,0.0,1,0,3,0-5,0.0,0-0,0.0,17,0,2,0,3,0,0
OKC,,False,4684208,Brooks Barnhizer,23,bench,+10,0-1,0.0,1,1,3,0-1,0.0,0-0,0.0,7,1,1,0,4,0,0
OKC,,False,4997526,Ousmane Dieng,13,bench,-12,0-1,0.0,0,0,1,0-1,0.0,0-0,0.0,7,0,0,0,1,1,0
OKC,,False,2991350,Alex Caruso,9,bench,-5,1-6,16.7,2,0,3,1-6,16.7,2-2,100.0,21,1,0,5,4,1,2
OKC,,False,4395702,Isaiah Joe,11,bench,+3,2-7,28.6,0,1,1,3-10,30.0,0-0,0.0,21,1,1,8,2,0,0
OKC,,False,4706557,Chris Youngblood,3,bench,-11,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,5,0,1,0,0,0,0
OKC,,False,4397020,Luguentz Dort,5,bench,,,,,,,,,,,,,,,,,
MEM,,False,4277961,Jaren Jackson Jr.,8,starters,-2,3-7,42.9,2,2,5,6-16,37.5,2-5,40.0,29,2,3,17,7,0,1
MEM,,False,5112087,Jaylen Wells,0,starters,-14,2-4,50.0,2,0,1,5-10,50.0,0-0,0.0,23,0,2,12,1,0,2
MEM,,False,3146557,Jock Landale,31,starters,-20,2-5,40.0,3,0,3,4-7,57.1,0-0,0.0,28,2,3,10,5,0,0
MEM,,False,2581018,Kentavious Caldwell-Pope,3,starters,-9,1-4,25.0,3,1,4,4-8,50.0,0-0,0.0,23,0,4,9,4,1,1
MEM,,False,4279888,Ja Morant,12,starters,-23,2-7,28.6,8,0,3,3-18,16.7,3-4,75.0,34,0,5,11,3,1,3
MEM,,False,4593125,Santi Aldama,7,bench,-12,1-4,25.0,4,2,8,5-10,50.0,1-1,100.0,30,1,3,12,9,1,4
MEM,,False,4595400,Olivier-Maxence Prosper,18,bench,+1,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,1,0,0,0,0,0,0
MEM,,False,4903027,Cedric Coward,23,bench,-14,3-6,50.0,4,0,6,4-12,33.3,2-2,100.0,29,4,2,13,10,0,0
MEM,,False,5105550,GG Jackson,45,bench,+1,0-0,0.0,0,0,1,0-0,0.0,1-2,50.0,1,0,0,1,1,0,0
MEM,,False,4701225,PJ Hall,16,bench,0,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,0,0,0,0,0,0,0
MEM,,False,3134932,John Konchar,46,bench,+5,1-1,100.0,3,0,2,1-1,100.0,0-0,0.0,9,1,0,3,3,0,1
MEM,,False,4397227,Vince Williams Jr.,5,bench,+9,1-2,50.0,0,1,5,1-3,33.3,0-0,0.0,14,1,2,3,6,0,1
MEM,,False,4433083,Cam Spencer,24,bench,+8,1-4,25.0,1,0,1,2-6,33.3,4-4,100.0,20,0,1,9,1,0,1
