team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
ATL,,False,4701230,Jalen Johnson,1,starters,+39,2-3,66.7,8,0,10,9-10,90.0,4-4,100.0,24,0,2,24,10,1,1
ATL,,False,5211175,Zaccharie Risacher,10,starters,+41,1-2,50.0,1,1,3,7-8,87.5,0-1,0.0,22,0,2,15,3,1,2
ATL,,False,3102531,Kristaps Porzingis,8,starters,+32,2-5,40.0,6,2,3,5-12,41.7,1-2,50.0,23,1,2,13,4,0,1
ATL,,False,4278039,Nickeil Alexander-Walker,7,starters,+44,1-4,25.0,4,2,5,5-11,45.5,3-3,100.0,22,1,1,14,6,0,3
ATL,,False,4869342,Dyson Daniels,5,starters,+38,0-2,0.0,8,0,5,2-9,22.2,1-2,50.0,27,1,0,5,6,2,3
ATL,,False,4431680,Onyeka Okongwu,17,bench,+15,2-3,66.7,2,0,2,6-7,85.7,7-8,87.5,21,1,3,21,3,1,3
ATL,,False,4712863,Mouhamed Gueye,18,bench,-12,0-3,0.0,2,0,2,1-4,25.0,0-0,0.0,20,1,0,2,3,2,0
ATL,,False,4873201,Asa Newell,14,bench,-8,1-1,100.0,0,1,1,1-1,100.0,2-2,100.0,8,0,1,5,1,0,1
ATL,,False,3913174,Luke Kennard,3,bench,-6,3-6,50.0,2,0,2,5-8,62.5,0-0,0.0,21,1,0,13,3,2,1
ATL,,False,4279118,Keaton Wallace,2,bench,-5,0-2,0.0,4,0,2,2-4,50.0,0-0,0.0,23,0,2,4,2,4,2
ATL,,False,4433623,Caleb Houstan,33,bench,-8,2-4,50.0,1,0,0,2-5,40.0,0-0,0.0,8,1,3,6,1,1,2
ATL,,False,4578893,Vit Krejci,27,bench,-5,3-5,60.0,4,0,3,4-6,66.7,0-0,0.0,21,0,4,11,3,0,0
SAC,,False,4431679,Precious Achiuwa,5,starters,-14,0-0,0.0,2,0,3,4-6,66.7,2-4,50.0,20,2,0,10,5,0,0
SAC,,False,3155942,Domantas Sabonis,11,starters,-38,0-1,0.0,2,0,5,4-9,44.4,4-4,100.0,26,0,2,12,5,2,4
SAC,,False,3468,Russell Westbrook,18,starters,-34,1-5,20.0,3,0,2,4-11,36.4,1-2,50.0,22,0,2,10,2,0,3
SAC,,False,3978,DeMar DeRozan,10,starters,-31,0-1,0.0,2,0,1,1-6,16.7,2-2,100.0,19,1,1,4,2,1,2
SAC,,False,3032979,Dennis Schroder,17,starters,-20,2-3,66.7,4,0,2,3-8,37.5,1-2,50.0,26,1,0,9,3,1,1
SAC,,False,2528588,Doug McDermott,7,bench,+8,2-3,66.7,0,0,0,2-3,66.7,0-0,0.0,8,0,1,6,0,0,1
SAC,,False,3914285,Drew Eubanks,19,bench,+6,0-0,0.0,0,0,2,0-1,0.0,0-0,0.0,7,0,0,0,2,0,0
SAC,,False,4898371,Maxime Raynaud,42,bench,-3,0-1,0.0,1,1,3,3-6,50.0,1-1,100.0,15,1,2,7,4,0,3
SAC,,False,4279318,Daeqwon Plowden,29,bench,-16,0-3,0.0,0,0,0,1-5,20.0,0-0,0.0,14,2,0,2,2,0,0
SAC,,False,4433188,Devin Carter,22,bench,+5,2-6,33.3,3,0,5,4-12,33.3,1-1,100.0,22,1,4,11,6,1,2
SAC,,False,4702177,Keon Ellis,23,bench,-23,6-11,54.5,1,0,0,7-14,50.0,0-0,0.0,31,0,3,20,0,2,1
SAC,,False,4702384,Nique Clifford,5,bench,-5,1-5,20.0,4,0,3,3-11,27.3,2-2,100.0,31,1,4,9,4,0,1
SAC,,False,3032978,Dario Saric,9,bench,,,,,,,,,,,,,,,,,
