team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
BOS,,False,4687718,Josh Minott,8,starters,-17,0-1,0.0,1,0,0,0-2,0.0,0-0,0.0,16,2,0,0,2,1,0
BOS,,False,4397424,Neemias Queta,88,starters,0,0-0,0.0,0,1,2,3-6,50.0,2-4,50.0,26,4,6,8,6,0,1
BOS,,False,3078576,Derrick White,9,starters,-4,3-9,33.3,4,0,2,7-18,38.9,4-6,66.7,36,1,2,21,3,3,2
BOS,,False,3917376,Jaylen Brown,7,starters,-17,1-4,25.0,1,1,4,10-24,41.7,6-7,85.7,34,1,4,27,5,1,4
BOS,,False,4066354,Payton Pritchard,11,starters,+2,1-6,16.7,5,0,5,2-8,25.0,0-0,0.0,33,0,4,5,5,0,3
BOS,,False,4065804,Sam Hauser,30,bench,+6,0-1,0.0,0,0,4,0-2,0.0,0-0,0.0,17,0,1,0,4,0,0
BOS,,False,4277951,Luka Garza,52,bench,+9,0-1,0.0,3,0,4,7-8,87.5,2-4,50.0,17,4,4,16,8,1,1
BOS,,False,4351851,Anfernee Simons,4,bench,+9,5-8,62.5,3,0,1,8-13,61.5,4-4,100.0,23,0,3,25,1,0,2
BOS,,False,4683689,Jordan Walsh,27,bench,+13,2-2,100.0,4,0,5,2-3,66.7,0-0,0.0,26,1,3,6,6,2,0
BOS,,False,5175647,Hugo Gonzalez,28,bench,+19,1-1,100.0,1,0,1,1-1,100.0,0-0,0.0,13,0,0,3,1,2,1
BOS,,False,3948153,Chris Boucher,99,bench,,,,,,,,,,,,,,,,,
BOS,,False,4277964,Xavier Tillman,26,bench,,,,,,,,,,,,,,,,,
BOS,,False,4593841,Baylor Scheierman,55,bench,,,,,,,,,,,,,,,,,
ORL,,False,4432573,Paolo Banchero,5,starters,+7,0-5,0.0,4,0,6,9-16,56.3,10-10,100.0,35,0,5,28,6,0,6
ORL,,False,4566434,Franz Wagner,22,starters,+4,1-4,25.0,3,0,2,5-17,29.4,9-10,90.0,37,7,2,20,9,2,2
ORL,,False,4277847,Wendell Carter Jr.,34,starters,-3,2-6,33.3,1,1,3,4-10,40.0,2-2,100.0,32,1,5,12,4,1,3
ORL,,False,4066320,Desmond Bane,3,starters,+11,0-1,0.0,6,0,5,4-9,44.4,1-1,100.0,35,0,4,9,5,0,1
ORL,,False,4432165,Jalen Suggs,4,starters,+21,2-4,50.0,4,0,6,6-8,75.0,6-7,85.7,29,2,2,20,8,3,3
ORL,,False,4065654,Jonathan Isaac,1,bench,-13,0-1,0.0,0,0,0,0-1,0.0,0-0,0.0,4,0,0,0,0,0,0
ORL,,False,4702382,Tristan da Silva,23,bench,-2,2-5,40.0,0,0,4,4-9,44.4,2-2,100.0,23,1,0,12,5,0,0
ORL,,False,5214637,Noah Penda,93,bench,0,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,0,0,0,0,0,0,0
ORL,,False,4348700,Goga Bitadze,35,bench,-6,0-0,0.0,1,3,1,1-2,50.0,0-0,0.0,15,1,4,2,2,1,0
ORL,,False,3135046,Tyus Jones,2,bench,-14,0-0,0.0,2,0,0,0-0,0.0,0-0,0.0,10,0,0,0,0,0,1
ORL,,False,4712849,Anthony Black,0,bench,-25,0-4,0.0,0,0,3,2-7,28.6,0-0,0.0,20,0,2,4,3,1,1
ORL,,False,5105806,Jett Howard,13,bench,,,,,,,,,,,,,,,,,
ORL,,False,5239561,Jase Richardson,11,bench,,,,,,,,,,,,,,,,,
