team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
ORL,,False,4432573,Paolo Banchero,5,starters,-15,1-4,25.0,5,3,6,10-18,55.6,11-11,100.0,38,1,3,32,7,0,2
ORL,,False,4566434,Franz Wagner,22,starters,-12,1-4,25.0,4,1,3,8-12,66.7,5-7,71.4,36,1,1,22,4,0,0
ORL,,False,4277847,Wendell Carter Jr.,34,starters,-19,1-2,50.0,2,2,6,4-11,36.4,1-3,33.3,34,4,3,10,10,1,2
ORL,,False,4066320,Desmond Bane,3,starters,-14,2-7,28.6,1,0,2,10-17,58.8,2-2,100.0,34,1,6,24,3,0,0
ORL,,False,4432165,Jalen Suggs,4,starters,-9,1-3,33.3,6,0,4,4-7,57.1,3-4,75.0,21,2,3,12,6,0,4
ORL,,False,4702382,Tristan da Silva,23,bench,+9,0-1,0.0,1,0,2,0-2,0.0,0-0,0.0,15,0,0,0,2,0,0
ORL,,False,5214637,Noah Penda,93,bench,-6,1-1,100.0,1,0,1,1-1,100.0,0-0,0.0,7,1,2,3,2,0,0
ORL,,False,4348700,Goga Bitadze,35,bench,+7,0-0,0.0,2,0,3,2-3,66.7,1-4,25.0,14,0,2,5,3,1,2
ORL,,False,3135046,Tyus Jones,2,bench,+5,0-0,0.0,2,0,1,1-1,100.0,0-0,0.0,10,2,0,2,3,1,0
ORL,,False,4712849,Anthony Black,0,bench,-4,1-3,33.3,2,1,2,5-10,50.0,3-7,42.9,30,1,2,14,3,1,3
ORL,,False,5239561,Jase Richardson,11,bench,-2,0-0,0.0,1,0,0,0-0,0.0,0-0,0.0,1,0,0,0,0,0,0
ORL,,False,4065654,Jonathan Isaac,1,bench,,,,,,,,,,,,,,,,,
ORL,,False,5105806,Jett Howard,13,bench,,,,,,,,,,,,,,,,,
PHI,,False,4432446,Jabari Walker,33,starters,+6,0-1,0.0,0,1,3,2-8,25.0,0-0,0.0,14,2,5,4,5,0,0
PHI,,False,5105637,Adem Bona,30,starters,+21,0-0,0.0,1,3,2,2-3,66.7,3-5,60.0,25,2,2,7,4,0,0
PHI,,False,3133603,Kelly Oubre Jr.,9,starters,+10,2-6,33.3,4,2,6,9-16,56.3,5-5,100.0,40,4,1,25,10,1,0
PHI,,False,4431678,Tyrese Maxey,0,starters,+14,4-11,36.4,8,0,4,15-32,46.9,9-10,90.0,42,0,1,43,4,1,1
PHI,,False,5124612,VJ Edgecombe,77,starters,+13,2-4,50.0,7,1,2,10-17,58.8,4-4,100.0,39,2,4,26,4,1,2
PHI,,False,4711297,Justin Edwards,11,bench,+3,1-3,33.3,1,0,1,2-5,40.0,0-0,0.0,19,0,3,5,1,0,0
PHI,,False,6585,Andre Drummond,1,bench,-9,0-1,0.0,1,2,2,2-4,50.0,0-2,0.0,23,4,3,4,6,1,0
PHI,,False,3431,Eric Gordon,23,bench,0,2-3,66.7,0,0,0,3-4,75.0,0-0,0.0,11,0,1,8,0,1,1
PHI,,False,4397014,Quentin Grimes,5,bench,+4,3-4,75.0,3,0,5,3-8,37.5,5-6,83.3,26,0,6,14,5,0,2
PHI,,False,4433281,Hunter Sallis,45,bench,-2,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,1,0,1,0,0,0,0
PHI,,False,4433569,Johni Broome,22,bench,,,,,,,,,,,,,,,,,
PHI,,False,3012,Kyle Lowry,7,bench,,,,,,,,,,,,,,,,,
