team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
ORL,,False,4432573,Paolo Banchero,5,starters,-10,0-3,0.0,7,1,7,7-16,43.8,10-17,58.8,35,4,3,24,11,1,4
ORL,,False,4566434,Franz Wagner,22,starters,-15,3-4,75.0,2,1,6,6-14,42.9,7-11,63.6,33,1,2,22,7,0,1
ORL,,False,4277847,Wendell Carter Jr.,34,starters,+2,2-2,100.0,1,0,1,3-3,100.0,0-0,0.0,15,1,6,8,2,0,2
ORL,,False,4066320,Desmond Bane,3,starters,-21,1-4,25.0,2,0,3,4-15,26.7,3-3,100.0,31,2,2,12,5,0,1
ORL,,False,4432165,Jalen Suggs,4,starters,+10,1-3,33.3,5,1,2,1-4,25.0,5-5,100.0,21,0,3,8,2,2,2
ORL,,False,4065654,Jonathan Isaac,1,bench,-9,0-0,0.0,0,1,0,0-0,0.0,0-0,0.0,6,0,1,0,0,0,1
ORL,,False,4702382,Tristan da Silva,23,bench,-3,3-6,50.0,0,0,3,6-9,66.7,0-0,0.0,21,0,1,15,3,1,0
ORL,,False,5214637,Noah Penda,93,bench,0,0-0,0.0,0,0,0,2-3,66.7,0-0,0.0,12,2,2,4,2,0,1
ORL,,False,4348700,Goga Bitadze,35,bench,-12,0-0,0.0,2,1,2,5-5,100.0,0-0,0.0,27,4,4,10,6,0,0
ORL,,False,3135046,Tyus Jones,2,bench,-7,1-2,50.0,1,0,0,1-2,50.0,0-0,0.0,9,0,1,3,0,0,0
ORL,,False,4712849,Anthony Black,0,bench,-28,1-6,16.7,1,0,3,3-10,30.0,3-4,75.0,24,1,2,10,4,1,2
ORL,,False,5105806,Jett Howard,13,bench,-1,0-1,0.0,0,0,1,0-2,0.0,0-0,0.0,4,0,0,0,1,0,1
ORL,,False,5239561,Jase Richardson,11,bench,-1,0-0,0.0,1,0,0,0-0,0.0,0-0,0.0,4,0,0,0,0,0,1
DET,,False,6440,Tobias Harris,12,starters,+8,1-4,25.0,3,0,2,8-13,61.5,6-6,100.0,30,0,2,23,2,2,3
DET,,False,3157465,Duncan Robinson,55,starters,+22,4-6,66.7,2,1,4,4-7,57.1,3-4,75.0,29,1,4,15,5,0,1
DET,,False,4433621,Jalen Duren,0,starters,+18,0-0,0.0,2,1,7,5-9,55.6,11-12,91.7,33,6,3,21,13,0,5
DET,,False,4432166,Cade Cunningham,2,starters,+27,1-7,14.3,10,3,5,12-24,50.0,5-5,100.0,36,1,2,30,6,3,0
DET,,False,4684742,Ausar Thompson,9,starters,+2,1-3,33.3,6,1,6,4-14,28.6,3-4,75.0,29,5,4,12,11,1,1
DET,,False,4278562,Paul Reed,7,bench,-3,0-0,0.0,1,0,0,0-1,0.0,0-0,0.0,3,0,0,0,0,0,0
DET,,False,4432810,Isaiah Stewart,28,bench,+9,1-1,100.0,1,2,3,4-5,80.0,0-0,0.0,18,1,6,9,4,0,1
DET,,False,4683771,Ronald Holland II,5,bench,0,2-5,40.0,1,0,2,4-8,50.0,0-0,0.0,23,0,4,10,2,3,1
DET,,False,2596112,Javonte Green,31,bench,+10,3-4,75.0,1,0,2,3-5,60.0,0-0,0.0,17,0,2,9,2,1,0
DET,,False,2991043,Caris LeVert,8,bench,+6,0-2,0.0,2,0,1,1-5,20.0,2-3,66.7,16,0,1,4,1,0,1
DET,,False,4700852,Chaz Lanier,20,bench,-3,0-0,0.0,0,0,0,1-1,100.0,0-0,0.0,3,0,0,2,0,1,0
DET,,False,5107199,Daniss Jenkins,24,bench,-1,0-0,0.0,0,0,0,0-1,0.0,0-0,0.0,3,0,0,0,0,0,0
DET,,False,4906923,Bobi Klintman,34,bench,,,,,,,,,,,,,,,,,
