team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
BOS,,False,4687718,Josh Minott,8,starters,-10,1-1,100.0,0,0,1,1-1,100.0,0-0,0.0,8,0,3,3,1,0,0
BOS,,False,4397424,Neemias Queta,88,starters,+1,0-1,0.0,2,2,6,4-8,50.0,0-0,0.0,29,4,2,8,10,0,2
BOS,,False,3078576,Derrick White,9,starters,0,4-11,36.4,7,2,5,7-20,35.0,0-1,0.0,35,0,2,18,5,0,2
BOS,,False,3917376,Jaylen Brown,7,starters,-5,1-3,33.3,5,0,5,8-18,44.4,7-8,87.5,35,1,2,24,6,0,2
BOS,,False,4066354,Payton Pritchard,11,starters,-9,1-5,20.0,3,0,2,2-9,22.2,0-0,0.0,31,1,2,5,3,1,1
BOS,,False,4065804,Sam Hauser,30,bench,+5,1-4,25.0,0,0,7,1-5,20.0,0-0,0.0,21,0,0,3,7,0,0
BOS,,False,4277951,Luka Garza,52,bench,-3,0-1,0.0,0,0,4,3-7,42.9,3-4,75.0,19,4,1,9,8,0,0
BOS,,False,4351851,Anfernee Simons,4,bench,+12,3-8,37.5,5,0,4,5-15,33.3,4-4,100.0,26,0,1,17,4,0,2
BOS,,False,4683689,Jordan Walsh,27,bench,+4,1-3,33.3,1,2,5,3-7,42.9,1-2,50.0,29,2,2,8,7,2,0
BOS,,False,5175647,Hugo Gonzalez,28,bench,-5,1-1,100.0,0,0,1,2-2,100.0,0-0,0.0,6,1,2,5,2,1,1
BOS,,False,3948153,Chris Boucher,99,bench,,,,,,,,,,,,,,,,,
BOS,,False,4277964,Xavier Tillman,26,bench,,,,,,,,,,,,,,,,,
BOS,,False,4397251,Ron Harper Jr.,13,bench,,,,,,,,,,,,,,,,,
BOS,,False,4593841,Baylor Scheierman,55,bench,,,,,,,,,,,,,,,,,
PHI,,False,4431675,Trendon Watford,12,starters,-7,1-3,33.3,1,0,2,3-10,30.0,0-0,0.0,21,0,3,7,2,0,1
PHI,,False,6585,Andre Drummond,1,starters,+10,0-2,0.0,0,1,9,6-11,54.5,2-3,66.7,33,4,1,14,13,0,0
PHI,,False,3133603,Kelly Oubre Jr.,9,starters,-5,0-5,0.0,0,0,5,5-11,45.5,2-2,100.0,31,2,5,12,7,0,2
PHI,,False,4431678,Tyrese Maxey,0,starters,-6,3-6,50.0,9,0,5,5-17,29.4,8-8,100.0,34,0,3,21,5,1,0
PHI,,False,5124612,VJ Edgecombe,77,starters,+10,2-6,33.3,3,2,3,2-11,18.2,0-0,0.0,35,0,1,6,3,0,0
PHI,,False,4432446,Jabari Walker,33,bench,+3,0-2,0.0,3,0,0,0-2,0.0,0-0,0.0,10,0,3,0,0,0,0
PHI,,False,4711297,Justin Edwards,11,bench,+12,5-6,83.3,3,0,1,8-9,88.9,1-1,100.0,27,2,3,22,3,1,1
PHI,,False,5105637,Adem Bona,30,bench,-8,0-0,0.0,0,2,4,1-1,100.0,0-2,0.0,15,0,0,2,4,0,0
PHI,,False,4397014,Quentin Grimes,5,bench,0,3-6,50.0,4,1,6,6-10,60.0,3-3,100.0,28,0,2,18,6,0,4
PHI,,False,4683778,Jared McCain,20,bench,+1,0-0,0.0,1,0,1,0-2,0.0,0-0,0.0,7,0,1,0,1,0,1
PHI,,False,3012,Kyle Lowry,7,bench,,,,,,,,,,,,,,,,,
PHI,,False,3431,Eric Gordon,23,bench,,,,,,,,,,,,,,,,,
