id,prd,clck,txt,tm,team,hmScr,awyScr,sq,plyTypId,scrng,wnPrb
4018095044,1,12:00,Collin Murray-Boyles vs. Evan Mobley (Lonzo Ball gains possession),5,CLE,0,0,4,615,,61.7
4018095047,1,11:41,Jaylon Tyson bad pass (Immanuel Quickley steals),5,CLE,0,0,7,62,,59.7
4018095049,1,11:36,Immanuel Quickley misses running pullup jump shot,28,CLE,0,0,9,146,,61.1
40180950410,1,11:30,De'Andre Hunter defensive rebound,5,CLE,0,0,10,155,,61.6
40180950411,1,11:25,Jaylon Tyson misses 22-foot three point jumper,5,CLE,0,0,11,92,,60.2
40180950412,1,11:24,Jaylon Tyson offensive rebound,5,CLE,0,0,12,156,,61.6
40180950413,1,11:24,RJ Barrett personal foul,28,CLE,0,0,13,45,,61.6
40180950415,1,11:20,Lonzo Ball bad pass (RJ Barrett steals),5,CLE,0,0,15,62,,59.5
40180950417,1,11:09,Brandon Ingram misses 26-foot three point jumper,28,CLE,0,0,17,92,,61.1
40180950418,1,11:06,Evan Mobley defensive rebound,5,CLE,0,0,18,155,,61.6
40180950419,1,11:03,Scottie Barnes shooting foul,28,CLE,0,0,19,44,,65.2
40180950421,1,11:03,De'Andre Hunter makes free throw 1 of 2,5,CLE,1,0,21,98,True,65.8
40180950422,1,11:03,De'Andre Hunter makes free throw 2 of 2,5,CLE,2,0,22,99,True,64
40180950423,1,10:36,Scottie Barnes makes 6-foot two point shot,28,CLE,2,2,23,119,True,61.5
40180950424,1,10:20,Evan Mobley makes 25-foot three point jumper (Jaylon Tyson assists),5,CLE,5,2,24,92,True,66.4
40180950426,1,10:01,RJ Barrett makes 26-foot three point jumper (Scottie Barnes assists),28,CLE,5,5,26,92,True,61.4
40180950428,1,9:50,De'Andre Hunter misses 26-foot three point jumper,5,CLE,5,5,28,92,,59.6
40180950429,1,9:48,Dean Wade offensive rebound,5,CLE,5,5,29,156,,61.3
40180950430,1,9:45,Lonzo Ball misses 25-foot three point jumper,5,CLE,5,5,30,92,,59.6
40180950431,1,9:43,Scottie Barnes defensive rebound,28,CLE,5,5,31,155,,59
40180950432,1,9:39,RJ Barrett makes two point shot (Scottie Barnes assists),28,CLE,5,7,32,109,True,56.4
40180950434,1,9:26,Evan Mobley misses 25-foot three point jumper,5,CLE,5,7,34,92,,54.3
40180950435,1,9:23,Immanuel Quickley defensive rebound,28,CLE,5,7,35,155,,53.6
40180950436,1,9:06,Scottie Barnes makes 1-foot two point shot (RJ Barrett assists),28,CLE,5,9,36,112,True,51.2
40180950438,1,8:47,Jaylon Tyson makes 26-foot three point jumper (Dean Wade assists),5,CLE,8,9,38,92,True,56.3
40180950440,1,8:32,Brandon Ingram makes 8-foot pullup jump shot,28,CLE,8,11,40,131,True,53.7
40180950441,1,8:11,Jaylon Tyson makes dunk (Dean Wade assists),5,CLE,10,11,41,151,True,56.2
40180950443,1,7:46,Jaylon Tyson blocks Immanuel Quickley 's 11-foot driving floating jump shot,28,CLE,10,11,43,144,,57.9
40180950445,1,7:46,Raptors offensive team rebound,28,CLE,10,11,45,156,,56
40180950446,1,7:46,shot clock turnover ,28,CLE,10,11,46,70,,58.5
40180950447,1,7:36,Evan Mobley misses driving floating jump shot,5,CLE,10,11,47,144,,56.6
40180950448,1,7:34,Lonzo Ball offensive rebound,5,CLE,10,11,48,156,,58.5
40180950449,1,7:32,De'Andre Hunter misses 24-foot three point jumper,5,CLE,10,11,49,92,,56.6
40180950450,1,7:29,Brandon Ingram defensive rebound,28,CLE,10,11,50,155,,56
40180950451,1,7:24,Jaylon Tyson blocks Collin Murray-Boyles's two point shot,28,CLE,10,11,51,109,,57.8
40180950453,1,7:21,De'Andre Hunter defensive rebound,5,CLE,10,11,53,155,,58.4
40180950454,1,7:07,Dean Wade misses 23-foot three point jumper,5,CLE,10,11,54,92,,56.5
40180950455,1,7:04,De'Andre Hunter offensive rebound,5,CLE,10,11,55,156,,58.4
40180950456,1,7:00,Jaylon Tyson makes 31-foot three point jumper (Lonzo Ball assists),5,CLE,13,11,56,92,True,63.3
40180950458,1,7:00,Raptors Full timeout,28,CLE,13,11,58,16,,55.8
40180950459,1,7:00,Craig Porter Jr. enters the game for Dean Wade,5,CLE,13,11,59,584,,55.8
40180950460,1,7:00,Larry Nance Jr. enters the game for De'Andre Hunter,5,CLE,13,11,60,584,,55.8
40180950461,1,7:00,Ochai Agbaji enters the game for Scottie Barnes,28,CLE,13,11,61,584,,55.8
40180950465,1,6:42,RJ Barrett makes 27-foot three point jumper (Brandon Ingram assists),28,CLE,13,14,65,92,True,58.3
40180950467,1,6:23,Collin Murray-Boyles shooting foul,28,CLE,13,14,67,44,,61.9
40180950469,1,6:23,Evan Mobley makes free throw 1 of 2,5,CLE,14,14,69,98,True,62.7
40180950470,1,6:23,Jamal Shead enters the game for Immanuel Quickley,28,CLE,14,14,70,584,,62.7
