team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
MIL,,False,3134907,Kyle Kuzma,18,starters,-12,0-2,0.0,4,1,2,3-12,25.0,2-4,50.0,30,1,2,8,3,1,1
MIL,,False,3133628,Myles Turner,3,starters,-11,3-8,37.5,2,2,1,7-14,50.0,4-5,80.0,29,2,3,21,3,2,1
MIL,,False,4277843,Gary Trent Jr.,5,starters,-25,0-2,0.0,4,0,0,1-5,20.0,0-0,0.0,29,0,1,2,0,1,1
MIL,,False,4397475,AJ Green,20,starters,-9,1-3,33.3,2,0,3,1-4,25.0,0-0,0.0,27,0,2,3,3,0,0
MIL,,False,4591725,Ryan Rollins,13,starters,-5,4-6,66.7,6,0,3,10-15,66.7,1-2,50.0,32,2,3,25,5,1,2
MIL,,False,3064482,Bobby Portis,9,bench,-6,0-1,0.0,1,0,5,7-12,58.3,0-0,0.0,23,3,3,14,8,0,2
MIL,,False,3102533,Thanasis Antetokounmpo,43,bench,+10,0-0,0.0,0,2,0,1-1,100.0,0-0,0.0,4,0,1,2,0,0,0
MIL,,False,4397233,Pete Nance,35,bench,+11,2-3,66.7,0,0,1,4-5,80.0,0-0,0.0,4,0,0,10,1,0,0
MIL,,False,4277922,Jericho Sims,00,bench,-8,0-0,0.0,2,0,5,1-2,50.0,0-0,0.0,18,2,1,2,7,0,1
MIL,,False,2999547,Gary Harris,11,bench,+9,0-0,0.0,1,0,0,0-0,0.0,0-0,0.0,6,0,0,0,0,1,0
MIL,,False,4066387,Amir Coffey,17,bench,-7,0-0,0.0,0,0,1,1-3,33.3,0-0,0.0,12,0,1,2,1,0,0
MIL,,False,4432190,Andre Jackson Jr.,44,bench,+9,0-0,0.0,3,1,1,0-0,0.0,0-0,0.0,6,0,2,0,1,0,0
MIL,,False,4432809,Cole Anthony,50,bench,-18,0-2,0.0,3,0,2,2-12,16.7,0-0,0.0,15,0,2,4,2,0,0
MIL,,False,4703530,Mark Sears,19,bench,+7,2-3,66.7,1,0,0,2-3,66.7,1-2,50.0,6,0,1,7,0,0,1
CHA,,False,4066383,Miles Bridges,0,starters,+15,2-10,20.0,6,0,5,7-19,36.8,4-4,100.0,33,1,2,20,6,1,3
CHA,,False,4576060,Ryan Kalkbrenner,11,starters,+17,0-0,0.0,0,3,5,8-8,100.0,1-1,100.0,27,4,3,17,9,1,0
CHA,,False,4277811,Collin Sexton,8,starters,+29,1-5,20.0,8,0,5,5-14,35.7,5-6,83.3,32,0,1,16,5,2,3
CHA,,False,4602025,Sion James,4,starters,+18,0-1,0.0,1,0,2,1-5,20.0,2-2,100.0,30,0,1,4,2,0,0
CHA,,False,5061575,Kon Knueppel,7,starters,+6,3-8,37.5,1,0,6,5-13,38.5,3-4,75.0,34,0,1,16,6,0,3
CHA,,False,4433249,Moussa Diabate,14,bench,-8,0-0,0.0,2,1,5,1-3,33.3,5-6,83.3,23,8,2,7,13,1,1
CHA,,False,2488653,Mason Plumlee,22,bench,-11,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,4,1,0,0,1,0,0
CHA,,False,2578239,Pat Connaughton,21,bench,+1,2-4,50.0,2,0,2,4-6,66.7,1-2,50.0,11,0,1,11,2,0,0
CHA,,False,4432819,Tre Mann,23,bench,-6,3-7,42.9,3,1,1,5-10,50.0,0-0,0.0,25,0,3,13,1,0,3
CHA,,False,4683834,KJ Simpson,25,bench,-11,0-2,0.0,2,0,2,1-4,25.0,0-0,0.0,9,0,0,2,2,0,0
CHA,,False,5239590,Liam McNeeley,33,bench,+5,1-3,33.3,2,0,2,1-4,25.0,2-2,100.0,12,1,1,5,3,0,0
CHA,,False,4066218,Grant Williams,2,bench,,,,,,,,,,,,,,,,,
