team,teamName,isHome,playerId,playerName,jersey,entryType,+/-,3pt,3ptpct,ast,blk,dreb,fg,fgpct,ft,ftpct,min,oreb,pf,pts,reb,stl,to
POR,,False,4431736,Toumani Camara,33,starters,+4,0-3,0.0,3,1,1,2-7,28.6,0-0,0.0,30,3,2,4,4,0,2
POR,,False,4683021,Deni Avdija,8,starters,-2,5-8,62.5,4,3,3,8-17,47.1,4-4,100.0,32,1,2,25,4,1,3
POR,,False,5105565,Donovan Clingan,23,starters,+21,0-3,0.0,2,2,7,8-12,66.7,0-0,0.0,26,7,2,16,14,1,2
POR,,False,3995,Jrue Holiday,5,starters,+19,4-7,57.1,6,2,5,10-15,66.7,0-0,0.0,30,0,3,24,5,1,2
POR,,False,4914336,Shaedon Sharpe,17,starters,+21,0-6,0.0,2,0,5,6-16,37.5,4-4,100.0,29,2,2,16,7,4,5
POR,,False,2991070,Jerami Grant,9,bench,+1,3-7,42.9,3,1,2,7-13,53.8,5-5,100.0,28,1,1,22,3,3,2
POR,,False,4594326,Kris Murray,24,bench,+7,0-1,0.0,0,0,2,1-5,20.0,0-0,0.0,24,3,2,2,5,2,0
POR,,False,4066268,Duop Reath,26,bench,0,1-1,100.0,0,0,0,1-1,100.0,0-0,0.0,1,0,0,3,0,0,0
POR,,False,5217746,Yang Hansen,16,bench,-1,0-2,0.0,0,0,0,0-3,0.0,1-2,50.0,9,1,0,1,1,0,1
POR,,False,4433144,Caleb Love,2,bench,+5,1-5,20.0,1,0,4,2-10,20.0,0-0,0.0,11,0,0,5,4,0,0
POR,,False,4683935,Blake Wesley,1,bench,-5,0-0,0.0,3,0,1,2-4,50.0,0-0,0.0,16,0,3,4,1,0,1
POR,,False,5081727,Sidy Cissoko,91,bench,0,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,1,0,0,0,0,0,0
POR,,False,5099752,Rayan Rupert,21,bench,0,0-0,0.0,0,0,0,0-0,0.0,0-0,0.0,1,1,0,0,1,0,0
POR,,False,3907498,Matisse Thybulle,4,bench,,,,,,,,,,,,,,,,,
POR,,False,4683678,Scoot Henderson,00,bench,,,,,,,,,,,,,,,,,
LAL,,False,4066648,Rui Hachimura,28,starters,-8,2-5,40.0,1,1,5,6-12,50.0,2-4,50.0,36,1,2,16,6,0,3
LAL,,False,4278077,Jarred Vanderbilt,2,starters,-6,0-1,0.0,3,0,4,6-11,54.5,2-2,100.0,28,4,1,14,8,3,1
LAL,,False,4592691,Jake LaRavia,12,starters,-27,0-3,0.0,5,0,5,1-6,16.7,1-2,50.0,29,1,2,3,6,0,1
LAL,,False,4278129,Deandre Ayton,5,starters,-10,0-0,0.0,2,1,3,8-15,53.3,0-0,0.0,36,5,4,16,8,2,3
LAL,,False,4066457,Austin Reaves,15,starters,0,3-8,37.5,5,0,4,13-22,59.1,12-14,85.7,39,0,2,41,4,3,8
LAL,,False,4897943,Dalton Knecht,4,bench,-1,2-8,25.0,1,1,2,5-13,38.5,4-4,100.0,25,0,1,16,2,2,2
LAL,,False,4431778,Christian Koloko,10,bench,-6,0-0,0.0,0,0,1,0-0,0.0,0-0,0.0,3,0,0,0,1,0,0
LAL,,False,4683686,Nick Smith Jr.,20,bench,-13,0-2,0.0,3,1,3,1-5,20.0,0-0,0.0,20,0,2,2,3,0,2
LAL,,False,4683774,Bronny James,9,bench,-2,0-0,0.0,3,1,2,0-2,0.0,0-0,0.0,20,1,3,0,3,1,3
LAL,,False,4702972,Chris Manon,30,bench,+3,0-0,0.0,0,0,1,0-0,0.0,0-0,0.0,4,0,2,0,1,0,0
LAL,,False,2960236,Maxi Kleber,14,bench,,,,,,,,,,,,,,,,,
LAL,,False,4397077,Jaxson Hayes,11,bench,,,,,,,,,,,,,,,,,
