id,prd,clck,txt,tm,team,hmScr,awyScr,sq,plyTypId,scrng,wnPrb
4018099334,1,12:00,Nic Claxton vs. Ryan Kalkbrenner (Ben Saraf gains possession),17,CHA,0,0,4,615,,61.6
4018099337,1,11:33,Nic Claxton misses 11-foot two point shot,17,CHA,0,0,7,119,,62.8
4018099338,1,11:33,Hornets defensive team rebound,30,CHA,0,0,8,155,,63.3
40180993310,1,11:18,Cam Thomas shooting foul,17,CHA,0,0,10,44,,66.9
40180993312,1,11:18,Miles Bridges makes free throw 1 of 2,30,CHA,1,0,12,98,True,67.5
40180993313,1,11:18,Miles Bridges misses free throw 2 of 2,30,CHA,1,0,13,99,,63.4
40180993314,1,11:15,Ben Saraf defensive rebound,17,CHA,1,0,14,155,,63.3
40180993315,1,11:04,Terance Mann misses 23-foot three point step back jumpshot,17,CHA,1,0,15,132,,65.3
40180993316,1,11:01,Kon Knueppel defensive rebound,30,CHA,1,0,16,155,,65.9
40180993317,1,10:56,Kon Knueppel makes two point shot,30,CHA,3,0,17,109,True,68
40180993318,1,10:43,Brandon Miller personal foul,30,CHA,3,0,18,45,,68
40180993320,1,10:34,Cam Thomas misses two point shot,17,CHA,3,0,20,128,,69.6
40180993321,1,10:32,Ryan Kalkbrenner defensive rebound,30,CHA,3,0,21,155,,70.1
40180993322,1,10:28,Brandon Miller misses running pullup jump shot,30,CHA,3,0,22,146,,68.5
40180993323,1,10:27,Miles Bridges offensive rebound,30,CHA,3,0,23,156,,70.1
40180993324,1,10:27,Terance Mann shooting foul,17,CHA,3,0,24,44,,71.5
40180993326,1,10:27,Miles Bridges makes free throw 1 of 2,30,CHA,4,0,26,98,True,73.8
40180993327,1,10:27,Miles Bridges makes free throw 2 of 2,30,CHA,5,0,27,99,True,72.1
40180993328,1,10:12,Nic Claxton makes driving layup (Ben Saraf assists),17,CHA,5,2,28,110,True,69.9
40180993329,1,10:04,Michael Porter Jr. personal foul,17,CHA,5,2,29,45,,69.8
40180993331,1,9:58,Ryan Kalkbrenner out of bounds bad pass turnover,30,CHA,5,2,31,90,,67.7
40180993332,1,9:43,Michael Porter Jr. misses 24-foot three point jumper,17,CHA,5,2,32,92,,69.2
40180993333,1,9:40,Miles Bridges defensive rebound,30,CHA,5,2,33,155,,69.8
40180993334,1,9:36,Brandon Miller makes 2-foot dunk (LaMelo Ball assists),30,CHA,7,2,34,149,True,72
40180993336,1,9:25,Ben Saraf makes driving layup,17,CHA,7,4,36,110,True,69.7
40180993337,1,9:18,LaMelo Ball misses 25-foot three point jumper,30,CHA,7,4,37,92,,68.1
40180993338,1,9:15,Miles Bridges offensive rebound,30,CHA,7,4,38,156,,69.7
40180993339,1,9:11,Ryan Kalkbrenner 3 second turnover,30,CHA,7,4,39,67,,67.5
40180993340,1,8:58,Ryan Kalkbrenner blocks Nic Claxton 's 9-foot two point shot,17,CHA,7,4,40,120,,69.1
40180993341,1,8:57,Nets offensive team rebound,17,CHA,7,4,41,156,,67.5
40180993344,1,8:54,Michael Porter Jr. makes 15-foot pullup jump shot,17,CHA,7,6,44,131,True,65.2
40180993345,1,8:41,LaMelo Ball makes 28-foot three point jumper (Brandon Miller assists),30,CHA,10,6,45,92,True,69.7
40180993347,1,8:28,Michael Porter Jr. makes 24-foot three point step back jumpshot (Ben Saraf assists),17,CHA,10,9,47,132,True,65.1
40180993349,1,8:16,Brandon Miller misses 26-foot three point jumper,30,CHA,10,9,49,92,,63.3
40180993350,1,8:13,Ben Saraf defensive rebound,17,CHA,10,9,50,155,,62.7
40180993351,1,8:11,Terance Mann steps out of bounds turnover,17,CHA,10,9,51,86,,65
40180993353,1,7:53,LaMelo Ball misses driving floating jump shot,30,CHA,10,9,53,144,,63.2
40180993354,1,7:51,Ben Saraf defensive rebound,17,CHA,10,9,54,155,,62.6
40180993355,1,7:43,Michael Porter Jr. misses driving layup,17,CHA,10,9,55,110,,64.4
40180993356,1,7:43,Nets offensive team rebound,17,CHA,10,9,56,156,,62.6
40180993357,1,7:43,Brandon Miller loose ball foul,30,CHA,10,9,57,43,,62.7
40180993359,1,7:43,Collin Sexton enters the game for Brandon Miller,30,CHA,10,9,59,584,,62.7
40180993361,1,7:29,Nic Claxton makes layup (Michael Porter Jr. assists),17,CHA,10,11,61,95,True,60
40180993363,1,7:22,Cam Thomas personal foul,17,CHA,10,11,63,45,,63.7
40180993365,1,7:19,Ben Saraf shooting foul,17,CHA,10,11,65,44,,63.7
40180993367,1,7:19,Collin Sexton makes free throw 1 of 2,30,CHA,11,11,67,98,True,64.3
40180993368,1,7:19,Collin Sexton makes free throw 2 of 2,30,CHA,12,11,68,99,True,62.5
40180993369,1,7:08,Michael Porter Jr. makes 25-foot three point jumper (Ben Saraf assists),17,CHA,12,14,69,92,True,57.4
40180993371,1,7:08,Hornets Full timeout,30,CHA,12,14,71,16,,57.4
40180993373,1,7:08,Sion James enters the game for Kon Knueppel,30,CHA,12,14,73,584,,57.4
40180993375,1,6:52,Ryan Kalkbrenner makes 2-foot layup (Collin Sexton assists),30,CHA,14,14,75,141,True,59.8
40180993377,1,6:40,Nic Claxton misses driving layup,17,CHA,14,14,77,110,,61.7
40180993378,1,6:35,Terance Mann offensive rebound,17,CHA,14,14,78,156,,59.7
40180993379,1,6:35,Terance Mann makes tip shot,17,CHA,14,16,79,94,True,57.2
40180993380,1,6:31,Ryan Kalkbrenner makes layup (Miles Bridges assists),30,CHA,16,16,80,95,True,59.7
40180993382,1,6:17,Cam Thomas makes 5-foot driving floating jump shot (Nic Claxton assists),17,CHA,16,18,82,144,True,57.1
40180993383,1,6:03,Cam Thomas blocks LaMelo Ball 's 7-foot two point shot,30,CHA,16,18,83,128,,55.1
40180993385,1,5:59,LaMelo Ball offensive rebound,30,CHA,16,18,85,156,,57
40180993386,1,5:58,Ryan Kalkbrenner makes 3-foot dunk (LaMelo Ball assists),30,CHA,18,18,86,96,True,59.6
40180993388,1,5:44,Sion James blocks Michael Porter Jr. 's 3-foot layup,17,CHA,18,18,88,95,,61.4
40180993390,1,5:41,Sion James defensive rebound,30,CHA,18,18,90,155,,62.1
40180993391,1,5:34,LaMelo Ball misses driving floating jump shot,30,CHA,18,18,91,144,,60.1
40180993392,1,5:32,Ryan Kalkbrenner offensive rebound,30,CHA,18,18,92,156,,62
40180993393,1,5:29,Collin Sexton misses 20-foot step back jumpshot,30,CHA,18,18,93,132,,60.1
40180993394,1,5:26,Nic Claxton defensive rebound,17,CHA,18,18,94,155,,59.5
40180993395,1,5:18,Ryan Kalkbrenner shooting foul,30,CHA,18,18,95,44,,55.6
40180993397,1,5:18,Michael Porter Jr. misses free throw 1 of 2,17,CHA,18,18,97,98,,57.3
40180993398,1,5:18,Nets offensive team rebound,17,CHA,18,18,98,156,,59.5
40180993399,1,5:18,Moussa Diabate enters the game for Ryan Kalkbrenner,30,CHA,18,18,99,584,,59.5
401809933100,1,5:18,Ziaire Williams enters the game for Terance Mann,17,CHA,18,18,100,584,,59.5
401809933101,1,5:18,Egor Demin enters the game for Nic Claxton,17,CHA,18,18,101,584,,59.5
401809933102,1,5:18,Day'Ron Sharpe enters the game for Ben Saraf,17,CHA,18,18,102,584,,59.5
401809933107,1,5:18,Michael Porter Jr. misses free throw 2 of 2,17,CHA,18,18,107,99,,62
401809933108,1,5:14,Sion James defensive rebound,30,CHA,18,18,108,155,,61.9
401809933109,1,5:05,Miles Bridges misses driving floating jump shot,30,CHA,18,18,109,144,,60
401809933110,1,5:03,Day'Ron Sharpe defensive rebound,17,CHA,18,18,110,155,,59.4
401809933111,1,4:58,Collin Sexton shooting foul,30,CHA,18,18,111,44,,55.4
401809933113,1,4:58,Cam Thomas makes free throw 1 of 3,17,CHA,18,19,113,100,True,54.9
401809933114,1,4:58,Cam Thomas makes free throw 2 of 3,17,CHA,18,20,114,101,True,52.2
401809933115,1,4:58,Tidjane Salaun enters the game for Miles Bridges,30,CHA,18,20,115,584,,52.2
401809933116,1,4:58,Noah Clowney enters the game for Michael Porter Jr.,17,CHA,18,20,116,584,,52.2
401809933119,1,4:58,Cam Thomas makes free throw 3 of 3,17,CHA,18,21,119,102,True,54.1
401809933120,1,4:37,Tidjane Salaun misses 3-foot two point shot,30,CHA,18,21,120,119,,52
401809933121,1,4:36,Moussa Diabate offensive rebound,30,CHA,18,21,121,156,,54
401809933122,1,4:34,LaMelo Ball misses 24-foot three point jumper,30,CHA,18,21,122,92,,52
401809933123,1,4:31,Sion James offensive rebound,30,CHA,18,21,123,156,,53.9
401809933124,1,4:29,Sion James makes 2-foot driving dunk,30,CHA,20,21,124,115,True,56.3
401809933125,1,4:28,Nets Full timeout,17,CHA,20,21,125,16,,56.3
401809933127,1,4:15,Sion James shooting foul,30,CHA,20,21,127,44,,52.6
401809933129,1,4:15,Cam Thomas makes free throw 1 of 2,17,CHA,20,22,129,98,True,51.9
401809933130,1,4:15,Cam Thomas misses free throw 2 of 2,17,CHA,20,22,130,99,,56.7
401809933131,1,4:12,Moussa Diabate defensive rebound,30,CHA,20,22,131,155,,56.7
401809933132,1,4:01,LaMelo Ball makes driving layup,30,CHA,22,22,132,110,True,59.3
401809933133,1,3:42,Cam Thomas misses 18-foot jumper,17,CHA,22,22,133,92,,61
401809933134,1,3:42,Nets offensive team rebound,17,CHA,22,22,134,156,,59.2
401809933135,1,3:42,Moussa Diabate loose ball foul,30,CHA,22,22,135,43,,55
401809933137,1,3:42,Day'Ron Sharpe makes free throw 1 of 2,17,CHA,22,23,137,98,True,54.4
401809933138,1,3:42,Tyrese Martin enters the game for Cam Thomas,17,CHA,22,23,138,584,,54.4
401809933140,1,3:42,Day'Ron Sharpe misses free throw 2 of 2,17,CHA,22,23,140,99,,58.9
401809933141,1,3:38,Collin Sexton defensive rebound,30,CHA,22,23,141,155,,58.9
401809933142,1,3:33,Collin Sexton makes two point shot,30,CHA,24,23,142,109,True,61.8
