id,prd,clck,txt,tm,team,hmScr,awyScr,sq,plyTypId,scrng,wnPrb
4018100134,1,12:00,Jusuf Nurkic vs. Neemias Queta (Lauri Markkanen gains possession),26,BOS,0,0,4,615,,82.5
4018100137,1,11:44,Lauri Markkanen vs. Josh Minott (Keyonte George gains possession),26,BOS,0,0,7,615,,82.4
40181001310,1,11:32,Jusuf Nurkic misses driving layup,26,BOS,0,0,10,110,,83.2
40181001311,1,11:29,Neemias Queta defensive rebound,2,BOS,0,0,11,155,,83.4
40181001312,1,11:12,Neemias Queta makes 5-foot layup (Derrick White assists),2,BOS,2,0,12,141,True,84.9
40181001314,1,11:01,Keyonte George misses 21-foot pullup jump shot,26,BOS,2,0,14,131,,85.7
40181001315,1,10:58,Derrick White defensive rebound,2,BOS,2,0,15,155,,86
40181001316,1,10:52,Derrick White makes 29-foot three pointer (Jaylen Brown assists),2,BOS,5,0,16,131,True,88.2
40181001318,1,10:38,Lauri Markkanen misses 26-foot three point jumper,26,BOS,5,0,18,92,,88.9
40181001319,1,10:35,Derrick White defensive rebound,2,BOS,5,0,19,155,,89.1
40181001320,1,10:26,Jaylen Brown makes 14-foot two point shot,2,BOS,7,0,20,137,True,90.1
40181001321,1,10:13,Taylor Hendricks misses 24-foot three point jumper,26,BOS,7,0,21,92,,90.7
40181001322,1,10:09,Neemias Queta defensive rebound,2,BOS,7,0,22,155,,90.9
40181001323,1,10:03,Jaylen Brown misses 26-foot three point jumper,2,BOS,7,0,23,92,,90.3
40181001324,1,10:00,Lauri Markkanen defensive rebound,26,BOS,7,0,24,155,,90
40181001325,1,9:48,Svi Mykhailiuk misses 25-foot three point jumper,26,BOS,7,0,25,92,,90.6
40181001326,1,9:42,Neemias Queta defensive rebound,2,BOS,7,0,26,155,,90.8
40181001327,1,9:35,Payton Pritchard makes 24-foot three point jumper (Jaylen Brown assists),2,BOS,10,0,27,92,True,92.4
40181001329,1,9:08,Lauri Markkanen misses 18-foot two point shot,26,BOS,10,0,29,114,,92.9
40181001330,1,9:05,Josh Minott defensive rebound,2,BOS,10,0,30,155,,93
40181001331,1,8:59,Jaylen Brown misses 24-foot three point jumper,2,BOS,10,0,31,92,,92.5
40181001332,1,8:56,Lauri Markkanen defensive rebound,26,BOS,10,0,32,155,,92.3
40181001333,1,8:35,Keyonte George makes 7-foot two point shot,26,BOS,10,2,33,139,True,91.5
40181001334,1,8:10,Jaylen Brown misses 26-foot three point jumper,2,BOS,10,2,34,92,,90.8
40181001335,1,8:09,Neemias Queta offensive rebound,2,BOS,10,2,35,156,,91.4
40181001336,1,8:08,Neemias Queta makes two point shot,2,BOS,12,2,36,125,True,92.2
40181001337,1,7:59,Josh Minott personal foul,2,BOS,12,2,37,45,,92.3
40181001339,1,7:59,Ace Bailey enters the game for Svi Mykhailiuk,26,BOS,12,2,39,584,,92.3
40181001341,1,7:49,Josh Minott personal foul,2,BOS,12,2,41,45,,92.3
40181001343,1,7:39,Lauri Markkanen lost ball turnover (Derrick White steals),26,BOS,12,2,43,63,,93
40181001345,1,7:25,Derrick White misses 25-foot three point jumper,2,BOS,12,2,45,92,,92.4
40181001346,1,7:20,Jusuf Nurkic defensive rebound,26,BOS,12,2,46,155,,92.2
40181001347,1,7:17,Derrick White blocks Taylor Hendricks 's 5-foot two point shot,26,BOS,12,2,47,109,,92.7
40181001349,1,7:17,Jazz offensive team rebound,26,BOS,12,2,49,156,,92.2
40181001350,1,7:17,Sam Hauser enters the game for Josh Minott,2,BOS,12,2,50,584,,92.2
40181001352,1,7:15,Jusuf Nurkic misses 25-foot three point jumper,26,BOS,12,2,52,92,,92.7
40181001353,1,7:12,Neemias Queta defensive rebound,2,BOS,12,2,53,155,,92.9
40181001354,1,6:58,Payton Pritchard makes 13-foot two point shot,2,BOS,14,2,54,137,True,93.5
40181001355,1,6:56,Jazz Full timeout,26,BOS,14,2,55,16,,93.5
40181001356,1,6:56,Anfernee Simons enters the game for Payton Pritchard,2,BOS,14,2,56,584,,93.5
40181001357,1,6:56,Luka Garza enters the game for Neemias Queta,2,BOS,14,2,57,584,,93.5
40181001358,1,6:56,Elijah Harkless enters the game for Taylor Hendricks,26,BOS,14,2,58,584,,93.5
40181001359,1,6:56,Kevin Love enters the game for Jusuf Nurkic,26,BOS,14,2,59,584,,93.5
40181001364,1,6:45,Kevin Love makes 25-foot three point jumper (Keyonte George assists),26,BOS,14,5,64,92,True,92.1
40181001366,1,6:32,Keyonte George personal foul,26,BOS,14,5,66,45,,92
40181001368,1,6:26,Jaylen Brown misses 27-foot three point jumper,2,BOS,14,5,68,92,,91.4
40181001369,1,6:23,Kevin Love defensive rebound,26,BOS,14,5,69,155,,91.1
40181001370,1,6:15,Ace Bailey makes 5-foot two point shot,26,BOS,14,7,70,140,True,90.2
40181001371,1,6:07,Elijah Harkless personal foul,26,BOS,14,7,71,45,,90.2
40181001373,1,5:53,Jaylen Brown makes 16-foot two point shot (Anfernee Simons assists),2,BOS,16,7,73,121,True,91
40181001375,1,5:40,Keyonte George makes 12-foot two point shot (Kevin Love assists),26,BOS,16,9,75,145,True,90.1
40181001377,1,5:25,Derrick White misses 23-foot three point pullup jump shot,2,BOS,16,9,77,131,,89.2
40181001378,1,5:21,Luka Garza offensive rebound,2,BOS,16,9,78,156,,90.1
40181001379,1,5:18,Sam Hauser makes 27-foot three point jumper (Anfernee Simons assists),2,BOS,19,9,79,92,True,91.8
40181001381,1,4:53,Lauri Markkanen misses 9-foot two point shot,26,BOS,19,9,81,121,,92.5
40181001382,1,4:49,Anfernee Simons defensive rebound,2,BOS,19,9,82,155,,92.7
40181001383,1,4:43,Anfernee Simons misses 29-foot three point jumper,2,BOS,19,9,83,92,,92
40181001384,1,4:38,Keyonte George defensive rebound,26,BOS,19,9,84,155,,91.7
40181001385,1,4:33,Keyonte George makes 26-foot running pullup jump shot,26,BOS,19,12,85,146,True,89.9
40181001386,1,4:14,Elijah Harkless shooting foul,26,BOS,19,12,86,44,,91.2
40181001388,1,4:14,Luka Garza makes free throw 1 of 2,2,BOS,20,12,88,98,True,91.4
40181001389,1,4:14,Kyle Filipowski enters the game for Lauri Markkanen,26,BOS,20,12,89,584,,91.4
40181001391,1,4:14,Luka Garza makes free throw 2 of 2,2,BOS,21,12,91,99,True,90.7
40181001393,1,3:57,Ace Bailey offensive foul,26,BOS,21,12,93,42,,91.6
40181001395,1,3:57,Ace Bailey turnover,26,BOS,21,12,95,84,,91.6
