Name,Position,Team,Salary,Projected,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,Vegas,VegasML,VegasTotals,VegasImplied,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
Nikola Jokic,C,DEN,11500,65.73,12,30,74.27,48.05,1,92.0,32.5,63.14,72,225,1,0,65.2,vs NOP,-11.5,-625,240.5,126.0,1.6882198509485093,0.9743112014453477,0.0,60.666666666666664,36.333333333333336,0.9166666666666666,0.014115835854966266,1.0428805329719963,0.5625,0.20268744354110205,0.15103132075395934,1.6666666666666667,0.21025641025641026,3.0,1.0
Anthony Davis,PF,DAL,10100,50.26,4,30,61.82,28.87,1,90.0,26.2,52.78,64,158,3,0,51.1,vs IND,-5.5,-230,229.5,117.5,1.390422344924812,0.8353265977443609,0.0,49.5625,35.75,3.75,0.07421796467818915,1.164673402255639,0.19954004329004327,0.2905897556390977,0.20843726456694056,1.5,0.17019230769230767,4.0,0.75
Cade Cunningham,PG,DET,9900,45.27,16,30,61.31,40.78,1,89.0,2.9,48.6,530,131,8,0,39.3,vs ORL,1.5,105,227.5,113.0,1.102285232116021,0.9459090560697265,0.0,38.875,35.0,4.125,0.09488371245569138,1.0464919808492992,0.37561853351327035,0.2846144949673294,0.19693443710743602,3.75,0.38636363636363635,4.25,0.25
Zion Williamson,PF,NOP,9700,46.84,25,30,57.32,35.4,1,89.0,11.2,44.61,129,133,1,0,54.9,@DEN,11.5,455,240.5,114.5,1.5516994266994266,1.0438165438165439,0.0,54.125,35.0,4.75,0.08786695681856965,1.1887796887796886,0.0,0.4586404586404586,0.11358314659120555,3.0,0.375,4.0,0.0
Donovan Mitchell,SG,CLE,9300,40.42,2,30,60.11,30.05,1,87.0,1.3,42.94,667,108,-3,0,42.6,@BOS,-3.5,-166,233.5,118.5,1.2790295193312435,1.1900451559934317,0.0,42.625,33.25,4.8125,0.11881121363069662,1.019585012688461,0.4278846153846154,0.4334204110066179,0.1645121353332678,2.75,0.2900735294117647,4.5,0.0
Trae Young,PG,ATL,9100,46.9,7,30,58.14,38.61,1,90.0,8.3,43.63,163,133,2,0,40.1,@BKN,-8.5,-340,239.5,124.0,1.1890931372549018,0.9852941176470588,0.0,39.3125,33.0,5.5625,0.15831624120412732,0.8995098039215687,0.3896780303030303,0.3588235294117647,0.17814037846604586,3.0,0.2790178571428571,4.0,0.0
Domantas Sabonis,C,SAC,9000,43.05,16,30,52.38,36.09,1,92.0,3.8,46.82,337,126,2,0,36.0,@CHI,4.5,160,238.5,117.0,1.0176402208660271,0.46785402914435165,0.0,34.5,34.333333333333336,3.5833333333333335,0.11373737373737365,0.8386432515464773,0.24523809523809526,0.0805911902686096,0.14399053423347433,3.0,0.5833333333333334,3.0,0.6666666666666666
Josh Giddey,PG,CHI,8800,41.88,19,30,64.97,38.84,1,86.0,4.0,44.64,333,121,6,0,42.3,vs SAC,-4.5,-192,238.5,121.5,1.3218336381051898,0.9472526994078718,0.0,41.333333333333336,31.333333333333332,2.5833333333333335,0.0658440761203192,1.088089951236503,0.23905723905723905,0.23944183211424588,0.15074623222528252,2.3333333333333335,0.3545454545454545,4.666666666666667,1.0
Evan Mobley,PF,CLE,8700,45.64,21,30,51.39,28.83,1,88.0,7.8,42.33,155,118,-2,0,43.8,@BOS,-3.5,-166,233.5,118.5,1.3020833333333333,0.7601307189542483,0.0,43.4375,33.5,2.9375,0.07055919546971563,0.9940359477124184,0.43749999999999994,0.21707516339869276,0.342296508429753,2.25,0.16666666666666669,3.75,0.5
Deni Avdija,PF,POR,8500,41.91,8,30,61.83,35.61,1,85.0,6.2,41.32,199,117,1,0,39.6,@UTA,-3.5,-155,235.5,119.5,1.253142959770115,0.9759665621734588,0.0,39.5625,31.75,3.3125,0.09107576152043736,0.9650437565308256,0.43819444444444444,0.2276237591431557,0.15201196154270502,1.75,0.19642857142857142,3.5,1.0
Paolo Banchero,PF,ORL,8500,45.1,27,30,57.53,33.25,1,89.0,7.6,42.94,163,123,5,0,40.3,@DET,-1.5,-125,227.5,114.5,1.0860588972431078,0.748047201336675,0.0,39.5,36.25,2.875,0.059472324221406206,1.069935254803676,0.3206043956043956,0.32328738512949035,0.1809857990124633,3.25,0.24702380952380948,2.5,0.75
Pascal Siakam,PF,IND,8400,48.42,23,30,54.04,31.68,1,88.0,30.5,45.99,41,155,2,0,52.8,@DAL,5.5,190,229.5,112.0,1.4330742455742456,0.9369211869211869,0.0,51.75,35.666666666666664,6.0,0.09726943863319386,1.1326308826308826,0.32083333333333336,0.29485604485604483,0.13861858570200447,2.0,0.21367521367521367,4.333333333333333,0.3333333333333333
Jaylen Brown,SF,BOS,8400,40.91,22,30,49.04,25.39,1,88.0,11.4,41.42,97,113,4,0,39.2,vs CLE,3.5,140,233.5,115.0,1.2061259920634921,1.03015873015873,0.0,39.1875,32.5,3.1875,0.07612930547713155,1.054265873015873,0.20757575757575752,0.34910714285714284,0.1360817404485771,2.25,0.3263888888888889,3.5,0.5
