Name,Position,Team,Salary,Projected,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,Vegas,VegasML,VegasTotals,VegasImplied,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
Kevin Porter Jr.,PG,MIL,6500,0.0,20,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,16.0,@TOR,2.5,110,237.5,117.5,1.7777777777777777,1.3333333333333333,0.0,16.0,9.0,0.0,0.0,0.7777777777777778,0.5,0.3333333333333333,0.4016064257028111,1.0,0.0,0.0,1.0
Immanuel Quickley,PG,TOR,6500,29.33,20,30,41.23,23.74,1,87.0,14.1,30.84,47,90,7,0,29.6,vs MIL,-2.5,-130,237.5,120.0,0.8603382616487455,0.600179211469534,0.0,26.7,30.8,1.4,0.04103158504781222,0.5464531063321385,0.4833333333333333,0.1267622461170848,0.27151519638075383,3.2,0.24761904761904763,4.0,0.6
Jordan Poole,PG/SG,NOP,6400,35.26,9,30,37.46,20.29,1,83.0,16.2,32.5,42,94,-3,0,26.8,vs CHA,-3.5,-155,229.5,116.5,0.8802674340246076,0.7669536107125776,0.0,27.9,30.8,2.05,0.0627635082316604,0.7671318638320074,0.6894083694083695,0.2521292552497717,0.10930922892053647,2.4,0.29357142857142854,3.2,0.4
Quentin Grimes,PG/SG,PHI,6300,32.83,17,30,49.0,27.06,2,82.0,13.3,29.23,53,92,-2,0,34.8,@CHI,2.5,110,240.5,119.0,1.1487092074592073,0.866826923076923,0.0,36.95,32.0,4.3,0.11307179869723136,0.8277826340326341,0.49833333333333324,0.1658391608391608,0.2889718765086165,2.8,0.2857142857142857,3.8,0.0
Jakob Poeltl,C,TOR,6200,25.21,8,30,40.1,17.8,1,85.0,2.0,22.42,272,62,3,0,16.9,vs MIL,-2.5,-130,237.5,120.0,0.7717415381889066,0.47921650717703346,0.0,16.9375,23.0,2.0,0.0834473324213406,0.6690645489987596,0.0,0.0131578947368421,0.0,0.75,0.0,4.25,1.0
Onyeka Okongwu,C,ATL,6200,33.44,16,30,48.81,21.66,2,87.0,9.8,29.57,71,87,-1,0,31.6,vs ORL,3.5,142,229.5,113.0,1.07518757104964,0.554414550966275,0.0,31.1,28.8,3.05,0.08482834929335123,0.838101553618795,0.37619047619047613,0.06678666161424777,0.2649342826508608,2.0,0.3333333333333333,3.0,0.2
Myles Turner,C,MIL,6200,28.95,27,30,30.06,15.48,1,86.0,5.2,29.93,106,73,1,0,26.8,@TOR,2.5,110,237.5,117.5,0.9163029523544679,0.48095661846496107,0.0,26.95,29.2,1.7,0.06324300255887091,0.6844229699666295,0.5742857142857142,0.04563311086392284,0.6,1.6,0.3,2.4,1.0
Ryan Rollins,PG,MIL,6100,30.91,2,30,38.35,9.59,1,68.0,4.1,31.79,150,63,5,0,34.5,@TOR,2.5,110,237.5,117.5,1.2027400703871292,0.928844358256123,0.0,38.1,32.0,1.4,0.03485152379459232,0.7088773971126913,0.38555555555555554,0.21858794799971268,0.177060893119025,1.6,0.1616883116883117,3.0,0.6
Kelly Oubre Jr.,SF,PHI,6100,33.19,3,30,42.61,21.64,1,86.0,9.8,28.26,65,85,2,0,34.3,@CHI,2.5,110,240.5,119.0,0.9494874253410839,0.6249115079602884,0.0,36.8,39.0,2.25,0.061274732153551795,0.6848367991050919,0.4904761904761904,0.14132857913345714,0.4207550143599389,2.2,0.15,2.4,0.8
Matas Buzelis,PF,CHI,5900,27.15,12,30,40.06,17.6,1,79.0,4.1,30.82,141,70,5,0,26.5,vs PHI,-2.5,-130,240.5,121.5,0.8594035924992911,0.5967910968614364,0.0,24.85,27.6,1.35,0.05581493349721256,0.7290473892560361,0.4101587301587301,0.1113662511723265,0.0748781694999808,1.4,0.13,3.6,1.0
Bobby Portis,PF/C,MIL,5900,21.89,17,30,35.28,14.22,2,84.0,9.3,21.59,50,58,1,0,18.4,@TOR,2.5,110,237.5,117.5,0.9867276887871854,0.7140732265446225,0.0,19.35,19.4,3.45,0.20367288378766135,0.8392734553775745,0.4333333333333333,0.0491132723112128,0.058224163027656484,1.4,0.2,2.4,0.2
Nickeil Alexander-Walker,PG/SF,ATL,5800,27.44,29,30,34.25,13.03,1,80.0,9.9,28.1,53,68,5,0,29.8,vs ORL,3.5,142,229.5,113.0,0.9852696078431371,0.7325245098039215,0.0,31.05,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared McCain,PG/SG,PHI,5800,6.25,17,30,41.74,5.0,2,82.0,0.0,13.98,0,0,-1,0,0.0,@CHI,2.5,110,240.5,119.0,,,,,,,,,,,,,,,
Kyle Kuzma,SF/PF,MIL,5700,20.96,19,30,26.87,9.73,2,84.0,6.4,17.91,59,48,2,0,21.5,@TOR,2.5,110,237.5,117.5,0.9310416666666667,0.676590909090909,0.0,20.0,22.4,3.5,0.16676211302521185,0.7775252525252526,0.5523809523809524,0.23800505050505047,0.08264980093631183,2.2,0.3121428571428571,2.4,0.2
Kon Knueppel,SG/SF,CHA,5500,29.57,5,30,36.04,14.25,1,69.0,26.0,29.29,20,78,1,0,25.1,@NOP,3.5,130,229.5,113.0,0.8040356716163167,0.6020822665983956,0.0,24.55,30.0,1.85,0.08137168688711756,0.6344222563577402,0.7107142857142857,0.05152756443079021,0.4425079702444208,1.8,0.3,3.6,0.6
Tre Jones,PG,CHI,5500,29.14,20,30,40.18,24.22,1,87.0,24.5,31.93,23,99,12,0,30.3,vs PHI,-2.5,-130,240.5,121.5,1.0202158716656853,0.6745526619991711,0.0,30.25,29.6,2.0,0.0715597248505685,0.5742140504700212,0.19666666666666668,0.19095989007393835,0.31905443905153413,3.4,0.43,4.6,0.2
Wendell Carter Jr.,C,ORL,5500,26.64,10,30,36.73,18.05,1,84.0,9.0,27.32,55,72,0,0,27.6,@ATL,-3.5,-170,229.5,116.5,1.0311223557523366,0.5915217413130127,0.0,28.15,27.0,1.9,0.06676404684395214,0.7706703613344981,0.23999999999999994,0.07338784976356132,0.236287168588082,2.0,0.18666666666666668,2.8,0.6
Jalen Suggs,PG,ORL,5200,21.33,9,30,40.03,14.04,1,84.0,4.1,22.64,107,56,1,0,24.3,@ATL,-3.5,-170,229.5,116.5,1.2578873654725047,0.911514079315937,0.0,24.25,19.4,0.6,0.02241409384266526,0.7800088456435205,0.7133333333333333,0.19392599144921122,0.1551862454307463,1.6,0.13999999999999999,4.2,0.2
Cole Anthony,PG/SG,MIL,5200,23.68,20,30,31.05,4.79,2,79.0,6.7,21.6,59,48,2,0,25.0,@TOR,2.5,110,237.5,117.5,1.1541372476155085,0.8720488046575003,0.0,25.75,21.6,2.45,0.08459302325581394,0.827408823060997,0.45,0.18688264231742488,0.2774499472080732,2.0,0.23333333333333334,3.8,0.0
Ryan Kalkbrenner,C,CHA,5000,24.03,20,30,30.47,17.81,1,77.0,3.5,27.83,118,64,5,0,24.1,@NOP,3.5,130,229.5,113.0,0.9289132082461476,0.38814164145087393,0.0,25.8,28.0,1.25,0.0442908024303373,0.5712251180410246,0.0,0.07353255754256864,0.4758280368192357,1.8,0.3,3.0,0.8
Anthony Black,SG/SF,ORL,5000,23.01,8,30,32.98,13.58,2,76.0,11.4,22.98,35,58,4,0,22.0,@ATL,-3.5,-170,229.5,116.5,0.8560645161290322,0.6909569892473117,0.0,24.25,28.0,2.85,0.12046310586037048,0.707010752688172,0.7083333333333333,0.20747311827956985,0.14837983649265368,2.0,0.07333333333333332,4.4,0.0
Yves Missi,C,NOP,4900,0.0,22,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,20.2,vs CHA,-3.5,-155,229.5,116.5,0.8852460944852248,0.47793049818221445,0.0,20.15,23.2,0.95,0.05010286437727486,0.735718495844354,0.0,0.10782192635739545,0.27030174888734426,1.2,0.0,2.8,0.4
Gary Trent Jr.,SF,MIL,4900,24.39,22,30,39.01,12.99,1,83.0,10.3,23.35,41,61,6,0,23.8,@TOR,2.5,110,237.5,117.5,0.678535115659167,0.4691971627360621,0.0,21.05,31.0,0.7,0.02413793103448276,0.4780711800849371,0.6116666666666666,0.083894122164995,0.46930154642741667,2.0,0.24,2.2,1.0
Andre Drummond,C,PHI,4800,16.78,23,30,33.04,9.58,2,79.0,2.4,11.67,123,35,1,0,17.1,@CHI,2.5,110,240.5,119.0,1.2625452898550724,0.4081521739130435,0.0,20.25,17.2,2.65,0.09872447480102979,0.9445652173913045,0.22333333333333333,0.15489130434782608,0.07563127319843056,2.6,0.2,2.4,0.6
Herbert Jones,SF,NOP,4800,25.29,5,30,31.96,13.42,1,82.0,10.0,24.86,39,64,-1,0,20.4,vs CHA,-3.5,-155,229.5,116.5,0.634593685300207,0.45613871635610764,0.0,16.25,25.2,1.05,0.08061002178649238,0.47162525879917183,0.6095238095238095,0.04394409937888196,0.082815734989648,1.2,0.0,3.6,0.8
Tre Mann,PG/SG,CHA,4800,24.09,24,30,28.12,9.41,2,73.0,7.6,24.62,49,54,5,0,17.6,@NOP,3.5,130,229.5,113.0,0.8270659493485579,0.6473228663446056,0.0,18.45,22.0,0.85,0.06173613620422128,0.8054951690821255,0.6234188034188035,0.1395220319133362,0.27632286022464014,2.6,0.35333333333333333,4.4,0.0
Jeremiah Fears,PG,NOP,4700,28.28,12,30,35.38,14.54,1,68.0,46.2,29.09,9,88,1,0,25.0,vs CHA,-3.5,-155,229.5,116.5,0.9185396404361921,0.6934060320267216,0.0,26.15,28.2,3.55,0.10412922418141206,0.6470812457019354,0.42976190476190473,0.137683465959328,0.2774538799701595,2.0,0.26,3.0,0.8
Kevin Huerter,SG,CHI,4600,24.91,25,30,32.27,18.57,2,80.0,3.5,22.75,105,62,3,0,25.9,vs PHI,-2.5,-130,240.5,121.5,1.0372631047113807,0.708508778577744,0.0,25.5,24.4,1.9,0.06775286304599336,0.685227737779462,0.72,0.11013111026904128,0.09914242226183181,1.0,0.10666666666666666,4.8,0.0
Collin Murray-Boyles,PF/C,TOR,4600,17.31,27,30,33.97,7.13,2,67.0,5.0,19.18,65,38,4,0,20.6,vs MIL,-2.5,-130,237.5,120.0,0.8104600909842846,0.5271050454921423,0.0,20.55,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominick Barlow,PF/C,PHI,4500,0.0,23,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,19.0,@CHI,2.5,110,240.5,119.0,0.6663602941176471,0.38786764705882354,0.0,19.0,25.0,2.0,0.06349206349206345,0.6176470588235294,0.5,0.1029411764705882,0.03509565199078195,1.0,0.0714285714285714,1.5,1.0
Zaccharie Risacher,SF,ATL,4500,18.32,20,30,33.12,6.85,1,77.0,3.8,19.66,84,41,-4,0,16.6,vs ORL,3.5,142,229.5,113.0,0.7079347826086957,0.49495859213250515,0.0,16.6,23.2,0.75,0.03853809888382962,0.5217391304347826,0.5266666666666666,0.05786749482401654,0.4217155266015201,1.2,0.1,3.2,1.0
Grant Williams,PF/C,CHA,4400,0.0,30,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@NOP,3.5,130,229.5,113.0,,,,,,,,,,,,,,,
Ayo Dosunmu,SG/SF,CHI,4400,0.0,21,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,25.9,vs PHI,-2.5,-130,240.5,121.5,0.7835796387520526,0.6270388615216201,0.0,21.0,20.8,1.3,0.04174449526646098,0.4908593322386426,0.4033333333333333,0.16365626710454295,0.058720675257942404,1.4,0.15777777777777777,3.4,0.0
AJ Green,SG,MIL,4400,19.73,22,30,25.04,12.43,1,72.0,3.2,19.35,88,46,7,0,19.3,@TOR,2.5,110,237.5,117.5,0.7063365018370581,0.5551983685576566,0.0,20.75,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adem Bona,C,PHI,4300,10.01,23,30,36.73,8.01,2,78.0,2.4,12.22,106,28,1,0,11.2,@CHI,2.5,110,240.5,119.0,0.769023088023088,0.21378354978354971,0.0,12.55,16.0,2.75,0.22999619337647506,0.5900577200577201,0.0,0.09224531024531021,0.027178919872599377,3.2,0.5,3.0,0.4
Luke Kennard,PG/SG,ATL,4300,16.64,1,30,21.56,7.5,2,80.0,2.1,20.48,120,41,2,0,16.6,vs ORL,3.5,142,229.5,113.0,0.654265873015873,0.49467592592592585,0.0,17.25,25.8,1.35,0.07913353483685961,0.3829365079365079,0.58,0.09424603174603172,0.25200877007067113,2.2,0.13333333333333333,3.8,0.0
Moritz Wagner,C,ORL,4200,0.0,15,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@ATL,-3.5,-170,229.5,116.5,,,,,,,,,,,,,,,
Saddiq Bey,SF/PF,NOP,4100,23.64,23,30,31.11,14.29,2,85.0,40.9,22.54,8,79,1,0,16.6,vs CHA,-3.5,-155,229.5,116.5,0.6403394850763272,0.40337206652996127,0.0,14.4,22.4,0.45,0.024,0.491991341991342,0.6933333333333334,0.055223285486443355,0.06446488646113471,1.6,0.3,4.4,0.2
Sion James,SG,CHA,4100,21.37,5,30,23.09,11.48,1,78.0,1.8,20.43,133,48,2,0,17.3,@NOP,3.5,130,229.5,113.0,0.6682943824662438,0.4578496257301591,0.0,16.8,25.2,1.85,0.10748030514559233,0.36177508572363776,0.3,0.06391470096196676,0.6,2.4,0.2,4.2,0.4
Trendon Watford,PF/C,PHI,4100,14.24,12,30,33.59,12.69,2,73.0,1.2,15.2,129,37,2,0,17.1,@CHI,2.5,110,240.5,119.0,0.7573400673400673,0.5050505050505051,0.0,17.083333333333332,18.0,3.0,0.07643312101910826,0.4851178451178451,0.3333333333333333,0.07185185185185183,0.011746413767587434,1.6666666666666667,0.16666666666666666,3.0,0.3333333333333333
Moussa Diabate,C,CHA,3900,23.79,19,30,28.61,10.17,2,76.0,16.9,23.69,18,59,5,0,23.6,@NOP,3.5,130,229.5,113.0,1.0624655220940051,0.5561863214185195,0.0,21.05,19.4,2.4,0.12936584107327137,0.8337123557556995,0.0,0.1831944835350408,0.5351626625520185,2.6,0.3333333333333333,4.0,0.0
Tristan da Silva,SF/PF,ORL,3900,14.46,18,30,25.97,2.56,2,75.0,13.4,16.35,17,33,5,0,18.8,@ATL,-3.5,-170,229.5,116.5,0.7400487012987013,0.4675541125541125,0.0,15.95,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keaton Wallace,PG,ATL,3900,9.73,15,30,27.24,0.0,2,71.0,2.4,11.99,80,19,-2,0,10.1,vs ORL,3.5,142,229.5,113.0,0.919501527883881,0.6045785586962058,0.0,11.8,11.8,0.3,0.03870967741935484,0.48308887191240135,0.27999999999999997,0.0568627450980392,0.4,1.4,0.3,2.6,0.8
Mouhamed Gueye,PF/C,ATL,3800,10.8,6,30,28.11,7.11,2,67.0,2.4,11.19,79,25,1,0,14.4,vs ORL,3.5,142,229.5,113.0,0.9275155279503104,0.5731677018633541,0.0,13.95,14.2,0.25,0.0096153846153846,0.720947204968944,0.6,0.05869565217391304,0.2,0.6,0.0,2.4,0.2
Goga Bitadze,C,ORL,3800,14.06,15,30,25.09,4.85,2,78.0,1.5,16.25,105,32,1,0,19.5,@ATL,-3.5,-170,229.5,116.5,1.044329885800474,0.5303562450621274,0.0,19.05,18.2,1.1,0.042344727973037996,0.7181002657473246,0.2,0.09080657904187314,0.553256704980843,1.0,0.1,3.2,0.0
Taurean Prince,SF/PF,MIL,3800,13.4,19,30,17.2,5.55,2,79.0,1.5,11.43,80,28,1,0,13.7,@TOR,2.5,110,237.5,117.5,0.6018610421836228,0.3852731497892788,0.0,12.75,20.8,0.95,0.08160919540229884,0.4097955807633227,0.7666666666666667,0.04285714285714284,0.01381215469613258,1.2,0.13333333333333333,3.6,0.0
Derik Queen,PF/C,NOP,3700,20.32,25,30,22.56,8.36,2,71.0,11.9,18.91,19,46,3,0,15.5,vs CHA,-3.5,-155,229.5,116.5,0.9297852147852147,0.5373026973026973,0.0,16.3,18.2,1.2,0.10794407229240659,0.9242157842157841,0.09,0.2503696303696304,0.10847461578782602,3.0,0.55,2.6,0.4
Gradey Dick,SG/SF,TOR,3700,10.45,8,30,25.94,5.15,2,80.0,2.4,10.7,73,24,1,0,12.0,vs MIL,-2.5,-130,237.5,120.0,0.5540384615384616,0.36923076923076925,0.0,8.05,13.2,0.95,0.09784946236559137,0.5599999999999999,0.75,0.09153846153846154,0.3252310281506331,2.0,0.5,2.4,0.0
Isaac Okoro,SF,CHI,3700,12.48,23,30,17.07,4.61,1,81.0,4.8,17.22,36,33,7,0,11.7,vs PHI,-2.5,-130,240.5,121.5,0.49914446185997907,0.3907915360501567,0.0,11.75,22.6,0.0,0.0,0.4515543364681296,0.65,0.03121734587251826,0.2,1.0,0.0,3.0,0.8
Patrick Williams,SF/PF,CHI,3600,16.46,24,30,27.2,7.71,2,82.0,13.7,18.75,16,44,5,0,19.7,vs PHI,-2.5,-130,240.5,121.5,0.8533913200742285,0.5708420964343003,0.0,20.7,24.0,1.1,0.05572021055032378,0.5477452532475022,0.480952380952381,0.11222371331816605,0.2697449389749353,2.8,0.17333333333333334,4.4,0.0
Jose Alvarado,PG,NOP,3600,11.36,25,30,31.4,10.94,2,81.0,3.3,17.48,66,37,0,0,9.3,vs CHA,-3.5,-155,229.5,116.5,0.525225468975469,0.2622113997113997,0.0,9.25,14.6,0.0,0.0,0.34825036075036075,0.4833333333333333,0.043181818181818175,0.4,0.4,0.0,2.0,0.2
Jamal Shead,PG,TOR,3500,16.44,21,30,31.69,16.25,2,80.0,5.7,16.18,40,46,1,0,17.9,vs MIL,-2.5,-130,237.5,120.0,1.0465852130325815,0.7741228070175439,0.0,18.35,17.6,1.6,0.08048993451370359,0.5395676691729323,0.35,0.11409774436090223,0.6302571860816943,2.8,0.4333333333333333,5.4,0.0
Karlo Matkovic,PF/C,NOP,3500,10.52,22,30,28.9,7.73,2,83.0,2.4,3.93,63,21,1,0,3.3,vs CHA,-3.5,-155,229.5,116.5,0.7321428571428572,0.26785714285714285,0.0,3.25,4.25,1.0625,0.2932692307692308,0.7559523809523809,0.25,0.0,0.0,0.0,0.0,1.0,1.0
Vit Krejci,SG/SF,ATL,3500,3.24,1,30,26.28,2.59,2,80.0,2.4,5.98,52,11,-1,0,12.8,vs ORL,3.5,142,229.5,113.0,0.28823529411764703,0.18342245989304812,0.0,5.9,7.8,0.55,0.025,0.206951871657754,0.3,0.02727272727272726,0.011809861234130501,0.4,0.06666666666666667,1.4,0.0
Josh Green,SF,CHA,3500,0.0,24,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@NOP,3.5,130,229.5,113.0,,,,,,,,,,,,,,,
KJ Simpson,PG,CHA,3400,5.09,6,30,30.15,4.07,2,79.0,2.4,13.02,68,20,4,0,18.5,@NOP,3.5,130,229.5,113.0,1.088235294117647,0.8823529411764706,0.0,18.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
