Name,Position,Team,Salary,Projected,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,Vegas,VegasML,VegasTotals,VegasImplied
Terance Mann,SG/SF,BKN,3800,17.91,16,30,23.94,10.44,1,81.0,2.8,19.41,83,44,1,0,15.8,@CHA,5.5,170,228.5,111.5
Justin Edwards,SF/PF,PHI,3800,15.42,7,30,35.12,15.35,2,81.0,0.6,10.82,117,38,6,0,19.7,@BOS,4.5,150,229.5,112.5
Robert Williams,C,POR,3800,0.0,13,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,19.0,vs MIN,5.5,170,222.5,108.5
Derik Queen,PF/C,NOP,3800,14.0,21,30,15.400000000000002,0.0,2,0.0,0.6,14.62,84,15,-2,0,0.0,@MEM,3.5,145,236.5,116.5
Jordan McLaughlin,PG,SAS,3800,8.9,13,30,11.7,1.71,2,57.99999999999999,0.0,6.15,0,0,3,0,5.4,@DAL,4.5,142,223.5,109.5
Khaman Maluach,C,PHX,3800,5.0,19,30,5.5,0.0,2,0.0,0.0,7.61,0,0,-1,0,0.0,vs SAC,-3.5,-170,228.5,116.0
Luke Kennard,PG/SG,ATL,3800,13.23,13,30,22.2,6.02,2,79.0,0.9,13.38,93,30,2,0,18.8,vs TOR,-5.5,-225,237.5,121.5
Collin Gillespie,PG,PHX,3800,16.83,8,30,32.1,11.49,2,68.0,3.7,14.03,65,37,4,0,14.3,vs SAC,-3.5,-170,228.5,116.0
Guerschon Yabusele,SF/PF,NYK,3800,17.13,24,30,36.28,15.41,2,80.0,4.6,20.36,61,50,1,0,23.7,vs CLE,1.5,102,229.5,114.0
Oso Ighodaro,PF/C,PHX,3800,19.12,26,30,24.04,11.59,1,69.0,0.6,14.2,109,39,-1,0,12.0,vs SAC,-3.5,-170,228.5,116.0
Josh Green,SF,CHA,3800,0.0,27,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,15.8,vs BKN,-5.5,-205,228.5,117.0
Jonathan Mogbo,PF/C,TOR,3800,15.99,10,30,41.37,12.78,2,81.0,0.0,10.64,0,0,3,0,18.3,@ATL,5.5,185,237.5,116.0
Nique Clifford,SF,SAC,3800,13.0,15,30,14.3,0.0,1,0.0,0.6,13.79,78,14,3,0,0.0,@PHX,3.5,142,228.5,112.5
Enrique Freeman,PF/C,MIN,3800,0.0,5,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,5.0,@POR,-5.5,-205,222.5,114.0
Johnny Juzang,SG,MIN,3800,5.55,13,30,26.71,4.44,2,77.0,0.0,0.0,0,0,2,0,16.2,@POR,-5.5,-205,222.5,114.0
Kyle Lowry,PG,PHI,3700,8.43,3,30,19.22,3.78,2,80.0,0.0,10.03,0,0,-2,0,13.1,@BOS,4.5,150,229.5,112.5
Kelly Olynyk,C,SAS,3700,0.0,26,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,20.9,@DAL,4.5,142,223.5,109.5
Tyus Jones,PG,ORL,3700,19.0,16,30,27.22,14.18,2,85.0,10.8,16.58,22,51,-2,0,23.7,vs MIA,-8.5,-345,216.5,112.5
Baylor Scheierman,SG/SF,BOS,3700,9.58,30,30,20.42,1.8,2,62.0,0.0,4.88,0,0,2,0,8.6,vs PHI,-4.5,-180,229.5,117.0
John Konchar,SF,MEM,3700,10.59,29,30,19.98,4.55,2,69.0,0.6,10.07,75,22,2,0,10.2,vs NOP,-3.5,-175,236.5,120.0
Kasparas Jakucionis,PG,MIA,3700,0.0,20,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@ORL,8.5,275,216.5,104.0
Matisse Thybulle,SF,POR,3700,14.61,8,30,28.32,10.58,2,78.0,0.9,12.45,103,34,4,0,20.5,vs MIN,5.5,170,222.5,108.5
Brice Sensabaugh,SG,UTA,3700,16.79,17,30,34.66,15.87,2,79.0,5.7,18.24,45,48,4,0,18.8,vs LAC,10.5,370,225.5,107.5
Tre Mann,PG/SG,CHA,3700,15.0,27,30,37.3,14.76,2,74.0,5.1,16.88,50,43,1,0,23.9,vs BKN,-5.5,-205,228.5,117.0
Jaylen Clark,SG/SF,MIN,3700,5.27,12,30,12.04,0.58,2,68.0,0.0,3.73,0,0,-1,0,8.4,@POR,-5.5,-205,222.5,114.0
Maxime Raynaud,C,SAC,3700,8.0,22,30,8.8,0.0,2,0.0,0.0,7.23,0,0,-1,0,0.0,@PHX,3.5,142,228.5,112.5
Eric Gordon,SG/SF,PHI,3600,6.41,7,30,25.07,5.13,2,80.0,0.0,7.77,0,0,0,0,13.1,@BOS,4.5,150,229.5,112.5
Tristan da Silva,SF/PF,ORL,3600,8.97,11,30,18.9,0.0,2,76.0,0.0,9.79,0,0,-1,0,14.7,vs MIA,-8.5,-345,216.5,112.5
Jamal Shead,PG,TOR,3600,12.66,9,30,33.62,10.13,2,79.0,0.0,12.37,0,0,1,0,16.9,@ATL,5.5,185,237.5,116.0
Terrence Shannon Jr.,SG/SF,MIN,3600,10.35,13,30,11.58,0.0,2,56.00000000000001,0.6,12.12,61,18,-2,0,8.2,@POR,-5.5,-205,222.5,114.0
Nicolas Batum,SF/PF,LAC,3600,6.72,23,30,22.49,5.38,2,77.0,0.3,4.68,61,15,9,0,12.3,@UTA,-10.5,-485,225.5,118.0
Naji Marshall,SG/SF,DAL,3600,15.48,15,30,40.88,12.39,2,83.0,13.1,18.74,21,48,0,0,25.9,vs SAS,-4.5,-170,223.5,114.0
Saddiq Bey,SF/PF,NOP,3600,17.0,16,30,37.17,13.6,2,86.0,18.3,19.92,15,56,1,0,0.0,@MEM,3.5,145,236.5,116.5
Ryan Rollins,PG,MIL,3600,11.08,25,30,32.73,7.84,2,65.0,0.3,11.11,99,25,2,0,13.2,vs WAS,-10.5,-440,227.5,119.0
Devin Carter,PG/SG,SAC,3600,6.04,12,30,18.73,1.43,2,63.0,0.0,7.18,0,0,0,0,9.9,@PHX,3.5,142,228.5,112.5
Larry Nance Jr.,PF/C,CLE,3500,17.83,15,30,32.19,9.81,2,77.0,1.4,14.85,114,38,0,0,19.5,@NYK,-1.5,-122,229.5,115.5
Andre Drummond,C,PHI,3500,5.22,18,30,31.96,4.17,2,79.0,0.0,6.01,0,0,1,0,20.7,@BOS,4.5,150,229.5,112.5
Rayan Rupert,PG/SG,POR,3500,4.01,5,30,19.6,0.0,2,66.0,0.0,3.68,0,0,2,0,6.0,vs MIN,5.5,170,222.5,108.5
Cam Spencer,PG/SG,MEM,3500,12.23,23,30,20.32,0.0,2,43.0,0.0,6.9,0,0,2,0,8.8,vs NOP,-3.5,-175,236.5,120.0
Cody Williams,SF,UTA,3500,4.15,17,30,15.31,3.32,2,73.0,0.0,4.72,0,0,-2,0,10.7,vs LAC,10.5,370,225.5,107.5
Brandon Williams,PG,DAL,3500,5.54,22,30,37.57,4.43,2,76.0,0.0,3.18,0,0,0,0,16.3,vs SAS,-4.5,-170,223.5,114.0
Mouhamed Gueye,PF/C,ATL,3500,6.91,9,30,25.79,5.53,2,66.0,0.0,4.93,0,0,6,0,16.4,vs TOR,-5.5,-225,237.5,121.5
Ja'Kobe Walter,SG/SF,TOR,3500,0.0,25,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,17.0,@ATL,5.5,185,237.5,116.0
Landry Shamet,SG,NYK,3500,8.9,16,30,17.88,0.0,2,69.0,0.0,6.2,0,0,0,0,8.5,vs CLE,1.5,102,229.5,114.0
Tidjane Salaun,SF/PF,CHA,3500,6.91,16,30,25.13,5.53,2,77.0,0.6,9.46,73,20,4,0,15.1,vs BKN,-5.5,-205,228.5,117.0
Rob Dillingham,PG,MIN,3500,5.27,18,30,7.12,0.0,2,59.0,0.0,10.15,0,0,2,0,9.2,@POR,-5.5,-205,222.5,114.0
Isaac Okoro,SG/SF,CHI,3500,13.01,11,30,19.06,5.35,1,81.0,9.7,15.85,17,34,2,0,12.4,vs DET,3.5,130,236.5,116.5
Isaiah Livers,SG,PHX,3500,0.0,8,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,vs SAC,-3.5,-170,228.5,116.0
Xavier Tillman,PF/C,BOS,3400,6.0,30,30,6.6000000000000005,0.37,2,68.0,0.0,5.04,0,0,3,0,3.9,vs PHI,-4.5,-180,229.5,117.0
Dante Exum,PG,DAL,3400,0.0,22,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,16.5,vs SAS,-4.5,-170,223.5,114.0
Noa Essengue,PF,CHI,3400,0.0,12,30,0.0,0.0,2,0.0,0.0,1.52,0,0,0,0,0.0,vs DET,3.5,130,236.5,116.5
Vit Krejci,SG/SF,ATL,3400,5.76,27,30,26.04,4.74,2,81.0,0.0,4.29,0,0,-1,0,16.6,vs TOR,-5.5,-225,237.5,121.5
Drake Powell,SG/SF,BKN,3400,5.0,21,30,5.5,0.0,2,0.0,0.0,2.53,0,0,2,0,0.0,@CHA,5.5,170,228.5,111.5
Dru Smith,PG,MIA,3400,11.67,2,30,25.01,6.56,2,47.0,0.9,13.53,85,24,3,0,15.7,@ORL,8.5,275,216.5,104.0
Simone Fontecchio,SF/PF,MIA,3400,8.5,2,30,18.81,2.88,2,79.0,0.3,8.02,60,18,-5,0,12.1,@ORL,8.5,275,216.5,104.0
AJ Johnson,PG,WAS,3400,4.28,11,30,28.38,3.43,2,73.0,0.0,4.17,0,0,2,0,14.5,@MIL,10.5,340,227.5,108.5
Paul Reed,C,DET,3400,4.27,15,30,17.11,4.17,2,72.0,0.0,3.4,0,0,-4,0,11.4,@CHI,-3.5,-155,236.5,120.0
Andre Jackson Jr.,SF,MIL,3400,7.35,29,30,9.56,0.0,2,56.00000000000001,0.0,0.0,0,0,1,0,9.6,vs WAS,-10.5,-440,227.5,119.0
Kris Murray,SF/PF,POR,3400,3.03,8,30,24.71,1.64,2,73.0,0.0,5.54,0,0,7,0,10.3,vs MIN,5.5,170,222.5,108.5
Pelle Larsson,SG/SF,MIA,3400,7.07,2,30,26.45,2.24,2,57.99999999999999,0.6,9.99,74,16,-5,0,9.9,@ORL,8.5,275,216.5,104.0
Olivier-Maxence Prosper,PF,MEM,3400,2.72,30,30,19.77,2.18,2,61.0,0.0,2.04,0,0,5,0,9.3,vs NOP,-3.5,-175,236.5,120.0
Jabari Walker,PF/C,PHI,3400,4.44,7,30,25.08,3.55,2,73.0,0.0,3.32,0,0,1,0,11.8,@BOS,4.5,150,229.5,112.5
Georges Niang,SF/PF,UTA,3400,0.0,17,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,18.2,vs LAC,10.5,370,225.5,107.5
Nigel Hayes-Davis,SF/PF,PHX,3300,4.0,6,30,14.7,1.86,2,0.0,0.0,2.76,0,0,-2,0,0.0,vs SAC,-3.5,-170,228.5,116.0
Karlo Matkovic,PF/C,NOP,3300,0.0,21,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,18.5,@MEM,3.5,145,236.5,116.5
Asa Newell,PF,ATL,3300,3.0,9,30,3.3000000000000003,0.0,2,0.0,0.0,2.07,0,0,1,0,0.0,vs TOR,-5.5,-225,237.5,121.5
Ryan Nembhard,PG,DAL,3300,4.0,22,30,4.4,0.0,2,0.0,0.0,5.76,0,0,2,0,0.0,vs SAS,-4.5,-170,223.5,114.0
Tyler Kolek,PG,NYK,3300,5.24,14,30,16.56,0.59,2,52.0,0.0,0.0,0,0,5,0,5.9,vs CLE,1.5,102,229.5,114.0
Trendon Watford,PF/C,PHI,3300,0.0,7,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,20.3,@BOS,4.5,150,229.5,112.5
Jaylon Tyson,SG/SF,CLE,3200,21.15,9,30,22.76,0.0,1,55.00000000000001,29.0,21.74,7,43,-7,0,8.5,@NYK,-1.5,-122,229.5,115.5
Carter Bryant,SF/PF,SAS,3200,6.0,9,30,6.6000000000000005,0.0,2,0.0,0.3,10.07,36,8,-2,0,0.0,@DAL,4.5,142,223.5,109.5
Joan Beringer,C,MIN,3200,3.0,24,30,3.3000000000000003,0.0,2,0.0,0.0,0.95,0,0,2,0,0.0,@POR,-5.5,-205,222.5,114.0
Javonte Green,SF,DET,3200,7.14,19,30,12.61,1.2,2,70.0,0.0,0.9,0,0,-1,0,12.7,@CHI,-3.5,-155,236.5,120.0
Jordan Walsh,SF/PF,BOS,3200,0.0,30,30,0.0,0.0,2,0.0,0.0,1.76,0,0,0,0,4.3,vs PHI,-4.5,-180,229.5,117.0
Caleb Martin,SG/SF,DAL,3200,7.3,15,30,18.89,6.11,2,82.0,0.3,8.8,56,21,2,0,18.3,vs SAS,-4.5,-170,223.5,114.0
Ryan Kalkbrenner,C,CHA,3200,17.0,23,30,18.700000000000003,0.0,1,0.0,18.7,19.18,9,21,3,0,0.0,vs BKN,-5.5,-205,228.5,117.0
Rasheer Fleming,SF/PF,PHX,3200,0.0,8,30,0.0,0.0,2,0.0,0.0,2.58,0,0,0,0,0.0,vs SAC,-3.5,-170,228.5,116.0
Leonard Miller,SF/PF,MIN,3200,3.11,13,30,7.29,0.0,2,0.0,0.0,1.56,0,0,3,0,3.6,@POR,-5.5,-205,222.5,114.0
Caleb Houstan,SF,ATL,3200,0.0,27,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,7.6,vs TOR,-5.5,-225,237.5,121.5
Tristan Vukcevic,C,WAS,3200,12.9,9,30,38.28,10.32,2,77.0,0.0,10.68,0,0,2,0,17.7,@MIL,10.5,340,227.5,108.5
Kyle Anderson,SF,UTA,3200,2.85,2,30,27.65,2.28,2,79.0,0.0,3.06,0,0,-3,0,15.5,vs LAC,10.5,370,225.5,107.5
Doug McDermott,SF/PF,SAC,3200,5.22,6,30,8.51,0.0,2,64.0,0.0,1.56,0,0,2,0,5.0,@PHX,3.5,142,228.5,112.5
Hugo Gonzalez,PG/SG,BOS,3100,0.0,26,30,0.0,0.0,2,0.0,0.0,2.63,0,0,0,0,0.0,vs PHI,-4.5,-180,229.5,117.0
Jericho Sims,C,MIL,3100,2.03,25,30,16.96,1.62,2,66.0,0.0,2.62,0,0,5,0,8.2,vs WAS,-10.5,-440,227.5,119.0
Joe Ingles,SF/PF,MIN,3100,0.0,12,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,3.6,@POR,-5.5,-205,222.5,114.0
Gary Harris,SG/SF,MIL,3100,2.27,29,30,13.61,1.07,2,74.0,0.0,5.75,0,0,2,0,7.2,vs WAS,-10.5,-440,227.5,119.0
Jaden Hardy,SG,DAL,3100,2.35,19,30,26.27,1.88,2,67.0,0.0,2.57,0,0,3,0,13.7,vs SAS,-4.5,-170,223.5,114.0
Dalen Terry,SF,CHI,3100,2.84,7,30,22.01,2.27,2,68.0,0.0,4.5,0,0,1,0,10.0,vs DET,3.5,130,236.5,116.5
Julian Phillips,SF/PF,CHI,3100,2.32,7,30,20.3,0.0,2,70.0,0.0,2.41,0,0,5,0,9.5,vs DET,3.5,130,236.5,116.5
Kevin Love,C,UTA,3100,3.0,2,30,19.93,2.73,2,72.0,0.0,2.46,0,0,-4,0,13.7,vs LAC,10.5,370,225.5,107.5
Marvin Bagley III,C,WAS,3100,9.27,9,30,22.71,0.0,2,72.0,0.0,9.87,0,0,-3,0,9.7,@MIL,10.5,340,227.5,108.5
Oscar Tshiebwe,C,UTA,3100,1.96,3,30,31.53,1.57,2,59.0,0.0,0.94,0,0,0,0,21.6,vs LAC,10.5,370,225.5,107.5
Thomas Bryant,C,CLE,3100,4.19,12,30,10.74,0.32,2,67.0,0.0,1.23,0,0,-4,0,12.7,@NYK,-1.5,-122,229.5,115.5
Zach Collins,C,CHI,3000,0.0,8,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,16.1,vs DET,3.5,130,236.5,116.5
Dominick Barlow,C,PHI,3000,13.08,12,30,21.62,3.28,1,65.0,1.4,17.72,79,29,-2,0,9.6,@BOS,4.5,150,229.5,112.5
Sandro Mamukelashvili,C,TOR,3000,10.74,20,30,34.07,6.21,2,65.0,2.0,11.64,85,24,2,0,12.9,@ATL,5.5,185,237.5,116.0
Jevon Carter,PG,CHI,3000,4.03,4,30,19.06,3.22,2,63.0,0.0,2.64,0,0,1,0,8.5,vs DET,3.5,130,236.5,116.5
Malaki Branham,PG,WAS,3000,0.0,11,30,0.0,0.0,4,0.0,0.0,0.92,0,0,0,0,8.1,@MIL,10.5,340,227.5,108.5
Jase Richardson,PG/SG,ORL,3000,4.0,28,30,4.4,0.0,2,0.0,0.0,2.6,0,0,-2,0,0.0,vs MIA,-8.5,-345,216.5,112.5
Duop Reath,C,POR,3000,2.79,13,30,24.47,2.23,2,69.0,0.0,3.83,0,0,0,0,8.9,vs MIN,5.5,170,222.5,108.5
Ziaire Williams,SF,BKN,3000,17.3,26,30,28.87,13.63,2,76.0,21.0,18.79,9,53,3,0,20.9,@CHA,5.5,170,228.5,111.5
Tyrese Martin,SG,BKN,3000,4.45,21,30,29.28,3.56,2,77.0,0.3,6.98,61,14,2,0,18.0,@CHA,5.5,170,228.5,111.5
Svi Mykhailiuk,SG/SF,UTA,3000,12.34,9,30,23.32,5.71,1,60.0,0.0,14.75,0,0,-1,0,16.4,vs LAC,10.5,370,225.5,107.5
Noah Penda,SF/PF,ORL,3000,0.0,4,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,vs MIA,-8.5,-345,216.5,112.5
Pat Connaughton,SF,CHA,3000,7.12,27,30,28.28,0.0,2,76.0,0.0,4.76,0,0,4,0,11.4,vs BKN,-5.5,-205,228.5,117.0
KJ Simpson,PG,CHA,3000,0.0,24,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,18.2,vs BKN,-5.5,-205,228.5,117.0
Anthony Gill,PF/C,WAS,3000,2.95,28,30,14.9,1.75,2,53.0,0.0,3.74,0,0,3,0,5.2,@MIL,10.5,340,227.5,108.5
Garrett Temple,SG,TOR,3000,3.17,25,30,16.21,0.0,2,48.0,0.0,0.78,0,0,7,0,6.1,@ATL,5.5,185,237.5,116.0
Jalen Wilson,SF,BKN,3000,4.23,26,30,31.33,3.38,2,80.0,0.0,7.46,0,0,6,0,17.9,@CHA,5.5,170,228.5,111.5
Dwight Powell,C,DAL,3000,5.34,21,30,14.74,2.29,2,66.0,0.0,2.76,0,0,4,0,7.4,vs SAS,-4.5,-170,223.5,114.0
Jett Howard,SG/SF,ORL,3000,3.18,4,30,12.4,1.75,2,56.00000000000001,0.0,2.58,0,0,2,0,7.8,vs MIA,-8.5,-345,216.5,112.5
Trey Alexander,PG,NOP,3000,0.0,15,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,2.9,@MEM,3.5,145,236.5,116.5
Thanasis Antetokounmpo,PF/C,MIL,3000,0.0,11,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,vs WAS,-10.5,-440,227.5,119.0
Jamison Battle,SF/PF,TOR,3000,6.09,24,30,27.83,4.87,2,75.0,0.0,1.82,0,0,2,0,13.4,@ATL,5.5,185,237.5,116.0
Bismack Biyombo,C,SAS,3000,4.64,26,30,22.32,3.71,2,69.0,0.0,2.47,0,0,3,0,16.3,@DAL,4.5,142,223.5,109.5
Koby Brea,SG,PHX,3000,0.0,14,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,vs SAC,-3.5,-170,228.5,116.0
Johni Broome,PF/C,PHI,3000,4.0,7,30,4.4,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@BOS,4.5,150,229.5,112.5
Kobe Brown,PF,LAC,3000,0.0,23,30,0.0,0.0,2,0.0,0.0,1.15,0,0,0,0,5.5,@UTA,-10.5,-485,225.5,118.0
Kobe Bufkin,PG,BKN,3000,0.0,26,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,11.3,@CHA,5.5,170,228.5,111.5
Jamal Cain,PF,ORL,3000,0.0,4,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,10.8,vs MIA,-8.5,-345,216.5,112.5
Colin Castleton,C,ORL,3000,0.0,17,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,13.2,vs MIA,-8.5,-345,216.5,112.5
Cam Christie,SG,LAC,3000,0.0,30,30,0.0,0.0,2,0.0,0.0,1.2,0,0,0,0,4.0,@UTA,-10.5,-485,225.5,118.0
Moussa Cisse,C,DAL,3000,0.0,21,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,vs SAS,-4.5,-170,223.5,114.0
Sidy Cissoko,SF,POR,3000,0.0,8,30,0.0,0.0,4,0.0,0.0,2.19,0,0,0,0,3.8,vs MIN,5.5,170,222.5,108.5
Walter Clayton Jr.,PG/SG,UTA,3000,14.0,5,30,15.400000000000002,0.0,2,0.0,20.4,14.74,7,17,-1,0,0.0,vs LAC,10.5,370,225.5,107.5
Sharife Cooper,PG,WAS,3000,0.0,19,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@MIL,10.5,340,227.5,108.5
Pacome Dadiet,SF,NYK,3000,6.0,25,30,9.57,0.0,2,28.000000000000004,0.0,4.6,0,0,0,0,3.7,vs CLE,1.5,102,229.5,114.0
N'Faly Dante,C,ATL,3000,4.31,29,30,23.92,3.45,2,61.0,0.0,0.0,0,0,3,0,16.1,vs TOR,-5.5,-225,237.5,121.5
Mohamed Diawara,PF,NYK,3000,4.0,25,30,4.4,0.0,2,0.0,0.0,0.0,0,0,2,0,0.0,vs CLE,1.5,102,229.5,114.0
Hunter Dickinson,C,NOP,3000,0.0,10,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@MEM,3.5,145,236.5,116.5
Nikola Djurisic,SF,ATL,3000,0.0,27,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs TOR,-5.5,-225,237.5,121.5
Tyson Etienne,PG,BKN,3000,0.0,26,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,13.5,@CHA,5.5,170,228.5,111.5
Tosan Evbuomwan,PF,NYK,3000,0.0,25,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,20.0,vs CLE,1.5,102,229.5,114.0
Trentyn Flowers,PF,CHI,3000,0.0,7,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,2.6,vs DET,3.5,130,236.5,116.5
Myron Gardner,SF,MIA,3000,0.0,2,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@ORL,8.5,275,216.5,104.0
Vladislav Goldin,C,MIA,3000,0.0,6,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,0.0,@ORL,8.5,275,216.5,104.0
PJ Hall,C,MEM,3000,0.0,23,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,3.9,vs NOP,-3.5,-175,236.5,120.0
EJ Harkless,PG,UTA,3000,2.25,1,30,17.04,1.81,2,55.00000000000001,0.0,0.73,0,0,-2,0,9.4,vs LAC,10.5,370,225.5,107.5
Ron Harper Jr.,SF,BOS,3000,0.0,30,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,15.8,vs PHI,-4.5,-180,229.5,117.0
Chucky Hepburn,PG,TOR,3000,0.0,9,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@ATL,5.5,185,237.5,116.0
Haywood Highsmith,SF/PF,BKN,3000,0.0,26,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,16.2,@CHA,5.5,170,228.5,111.5
Ariel Hukporti,C,NYK,3000,13.02,8,30,14.322,0.61,1,31.0,4.3,15.89,30,20,9,0,5.6,vs CLE,1.5,102,229.5,114.0
CJ Huntley,PF,PHX,3000,0.0,6,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs SAC,-3.5,-170,228.5,116.0
Bones Hyland,PG,MIN,3000,0.0,18,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,11.5,@POR,-5.5,-205,222.5,114.0
Harrison Ingram,PF,SAS,3000,2.36,9,30,8.38,1.72,2,0.0,0.0,0.82,0,0,2,0,5.1,@DAL,4.5,142,223.5,109.5
Kyrie Irving,PG,DAL,3000,0.0,22,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,41.5,vs SAS,-4.5,-170,223.5,114.0
Jaden Ivey,PG,DET,3000,0.0,22,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,30.9,@CHI,-3.5,-155,236.5,120.0
Gregory Jackson,PF,MEM,3000,13.35,30,30,17.87,2.97,2,76.0,1.4,14.03,68,27,1,0,13.5,vs NOP,-3.5,-175,236.5,120.0
Sion James,PG/SG,CHA,3000,0.0,27,30,0.0,0.0,2,0.0,0.0,2.49,0,0,0,0,0.0,vs BKN,-5.5,-205,228.5,117.0
Trey Jemison,C,NYK,3000,4.59,11,30,11.78,1.75,2,71.0,0.0,1.17,0,0,5,0,7.5,vs CLE,1.5,102,229.5,114.0
Daniss Jenkins,PG,DET,3000,5.0,27,30,5.45,0.0,2,37.0,0.0,5.31,0,0,0,0,2.0,@CHI,-3.5,-155,236.5,120.0
Keshad Johnson,SF/PF,MIA,3000,0.0,2,30,0.0,0.0,2,0.0,0.0,0.0,0,0,0,0,5.5,@ORL,8.5,275,216.5,104.0
Colby Jones,SG,DET,3000,3.87,22,30,31.54,3.1,2,66.0,0.0,0.0,0,0,8,0,10.5,@CHI,-3.5,-155,236.5,120.0
Derrick Jones Jr.,SF/PF,LAC,3000,15.92,13,30,20.85,10.12,1,80.0,1.7,16.31,80,39,2,0,18.2,@UTA,-10.5,-485,225.5,118.0
David Jones-Garcia,PF,SAS,3000,0.0,9,30,0.0,0.0,2,0.0,0.0,1.54,0,0,0,0,0.0,@DAL,4.5,142,223.5,109.5
Miles Kelly,PG,DAL,3000,0.0,22,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs SAS,-4.5,-170,223.5,114.0
Bobi Klintman,PF,DET,3000,0.0,19,30,0.0,0.0,2,0.0,0.0,2.11,0,0,0,0,5.1,@CHI,-3.5,-155,236.5,120.0
Chaz Lanier,SG,DET,3000,6.0,22,30,6.6000000000000005,0.0,2,0.0,0.6,9.09,33,8,2,0,0.0,@CHI,-3.5,-155,236.5,120.0
AJ Lawson,PG,TOR,3000,0.0,25,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,16.9,@ATL,5.5,185,237.5,116.0
E.J. Liddell,C,BKN,3000,0.0,22,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,3.4,@CHA,5.5,170,228.5,111.5
Damian Lillard,PG,POR,3000,0.0,1,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,43.6,vs MIN,5.5,170,222.5,108.5
Kevon Looney,C,NOP,3000,0.0,10,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,15.2,@MEM,3.5,145,236.5,116.5
Caleb Love,PG,POR,3000,0.0,5,30,0.0,0.0,4,0.0,0.0,1.66,0,0,0,0,0.0,vs MIN,5.5,170,222.5,108.5
Alijah Martin,SG,TOR,3000,0.0,25,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@ATL,5.5,185,237.5,116.0
Kevin McCullar Jr.,SF,NYK,3000,0.0,25,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,5.8,vs CLE,1.5,102,229.5,114.0
Bryce McGowens,SF,NOP,3000,0.0,15,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,1.5,@MEM,3.5,145,236.5,116.5
Liam McNeeley,SF/PF,CHA,3000,3.0,21,30,3.3000000000000003,0.0,2,0.0,4.3,7.31,10,5,3,0,0.0,vs BKN,-5.5,-205,228.5,117.0
Emanuel Miller,PF,CHI,3000,0.0,7,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,4.2,vs DET,3.5,130,236.5,116.5
