Player,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
Ace Bailey,0.7717391304347826,0.6521739130434783,0.0,17.75,23.0,6.75,0.38028169014084506,0.6521739130434783,0.8333333333333334,0.2608695652173913,0.13786617863011832,3,0.3333333333333333,4.0,1
Adou Thiero,0.5,0.5,0.0,2.0,4.0,3.5,1.75,0.75,0.0,0.25,0.0,4,1.0,1.0,1
Al Horford,0.8703703703703703,0.4444444444444444,0.0,23.5,27.0,1.25,0.05319148936170213,0.4074074074074074,1.0,0.2222222222222222,0.09397175218048419,3,0.0,4.0,0
Anfernee Simons,0.8846153846153846,0.7307692307692307,0.0,23.0,26.0,0.0,0.0,0.5,0.0,0.23076923076923078,0.26833218365248346,2,0.0,2.0,0
Anthony Black,0.9848484848484849,0.7272727272727273,0.0,32.5,33.0,0.0,0.0,0.696969696969697,0.2857142857142857,0.3939393939393939,0.18174843614844508,2,0.23076923076923078,3.0,0
Asa Newell,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1
Ausar Thompson,0.6875,0.25,0.0,16.5,24.0,8.75,0.5303030303030303,0.375,0.0,0.125,0.0768639508070715,1,0.3333333333333333,5.0,0
Austin Reaves,1.0378787878787878,0.9393939393939394,0.0,34.25,33.0,2.0,0.058394160583941604,0.7575757575757576,0.5,0.5454545454545454,0.2537273972956246,2,0.3333333333333333,3.0,1
Baylor Scheierman,0.5769230769230769,0.3076923076923077,0.0,7.5,13.0,0.0,0.0,0.3076923076923077,1.0,0.07692307692307693,0.0,2,0.0,3.0,1
Bismack Biyombo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Brandin Podziemski,0.48148148148148145,0.18518518518518517,0.0,13.0,27.0,1.25,0.09615384615384616,0.2962962962962963,0.25,0.07407407407407407,1.0,4,1.0,5.0,0
Brice Sensabaugh,0.75,0.4117647058823529,0.0,12.75,17.0,0.0,0.0,0.7058823529411765,1.0,0.058823529411764705,0.0,3,0.0,3.0,0
Bronny James,1.25,2.0,0.0,5.0,4.0,8.5,1.7,0.75,0.0,0.25,0.0,4,1.0,1.0,1
Buddy Hield,0.1,0.2,0.0,1.5,15.0,0.0,0.0,0.2,0.5,0.06666666666666667,0.0,3,0.0,4.0,0
Cade Cunningham,1.4852941176470589,1.1176470588235294,0.0,50.5,34.0,2.0,0.039603960396039604,0.8529411764705882,0.45454545454545453,0.4117647058823529,0.14438303129360425,2,0.2857142857142857,4.0,0
Caleb Houstan,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.5,0.0,0.0,0,0.0,1.0,1
Caleb Love,1.0078125,0.71875,0.0,32.25,32.0,2.5,0.07751937984496124,0.46875,1.0,0.21875,0.135856388622671,1,0.14285714285714285,5.0,0
Cam Spencer,0.9583333333333334,0.7916666666666666,0.0,23.0,24.0,0.0,0.0,0.5,0.75,0.25,0.19365460291064532,1,0.0,5.0,0
Carter Bryant,1.0,0.625,0.0,8.0,8.0,0.0,0.0,0.625,0.6666666666666666,0.25,1.0,1,0.0,2.0,0
Cedric Coward,1.3557692307692308,0.8846153846153846,0.0,35.25,26.0,7.5,0.2127659574468085,0.6153846153846154,0.2857142857142857,0.2692307692307692,0.14815389523990596,3,0.2857142857142857,4.0,0
Chaz Lanier,1.1818181818181819,0.8181818181818182,0.0,13.0,11.0,0.0,0.0,0.6363636363636364,1.0,0.2727272727272727,0.4640371229698375,2,0.0,2.0,1
Chris Boucher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Cody Williams,0.38095238095238093,0.19047619047619047,0.0,8.0,21.0,0.0,0.0,0.2857142857142857,1.0,0.09523809523809523,1.0,3,0.5,3.0,0
Collin Gillespie,1.2232142857142858,1.0,0.0,34.25,28.0,4.25,0.12408759124087591,0.6785714285714286,1.0,0.32142857142857145,0.14396607980154363,4,0.4444444444444444,3.0,0
Dalton Knecht,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1
Damian Lillard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Daniss Jenkins,1.075,0.7333333333333333,0.0,32.25,30.0,0.0,0.0,0.43333333333333335,0.6,0.23333333333333334,0.17370507492192566,3,0.14285714285714285,6.0,0
Danny Wolf,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1
David Jones Garcia,0.8928571428571429,0.5714285714285714,0.0,6.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Day'Ron Sharpe,1.8472222222222223,1.0555555555555556,0.0,33.25,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
De'Aaron Fox,1.1590909090909092,0.9393939393939394,0.0,38.25,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Deandre Ayton,1.4166666666666667,0.7333333333333333,0.0,42.5,30.0,4.5,0.10588235294117647,0.5666666666666667,0.0,0.3333333333333333,0.19781450250211344,4,0.5,4.0,1
Deni Avdija,1.146551724137931,0.8620689655172413,0.0,33.25,29.0,0.0,0.0,0.7586206896551724,0.4,0.3448275862068966,0.21573417782944185,2,0.2,4.0,0
Derrick White,1.053030303030303,0.696969696969697,0.0,34.75,33.0,8.5,0.2446043165467626,0.6363636363636364,0.7777777777777778,0.18181818181818182,0.1924394599303539,4,0.5,2.0,1
Desmond Bane,1.2179487179487178,0.7948717948717948,0.0,47.5,39.0,3.25,0.06842105263157895,0.717948717948718,0.3,0.358974358974359,0.10584036734995647,1,0.35714285714285715,4.0,0
Devin Booker,1.3793103448275863,0.8620689655172413,0.0,40.0,29.0,0.0,0.0,0.7931034482758621,0.14285714285714285,0.4482758620689655,0.2923533637099012,2,0.0,2.0,0
Devin Vassell,0.85,0.45714285714285713,0.0,29.75,35.0,1.25,0.04201680672268908,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.08935258853298314,3,0.0,3.0,1
Dillon Brooks,0.9807692307692307,0.7307692307692307,0.0,25.5,26.0,0.0,0.0,0.6538461538461539,0.6666666666666666,0.2692307692307692,0.22354284848730535,1,0.0,1.0,1
Donovan Clingan,1.565217391304348,0.5652173913043478,0.0,36.0,23.0,0.0,0.0,0.5217391304347826,0.0,0.2608695652173913,0.10631320600892888,1,0.0,5.0,0
Drake Powell,0.28125,0.25,0.0,6.75,24.0,0.0,0.0,0.5416666666666666,0.5,0.08333333333333333,1.0,2,0.0,3.0,0
Draymond Green,1.032258064516129,0.6774193548387096,0.0,32.0,31.0,3.25,0.1015625,0.41935483870967744,1.0,0.16129032258064516,0.10001610125412494,1,0.2,5.0,1
Duncan Robinson,0.8145161290322581,0.6129032258064516,0.0,25.25,31.0,0.0,0.0,0.3870967741935484,1.0,0.16129032258064516,0.09002953265994597,1,0.2,4.0,0
