Player,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
Bogdan Bogdanovic,0.9642857142857143,0.6428571428571429,0.0,27.0,28.0,0.0,0.0,0.6071428571428571,0.6666666666666666,0.25,0.09454454714352571,1,0.2857142857142857,2.0,0
Bradley Beal,0.3625,0.4,0.0,7.25,20.0,0.0,0.0,0.95,0.3333333333333333,0.1,1.0,1,0.0,1.0,1
Brook Lopez,0.5972222222222222,0.4444444444444444,0.0,10.75,18.0,1.25,0.11627906976744186,0.4444444444444444,1.0,0.16666666666666666,0.08745080891998253,2,0.3333333333333333,2.0,0
Cam Christie,1.08,0.8,0.0,27.0,25.0,13.25,0.49074074074074076,0.56,0.25,0.4,0.1519001907844622,4,0.7,3.0,0
Chris Paul,0.95,0.4,0.0,9.5,10.0,0.0,0.0,0.3,1.0,0.1,0.0,2,0.0,1.0,0
Collin Gillespie,0.75,0.4,0.0,18.75,25.0,0.0,0.0,0.36,0.8333333333333334,0.04,0.0,3,0.0,6.0,0
Derrick Jones Jr.,0.7386363636363636,0.45454545454545453,0.0,16.25,22.0,0.0,0.0,0.45454545454545453,1.0,0.22727272727272727,0.13197876637908373,1,0.0,2.0,1
Devin Booker,1.2972972972972974,0.918918918918919,0.0,48.0,37.0,12.0,0.25,0.8378378378378378,0.4,0.40540540540540543,0.19496980636391884,1,0.2,3.0,0
Grayson Allen,1.0208333333333333,0.6666666666666666,0.0,36.75,36.0,0.0,0.0,0.5,0.6666666666666666,0.2222222222222222,0.16434158460931075,1,0.25,3.0,0
Ivica Zubac,1.5833333333333333,1.0,0.0,42.75,27.0,0.0,0.0,0.9259259259259259,0.0,0.5555555555555556,0.17711122111383554,1,0.0,1.0,1
Jahmyl Telfort,0.4642857142857143,0.42857142857142855,0.0,3.25,7.0,1.75,0.5384615384615384,1.1428571428571428,0.25,0.14285714285714285,0.0,4,1.0,1.0,1
Jalen Green,1.8804347826086956,1.4782608695652173,0.0,43.25,23.0,0.0,0.0,1.173913043478261,0.5833333333333334,0.5652173913043478,0.2552280411738539,3,0.15384615384615385,4.0,1
John Collins,0.9782608695652174,0.782608695652174,0.0,22.5,23.0,0.0,0.0,0.782608695652174,0.125,0.2608695652173913,0.15342876041619163,1,0.16666666666666666,2.0,0
Jordan Goodwin,0.06818181818181818,0.09090909090909091,0.0,0.75,11.0,0.0,0.0,0.5454545454545454,0.5,0.0,0.0,0,0.0,4.0,0
Khaman Maluach,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1
Kobe Brown,0.703125,0.1875,0.0,11.25,16.0,0.0,0.0,0.125,1.0,0.0,0.0,0,0.0,1.0,1
Kris Dunn,0.9166666666666666,0.7083333333333334,0.0,22.0,24.0,0.0,0.0,0.25,0.0,0.20833333333333334,0.10198816103567258,1,0.0,2.0,1
Mark Williams,1.0535714285714286,0.4642857142857143,0.0,29.5,28.0,4.75,0.16101694915254236,0.6071428571428571,0.0,0.32142857142857145,0.12682159438543542,3,0.2222222222222222,2.0,1
Nick Richards,0.5227272727272727,0.45454545454545453,0.0,5.75,11.0,0.0,0.0,0.36363636363636365,0.0,0.18181818181818182,1.0,2,0.0,2.0,1
Nicolas Batum,0.2222222222222222,0.05555555555555555,0.0,4.0,18.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.0,0,0.0,1.0,1
Nigel Hayes-Davis,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Oso Ighodaro,0.6041666666666666,0.08333333333333333,0.0,7.25,12.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0,0.0,2.0,0
Rasheer Fleming,1.25,0.0,0.0,1.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1
Royce O'Neale,0.9642857142857143,0.7142857142857143,0.0,27.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
Ryan Dunn,0.97,0.6,0.0,24.25,25.0,0.0,0.0,0.48,0.6666666666666666,0.28,0.1772756412534954,4,0.42857142857142855,7.0,0
Yanic Konan Niederhauser,2.4166666666666665,1.3333333333333333,0.0,7.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
