LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1462988,Victor Wembanyama,C,SAS,11800,63.09,30.75,0,22,30,68.44,46.31,1,89,16.8,60.57,135,188,8,0,67.1,@PHX,1373356,-5.5,-225,227.5,116.5,
1462989,LaMelo Ball,PG,CHA,9900,0,0,0,30,30,0,0,4,0,0,0,0,0,0,0,52.6,vs UTA,1257420,1.5,105,232.5,115.5,
1462990,Tyrese Maxey,PG,PHI,9800,52.24,47.5,0,6,30,62.41,27.9,1,88,25.1,49.94,64,153,7,0,61,@BKN,1186160,-4.5,-198,232.5,118.5,
1462991,Devin Booker,PG,PHX,9500,43.01,50.5,0,4,30,55.11,31.36,1,89,7.3,46.06,188,122,0,0,47,vs SAS,845564,5.5,185,227.5,111.0,
1462992,Ja Morant,PG,MEM,9400,0,0,0,21,30,0,0,4,0,0,0,0,0,0,0,36.2,@TOR,1065906,4.5,154,238.5,117.0,
1462993,Evan Mobley,PF,CLE,9200,44.14,38.5,0,10,30,50.64,29.08,1,88,27.4,47.83,48,145,-3,0,45.3,vs ATL,1231862,-6.5,-245,230.5,118.5,
1462994,Trae Young,PG,ATL,9100,0,0,0,8,30,0,0,4,0,0,0,0,0,0,0,34.1,@CLE,1060978,6.5,200,230.5,112.0,
1462995,Donovan Mitchell,SG,CLE,8900,42.14,55.5,0,8,30,59.2,28.64,1,87,12.5,41.19,102,118,-1,0,40.5,vs ATL,879707,-6.5,-245,230.5,118.5,
1462996,Josh Giddey,PG,CHI,8800,48.58,63,0,16,30,64.71,38.61,1,86,9.8,46.18,143,136,8,0,47.6,@NYK,1323503,7.5,230,234.5,113.5,
1462997,Jalen Brunson,PG,NYK,8700,47.02,46.75,0,27,30,55.33,32.98,1,90,7.4,43.41,171,126,7,0,46.1,vs CHI,887914,-7.5,-285,234.5,121.0,
1462998,Karl-Anthony Towns,PF,NYK,8600,43.81,52.25,0,23,30,50.16,34.15,1,88,10.9,45.84,110,129,3,0,41.2,vs CHI,837030,-7.5,-285,234.5,121.0,
1462999,Jalen Johnson,PF,ATL,8500,41.31,48.75,0,21,30,53.84,28.32,1,87,10.1,42.63,116,116,3,0,42,@CLE,1230356,6.5,200,230.5,112.0,
1463000,Nikola Vucevic,C,CHI,8200,36.74,44,0,2,30,52.38,30.46,1,89,8,40.71,133,110,1,0,44.5,@NYK,457598,7.5,230,234.5,113.5,
1463001,Jaren Jackson Jr.,PF,MEM,8200,33.65,35.25,0,8,30,39.26,21.58,1,87,13.7,41.34,68,103,2,0,29,@TOR,1078662,4.5,154,238.5,117.0,
1463002,Lauri Markkanen,SF,UTA,8100,44.14,43.75,0,18,30,49.56,19.35,1,87,21.7,41.27,50,119,15,0,49.9,@CHA,949131,-1.5,-125,232.5,117.0,
1463003,Scottie Barnes,PF,TOR,8100,40.89,60,0,13,30,51.58,25.14,1,89,3.3,42.21,331,106,6,0,40.6,vs MEM,1251666,-4.5,-185,238.5,121.5,
1463004,Darius Garland,PG,CLE,8000,0,0,0,9,30,0,0,4,0,0,0,0,0,0,0,0,vs ATL,1134262,-6.5,-245,230.5,118.5,
1463005,Miles Bridges,PF,CHA,7800,40.13,44.5,0,9,30,43.46,23.51,1,88,27.6,42.71,36,128,7,0,36.6,vs UTA,957479,1.5,105,232.5,115.5,
1463006,Coby White,SG,CHI,7600,0,0,0,5,30,0,0,4,0,0,0,0,0,0,0,0,@NYK,1138387,7.5,230,234.5,113.5,
1463007,Joel Embiid,C,PHI,7600,0,0,0,18,30,0,0,4,0,0,0,0,0,0,0,31.6,@BKN,794508,-4.5,-198,232.5,118.5,
1463008,VJ Edgecombe,SG,PHI,7400,38.34,28.5,0,15,30,47.96,32.04,1,72,10.8,38.06,85,103,5,0,40,@BKN,1519361,-4.5,-198,232.5,118.5,
1463009,Paul George,PF,PHI,7400,0,0,0,27,30,0,0,4,0,0,0,0,0,0,0,0,@BKN,469218,-4.5,-198,232.5,118.5,
1463010,De'Aaron Fox,PG,SAS,7200,0,0,0,7,30,0,0,4,0,0,0,0,0,0,0,0,@PHX,957489,-5.5,-225,227.5,116.5,
1463011,Mark Williams,C,PHX,7200,33.88,24.75,0,14,30,45.22,22.16,1,84,8,32.14,100,88,0,0,29.2,vs SAS,1230361,5.5,185,227.5,111.0,
1463012,Keyonte George,PG/SG,UTA,7100,38.6,40.5,0,10,30,43.18,22.73,1,86,19.5,37.74,44,110,5,0,42,@CHA,1408151,-1.5,-125,232.5,117.0,
1463013,Brandon Ingram,SF,TOR,7100,40.07,41.25,0,20,30,47.83,26.04,1,88,10.3,36.74,86,107,4,0,36.8,vs MEM,887665,-4.5,-185,238.5,121.5,
1463014,Stephon Castle,SG,SAS,7100,33.02,48.25,0,9,30,48,28.47,1,87,6.4,35.31,129,96,-1,0,36.8,@PHX,1461118,-5.5,-225,227.5,116.5,
1463015,Cam Thomas,SG,BKN,7100,33.79,32.25,0,23,30,45.03,23.03,1,80,4.7,35.3,172,87,1,0,31.3,vs PHI,1232020,4.5,164,232.5,114.0,
1463016,Walker Kessler,C,UTA,7000,0,0,0,22,30,0,0,4,0,0,0,0,0,0,0,38.4,@CHA,1243728,-1.5,-125,232.5,117.0,
1463017,RJ Barrett,SG,TOR,7000,33.16,43.5,0,2,30,42.18,24.94,1,87,9.5,35.41,82,96,5,0,32.5,vs MEM,1132031,-4.5,-185,238.5,121.5,
1463018,Kristaps Porzingis,C,ATL,6900,31.29,40,0,6,30,33.4,10.95,1,85,6.7,33.18,101,74,-2,0,34.1,@CLE,877869,6.5,200,230.5,112.0,
1463019,Brandon Miller,SF,CHA,6800,0,0,0,30,30,0,0,4,0,0,0,0,0,0,0,22.3,vs UTA,1401381,1.5,105,232.5,115.5,
