LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1474029,Anthony Davis,PF,DAL,9800,0,0,0,24,30,0,0,4,0,0,0,0,0,0,0,42.9,vs POR,603096,3.5,136,237.5,117.0,
1474030,Josh Giddey,PG,CHI,9700,45.16,72.25,0,9,30,63.68,37.86,1,87,32.5,49.86,47,165,5,0,51,@UTA,1323503,-4.5,-192,244.5,124.5,
1474031,Devin Booker,PG,PHX,9500,44.01,41.5,0,12,30,54.44,33.78,1,89,6.3,46.61,219,125,5,0,45.8,vs ATL,845564,-1.5,-125,226.5,114.0,
1474032,Alperen Sengun,C,HOU,9400,44.47,60,0,4,30,59.13,41.25,1,89,5.2,46.28,271,131,1,0,50.8,vs ORL,1323508,-7.5,-310,224.5,116.0,
1474033,Paolo Banchero,PF,ORL,9200,0,0,0,3,30,0,0,4,0,0,0,0,0,0,0,41.7,@HOU,1323993,7.5,250,224.5,108.5,
1474034,Stephen Curry,PG,GSW,9100,42.39,18.25,0,7,30,57.91,24.37,1,88,1.8,44.57,659,107,5,0,44.1,@NOP,338365,-10.5,-550,226.5,118.5,
1474035,Jalen Johnson,PF,ATL,9100,47.53,50,0,1,30,59.42,24.83,1,87,28.4,45.64,49,142,-5,0,47,@PHX,1230356,1.5,105,226.5,112.5,
1474036,Trae Young,PG,ATL,9000,0,0,0,3,30,0,0,4,0,0,0,0,0,0,0,34.1,@PHX,1060978,1.5,105,226.5,112.5,
1474037,Zion Williamson,PF,NOP,8900,0,0,0,1,30,0,0,4,0,0,0,0,0,0,0,41.2,vs GSW,1132025,10.5,410,226.5,108.0,
1474038,Deni Avdija,PF,POR,8800,48.96,50,0,21,30,59.39,36.51,1,86,15.6,46.45,87,142,10,0,43.4,@DAL,1257422,-3.5,-162,237.5,120.5,
1474039,Franz Wagner,SF,ORL,8700,41.44,45.75,0,18,30,48.36,32.76,1,90,10,41.78,115,121,7,0,39.3,@HOU,1178131,7.5,250,224.5,108.5,
1474040,Lauri Markkanen,PF,UTA,8500,38.53,69.25,0,25,30,52.93,23.66,1,88,13.8,40.06,81,109,12,0,43.7,vs CHI,949131,4.5,160,244.5,120.0,
1474041,Kevin Durant,SF,HOU,8400,42.55,50.75,0,28,30,51.88,29.46,1,90,16.2,39.81,70,123,7,0,38.6,vs ORL,329525,-7.5,-310,224.5,116.0,
1474042,Jimmy Butler,PF,GSW,8300,39.2,41.75,0,15,30,48.85,25.06,1,85,9.8,40.59,109,106,2,0,36.5,@NOP,458730,-10.5,-550,226.5,118.5,
1474043,Nikola Vucevic,C,CHI,8100,34.05,48,0,29,30,49.79,26.12,1,89,12.3,37.9,80,104,5,0,36.6,@UTA,457598,-4.5,-192,244.5,124.5,
1474044,Amen Thompson,PG,HOU,8000,37.39,28.5,0,17,30,45.93,27.1,1,86,8.3,37.76,117,103,6,0,36.1,vs ORL,1429337,-7.5,-310,224.5,116.0,
1474045,Jalen Green,SG,PHX,7900,0,0,0,24,30,0,0,4,0,0,0,0,0,0,0,24,vs ATL,1271706,-1.5,-125,226.5,114.0,
1474046,Jonathan Kuminga,SF/PF,GSW,7800,0,0,0,16,30,0,0,4,0,0,0,0,0,0,0,26.9,@NOP,1271708,-10.5,-550,226.5,118.5,
1474047,Trey Murphy III,SG,NOP,7700,39.74,37.5,0,24,30,47.53,19.94,1,88,18.8,39.82,52,111,-4,0,37.1,vs GSW,1134570,10.5,410,226.5,108.0,
1474048,Dyson Daniels,PG,ATL,7600,29.94,43.25,0,5,30,40.05,20.17,1,86,13.4,33.25,59,88,5,0,28.3,@PHX,1357745,1.5,105,226.5,112.5,
1474049,Coby White,SG,CHI,7500,18.45,46,0,30,30,50.43,14.76,2,87,2.2,23.52,315,54,2,0,0,@UTA,1138387,-4.5,-192,244.5,124.5,
1474050,Keyonte George,PG,UTA,7400,38.28,52,0,25,30,45.16,29.69,1,86,11.3,36.37,79,108,13,0,38.6,vs CHI,1408151,4.5,160,244.5,120.0,
1474051,Cooper Flagg,SG,DAL,7300,36.95,45,0,13,30,42.19,21.27,1,74,9.5,34.67,88,88,5,0,31.7,vs POR,1519128,3.5,136,237.5,117.0,
1474052,Jrue Holiday,PG,POR,7300,0,0,0,18,30,0,0,4,0,0,0,0,0,0,0,39.6,@DAL,457576,-3.5,-162,237.5,120.5,
1474053,Desmond Bane,SG,ORL,7300,33.9,40.5,0,6,30,39.35,21.43,1,87,2.4,38.12,339,89,9,0,28.8,@HOU,944263,7.5,250,224.5,108.5,
1474054,Grayson Allen,SG,PHX,7200,0,0,0,24,30,0,0,4,0,0,0,0,0,0,0,33.7,vs ATL,842296,-1.5,-125,226.5,114.0,
1474055,Kristaps Porzingis,C,ATL,7100,0,0,0,16,30,0,0,4,0,0,0,0,0,0,0,34.5,@PHX,877869,1.5,105,226.5,112.5,
1474056,PJ Washington,SF,DAL,7000,28.33,34.75,0,3,30,40.59,20.88,1,85,10.3,32.21,69,83,-4,0,31.4,vs POR,1067857,3.5,136,237.5,117.0,
1474057,Onyeka Okongwu,C,ATL,6900,38.12,48,0,16,30,45.15,20.81,1,87,11.4,38.06,73,101,3,0,32.7,@PHX,1185367,1.5,105,226.5,112.5,
1474058,Jusuf Nurkic,C,UTA,6800,33.79,37.5,0,19,30,37.41,20.31,1,82,8.2,35.83,89,89,7,0,27.4,vs CHI,830642,4.5,160,244.5,120.0,
1474059,Draymond Green,PF/C,GSW,6700,26.31,34,0,25,30,32.72,16.13,1,85,9.8,29.36,60,73,7,0,24.9,@NOP,468895,-10.5,-550,226.5,118.5,
1474060,Tre Jones,PG,CHI,6600,0,0,0,30,30,0,0,4,0,0,0,0,0,0,0,30.5,@UTA,1132030,-4.5,-192,244.5,124.5,
1474061,Shaedon Sharpe,SG,POR,6500,35.18,52,0,3,30,47.15,26.04,1,85,40.7,39.73,20,131,1,0,33.1,@DAL,1371494,-3.5,-162,237.5,120.5,
1474062,Brandin Podziemski,PG/SG,GSW,6400,29.68,28.75,0,16,30,35.08,18.42,2,82,5.2,28.75,115,74,2,0,25.6,@NOP,1324108,-10.5,-550,226.5,118.5,
1474063,Nickeil Alexander-Walker,SG,ATL,6400,28.14,40.25,0,5,30,35.19,18.43,1,80,8.2,27.95,71,73,-3,0,29.4,@PHX,1067668,1.5,105,226.5,112.5,
1474064,Mark Williams,C,PHX,6300,31.24,13.5,0,13,30,40.19,19.84,1,84,1.9,31.41,324,77,0,0,29,vs ATL,1230361,-1.5,-125,226.5,114.0,
1474065,Scoot Henderson,PG,POR,6300,0,0,0,18,30,0,0,4,0,0,0,0,0,0,0,0,@DAL,1357750,-3.5,-162,237.5,120.5,
1474066,Dillon Brooks,SF,PHX,6200,28.04,49,0,3,30,33.64,17.11,1,83,7.7,27.15,72,71,0,0,31.5,vs ATL,854601,-1.5,-125,226.5,114.0,
1474067,Jordan Poole,PG/SG,NOP,6100,0,0,0,7,30,0,0,4,0,0,0,0,0,0,0,26.1,vs GSW,1067671,10.5,410,226.5,108.0,
1474068,Jalen Suggs,PG,ORL,6000,0,0,0,10,30,0,0,4,0,0,0,0,0,0,0,27.2,@HOU,1241585,7.5,250,224.5,108.5,
1474069,Royce O'Neale,PF,PHX,5900,24.12,12.5,0,24,30,35.86,14.89,1,83,1.7,25.55,252,60,8,0,27.8,vs ATL,604479,-1.5,-125,226.5,114.0,
1474070,Moses Moody,SF,GSW,5800,22.22,48.5,0,14,30,31.21,5.35,1,75,1.9,24.78,227,47,5,0,21.2,@NOP,1231366,-10.5,-550,226.5,118.5,
1474071,Matas Buzelis,PF,CHI,5700,32.27,34,0,27,30,39.18,15.95,1,79,7.2,30.25,81,75,3,0,27.4,@UTA,1501940,-4.5,-192,244.5,124.5,
1474072,Toumani Camara,SF,POR,5700,24.11,31,0,13,30,35.22,20.03,1,86,23.5,32.9,22,88,-1,0,26.1,@DAL,1175364,-3.5,-162,237.5,120.5,
1474073,Kevin Huerter,SG/SF,CHI,5700,31.55,22.5,0,21,30,33.64,21.27,1,81,5.5,26.28,95,76,6,0,27.9,@UTA,944785,-4.5,-192,244.5,124.5,
1474074,Brandon Williams,PG,DAL,5600,23.88,29.25,0,13,30,32.35,10.12,1,77,4.2,28.17,113,57,3,0,20.8,vs POR,1134688,3.5,136,237.5,117.0,
1474075,Wendell Carter Jr.,C,ORL,5500,24.41,36,0,5,30,34.38,19.93,1,84,6.9,28.81,70,72,-3,0,26.6,@HOU,1060912,7.5,250,224.5,108.5,
1474076,Jerami Grant,SF/PF,POR,5500,31.75,36.75,0,21,30,36.03,18.75,1,84,37.2,32.05,15,104,5,0,27.7,@DAL,699826,-3.5,-162,237.5,120.5,
1474077,Jabari Smith Jr.,PF,HOU,5400,25.11,28.5,0,2,30,33.05,13.29,1,84,2.8,26.61,164,61,0,0,28.8,vs ORL,1342755,-7.5,-310,224.5,116.0,
1474078,Isaiah Collier,PG,UTA,5300,23.98,37,0,19,30,38.78,19.91,2,85,4.2,23.49,109,65,1,0,25.1,vs CHI,1463591,4.5,160,244.5,120.0,
1474079,Zaccharie Risacher,SF,ATL,5300,24.56,29.75,0,25,30,32.96,9.25,1,79,2,23.33,214,52,4,0,21.8,@PHX,1432544,1.5,105,226.5,112.5,
1474080,Derik Queen,C,NOP,5300,29.27,30.25,0,16,30,34.37,13.13,1,82,18.6,29.54,27,78,4,0,23.8,vs GSW,1520787,10.5,410,226.5,108.0,
1474081,Naji Marshall,SF/PF,DAL,5200,25.66,27.75,0,13,30,35.49,11.79,2,83,4.7,24.06,94,59,-2,0,23.5,vs POR,1060704,3.5,136,237.5,117.0,
1474082,Ayo Dosunmu,SG,CHI,5200,27.69,26.25,0,30,30,34.18,15.32,2,84,3.9,22.95,113,63,2,0,24.8,@UTA,1133782,-4.5,-192,244.5,124.5,
1474083,Ace Bailey,SF,UTA,5200,25.37,8.75,0,4,30,27.01,7.41,1,69,3.1,25.82,131,51,3,0,17.2,vs CHI,1519363,4.5,160,244.5,120.0,
1474084,Saddiq Bey,SF/PF,NOP,5200,28.89,25.25,0,5,30,34.52,15.35,1,85,25.4,27.52,19,83,-3,0,23.5,vs GSW,1138653,10.5,410,226.5,108.0,
1474085,Collin Gillespie,PG/SG,PHX,5100,20.3,39,0,24,30,35.15,16.97,2,76,36.3,28.36,12,79,0,0,25.1,vs ATL,1070352,-1.5,-125,226.5,114.0,
1474086,Jeremiah Fears,PG,NOP,5100,26.08,24.75,0,22,30,35.34,16.87,1,77,5.3,27.48,86,66,5,0,26.1,vs GSW,1547691,10.5,410,226.5,108.0,
1474087,Herbert Jones,SF,NOP,5000,23.01,13,0,5,30,30.42,12.83,1,82,5.6,25.95,71,59,-3,0,22.1,vs GSW,1061638,10.5,410,226.5,108.0,
1474088,Daniel Gafford,C,DAL,5000,23.45,38.5,0,21,30,31.03,13.47,1,84,3.4,25.69,118,60,0,0,22.5,vs POR,1061647,3.5,136,237.5,117.0,
1474089,Donovan Clingan,C,POR,4900,26.24,39.25,0,15,30,35.88,18.87,1,84,12,28.61,37,76,7,0,25.1,@DAL,1405867,-3.5,-162,237.5,120.5,
1474090,Max Christie,SG/SF,DAL,4900,27.29,28,0,30,30,30,14.78,1,76,7.6,24.02,52,63,0,0,24.2,vs POR,1340703,3.5,136,237.5,117.0,
1474091,D'Angelo Russell,PG,DAL,4800,22.36,24.5,0,11,30,38.73,8.68,2,84,7.8,23.18,52,54,-4,0,24.2,vs POR,844038,3.5,136,237.5,117.0,
1474092,Will Richard,PG/SG,GSW,4800,18.93,18.75,0,23,30,27.25,6.54,1,69,1.7,19.32,157,39,2,0,16.9,@NOP,1323578,-10.5,-550,226.5,118.5,
1474093,Ryan Dunn,SF/PF,PHX,4700,23.49,27.5,0,24,30,34.17,13.3,1,77,5.3,22.22,71,55,0,0,20.9,vs ATL,1406029,-1.5,-125,226.5,114.0,
