LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1464766,Giannis Antetokounmpo,PF,MIL,11500,63.26,38,0,8,30,78.76,56.8,1,91,37.7,58.85,61,235,1,0,65.3,@TOR,739957,2.5,110,237.5,117.5,
1464767,Tyrese Maxey,PG,PHI,9900,52.79,61.75,0,27,30,60.84,27.54,1,88,16.9,45.38,93,138,4,0,58.7,@CHI,1186160,2.5,110,240.5,119.0,
1464768,LaMelo Ball,PG,CHA,9800,0,0,0,6,30,0,0,4,0,0,0,0,0,0,0,52.6,@NOP,1257420,3.5,130,229.5,113.0,
1464769,Paolo Banchero,PF,ORL,9300,50.25,49.75,0,30,30,59.33,35.17,1,89,15.1,43.35,94,140,5,0,45,@ATL,1323993,-3.5,-170,229.5,116.5,
1464770,Trae Young,PG,ATL,9200,0,0,0,15,30,0,0,4,0,0,0,0,0,0,0,34.1,vs ORL,1060978,3.5,142,229.5,113.0,
1464771,Josh Giddey,PG,CHI,9100,46.85,70.75,0,6,30,65.89,39.33,1,86,34.4,49.72,43,170,3,0,50,vs PHI,1323503,-2.5,-130,240.5,121.5,
1464772,Zion Williamson,PF,NOP,9000,0,0,0,25,30,0,0,4,0,0,0,0,0,0,0,41.2,vs CHA,1132025,-3.5,-155,229.5,116.5,
1464773,Jalen Johnson,PF,ATL,8600,38.44,33,0,1,30,54.07,28.4,1,87,2,41.69,577,104,-5,0,43.1,vs ORL,1230356,3.5,142,229.5,113.0,
1464774,Miles Bridges,PF,CHA,8300,40.21,39.5,0,9,30,44.39,23.74,1,88,26.5,41.5,40,125,5,0,37.8,@NOP,957479,3.5,130,229.5,113.0,
1464775,Scottie Barnes,PF,TOR,8200,39.75,48.75,0,16,30,53.62,25.23,1,89,2.8,41.04,394,103,7,0,43.4,vs MIL,1251666,-2.5,-130,237.5,120.0,
1464776,Nikola Vucevic,C,CHI,7900,39.64,37,0,26,30,52.86,31.73,1,89,17,42.81,63,126,8,0,44.4,vs PHI,457598,-2.5,-130,240.5,121.5,
1464777,Franz Wagner,SF,ORL,7700,39.42,25.25,0,13,30,46.68,34.48,1,90,11.4,35.87,82,116,2,0,37.8,@ATL,1178131,-3.5,-170,229.5,116.5,
1464778,Coby White,SG,CHI,7600,0,0,0,21,30,0,0,4,0,0,0,0,0,0,0,0,vs PHI,1138387,-2.5,-130,240.5,121.5,
1464779,Joel Embiid,C,PHI,7600,35.61,43.5,0,9,30,56.07,27.9,1,89,14.5,36.5,67,108,3,0,31.6,@CHI,794508,2.5,110,240.5,119.0,
1464780,VJ Edgecombe,SG,PHI,7500,35.06,37.25,0,17,30,46.52,29.65,1,74,15.1,32.38,57,97,1,0,38.1,@CHI,1519361,2.5,110,240.5,119.0,
1464781,Paul George,PF,PHI,7400,0,0,0,4,30,0,0,4,0,0,0,0,0,0,0,0,@CHI,469218,2.5,110,240.5,119.0,
1464782,Brandon Ingram,SF,TOR,7300,38.44,32,0,25,30,48.1,26.21,1,88,12,35.97,75,106,8,0,37.5,vs MIL,887665,-2.5,-130,237.5,120.0,
1464783,Trey Murphy III,SG,NOP,6900,36.87,35.25,0,18,30,42.38,18.93,1,88,41.9,38.3,19,126,4,0,31.4,vs CHA,1134570,-3.5,-155,229.5,116.5,
1464784,RJ Barrett,SG,TOR,6800,33.11,46.5,0,24,30,41.66,25.03,1,87,5.2,34.29,143,91,8,0,34.1,vs MIL,1132031,-2.5,-130,237.5,120.0,
1464785,Brandon Miller,SF,CHA,6800,0,0,0,26,30,0,0,4,0,0,0,0,0,0,0,22.3,@NOP,1401381,3.5,130,229.5,113.0,
1464786,Kristaps Porzingis,C,ATL,6800,33,28,0,11,30,35.36,11.32,1,85,10.6,32.53,65,79,0,0,35.3,vs ORL,877869,3.5,142,229.5,113.0,
1464787,Collin Sexton,PG/SG,CHA,6700,35.98,25,0,11,30,38.28,20.88,1,86,20.4,35.29,36,103,1,0,27.8,@NOP,1061642,3.5,130,229.5,113.0,
1464788,Dyson Daniels,SG,ATL,6600,33.72,37.5,0,29,30,41.53,22.59,1,86,10.4,32.71,69,91,4,0,26.8,vs ORL,1357745,3.5,142,229.5,113.0,
1464789,Desmond Bane,SG,ORL,6500,30.5,17.25,0,18,30,43.93,20.73,1,87,4.6,31.24,149,81,2,0,26,@ATL,944263,-3.5,-170,229.5,116.5,
1464790,Kevin Porter Jr.,PG,MIL,6500,0,0,0,20,30,0,0,4,0,0,0,0,0,0,0,16,@TOR,1135158,2.5,110,237.5,117.5,
1464791,Immanuel Quickley,PG,TOR,6500,29.33,35.5,0,20,30,41.23,23.74,1,87,14.1,30.84,47,90,7,0,29.6,vs MIL,1134175,-2.5,-130,237.5,120.0,
1464792,Jordan Poole,PG/SG,NOP,6400,35.26,21.5,0,9,30,37.46,20.29,1,83,16.2,32.5,42,94,-3,0,26.8,vs CHA,1067671,-3.5,-155,229.5,116.5,
1464793,Quentin Grimes,PG/SG,PHI,6300,32.83,27.75,0,17,30,49,27.06,2,82,13.3,29.23,53,92,-2,0,34.8,@CHI,1132827,2.5,110,240.5,119.0,
1464794,Jakob Poeltl,C,TOR,6200,25.21,19.25,0,8,30,40.1,17.8,1,85,2,22.42,272,62,3,0,16.9,vs MIL,844478,-2.5,-130,237.5,120.0,
1464795,Onyeka Okongwu,C,ATL,6200,33.44,31.75,0,16,30,48.81,21.66,2,87,9.8,29.57,71,87,-1,0,31.6,vs ORL,1185367,3.5,142,229.5,113.0,
1464796,Myles Turner,C,MIL,6200,28.95,31,0,27,30,30.06,15.48,1,86,5.2,29.93,106,73,1,0,26.8,@TOR,843762,2.5,110,237.5,117.5,
1464797,Ryan Rollins,PG,MIL,6100,30.91,18,0,2,30,38.35,9.59,1,68,4.1,31.79,150,63,5,0,34.5,@TOR,1232221,2.5,110,237.5,117.5,
1464798,Kelly Oubre Jr.,SF,PHI,6100,33.19,33.25,0,3,30,42.61,21.64,1,86,9.8,28.26,65,85,2,0,34.3,@CHI,843271,2.5,110,240.5,119.0,
1464799,Matas Buzelis,PF,CHI,5900,27.15,23.75,0,12,30,40.06,17.6,1,79,4.1,30.82,141,70,5,0,26.5,vs PHI,1501940,-2.5,-130,240.5,121.5,
1464800,Bobby Portis,PF/C,MIL,5900,21.89,15.75,0,17,30,35.28,14.22,2,84,9.3,21.59,50,58,1,0,18.4,@TOR,750703,2.5,110,237.5,117.5,
1464801,Nickeil Alexander-Walker,PG/SF,ATL,5800,27.44,24.25,0,29,30,34.25,13.03,1,80,9.9,28.1,53,68,5,0,29.8,vs ORL,1067668,3.5,142,229.5,113.0,
1464802,Jared McCain,PG/SG,PHI,5800,6.25,4.25,0,17,30,41.74,5,2,82,0,13.98,0,0,-1,0,0,@CHI,1458807,2.5,110,240.5,119.0,
1464803,Kyle Kuzma,SF/PF,MIL,5700,20.96,22.75,0,19,30,26.87,9.73,2,84,6.4,17.91,59,48,2,0,21.5,@TOR,844476,2.5,110,237.5,117.5,
1464804,Kon Knueppel,SG/SF,CHA,5500,29.57,40,0,5,30,36.04,14.25,1,69,26,29.29,20,78,1,0,25.1,@NOP,1519132,3.5,130,229.5,113.0,
1464805,Tre Jones,PG,CHI,5500,29.14,21.5,0,20,30,40.18,24.22,1,87,24.5,31.93,23,99,12,0,30.3,vs PHI,1132030,-2.5,-130,240.5,121.5,
1464806,Wendell Carter Jr.,C,ORL,5500,26.64,19.25,0,10,30,36.73,18.05,1,84,9,27.32,55,72,0,0,27.6,@ATL,1060912,-3.5,-170,229.5,116.5,
1464807,Jalen Suggs,PG,ORL,5200,21.33,26.5,0,9,30,40.03,14.04,1,84,4.1,22.64,107,56,1,0,24.3,@ATL,1241585,-3.5,-170,229.5,116.5,
1464808,Cole Anthony,PG/SG,MIL,5200,23.68,27,0,20,30,31.05,4.79,2,79,6.7,21.6,59,48,2,0,25,@TOR,1185943,2.5,110,237.5,117.5,
1464809,Ryan Kalkbrenner,C,CHA,5000,24.03,37.25,0,20,30,30.47,17.81,1,77,3.5,27.83,118,64,5,0,24.1,@NOP,1236052,3.5,130,229.5,113.0,
1464810,Anthony Black,SG/SF,ORL,5000,23.01,20.5,0,8,30,32.98,13.58,2,76,11.4,22.98,35,58,4,0,22,@ATL,1401385,-3.5,-170,229.5,116.5,
1464811,Yves Missi,C,NOP,4900,0,0,0,22,30,0,0,4,0,0,0,0,0,0,0,20.2,vs CHA,1458495,-3.5,-155,229.5,116.5,
1464812,Gary Trent Jr.,SF,MIL,4900,24.39,15,0,22,30,39.01,12.99,1,83,10.3,23.35,41,61,6,0,23.8,@TOR,1060908,2.5,110,237.5,117.5,
1464813,Andre Drummond,C,PHI,4800,16.78,0,0,23,30,33.04,9.58,2,79,2.4,11.67,123,35,1,0,17.1,@CHI,614746,2.5,110,240.5,119.0,
1464814,Herbert Jones,SF,NOP,4800,25.29,21.25,0,5,30,31.96,13.42,1,82,10,24.86,39,64,-1,0,20.4,vs CHA,1061638,-3.5,-155,229.5,116.5,
1464815,Tre Mann,PG/SG,CHA,4800,24.09,26.5,0,24,30,28.12,9.41,2,73,7.6,24.62,49,54,5,0,17.6,@NOP,1175356,3.5,130,229.5,113.0,
1464816,Jeremiah Fears,PG,NOP,4700,28.28,17.25,0,12,30,35.38,14.54,1,68,46.2,29.09,9,88,1,0,25,vs CHA,1547691,-3.5,-155,229.5,116.5,
1464817,Kevin Huerter,SG,CHI,4600,24.91,26.25,0,25,30,32.27,18.57,2,80,3.5,22.75,105,62,3,0,25.9,vs PHI,944785,-2.5,-130,240.5,121.5,
1464818,Collin Murray-Boyles,PF/C,TOR,4600,17.31,2.75,0,27,30,33.97,7.13,2,67,5,19.18,65,38,4,0,20.6,vs MIL,1465110,-2.5,-130,237.5,120.0,
1464819,Dominick Barlow,PF/C,PHI,4500,0,0,0,23,30,0,0,4,0,0,0,0,0,0,0,19,@CHI,1419291,2.5,110,240.5,119.0,
1464820,Zaccharie Risacher,SF,ATL,4500,18.32,31,0,20,30,33.12,6.85,1,77,3.8,19.66,84,41,-4,0,16.6,vs ORL,1432544,3.5,142,229.5,113.0,
1464821,Grant Williams,PF/C,CHA,4400,0,0,0,30,30,0,0,4,0,0,0,0,0,0,0,0,@NOP,949273,3.5,130,229.5,113.0,
1464822,Ayo Dosunmu,SG/SF,CHI,4400,0,0,0,21,30,0,0,4,0,0,0,0,0,0,0,25.9,vs PHI,1133782,-2.5,-130,240.5,121.5,
1464823,AJ Green,SG,MIL,4400,19.73,13.25,0,22,30,25.04,12.43,1,72,3.2,19.35,88,46,7,0,19.3,@TOR,1141111,2.5,110,237.5,117.5,
1464824,Adem Bona,C,PHI,4300,10.01,9,0,23,30,36.73,8.01,2,78,2.4,12.22,106,28,1,0,11.2,@CHI,1350567,2.5,110,240.5,119.0,
1464825,Luke Kennard,PG/SG,ATL,4300,16.64,11.75,0,1,30,21.56,7.5,2,80,2.1,20.48,120,41,2,0,16.6,vs ORL,887661,3.5,142,229.5,113.0,
1464826,Moritz Wagner,C,ORL,4200,0,0,0,15,30,0,0,4,0,0,0,0,0,0,0,0,@ATL,882387,-3.5,-170,229.5,116.5,
1464827,Saddiq Bey,SF/PF,NOP,4100,23.64,23.5,0,23,30,31.11,14.29,2,85,40.9,22.54,8,79,1,0,16.6,vs CHA,1138653,-3.5,-155,229.5,116.5,
1464828,Sion James,SG,CHA,4100,21.37,18.75,0,5,30,23.09,11.48,1,78,1.8,20.43,133,48,2,0,17.3,@NOP,1232338,3.5,130,229.5,113.0,
1464829,Trendon Watford,PF/C,PHI,4100,14.24,15,0,12,30,33.59,12.69,2,73,1.2,15.2,129,37,2,0,17.1,@CHI,1176529,2.5,110,240.5,119.0,
1464830,Moussa Diabate,C,CHA,3900,23.79,20.75,0,19,30,28.61,10.17,2,76,16.9,23.69,18,59,5,0,23.6,@NOP,1324359,3.5,130,229.5,113.0,
1464831,Tristan da Silva,SF/PF,ORL,3900,14.46,32.5,0,18,30,25.97,2.56,2,75,13.4,16.35,17,33,5,0,18.8,@ATL,1232528,-3.5,-170,229.5,116.5,
1464832,Keaton Wallace,PG,ATL,3900,9.73,12.75,0,15,30,27.24,0,2,71,2.4,11.99,80,19,-2,0,10.1,vs ORL,1063166,3.5,142,229.5,113.0,
1464833,Mouhamed Gueye,PF/C,ATL,3800,10.8,15.25,0,6,30,28.11,7.11,2,67,2.4,11.19,79,25,1,0,14.4,vs ORL,1325101,3.5,142,229.5,113.0,
1464834,Goga Bitadze,C,ORL,3800,14.06,9.5,0,15,30,25.09,4.85,2,78,1.5,16.25,105,32,1,0,19.5,@ATL,1172132,-3.5,-170,229.5,116.5,
1464835,Taurean Prince,SF/PF,MIL,3800,13.4,1,0,19,30,17.2,5.55,2,79,1.5,11.43,80,28,1,0,13.7,@TOR,696209,2.5,110,237.5,117.5,
1464836,Derik Queen,PF/C,NOP,3700,20.32,39,0,25,30,22.56,8.36,2,71,11.9,18.91,19,46,3,0,15.5,vs CHA,1520787,-3.5,-155,229.5,116.5,
1464837,Gradey Dick,SG/SF,TOR,3700,10.45,16.75,0,8,30,25.94,5.15,2,80,2.4,10.7,73,24,1,0,12,vs MIL,1416377,-2.5,-130,237.5,120.0,
1464838,Isaac Okoro,SF,CHI,3700,12.48,33,0,23,30,17.07,4.61,1,81,4.8,17.22,36,33,7,0,11.7,vs PHI,1193432,-2.5,-130,240.5,121.5,
1464839,Patrick Williams,SF/PF,CHI,3600,16.46,12.5,0,24,30,27.2,7.71,2,82,13.7,18.75,16,44,5,0,19.7,vs PHI,1174904,-2.5,-130,240.5,121.5,
