LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1467762,Victor Wembanyama,C,SAS,12400,56.3,0,0,21,30,67.79,41.4,1,89,6.3,57.09,357,155,1,0,55.4,vs NOP,1373356,-10.5,-550,223.5,117.0,
1467763,Luka Doncic,PG,LAL,11800,62.21,0,0,8,30,73.11,45.14,1,91,37.1,63.78,63,224,5,0,74.7,@ATL,1121277,-5.5,-218,228.5,117.0,
1467764,Tyrese Maxey,PG,PHI,10100,45.28,0,0,3,30,62.28,27.97,1,88,12.3,44.44,125,124,0,0,58,vs TOR,1186160,-5.5,-205,236.5,121.0,
1467765,Anthony Davis,PF,DAL,9800,0,0,0,28,30,0,0,4,0,0,0,0,0,0,0,42.9,@WAS,603096,-4.5,-180,234.5,119.5,
1467766,Josh Giddey,PG,CHI,9500,49.7,0,0,2,30,65.48,39.27,1,86,18.6,47.86,83,151,6,0,52.3,@CLE,1323503,8.5,275,238.5,115.0,
1467767,LeBron James,PF,LAL,9400,0,0,0,15,30,0,0,4,0,0,0,0,0,0,0,0,@ATL,214152,-5.5,-218,228.5,117.0,
1467768,Trae Young,PG,ATL,9200,0,0,0,15,30,0,0,4,0,0,0,0,0,0,0,34.1,vs LAL,1060978,5.5,180,228.5,111.5,
1467769,Donovan Mitchell,SG,CLE,9000,47.4,0,0,2,30,62.58,29.92,1,87,18.4,44.22,75,135,-1,0,46.7,vs CHI,879707,-8.5,-345,238.5,123.5,
1467770,Zion Williamson,PF,NOP,8900,0,0,0,11,30,0,0,4,0,0,0,0,0,0,0,41.2,@SAS,1132025,10.5,410,223.5,106.5,
1467771,Jalen Johnson,PF,ATL,8900,0,0,0,2,30,0,0,4,0,12.5,41.55,0,0,0,0,40.9,vs LAL,1230356,5.5,180,228.5,111.5,
1467772,Evan Mobley,PF,CLE,8800,45,0,0,27,30,49.23,31.81,1,88,22.5,44.86,54,140,5,0,43.3,vs CHI,1231862,-8.5,-345,238.5,123.5,
1467773,Deni Avdija,PF,POR,8500,40.98,0,0,15,30,59.66,36.65,1,85,8.4,43.64,146,122,1,0,41.9,@MIA,1257422,-3.5,-166,241.5,122.5,
1467774,Tyler Herro,PG/SG,MIA,8500,0,0,0,4,30,0,0,4,0,0,0,0,0,0,0,0,vs POR,1134176,3.5,140,241.5,119.0,
