LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1469339,Luka Doncic,PG,LAL,12000,59.59,59.5,0,5,30,73.08,46.02,1,91,23.2,59.43,99,194,-4,0,70.2,@CHA,1121277,-8.5,-340,230.5,119.5,
1469340,Victor Wembanyama,C,SAS,11900,53.79,75.5,0,13,30,67.63,41.24,1,89,1,55.89,1055,145,6,0,55.1,@CHI,1373356,-5.5,-198,236.5,121.0,
1469341,Giannis Antetokounmpo,PF,MIL,11700,56.11,55,0,19,30,75.81,52.12,1,91,14.6,59.81,154,184,4,0,62.5,@DAL,739957,-3.5,-162,228.5,116.0,
1469342,Cade Cunningham,PG,DET,10500,51.13,96,0,12,30,61.1,41.31,1,89,6.9,57.63,259,152,5,0,49.6,vs WAS,1232182,-11.5,-600,236.5,124.0,
1469343,Anthony Davis,PF,DAL,9900,0,0,0,26,30,0,0,4,0,6.9,0,0,0,0,0,42.9,vs MIL,603096,3.5,136,228.5,112.5,
1469344,LaMelo Ball,PG,CHA,9800,0,0,0,16,30,0,0,4,0,0,0,0,0,0,0,52.6,vs LAL,1257420,8.5,270,230.5,111.0,
1469345,Josh Giddey,PG,CHI,9700,0,0,0,14,30,0,0,4,0,0,0,0,0,0,0,51,vs SAS,1323503,5.5,164,236.5,115.5,
1469346,Devin Booker,PG,PHX,9600,45.58,24,0,8,30,56.46,37.13,1,89,3.2,48.17,451,128,1,0,47.6,vs NOP,845564,-8.5,-340,227.5,118.0,
1469347,LeBron James,PF,LAL,9500,0,0,0,24,30,0,0,4,0,0,0,0,0,0,0,0,@CHA,214152,-8.5,-340,230.5,119.5,
1469348,Paolo Banchero,PF,ORL,9300,42.1,45.75,0,5,30,55.29,35.4,1,89,5.4,44.45,244,121,-4,0,43.9,vs POR,1323993,-2.5,-125,234.5,118.5,
1469349,Donovan Mitchell,SG,CLE,9200,47.4,63.25,0,26,30,62.39,29.8,1,87,12.1,43.82,117,127,2,0,47,@MIA,879707,-7.5,-310,247.5,127.5,
1469350,Zion Williamson,PF,NOP,8900,0,0,0,17,30,0,0,4,0,0,0,0,0,0,0,41.2,@PHX,1132025,8.5,270,227.5,109.5,
1469351,Miles Bridges,PF,CHA,8800,40.78,58,0,22,30,45.3,24.98,1,88,5.7,41.71,197,107,0,0,38.3,vs LAL,957479,8.5,270,230.5,111.0,
1469352,Evan Mobley,PF,CLE,8700,44.37,46.25,0,6,30,49.68,32.85,1,88,8.4,43.76,143,123,0,0,43.3,@MIA,1231862,-7.5,-310,247.5,127.5,
1469353,Anthony Edwards,SG,MIN,8600,48.02,55.5,0,29,30,56.15,29.78,1,89,27.6,46.64,47,150,4,0,37.2,@UTA,1175367,-7.5,-305,235.5,121.5,
1469354,Deni Avdija,PF,POR,8500,40.33,43.75,0,1,30,59.41,36.69,1,85,4.1,44.47,299,117,3,0,44.1,@ORL,1257422,2.5,105,234.5,116.0,
1469355,Austin Reaves,PG/SG,LAL,8400,39.66,45.25,0,11,30,58.1,25.87,1,88,1.1,39.13,575,100,0,0,55,@CHA,953291,-8.5,-340,230.5,119.5,
1469356,Tyler Herro,PG/SG,MIA,8300,0,0,0,8,30,0,0,4,0,0,0,0,0,0,0,0,vs CLE,1134176,7.5,250,247.5,120.0,
1469357,Bam Adebayo,C,MIA,8200,0,0,0,14,30,0,0,4,0,0,0,0,0,0,0,37.6,vs CLE,957486,7.5,250,247.5,120.0,
1469358,Julius Randle,PF,MIN,8100,43.04,53,0,15,30,51.37,31.07,1,89,7.6,41.05,144,117,4,0,47.9,@UTA,786412,-7.5,-305,235.5,121.5,
1469359,Lauri Markkanen,PF,UTA,8000,37.55,39,0,4,30,49.5,19.59,1,88,4.4,38.12,228,93,6,0,42.7,vs MIN,949131,7.5,245,235.5,114.0,
1469360,Trey Murphy III,SG,NOP,7900,38.2,43,0,6,30,45.64,18.55,1,88,2.2,39.08,441,92,-2,0,35.4,@PHX,1134570,8.5,270,227.5,109.5,
1469361,Nikola Vucevic,C,CHI,7900,38.24,31,0,14,30,52.37,30.47,1,89,4.6,41.4,227,109,-2,0,39.4,vs SAS,457598,5.5,164,236.5,115.5,
1469362,Stephon Castle,SG,SAS,7800,41.05,49.25,0,2,30,47.89,33.14,1,87,11.2,34.18,86,113,5,0,39.9,@CHI,1461118,-5.5,-198,236.5,121.0,
1469363,Franz Wagner,SF,ORL,7800,40.11,44.75,0,29,30,46.46,32.29,1,90,8.7,38.59,112,115,6,0,37.4,vs POR,1178131,-2.5,-125,234.5,118.5,
