LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1456946,Nikola Jokic,C,DEN,11700,60.91,62,0,21,30,73.18,46.23,1,92,33,61.2,69,215,3,0,60.8,vs PHX,830650,-12.5,-800,233.5,123.0,
1456947,Shai Gilgeous-Alexander,PG,OKC,10700,56.52,47.75,0,14,30,66.88,40.09,1,92,37.7,54.68,51,200,8,0,67.1,@ATL,1067856,-8.5,-325,237.5,123.0,
1456948,Trae Young,PG,ATL,9700,41.42,35,0,1,30,58.23,39.99,1,90,9.5,45.18,148,132,0,0,36.8,vs OKC,1060978,8.5,260,237.5,114.5,
1456949,Ja Morant,PG,MEM,9300,39.81,36.75,0,27,30,53.04,30.58,1,88,13.3,42.82,95,121,2,0,33.6,vs IND,1065906,-2.5,-135,240.5,121.5,
1456950,Devin Booker,PG/SG,PHX,9200,43.6,41.75,0,30,30,52.12,30.72,1,89,13.6,44.27,95,127,3,0,41.3,@DEN,845564,12.5,550,233.5,110.5,
1456951,LaMelo Ball,PG,CHA,9100,41.5,61,0,4,30,49.77,25.39,1,87,10.9,43.27,112,114,0,0,35,@PHI,1257420,4.5,160,236.5,116.0,
1456952,Tyrese Maxey,PG,PHI,9000,42.02,52,0,19,30,59.07,27.46,1,88,4.1,46.3,324,113,6,0,60.5,vs CHA,1186160,-4.5,-192,236.5,120.5,
1456953,Josh Giddey,PG/SG,CHI,8900,47.33,37.5,0,20,30,65.18,39.35,1,86,11.7,42.28,118,134,4,0,42.8,@ORL,1323503,6.5,205,233.5,113.5,
1456954,Nikola Vucevic,C,CHI,8600,39.95,28.5,0,9,30,52.49,31.23,1,89,11.2,40.5,102,117,2,0,53.5,@ORL,457598,6.5,205,233.5,113.5,
1456955,Jalen Johnson,SF/PF,ATL,8500,0,0,0,20,30,0,0,4,0,0,0,0,0,0,0,34.6,vs OKC,1230356,8.5,260,237.5,114.5,
1456956,Jaren Jackson Jr.,PF/C,MEM,8400,37.99,21,0,27,30,41.48,23.65,1,87,12.3,38.06,80,105,2,0,33.1,vs IND,1078662,-2.5,-135,240.5,121.5,
1456957,Pascal Siakam,PF,IND,8300,45.12,31.5,0,12,30,51.06,32.41,1,88,24.7,43.21,47,142,4,0,61.3,@MEM,853408,2.5,114,240.5,119.0,
1456958,Joel Embiid,C,PHI,8200,40.58,32,0,19,30,59.22,28.5,1,89,2.8,31.53,385,98,7,0,16.5,vs CHA,794508,-4.5,-192,236.5,120.5,
1456959,Paolo Banchero,PF,ORL,8100,39.91,44.5,0,14,30,58.16,33.62,1,89,26.2,44.26,44,140,2,0,31.4,vs CHI,1323993,-6.5,-250,233.5,120.0,
1456960,Jalen Williams,SF,OKC,8000,0,0,0,22,30,0,0,4,0,0,0,0,0,0,0,0,@ATL,1182404,-8.5,-325,237.5,123.0,
1456961,Chet Holmgren,PF/C,OKC,7800,35.46,57.25,0,30,30,41.08,22.83,1,86,0.6,37.34,444,91,11,0,38.1,@ATL,1343009,-8.5,-325,237.5,123.0,
1456962,Franz Wagner,SF,ORL,7700,40.01,29.75,0,9,30,46.44,35.03,1,90,9.4,39.37,103,119,4,0,40.3,vs CHI,1178131,-6.5,-250,233.5,120.0,
1456963,Coby White,PG/SG,CHI,7600,0,0,0,1,30,0,0,4,0,0,0,0,0,0,0,0,@ORL,1138387,6.5,205,233.5,113.5,
1456964,Miles Bridges,PF,CHA,7500,40.57,40.75,0,10,30,49.56,22.5,1,88,8.9,34.35,105,100,4,0,42.3,@PHI,957479,4.5,160,236.5,116.0,
1456965,Ty Jerome,PG,MEM,7500,0,0,0,3,30,0,0,4,0,0,0,0,0,0,0,0,vs IND,942866,-2.5,-135,240.5,121.5,
1456966,Mark Williams,C,PHX,7500,0,0,0,2,30,0,0,4,0,0,0,0,0,0,0,23.3,@DEN,1230361,12.5,550,233.5,110.5,
1456967,Paul George,SF/PF,PHI,7400,0,0,0,25,30,0,0,4,0,0,0,0,0,0,0,0,vs CHA,469218,-4.5,-192,236.5,120.5,
1456968,Santi Aldama,PF/C,MEM,7300,24.54,25,0,7,30,31.26,16.61,2,82,1.7,26.2,299,63,1,0,22.8,vs IND,1177024,-2.5,-135,240.5,121.5,
1456969,Kristaps Porzingis,PF/C,ATL,7200,0,0,0,5,30,0,0,4,0,0,0,0,0,0,0,36.8,vs OKC,877869,8.5,260,237.5,114.5,
1456970,Jamal Murray,PG,DEN,7200,36.26,40.5,0,7,30,51.73,26.86,1,88,5.3,37.02,170,99,-3,0,50.3,vs PHX,891352,-12.5,-800,233.5,123.0,
1456971,Brandon Miller,SG,CHA,7000,34.26,4.5,0,24,30,44.37,29.95,1,85,14.8,32.86,53,103,5,0,40,@PHI,1401381,4.5,160,236.5,116.0,
1456972,Aaron Gordon,PF,DEN,6900,32.24,27.5,0,13,30,46.52,22.08,1,86,5.6,30.43,135,83,2,0,69,vs PHX,748788,-12.5,-800,233.5,123.0,
1456973,Desmond Bane,SG,ORL,6800,35.19,24.75,0,6,30,49.1,26.03,1,88,12.9,37.62,64,105,1,0,33.1,vs CHI,944263,-6.5,-250,233.5,120.0,
1456974,Dyson Daniels,PG/SG,ATL,6700,26.04,18,0,21,30,45.92,25.42,1,86,0.8,32.68,351,80,-2,0,20.8,vs OKC,1357745,8.5,260,237.5,114.5,
1456975,Andrew Nembhard,PG/SG,IND,6600,0,0,0,19,30,0,0,4,0,0,0,0,0,0,0,10.3,@MEM,1134158,2.5,114,240.5,119.0,
1456976,Onyeka Okongwu,C,ATL,6500,31.67,38,0,10,30,50.08,23.8,1,87,9.5,37.23,81,95,4,0,30.8,vs OKC,1185367,8.5,260,237.5,114.5,
