LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1472488,Luka Doncic,PG,LAL,12000,55.57,58.25,0,7,30,73.33,45.08,1,91,5.2,59.57,435,161,2,0,65.2,@NOP,1121277,-9.5,-470,227.5,118.5,
1472489,Giannis Antetokounmpo,PF,MIL,11700,56.11,64.75,0,3,30,75.83,52.32,1,91,23.5,61.51,96,200,1,0,61.8,vs CHA,739957,-9.5,-380,237.5,123.5,
1472490,Cade Cunningham,PG,DET,11000,0,0,0,18,30,0,0,4,0,0,0,0,0,0,0,53.8,vs PHI,1232182,-1.5,-115,228.5,115.0,
1472491,Tyrese Maxey,PG,PHI,10500,51.36,51.75,0,19,30,62.84,33.07,1,88,10.1,49.65,170,139,5,0,55.9,@DET,1186160,1.5,-105,228.5,113.5,
1472492,LaMelo Ball,PG,CHA,9800,43.41,36.25,0,29,30,59.89,32.71,1,87,2.1,42.22,679,113,7,0,52.6,@MIL,1257420,9.5,300,237.5,114.0,
1472493,Anthony Davis,PF,DAL,9800,0,0,0,11,30,0,0,4,0,0,0,0,0,0,0,42.9,vs LAC,603096,2.5,130,221.5,109.5,
1472494,James Harden,PG,LAC,9600,49.19,87,0,23,30,55.5,33.78,1,88,6.7,48.59,220,132,9,0,46.8,@DAL,395388,-2.5,-155,221.5,112.0,
1472495,Alperen Sengun,C,HOU,9500,46.98,66.5,0,20,30,57.2,41.37,1,89,6.2,46.79,231,136,6,0,49.3,vs POR,1323508,-7.5,-310,236.5,122.0,
1472496,Karl-Anthony Towns,PF,NYK,9400,47.23,65.25,0,10,30,53.48,35.58,1,88,18.5,51.21,77,149,3,0,45.7,vs MIA,837030,-6.5,-250,240.5,123.5,
1472497,LeBron James,PF,LAL,9300,0,0,0,28,30,0,0,4,0,0,0,0,0,0,0,0,@NOP,214152,-9.5,-470,227.5,118.5,
1472498,Paolo Banchero,PF,ORL,9200,0,0,0,27,30,0,0,4,0,0,0,0,0,0,0,41.7,vs BKN,1323993,-14.5,-950,224.5,119.5,
1472499,Kawhi Leonard,SF,LAC,9100,0,0,0,6,30,0,0,4,0,0,0,0,0,0,0,43.5,@DAL,512591,-2.5,-155,221.5,112.0,
1472500,Deni Avdija,PF,POR,9000,42.52,39.5,0,17,30,59.46,36.79,1,86,3.8,42.51,342,118,3,0,43.8,@HOU,1257422,7.5,250,236.5,114.5,
1472501,Zion Williamson,PF,NOP,8900,0,0,0,2,30,0,0,4,0,0,0,0,0,0,0,41.2,vs LAL,1132025,9.5,360,227.5,109.0,
1472502,Anthony Edwards,SG,MIN,8900,43.73,44,0,19,30,56.55,29.83,1,89,20.8,47.37,63,138,-2,0,40.8,vs SAC,1175367,-11.5,-600,240.5,126.0,
1472503,Jalen Brunson,PG,NYK,8800,0,0,0,23,30,0,0,4,0,0,0,0,0,0,0,44.2,vs MIA,887914,-6.5,-250,240.5,123.5,
1472504,Miles Bridges,PF,CHA,8700,42.73,48.25,0,19,30,48.67,26.05,1,88,5.7,39.48,200,108,9,0,40.1,@MIL,957479,9.5,300,237.5,114.0,
1472505,Domantas Sabonis,C,SAC,8600,38.91,55.25,0,2,30,51.42,33.55,1,92,1.4,42.32,570,112,1,0,38.8,@MIN,850111,11.5,440,240.5,114.5,
1472506,Franz Wagner,SF,ORL,8500,38.59,40,0,13,30,48.33,32.73,1,90,20,43.6,56,131,4,0,39.3,vs BKN,1178131,-14.5,-950,224.5,119.5,
1472507,Jalen Duren,C,DET,8300,0,0,0,28,30,0,0,4,0,0,0,0,0,0,0,41.1,vs PHI,1344765,-1.5,-115,228.5,115.0,
1472508,Julius Randle,PF,MIN,8300,44.72,50.75,0,27,30,52.23,31.21,1,89,6.5,42.51,178,119,3,0,47.2,vs SAC,786412,-11.5,-600,240.5,126.0,
1472509,Tyler Herro,PG/SG,MIA,8300,0,0,0,11,30,0,0,4,0,0,0,0,0,0,0,0,@NYK,1134176,6.5,205,240.5,117.0,
1472510,Bam Adebayo,C,MIA,8200,0,0,0,15,30,0,0,4,0,0,0,0,0,0,0,37.6,@NYK,957486,6.5,205,240.5,117.0,
1472511,Kevin Durant,SF,HOU,8200,41.56,42.75,0,30,30,51.98,29.52,1,90,0.8,41.31,553,109,6,0,38.2,vs POR,329525,-7.5,-310,236.5,122.0,
1472512,Amen Thompson,PG,HOU,8100,39.51,31.5,0,14,30,46.11,25.08,1,86,7.1,38.85,142,103,3,0,36.6,vs POR,1429337,-7.5,-310,236.5,122.0,
1472513,Austin Reaves,PG/SG,LAL,8000,39.89,49.5,0,20,30,58.5,25.37,1,88,17.2,42.04,65,118,1,0,50.4,@NOP,953291,-9.5,-470,227.5,118.5,
1472514,Russell Westbrook,PG/SG,SAC,7900,32.15,49,0,27,30,44.78,12.15,1,85,9.8,34.13,90,80,4,0,33.5,@MIN,329830,11.5,440,240.5,114.5,
1472515,Michael Porter Jr.,SF,BKN,7800,36.74,53.25,0,28,30,44.12,18.47,1,87,8.2,35.37,111,92,7,0,38.6,@ORL,1061724,14.5,625,224.5,105.0,
1472516,Trey Murphy III,SG,NOP,7700,34.96,44.25,0,27,30,47.08,19.83,1,88,2.7,39.46,347,91,0,0,36.4,vs LAL,1134570,9.5,360,227.5,109.0,
1472517,Joel Embiid,C,PHI,7600,0,0,0,6,30,0,0,4,0,0,0,0,0,0,0,35.6,@DET,794508,1.5,-105,228.5,113.5,
1472518,Zach LaVine,SG,SAC,7600,29.7,41,0,29,30,46.34,25.66,1,87,1.1,30.82,406,82,-2,0,33.3,@MIN,743777,11.5,440,240.5,114.5,
1472519,Jrue Holiday,PG,POR,7500,36.99,31.5,0,21,30,45.83,21.14,1,86,3,35.86,297,90,11,0,40.3,@HOU,457576,7.5,250,236.5,114.5,
1472520,Cooper Flagg,SG,DAL,7500,38.42,22.25,0,15,30,43.03,22.02,1,77,9,34.52,97,92,-1,0,32.5,vs LAC,1519128,2.5,130,221.5,109.5,
1472521,Paul George,PF,PHI,7400,0,0,0,5,30,0,0,4,0,0,0,0,0,0,0,0,@DET,469218,1.5,-105,228.5,113.5,
1472522,Jaime Jaquez Jr.,SG/SF,MIA,7400,29.89,44.75,0,11,30,44.38,10,2,82,6,32.81,132,70,5,0,35.4,@NYK,1176708,6.5,205,240.5,117.0,
1472523,DeMar DeRozan,SF,SAC,7400,32.09,21.25,0,29,30,41.95,20.55,1,88,1.4,29.78,384,79,0,0,30.7,@MIN,457594,11.5,440,240.5,114.5,
1472524,Cam Thomas,PG,BKN,7200,0,0,0,2,30,0,0,4,0,0,0,0,0,0,0,28.3,@ORL,1232020,14.5,625,224.5,105.0,
