LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1461526,Nikola Jokic,C,DEN,12000,61.9,59,0,17,30,73.86,47.7,1,92,19.3,60.79,122,195,2,0,63.6,@POR,830650,-5.5,-238,239.5,122.5,
1461527,Luka Doncic,PG,LAL,11500,54.59,70,0,24,30,67.92,42.95,1,91,19.6,55.11,104,174,6,0,77.9,@MEM,1121277,-1.5,-125,238.5,120.0,
1461528,Austin Reaves,SG,LAL,10000,46.32,34,0,5,30,58.96,26.85,1,88,5.3,41.93,278,114,3,0,60.3,@MEM,953291,-1.5,-125,238.5,120.0,
1461529,Tyrese Maxey,PG,PHI,9800,48.41,66,0,2,30,60.47,27.62,1,88,5.9,44.88,255,120,2,0,59.7,vs BOS,1186160,1.5,-105,234.5,116.5,
1461530,Ja Morant,PG,MEM,9600,41.19,21.25,0,17,30,49.47,30.5,1,88,7.2,42.4,177,115,3,0,39.2,vs LAL,1065906,1.5,105,238.5,118.5,
1461531,LeBron James,PF,LAL,9500,0,0,0,21,30,0,0,4,0,0,0,0,0,0,0,0,@MEM,214152,-1.5,-125,238.5,120.0,
1461532,Devin Booker,PG,PHX,9400,47.18,61.5,0,10,30,52.64,30.64,1,89,21.7,49.72,65,147,6,0,44.1,vs UTA,845564,-3.5,-155,238.5,121.0,
1461533,Pascal Siakam,PF,IND,9300,47.2,31.75,0,30,30,55.17,32.61,1,88,12.6,48.6,111,136,2,0,52.8,vs ATL,853408,2.5,114,232.5,115.0,
1461534,Zion Williamson,PF,NOP,9200,40.98,39.5,0,6,30,58.01,33.46,1,89,10.2,41.96,127,121,-4,0,42.1,@LAC,1132025,10.5,400,223.5,106.5,
1461535,Trae Young,PG,ATL,9100,0,0,0,6,30,0,0,4,0,0,0,0,0,0,0,34.1,@IND,1060978,-2.5,-135,232.5,117.5,
1461536,Josh Giddey,PG,CHI,9000,46.5,63.5,0,16,30,63.53,38.16,1,86,6.5,42.8,212,126,5,0,43.6,vs NYK,1323503,4.5,164,233.5,114.5,
1461537,Donovan Mitchell,SG,CLE,8900,0,0,0,17,30,0,0,4,0,0,0,0,0,0,0,40.5,vs TOR,879707,-4.5,-192,236.5,120.5,
1461538,Evan Mobley,PF,CLE,8700,49.91,51,0,7,30,54.89807208729062,28.92,1,88,31.4,50.91,43,160,3,0,44.2,vs TOR,1231862,-4.5,-192,236.5,120.5,
1461539,James Harden,PG,LAC,8700,42.36,56.75,0,7,30,60.98,36.83,1,88,5.7,42.98,223,121,1,0,42.2,vs NOP,395388,-10.5,-535,223.5,117.0,
1461540,Jaylen Brown,SF,BOS,8600,47,48.25,0,14,30,49.52,29.29,1,88,7.6,41.46,156,119,4,0,40.8,@PHI,883436,-1.5,-115,234.5,118.0,
1461541,Jalen Brunson,PG,NYK,8600,45.67,42.5,0,25,30,55.55,33.2,1,90,6.2,42.55,199,123,8,0,47,@CHI,887914,-4.5,-198,233.5,119.0,
