LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1470282,Shai Gilgeous-Alexander,PG,OKC,10800,53.52,60.75,0,20,30,63.09,39.81,1,92,16.8,50.4,107,161,2,0,53.3,vs GSW,1067856,-8.5,-340,227.5,118.0,
1470283,Tyrese Maxey,PG,PHI,10300,49.5,44.25,0,8,30,62.57,32.21,1,88,4.8,48.95,346,129,1,0,57,vs BOS,1186160,1.5,105,230.5,114.5,
1470284,Pascal Siakam,PF,IND,9800,44,41.25,0,16,30,55.15,32.38,1,88,10.4,47.25,138,128,7,0,46.3,@UTA,853408,-2.5,-135,233.5,118.0,
1470285,Karl-Anthony Towns,PF,NYK,9000,42.72,55.25,0,13,30,54.22,35.56,1,88,14.6,46.67,89,135,3,0,45.4,vs MEM,837030,-9.5,-425,232.5,121.0,
1470286,Jalen Brunson,PG,NYK,8900,42.39,54.75,0,16,30,53.15,32.97,1,90,5.9,41.43,207,117,7,0,43.1,vs MEM,887914,-9.5,-425,232.5,121.0,
1470287,Stephen Curry,PG,GSW,8800,36.66,14.25,0,1,30,56.06,27.47,1,88,13.5,40.01,87,111,2,0,42.7,@OKC,338365,8.5,270,227.5,109.5,
1470288,Jaylen Brown,SF,BOS,8500,39.09,38.5,0,23,30,50.77,30.7,1,88,30.9,42.77,37,139,9,0,41.6,@PHI,883436,-1.5,-125,230.5,116.0,
1470289,Scottie Barnes,PF,TOR,8400,40.25,40.75,0,6,30,54.12,26.07,1,89,12.2,41.95,94,115,3,0,43.1,@BKN,1251666,-10.5,-455,231.5,121.0,
1470290,Jimmy Butler,SG,GSW,8400,34.36,24.25,0,2,30,48.88,26.55,1,85,9.2,35.18,108,97,2,0,35.8,@OKC,458730,8.5,270,227.5,109.5,
1470291,Ja Morant,PG,MEM,8300,40.02,33.25,0,16,30,45.77,26.61,1,88,21.5,41.65,49,124,1,0,37.3,@NYK,1065906,9.5,330,232.5,111.5,
1470292,Lauri Markkanen,PF,UTA,8000,39.84,46.25,0,18,30,50.11,20.3,1,88,4.6,38.56,224,97,4,0,42.3,vs IND,949131,2.5,114,233.5,115.5,
1470293,Jonathan Kuminga,SF,GSW,8000,24.95,22.25,0,2,30,39.64,18.61,1,83,1.6,29.77,377,68,1,0,29.4,@OKC,1271708,8.5,270,227.5,109.5,
1470294,Jalen Williams,SF,OKC,7900,0,0,0,7,30,0,0,4,0,0,0,0,0,0,0,0,vs GSW,1182404,-8.5,-340,227.5,118.0,
1470295,Chet Holmgren,PF,OKC,7700,35.32,43.25,0,21,30,44.86,22.45,1,86,9.6,34.58,92,94,-1,0,37.4,vs GSW,1343009,-8.5,-340,227.5,118.0,
1470296,Brandon Ingram,SF,TOR,7600,37.28,41.75,0,8,30,47.7,27.36,1,88,8.8,36.4,105,103,3,0,37,@BKN,887665,-10.5,-455,231.5,121.0,
1470297,Joel Embiid,C,PHI,7600,0,0,0,20,30,0,0,4,0,0,0,0,0,0,0,35.6,vs BOS,794508,1.5,105,230.5,114.5,
1470298,Jaren Jackson Jr.,PF,MEM,7500,31.85,29.5,0,24,30,37.86,21.8,1,87,3,30.73,251,81,0,0,29.9,@NYK,1078662,9.5,330,232.5,111.5,
