LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1468600,Shai Gilgeous-Alexander,PG,OKC,10900,49.31,0,0,14,30,63.52,39.89,1,92,10.6,51.21,169,149,1,0,52.9,@MEM,1067856,-10.5,-520,230.5,120.5,
1468601,Cade Cunningham,PG,DET,10500,52.68,0,0,7,30,62.84,41.76,1,89,12.7,51.22,138,155,5,0,49.6,@PHI,1232182,-4.5,-180,234.5,119.5,
1468602,Tyrese Maxey,PG,PHI,10200,51.39,0,0,16,30,62.03,27.9,1,88,18.9,47.1,87,141,-1,0,57.5,vs DET,1186160,4.5,150,234.5,115.0,
1468603,Paolo Banchero,PF,ORL,9200,41.44,0,0,9,30,55.33,34.23,1,89,11.9,43.34,108,126,-3,0,44.5,vs BOS,1323993,-3.5,-155,227.5,115.5,
1468604,Jalen Brunson,PG,NYK,8900,42.57,0,0,4,30,53.1,33.37,1,90,16.1,42.56,76,131,-4,0,44.9,vs BKN,887914,-15.5,-1200,226.5,121.0,
1468605,Ja Morant,PG,MEM,8800,40.83,0,0,1,30,47.2,27.67,1,88,15.1,40.68,75,118,-5,0,38.3,vs OKC,1065906,10.5,390,230.5,110.0,
1468606,Karl-Anthony Towns,PF,NYK,8700,45.22,0,0,19,30,53.43,34.1,1,88,8.3,46.36,152,128,2,0,44.8,vs BKN,837030,-15.5,-1200,226.5,121.0,
1468607,Jaylen Brown,SF,BOS,8200,42.53,0,0,27,30,50.84,30.82,1,88,36.1,40.53,30,146,7,0,42,@ORL,883436,3.5,130,227.5,112.0,
1468608,Jalen Duren,C,DET,7900,44.89,0,0,26,30,48.39,22.39,1,86,45.7,41.61,23,148,8,0,39.7,@PHI,1344765,-4.5,-180,234.5,119.5,
1468609,Jalen Williams,SF,OKC,7900,0,0,0,18,30,0,0,4,0,0,0,0,0,0,0,0,@MEM,1182404,-10.5,-520,230.5,120.5,
1468610,Franz Wagner,SF,ORL,7900,37.86,0,0,24,30,46.54,32.37,1,90,13.7,35.55,69,114,-2,0,37.2,vs BOS,1178131,-3.5,-155,227.5,115.5,
1468611,Chet Holmgren,PF,OKC,7800,35.34,0,0,12,30,44.37,21.26,1,85,15.8,35.77,57,99,0,0,37.8,@MEM,1343009,-10.5,-520,230.5,120.5,
1468612,Jaren Jackson Jr.,PF,MEM,7700,33.43,0,0,25,30,37.88,21.81,1,87,7.9,29.98,99,86,0,0,29.5,vs OKC,1078662,10.5,390,230.5,110.0,
1468613,Joel Embiid,C,PHI,7600,0,0,0,4,30,0,0,4,0,0,0,0,0,0,0,35.6,vs DET,794508,4.5,150,234.5,115.0,
1468614,Paul George,PF,PHI,7400,0,0,0,5,30,0,0,4,0,0,0,0,0,0,0,0,vs DET,469218,4.5,150,234.5,115.0,
1468615,VJ Edgecombe,SG,PHI,7300,33.86,0,0,8,30,44.39,25.38,1,76,12.7,33.52,64,92,4,0,34.9,vs DET,1519361,4.5,150,234.5,115.0,
1468616,Michael Porter Jr.,SF,BKN,7200,38.69,0,0,29,30,43.05,15.48,1,87,28.1,36.78,30,109,-4,0,39.9,@NYK,1061724,15.5,750,226.5,105.5,
1468617,Cam Thomas,PG,BKN,7100,0,0,0,10,30,0,0,4,0,0,0,0,0,0,0,28.3,@NYK,1232020,15.5,750,226.5,105.5,
1468618,Derrick White,PG,BOS,7000,35.48,0,0,28,30,43.79,25.12,1,88,13.3,33.63,59,100,9,0,33.5,@ORL,796009,3.5,130,227.5,112.0,
1468619,Isaiah Hartenstein,C,OKC,6900,33.54,0,0,12,30,43.51,16.11,1,87,11.2,32.23,67,85,3,0,36.8,@MEM,1057004,-10.5,-520,230.5,120.5,
1468620,Ausar Thompson,SF,DET,6600,31.79,0,0,21,30,38.22,17.44,1,86,13.4,34.14,51,88,11,0,32.1,@PHI,1429338,-4.5,-180,234.5,119.5,
1468621,OG Anunoby,SF,NYK,6400,35.34,0,0,5,30,44.1,25.09,1,86,25.7,31.9,28,108,2,0,36.3,vs BKN,900535,-15.5,-1200,226.5,121.0,
1468622,Payton Pritchard,PG/SG,BOS,6400,32.51,0,0,23,30,36.13,20.28,1,79,9.1,30.8,70,82,15,0,31.5,@ORL,945610,3.5,130,227.5,112.0,
1468623,Mikal Bridges,SG,NYK,6300,33.51,0,0,12,30,40.14,24.08,1,87,5.9,29.77,110,87,2,0,35.8,vs BKN,846400,-15.5,-1200,226.5,121.0,
1468624,Kelly Oubre Jr.,SF,PHI,6300,30.48,0,0,26,30,42.54,22.77,1,87,13.4,29.36,48,88,0,0,33.2,vs DET,843271,4.5,150,234.5,115.0,
1468625,Quentin Grimes,PG/SG,PHI,6200,28.94,0,0,6,30,46.76,23.43,2,82,27.9,29.92,24,96,2,0,32.1,vs DET,1132827,4.5,150,234.5,115.0,
1468626,Desmond Bane,SG,ORL,6200,30.37,0,0,8,30,42.32,19.64,1,87,5.9,31.56,110,81,-2,0,27.3,vs BOS,944263,-3.5,-155,227.5,115.5,
1468627,Nic Claxton,C,BKN,6100,29.72,0,0,1,30,41.45,17.92,1,88,10.2,31.44,61,82,-3,0,32.8,@NYK,1061682,15.5,750,226.5,105.5,
1468628,Aaron Wiggins,SF/PF,OKC,6000,0,0,0,18,30,0,0,4,0,0,0,0,0,0,0,26,@MEM,1133788,-10.5,-520,230.5,120.5,
1468629,Ajay Mitchell,PG,OKC,5900,24.65,0,0,18,30,35.94,7.88,1,78,14,28.66,38,62,5,0,31.4,@MEM,1340238,-10.5,-520,230.5,120.5,
1468630,Zach Edey,C,MEM,5900,0,0,0,3,30,0,0,4,0,0,0,0,0,0,0,0,vs OKC,1231414,10.5,390,230.5,110.0,
1468631,Santi Aldama,PF/C,MEM,5900,27.56,0,0,25,30,33.08,18.33,2,82,4.9,28.56,107,71,-2,0,26.6,vs OKC,1177024,10.5,390,230.5,110.0,
1468632,Isaiah Stewart,PF/C,DET,5900,0,0,0,30,30,0,0,4,0,0,0,0,0,0,0,26.5,@PHI,1177050,-4.5,-180,234.5,119.5,
1468633,Tobias Harris,PF,DET,5800,0,0,0,18,30,0,0,4,0,0,0,0,0,0,0,27.3,@PHI,552523,-4.5,-180,234.5,119.5,
1468634,Jared McCain,PG/SG,PHI,5800,5.78,0,0,6,30,41.82,4.62,2,81,2.2,9.66,151,19,2,0,4.3,vs DET,1458807,4.5,150,234.5,115.0,
1468635,Cedric Coward,SG/SF,MEM,5500,26.18,0,0,13,30,37.43,21.57,2,85,17.3,25.26,28,79,0,0,29.5,vs OKC,1351367,10.5,390,230.5,110.0,
1468636,Ty Jerome,PG,MEM,5500,0,0,0,28,30,0,0,4,0,0,0,0,0,0,0,0,vs OKC,942866,10.5,390,230.5,110.0,
1468637,Wendell Carter Jr.,C,ORL,5400,26.47,0,0,21,30,33.88,19.27,1,84,1.1,27.84,238,69,-2,0,26.9,vs BOS,1060912,-3.5,-155,227.5,115.5,
1468638,Josh Hart,SF/PF,NYK,5300,27.93,0,0,28,30,36.81,17.04,2,86,16.8,26.11,29,77,6,0,22.9,vs BKN,741892,-15.5,-1200,226.5,121.0,
1468639,Cason Wallace,PG/SG,OKC,5000,24.22,0,0,5,30,29.08,12.23,1,84,12.5,23.82,31,62,0,0,25.1,@MEM,1408195,-10.5,-520,230.5,120.5,
1468640,Duncan Robinson,SG,DET,5000,22.56,0,0,22,30,23.79,5.08,1,77,3.8,22.64,91,46,5,0,19.1,@PHI,854591,-4.5,-180,234.5,119.5,
1468641,Luguentz Dort,SG/SF,OKC,4900,0,0,0,18,30,0,0,4,0,0,0,0,0,0,0,17.9,@MEM,1134693,-10.5,-520,230.5,120.5,
1468642,Terance Mann,PG,BKN,4900,23.25,0,0,4,30,28.23,10.49,1,81,14.7,22.7,25,59,7,0,22.5,@NYK,879504,15.5,750,226.5,105.5,
1468643,Ronald Holland II,SF/PF,DET,4900,25.24,0,0,16,30,27.764,3.93,1,78,16.9,25.02,23,56,5,0,21.1,@PHI,1501942,-4.5,-180,234.5,119.5,
1468644,Andre Drummond,C,PHI,4900,21.3,0,0,4,30,35.07,11.03,2,79,10.9,22.98,36,55,1,0,19.7,vs DET,614746,4.5,150,234.5,115.0,
1468645,Jalen Suggs,PG,ORL,4800,24.01,0,0,8,30,35.4,14.07,1,84,6.6,20.3,58,57,-4,0,24.8,vs BOS,1241585,-3.5,-155,227.5,115.5,
