LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1455704,Victor Wembanyama,C,SAS,11300,56.46,67.25,0,10,30,62.89,42.86,1,89,7.8,55.79,254,158,0,0,54.3,@NOP,1373356,-4.5,-175,234.5,119.5,
1455705,Cade Cunningham,PG,DET,10000,53.21,42.75,0,26,30,62.18,43.64,1,89,6.1,47.65,267,145,4,0,51.1,@HOU,1232182,6.5,205,227.5,110.5,
1455706,Anthony Davis,PF/C,DAL,9800,49.4,56.25,0,27,30,65.96,28.79,1,90,32.6,51.72,50,164,9,0,51.6,vs WAS,603096,-9.5,-455,228.5,119.0,
1455707,Trae Young,PG,ATL,9600,42.17,41.25,0,13,30,58.69,40.87,1,90,4.3,43.69,323,126,0,0,48.3,@ORL,1060978,5.5,185,235.5,115.0,
1455708,Alperen Sengun,PF/C,HOU,9400,44.24,40.75,0,22,30,56.21,35.73,1,89,9.9,44.33,138,129,7,0,43.5,vs DET,1323508,-6.5,-250,227.5,117.0,
1455709,Zion Williamson,PF,NOP,9300,46.44,55.5,0,21,30,57.1,35.37,1,89,22.2,48.68,64,151,-1,0,44.9,vs SAS,1132025,4.5,145,234.5,115.0,
1455710,Kevin Durant,SG/SF,HOU,9200,43.02,51.75,0,29,30,54.79,30.83,1,90,10.7,41.97,120,122,5,0,44.4,vs DET,329525,-6.5,-250,227.5,117.0,
1455711,Donovan Mitchell,PG/SG,CLE,9100,44.7,52.5,0,18,30,63.49,32.76,1,87,20.9,45.86,67,139,-2,0,41.6,@BKN,879707,-11.5,-650,230.5,121.0,
1455712,Ja Morant,PG,MEM,8900,44.26,22,0,23,30,54.09,33.47,1,88,9.9,42.74,127,124,1,0,41,vs MIA,1065906,-3.5,-155,232.5,118.0,
1455713,Tyler Herro,PG,MIA,8800,0,0,0,12,30,0,0,4,0,0,0,0,0,0,0,40.9,@MEM,1134176,3.5,130,232.5,114.5,
1455714,Karl-Anthony Towns,PF/C,NYK,8700,41.33,51.75,0,24,30,47.95,33.89,1,88,11.6,43.02,99,124,-2,0,47.7,vs BOS,837030,-4.5,-185,231.5,118.0,
1455715,Jaylen Brown,SF,BOS,8600,38.35,32.5,0,10,30,47.96,25.57,1,88,3.8,42.18,291,104,-3,0,39,@NYK,883436,4.5,154,231.5,113.5,
1455716,Paolo Banchero,PF,ORL,8500,45.03,18.5,0,30,30,57.46,37.17,1,89,5.1,42.9,242,124,6,0,45.3,vs ATL,1323993,-5.5,-225,235.5,120.5,
1455717,Evan Mobley,PF/C,CLE,8400,41.93,33.5,0,3,30,49.52,26.45,1,88,29.7,46.12,39,140,-3,0,39.6,@BKN,1231862,-11.5,-650,230.5,121.0,
1455718,Jalen Brunson,PG,NYK,8400,38.21,43.25,0,2,30,55.81,31.81,1,90,7,39.67,160,111,-3,0,43.5,vs BOS,887914,-4.5,-185,231.5,118.0,
1455719,Jalen Johnson,SF/PF,ATL,8300,38.93,24,0,2,30,54.85,29.74,1,87,7.8,41.14,144,111,0,0,44.1,@ORL,1230356,5.5,185,235.5,115.0,
1455720,Jaren Jackson Jr.,PF/C,MEM,8200,37.03,27.25,0,5,30,42.56,24.41,1,87,1.6,35.93,474,93,-3,0,37.3,vs MIA,1078662,-3.5,-155,232.5,118.0,
1455721,Bam Adebayo,PF/C,MIA,8100,42.25,39.75,0,19,30,51.81,34.06,1,88,10.3,43.1,108,124,8,0,40.8,@MEM,957486,3.5,130,232.5,114.5,
1455722,Darius Garland,PG,CLE,8000,0,0,0,24,30,0,0,4,0,0,0,0,0,0,0,36.8,@BKN,1134262,-11.5,-650,230.5,121.0,
1455723,Derrick White,PG,BOS,7900,33.36,31,0,27,30,45.16,26.9,1,88,2.4,37.98,384,95,0,0,34.3,@NYK,796009,4.5,154,231.5,113.5,
1455724,Amen Thompson,PG/SG,HOU,7700,36.51,15.5,0,22,30,43.36,26.61,1,86,6.5,36.43,138,99,-1,0,35,vs DET,1429337,-6.5,-250,227.5,117.0,
1455725,Franz Wagner,SF,ORL,7600,39.33,38.5,0,17,30,48.25,35.19,1,90,13.9,38.76,69,123,2,0,41.5,vs ATL,1178131,-5.5,-225,235.5,120.5,
1455726,Norman Powell,SG,MIA,7500,30.46,28,0,2,30,37.02,16.26,1,85,1.6,33.32,378,76,4,0,31.5,@MEM,609861,3.5,130,232.5,114.5,
1455727,Cam Thomas,SG,BKN,7400,32.84,49,0,22,30,44.89,23.86,1,80,12,32.84,68,90,-1,0,35.3,vs CLE,1232020,11.5,470,230.5,109.5,
1455728,Jalen Duren,C,DET,7400,33,17,0,3,30,45.73,23.95,1,86,1.4,31.54,408,84,1,0,32.4,@HOU,1344765,6.5,205,227.5,110.5,
1455729,Alexandre Sarr,C,WAS,7300,30.82,38.75,0,18,30,38.86,20.76,1,86,1.6,30.6,366,78,3,0,29.2,@DAL,1429349,9.5,350,228.5,109.5,
1455730,Ty Jerome,PG,MEM,7200,0,0,0,7,30,0,0,4,0,0,0,0,0,0,0,23,vs MIA,942866,-3.5,-155,232.5,118.0,
1455731,Kristaps Porzingis,PF/C,ATL,7200,0,0,0,9,30,0,0,4,0,0,0,0,0,0,0,32.5,@ORL,877869,5.5,185,235.5,115.0,
1455732,De'Aaron Fox,PG,SAS,7200,0,0,0,2,30,0,0,4,0,0,0,0,0,0,0,42.5,@NOP,957489,-4.5,-175,234.5,119.5,
1455733,Cooper Flagg,PG/SF,DAL,7100,32.19,35.75,0,11,30,35.41230000000001,24.5,1,37,14,35.84,53,72,-1,0,0,vs WAS,1519128,-9.5,-455,228.5,119.0,
1455734,Santi Aldama,SF/PF,MEM,7100,26.16,25,0,16,30,31.36,16.67,2,81,1.6,26.59,299,64,-1,0,27.6,vs MIA,1177024,-3.5,-155,232.5,118.0,
1455735,Jordan Poole,PG/SG,NOP,7000,33.13,35.5,0,14,30,36.33,19.04,1,83,0.6,32.52,357,79,1,0,34.4,vs SAS,1067671,4.5,145,234.5,115.0,
1455736,Desmond Bane,SG,ORL,6900,36.05,30.25,0,12,30,49.26,24.02,1,88,10.7,35.66,78,100,3,0,38,vs ATL,944263,-5.5,-225,235.5,120.5,
