LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1460064,Nikola Jokic,C,DEN,11500,65.73,59,0,12,30,74.27,48.05,1,92,32.5,63.14,72,225,1,0,65.2,vs NOP,830650,-11.5,-625,240.5,126.0,
1460065,Anthony Davis,PF,DAL,10100,50.26,10,0,4,30,61.82,28.87,1,90,26.2,52.78,64,158,3,0,51.1,vs IND,603096,-5.5,-230,229.5,117.5,
1460066,Cade Cunningham,PG,DET,9900,45.27,66.5,0,16,30,61.31,40.78,1,89,2.9,48.6,530,131,8,0,39.3,vs ORL,1232182,1.5,105,227.5,113.0,
1460067,Zion Williamson,PF,NOP,9700,46.84,16.5,0,25,30,57.32,35.4,1,89,11.2,44.61,129,133,1,0,54.9,@DEN,1132025,11.5,455,240.5,114.5,
1460068,Donovan Mitchell,SG,CLE,9300,40.42,32,0,2,30,60.11,30.05,1,87,1.3,42.94,667,108,-3,0,42.6,@BOS,879707,-3.5,-166,233.5,118.5,
1460069,Trae Young,PG,ATL,9100,46.9,10.25,0,7,30,58.14,38.61,1,90,8.3,43.63,163,133,2,0,40.1,@BKN,1060978,-8.5,-340,239.5,124.0,
1460070,Domantas Sabonis,C,SAC,9000,43.05,43.75,0,16,30,52.38,36.09,1,92,3.8,46.82,337,126,2,0,36,@CHI,850111,4.5,160,238.5,117.0,
1460071,Josh Giddey,PG,CHI,8800,41.88,47.5,0,19,30,64.97,38.84,1,86,4,44.64,333,121,6,0,42.3,vs SAC,1323503,-4.5,-192,238.5,121.5,
1460072,Evan Mobley,PF,CLE,8700,45.64,45.75,0,21,30,51.39,28.83,1,88,7.8,42.33,155,118,-2,0,43.8,@BOS,1231862,-3.5,-166,233.5,118.5,
1460073,Deni Avdija,PF,POR,8500,41.91,38.75,0,8,30,61.83,35.61,1,85,6.2,41.32,199,117,1,0,39.6,@UTA,1257422,-3.5,-155,235.5,119.5,
1460074,Paolo Banchero,PF,ORL,8500,45.1,51.75,0,27,30,57.53,33.25,1,89,7.6,42.94,163,123,5,0,40.3,@DET,1323993,-1.5,-125,227.5,114.5,
1460075,Pascal Siakam,PF,IND,8400,48.42,52.75,0,23,30,54.04,31.68,1,88,30.5,45.99,41,155,2,0,52.8,@DAL,853408,5.5,190,229.5,112.0,
1460076,Jaylen Brown,SF,BOS,8400,40.91,47.25,0,22,30,49.04,25.39,1,88,11.4,41.42,97,113,4,0,39.2,vs CLE,883436,3.5,140,233.5,115.0,
1460077,Nikola Vucevic,C,CHI,8300,41.24,45,0,7,30,53.92,30.83,1,89,4.3,42.57,266,113,3,0,46.1,vs SAC,457598,-4.5,-192,238.5,121.5,
1460078,Jalen Johnson,PF,ATL,8200,34.68,40.75,0,2,30,53.84,27.97,1,87,3.8,37.75,273,97,-4,0,37.3,@BKN,1230356,-8.5,-340,239.5,124.0,
1460079,Derrick White,PG,BOS,8000,38.62,33.75,0,17,30,44.94,26.35,1,88,11.4,36.34,84,106,1,0,34.1,vs CLE,796009,3.5,140,233.5,115.0,
1460080,Darius Garland,PG,CLE,7900,0,0,0,3,30,0,0,4,0,0,0,0,0,0,0,0,@BOS,1134262,-3.5,-166,233.5,118.5,
1460081,DeMar DeRozan,PF,SAC,7800,38.76,33,0,9,30,48.56,26.44,1,88,6.5,32.87,144,98,6,0,35.9,@CHI,457594,4.5,160,238.5,117.0,
1460082,Jamal Murray,PG,DEN,7800,43.89,31.5,0,10,30,53.5,27.97,1,88,13.3,39.64,80,119,2,0,49.1,vs NOP,891352,-11.5,-625,240.5,126.0,
1460083,Lauri Markkanen,SF,UTA,7700,38.82,53.75,0,28,30,46.5,17.6,1,87,3,38.27,317,91,13,0,51.5,vs POR,949131,3.5,130,235.5,116.0,
1460084,Coby White,SG,CHI,7600,0,0,0,20,30,0,0,4,0,0,0,0,0,0,0,0,vs SAC,1138387,-4.5,-192,238.5,121.5,
1460085,Zach LaVine,SF,SAC,7600,34.01,42.25,0,4,30,45.83,25.07,1,87,6,33.89,144,92,2,0,35.8,@CHI,743777,4.5,160,238.5,117.0,
1460086,Franz Wagner,SF/PF,ORL,7500,34.98,36.75,0,7,30,46.3,33.86,1,90,6,36.1,147,106,3,0,36.4,@DET,1178131,-1.5,-125,227.5,114.5,
1460087,Trey Murphy III,SG,NOP,7400,32.18,17.75,0,17,30,43.03,20.03,1,88,4.1,33.38,196,84,4,0,33.2,@DEN,1134570,11.5,455,240.5,114.5,
1460088,Kristaps Porzingis,C,ATL,7000,35.36,38.5,0,28,30,38.89694585409736,10.17,1,85,6.6,33.82,115,78,5,0,35.1,@BKN,877869,-8.5,-340,239.5,124.0,
1460089,Jalen Duren,C,DET,6900,31.04,41.25,0,10,30,47,21.66,1,86,6.3,32.5,121,84,-1,0,30.4,vs ORL,1344765,1.5,105,227.5,113.0,
1460090,Shaedon Sharpe,SG,POR,6900,34.48,24.5,0,30,30,48.32,26.61,1,85,3.3,34.27,245,91,7,0,27.9,@UTA,1371494,-3.5,-155,235.5,119.5,
1460091,Cam Thomas,SG,BKN,6800,36.53,28,0,19,30,45.04,23.05,1,80,24.5,35.66,33,107,3,0,32.1,vs ATL,1232020,8.5,270,239.5,115.5,
