LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1472172,Pascal Siakam,PF,IND,9700,44.16,27.25,0,1,30,55.23,32.52,1,88,14.8,43.8,94,130,5,0,45.8,@PHX,853408,3.5,142,233.5,115.0,
1472173,Donovan Mitchell,SG,CLE,9500,44.21,51,0,22,30,63.97,33.87,1,87,14.8,45.94,99,133,-2,0,48.6,vs TOR,879707,-7.5,-290,237.5,122.5,
1472174,Devin Booker,PG,PHX,9300,43.67,50.75,0,23,30,54.41,33.77,1,89,32,48.77,43,157,0,0,45.4,vs IND,845564,-3.5,-170,233.5,118.5,
1472175,Trae Young,PG,ATL,9000,0,0,0,30,30,0,0,4,0,0,0,0,0,0,0,34.1,@UTA,1060978,-1.5,-125,234.5,118.0,
1472176,Evan Mobley,PF,CLE,8600,44.64,24.75,0,29,30,50.18,33.6,1,88,45.5,46.43,27,171,4,0,43.5,vs TOR,1231862,-7.5,-290,237.5,122.5,
1472177,Scottie Barnes,PF,TOR,8500,41.96,65.5,0,16,30,54.52,27.85,1,89,14.8,39.74,78,119,4,0,42.8,@CLE,1251666,7.5,235,237.5,115.0,
1472178,Jalen Johnson,PF,ATL,8300,41.51,92,0,17,30,50.27,27.17,1,87,28.3,44.56,40,136,0,0,41.4,@UTA,1230356,-1.5,-125,234.5,118.0,
1472179,Lauri Markkanen,PF,UTA,8100,39.05,54.75,0,22,30,51.26,23.24,1,88,18.2,38.4,57,112,14,0,42.7,vs ATL,949131,1.5,105,234.5,116.5,
1472180,Jalen Green,SG,PHX,7800,0,0,0,21,30,0,0,4,0,0,0,0,0,0,0,24,vs IND,1271706,-3.5,-170,233.5,118.5,
1472181,Brandon Ingram,SF,TOR,7700,35.19,23.75,0,9,30,46.22,27.4,1,88,13.9,35.64,65,105,7,0,37.4,@CLE,887665,7.5,235,237.5,115.0,
1472182,Dyson Daniels,PG,ATL,7300,31.92,11,0,30,30,40.66,23.03,1,86,27.4,36.38,29,108,5,0,29.9,@UTA,1357745,-1.5,-125,234.5,118.0,
1472183,Keyonte George,PG,UTA,7300,33.58,39,0,10,30,44.86,29.3,1,86,15.6,34.29,53,104,10,0,38.6,vs ATL,1408151,1.5,105,234.5,116.5,
1472184,Darius Garland,PG,CLE,7200,0,0,0,23,30,0,0,4,0,0,0,0,0,0,0,26.6,vs TOR,1134262,-7.5,-290,237.5,122.5,
1472185,RJ Barrett,SG,TOR,7100,35.73,27.75,0,26,30,41.99,25.01,1,87,15.7,33.82,50,102,8,0,34.4,@CLE,1132031,7.5,235,237.5,115.0,
1472186,Kristaps Porzingis,C,ATL,7000,0,0,0,23,30,0,0,4,0,0,0,0,0,0,0,34.9,@UTA,877869,-1.5,-125,234.5,118.0,
1472187,Immanuel Quickley,PG,TOR,6900,29.15,36.75,0,3,30,42.71,24.04,1,87,9.6,31.72,74,87,6,0,33.6,@CLE,1134175,7.5,235,237.5,115.0,
1472188,Grayson Allen,SG/SF,PHX,6800,32.25,18.75,0,1,30,43.21,21.1,1,84,16,31.72,46,91,3,0,34.9,vs IND,842296,-3.5,-170,233.5,118.5,
1472189,De'Andre Hunter,SF,CLE,6700,28.86,30,0,4,30,35.98,18.18,1,86,14.1,30.67,45,82,3,0,32.2,vs TOR,942857,-7.5,-290,237.5,122.5,
1472190,Andrew Nembhard,PG,IND,6600,28.39,34.5,0,9,30,34.26,14.77,1,84,15.2,33.08,42,81,0,0,28.4,@PHX,1134158,3.5,142,233.5,115.0,
1472191,Jusuf Nurkic,C,UTA,6500,32.1,45.5,0,13,30,34.94,19.97,1,82,14.7,34.46,45,90,3,0,25.8,vs ATL,830642,1.5,105,234.5,116.5,
1472192,Jarrett Allen,C,CLE,6400,36.26,19,0,29,30,45.32,18.68,1,86,20.4,34.23,36,100,5,0,33.3,vs TOR,956574,-7.5,-290,237.5,122.5,
1472193,Mark Williams,C,PHX,6300,0,0,0,12,30,0,0,4,0,0,0,0,0,0,0,28.9,vs IND,1230361,-3.5,-170,233.5,118.5,
1472194,Bennedict Mathurin,SG,IND,6200,0,0,0,8,30,0,0,4,0,0,0,0,0,0,0,44.3,@PHX,1239596,3.5,142,233.5,115.0,
1472195,Onyeka Okongwu,C,ATL,6200,36.84,62.25,0,28,30,41.03,21.75,1,87,46.8,37.42,15,132,9,0,30.3,@UTA,1185367,-1.5,-125,234.5,118.0,
1472196,Dillon Brooks,SF/PF,PHX,6200,25.93,35.75,0,15,30,32.49,16.85,1,83,16.2,27.74,33,75,4,0,30.8,vs IND,854601,-3.5,-170,233.5,118.5,
1472197,Aaron Nesmith,SF,IND,6100,30.79,17.75,0,23,30,33.66,16.37,1,83,19.1,29.37,30,83,2,0,27.5,@PHX,1134264,3.5,142,233.5,115.0,
1472198,Max Strus,SF,CLE,6000,0,0,0,12,30,0,0,4,0,0,0,0,0,0,0,0,vs TOR,936502,-7.5,-290,237.5,122.5,
1472199,Nickeil Alexander-Walker,SG,ATL,6000,30.38,33.5,0,30,30,34.76,15.24,1,80,23.9,29.15,24,83,5,0,28.9,@UTA,1067668,-1.5,-125,234.5,118.0,
1472200,Jarace Walker,SF/PF,IND,5800,17.38,11.5,0,15,30,29.98,7.02,2,66,4,21.99,101,40,5,0,24.5,@PHX,1402709,3.5,142,233.5,115.0,
1472201,Jakob Poeltl,C,TOR,5500,27.52,37.25,0,9,30,40.04,18.4,1,85,20.1,28.97,26,83,4,0,21.8,@CLE,844478,7.5,235,237.5,115.0,
1472202,Quenton Jackson,PG/SG,IND,5400,0,0,0,8,30,0,0,4,0,0,0,0,0,0,0,24.2,@PHX,1195699,3.5,142,233.5,115.0,
1472203,Royce O'Neale,SF/PF,PHX,5400,25.77,13.25,0,15,30,36.02,13.95,1,83,31.9,27.55,15,81,7,0,29,vs IND,604479,-3.5,-170,233.5,118.5,
1472204,Isaiah Collier,PG,UTA,5300,21.13,28.25,0,1,30,39.37,20.26,2,85,8.9,21.83,49,64,2,0,24.1,vs ATL,1463591,1.5,105,234.5,116.5,
1472205,Obi Toppin,PF/C,IND,5200,0,0,0,15,30,0,0,4,0,0,0,0,0,0,0,26.3,@PHX,1076274,3.5,142,233.5,115.0,
