LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1475636,Victor Wembanyama,C,SAS,11900,0,0,0,7,30,0,0,4,0,0,0,0,0,0,0,58.1,vs MEM,1373356,-6.5,-230,234.5,120.5,
1475637,Cade Cunningham,PG,DET,11000,44.55,52,0,10,30,68.9,39.82,1,90,10.1,48.54,176,139,5,0,53.8,@ATL,1232182,-1.5,-122,227.5,114.5,
1475638,Jalen Johnson,PF,ATL,9500,48.63,56,0,7,30,60.45,26.12,1,87,19.2,48.2,78,137,-1,0,47.3,vs DET,1230356,1.5,102,227.5,113.0,
1475639,Stephen Curry,PG,GSW,9300,42.79,58.25,0,14,30,57.96,23.33,1,88,15.2,41.48,87,117,5,0,42,@ORL,338365,-2.5,-142,223.5,113.0,
1475640,Paolo Banchero,PF,ORL,9200,0,0,0,1,30,0,0,4,0,0,0,0,0,0,0,41.7,vs GSW,1323993,2.5,120,223.5,110.5,
1475641,Trae Young,PG,ATL,9000,0,0,0,7,30,0,0,4,0,0,0,0,0,0,0,34.1,vs DET,1060978,1.5,102,227.5,113.0,
1475642,Jaylen Brown,SF,BOS,8800,39.33,39.5,0,19,30,53.52,32.39,1,88,14.7,43.49,82,124,7,0,42.3,@BKN,883436,-11.5,-550,222.5,117.0,
1475643,Franz Wagner,SF,ORL,8700,43.02,36,0,6,30,46.41,33.22,1,90,12.6,42.76,91,127,6,0,39.8,vs GSW,1178131,2.5,120,223.5,110.5,
1475644,De'Aaron Fox,PG,SAS,8300,44.34,38.25,0,27,30,48.36,25.23,1,89,41.5,45.97,28,154,3,0,38.9,vs MEM,957489,-6.5,-230,234.5,120.5,
1475645,Ja Morant,PG,MEM,8200,0,0,0,6,30,0,0,4,0,0,0,0,0,0,0,34.8,@SAS,1065906,6.5,190,234.5,114.0,
1475646,Jimmy Butler,PF,GSW,8100,35.18,52.25,0,30,30,47.75,24.97,1,85,14.9,38.14,66,104,0,0,36.8,@ORL,458730,-2.5,-142,223.5,113.0,
1475647,Jalen Duren,C,DET,8000,39.51,43.5,0,9,30,51.8,28.45,1,87,12.7,40.21,83,114,4,0,42.3,@ATL,1344765,-1.5,-122,227.5,114.5,
1475648,Jaren Jackson Jr.,PF,MEM,8000,34.97,29.5,0,15,30,36.02,23.85,1,87,13.5,38.44,65,103,2,0,29.9,@SAS,1078662,6.5,190,234.5,114.0,
1475649,Stephon Castle,SG,SAS,7900,0,0,0,28,30,0,0,4,0,0,0,0,0,0,0,39.2,vs MEM,1461118,-6.5,-230,234.5,120.5,
1475650,Michael Porter Jr.,SF,BKN,7600,39.03,43,0,3,30,49.31,20.5,1,87,33.3,42.39,30,127,3,0,41.3,vs BOS,1061724,11.5,410,222.5,105.5,
1475651,Jonathan Kuminga,SF/PF,GSW,7500,0,0,0,10,30,0,0,4,0,0,0,0,0,0,0,26.9,@ORL,1271708,-2.5,-142,223.5,113.0,
1475652,Dyson Daniels,PG,ATL,7500,34.39,38.75,0,10,30,40.29,20.15,1,86,9.2,33.93,89,90,8,0,29.3,vs DET,1357745,1.5,102,227.5,113.0,
1475653,Desmond Bane,SG,ORL,7300,36.02,47.5,0,27,30,38.49,21.6,1,87,25.9,38.06,32,113,10,0,29.6,vs GSW,944263,2.5,120,223.5,110.5,
1475654,Onyeka Okongwu,C,ATL,7200,37.33,32.25,0,21,30,46.87,22.91,1,87,23.4,39.03,38,115,6,0,33.8,vs DET,1185367,1.5,102,227.5,113.0,
1475655,Derrick White,PG,BOS,7200,37.01,34.75,0,20,30,45.04,25.75,1,88,27.6,37.67,31,120,7,0,35.7,@BKN,796009,-11.5,-550,222.5,117.0,
1475656,Cam Thomas,PG,BKN,7200,0,0,0,5,30,0,0,4,0,0,0,0,0,0,0,28.3,vs BOS,1232020,11.5,410,222.5,105.5,
1475657,Kristaps Porzingis,C,ATL,6900,0,0,0,3,30,0,0,4,0,0,0,0,0,0,0,34.5,vs DET,877869,1.5,102,227.5,113.0,
1475658,Nickeil Alexander-Walker,SG,ATL,6800,29.58,32.75,0,10,30,36.79,19.92,1,80,9.2,30.43,72,79,2,0,30.4,vs DET,1067668,1.5,102,227.5,113.0,
1475659,Draymond Green,PF/C,GSW,6500,27.81,32,0,2,30,33.73,17.86,1,85,14.9,28.19,39,79,0,0,25.6,@ORL,468895,-2.5,-142,223.5,113.0,
1475660,Devin Vassell,SF,SAS,6500,31.69,29.75,0,6,30,33.41,16.74,1,86,11.5,34.42,56,86,-1,0,25,vs MEM,1132051,-6.5,-230,234.5,120.5,
1475661,Nic Claxton,C,BKN,6400,31.93,25.75,0,24,30,42.34,19.69,1,88,14.6,34.11,48,92,8,0,33.8,vs BOS,1061682,11.5,410,222.5,105.5,
1475662,Ausar Thompson,SF,DET,6400,19.15,16.5,0,17,30,38.77,18.2,2,86,15.5,26,35,68,4,0,32.1,@ATL,1429338,-1.5,-122,227.5,114.5,
1475663,Payton Pritchard,PG/SG,BOS,6300,28.37,44.5,0,3,30,39.29,21.78,1,79,16.9,31.45,37,85,0,0,31.2,@BKN,945610,-11.5,-550,222.5,117.0,
1475664,Cedric Coward,SG/SF,MEM,6300,23.34,36.75,0,24,30,36.2,21.98,1,88,11,26.1,49,75,-1,0,29.1,@SAS,1351367,6.5,190,234.5,114.0,
1475665,Brandin Podziemski,PG/SG,GSW,6200,23.33,13,0,3,30,35.39,18.8,2,83,3.7,25.87,142,65,-3,0,25.8,@ORL,1324108,-2.5,-142,223.5,113.0,
1475666,Jalen Suggs,PG,ORL,6100,27.96,35.75,0,20,30,35.73,13.87,1,84,5.7,28.84,99,69,10,0,27.2,vs GSW,1241585,2.5,120,223.5,110.5,
