LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1457536,Luka Doncic,PG,LAL,11800,0,0,0,10,30,0,0,4,0,0,0,0,0,0,0,77.9,@SAC,1121277,3.5,140,224.5,110.5,
1457537,Giannis Antetokounmpo,PF,MIL,11400,61.22,80,0,16,30,77.55,53.42,1,91,34,61.52,67,225,7,0,65.8,@CLE,739957,6.5,210,234.5,114.0,
1457538,Anthony Davis,PF/C,DAL,10000,55.03,52,0,6,30,66.71,29.32,1,90,30.9,51.91,56,169,3,0,52.3,vs TOR,603096,1.5,-105,232.5,115.5,
1457539,LeBron James,PF,LAL,9400,0,0,0,6,30,0,0,4,0,0,0,0,0,0,0,0,@SAC,214152,3.5,140,224.5,110.5,
1457540,Anthony Edwards,SG,MIN,9200,48.44,6.75,0,17,30,58.42,37.08,1,89,7.3,45.97,193,133,6,0,49.9,vs IND,1175367,-11.5,-625,228.5,120.0,
1457541,Donovan Mitchell,PG/SG,CLE,9100,44.1,33.75,0,19,30,62.4,32.54,1,87,7,45.97,198,123,3,0,49.5,vs MIL,879707,-6.5,-258,234.5,120.5,
1457542,LaMelo Ball,PG,CHA,9000,48.05,84.75,0,8,30,52.27,28.86,1,87,28.3,47.94,47,150,1,0,35,@WAS,1257420,1.5,105,240.5,119.5,
1457543,Domantas Sabonis,C,SAC,9000,38.51,39,0,7,30,55.06,32.03,1,92,3.5,47,362,117,1,0,29,vs LAL,850111,-3.5,-166,224.5,114.0,
1457544,James Harden,PG,LAC,8700,43.16,52,0,9,30,60.63,36.06,1,88,1.4,42.65,637,117,3,0,43.6,vs POR,395388,-8.5,-325,225.5,117.0,
1457545,Tyler Herro,PG,MIA,8600,0,0,0,3,30,0,0,4,0,0,0,0,0,0,0,0,vs NYK,1134176,3.5,136,230.5,113.5,
1457546,Evan Mobley,PF/C,CLE,8500,42.6,51.5,0,15,30,49.64,27.27,1,88,21.4,45.45,55,132,-1,0,39.3,vs MIL,1231862,-6.5,-258,234.5,120.5,
1457547,Karl-Anthony Towns,PF/C,NYK,8400,40.87,47.5,0,12,30,48.98,33.99,1,88,2.4,45.51,474,116,-1,0,44,@MIA,837030,-3.5,-162,230.5,117.0,
1457548,Pascal Siakam,PF,IND,8300,42.45,65.5,0,18,30,51.03,31.94,1,88,12,40.35,93,121,-3,0,61.3,@MIN,853408,11.5,455,228.5,108.5,
1457549,Jalen Brunson,PG,NYK,8200,43.19,60.75,0,22,30,54.13,31.49,1,90,4.9,37.26,225,112,4,0,39.1,@MIA,887914,-3.5,-162,230.5,117.0,
1457550,Scottie Barnes,PG/SF,TOR,8100,44.01,58.25,0,20,30,50.14,26.23,1,89,12.3,39.7,88,117,6,0,40.9,@DAL,1251666,-1.5,-115,232.5,117.0,
1457551,Bam Adebayo,PF/C,MIA,8100,42.24,40.75,0,28,30,51.7,33.89,1,88,2.7,40.94,405,113,6,0,36.4,vs NYK,957486,3.5,136,230.5,113.5,
1457552,Deni Avdija,SF,POR,8000,40.32,40.25,0,5,30,64.15,34.38,1,85,6.5,38.45,176,111,-2,0,36.5,@LAC,1257422,8.5,260,225.5,108.5,
1457553,Darius Garland,PG,CLE,7900,0,0,0,15,30,0,0,4,0,0,0,0,0,0,0,0,vs MIL,1134262,-6.5,-258,234.5,120.5,
1457554,DeMar DeRozan,SF/PF,SAC,7900,31.53,35.5,0,28,30,49.06,27.19,1,89,12,34.29,76,98,7,0,39.6,vs LAL,457594,-3.5,-166,224.5,114.0,
1457555,Austin Reaves,PG/SF,LAL,7700,39.19,85.75,0,20,30,49.03,27.47,1,88,32.6,47.1,32,142,0,0,50,@SAC,953291,3.5,140,224.5,110.5,
1457556,Zach LaVine,SG/SF,SAC,7700,36.44,38,0,28,30,45.21,23.7,1,87,10.7,34.65,84,98,7,0,36.3,vs LAL,743777,-3.5,-166,224.5,114.0,
1457557,Kawhi Leonard,SF/PF,LAC,7600,41.29,55,0,22,30,52.77,34.23,1,91,0.5,38.85,505,111,11,0,32.9,vs POR,512591,-8.5,-325,225.5,117.0,
1457558,Miles Bridges,PF,CHA,7500,42.34,34,0,29,30,47.96,22.42,1,88,7.4,41.03,133,107,7,0,42.3,@WAS,957479,1.5,105,240.5,119.5,
1457559,Julius Randle,PF,MIN,7400,36.98,46,0,19,30,50.41,28.69,1,89,11.8,37.89,79,109,3,0,45.5,vs IND,786412,-11.5,-625,228.5,120.0,
1457560,RJ Barrett,SG,TOR,7300,34.3,25.5,0,12,30,43.24,26.98,1,87,0.5,34.05,407,91,3,0,41.8,@DAL,1132031,-1.5,-115,232.5,117.0,
1457561,Norman Powell,SG,MIA,7200,28.22,49.25,0,6,30,34.78,16.34,1,85,7.4,30.61,91,75,2,0,38.9,vs NYK,609861,3.5,136,230.5,113.5,
1457562,Ivica Zubac,C,LAC,7100,33.41,39,0,16,30,49.84,29,1,86,0.6,33.09,413,91,7,0,26,vs POR,920093,-8.5,-325,225.5,117.0,
1457563,Brandon Ingram,SF,TOR,7000,35.75,37.5,0,19,30,49.92,27.14,1,88,2.8,36.15,305,96,6,0,37.9,@DAL,887665,-1.5,-115,232.5,117.0,
1457564,Cooper Flagg,PG,DAL,7000,34.14,36,0,2,30,35.75,24.5,1,55.00000000000001,2.5,35.14,294,74,-2,0,30.1,vs TOR,1519128,1.5,-105,232.5,115.5,
1457565,Brandon Miller,SG,CHA,6900,0,0,0,29,30,0,0,4,0,0,0,0,0,0,0,40,@WAS,1401381,1.5,105,240.5,119.5,
1457566,Alexandre Sarr,C,WAS,6800,32.83,39,0,21,30,38.53,20.79,1,86,10,31.76,70,87,7,0,34,vs CHA,1429349,-1.5,-125,240.5,121.0,
1457567,Immanuel Quickley,PG,TOR,6700,32.45,31.75,0,15,30,44.46,26.63,1,87,0.8,34.81,374,90,5,0,36.9,@DAL,1134175,-1.5,-115,232.5,117.0,
1457568,Shaedon Sharpe,SG/SF,POR,6600,32.42,28.25,0,8,30,48.39,26.2,1,84,1.1,31.44,370,85,-4,0,25,@LAC,1371494,8.5,260,225.5,108.5,
1457569,Andrew Nembhard,PG,IND,6600,0,0,0,1,30,0,0,4,0,0,0,0,0,0,0,10.3,@MIN,1134158,11.5,455,228.5,108.5,
1457570,Myles Turner,C,MIL,6600,26.46,29,0,9,30,30.12,15.88,1,86,2.2,30.22,260,69,6,0,26.4,@CLE,843762,6.5,210,234.5,114.0,
1457571,Kyshawn George,SF/PF,WAS,6500,30.34,22,0,17,30,43.76,14.06,1,84,8.6,32.97,81,77,-2,0,55.5,vs CHA,1460113,-1.5,-125,240.5,121.0,
1457572,Kevin Porter Jr.,PG,MIL,6500,0,0,0,12,30,0,0,4,0,0,0,0,0,0,0,16,@CLE,1135158,6.5,210,234.5,114.0,
1457573,Deandre Ayton,C,LAL,6500,31.76,47.75,0,6,30,44.54,18.52,1,84,10.3,37.76,72,89,0,0,21.8,@SAC,1061507,3.5,140,224.5,110.5,
1457574,Josh Hart,SF/PF,NYK,6500,24.72,20.25,0,11,30,40.37,23.97,2,86,6.7,26.73,89,75,-3,0,24,@MIA,741892,-3.5,-162,230.5,117.0,
1457575,CJ McCollum,PG/SG,WAS,6500,34.74,40.5,0,7,30,42.66,17.99,1,87,8.6,32.65,83,87,4,0,19.3,vs CHA,522878,-1.5,-125,240.5,121.0,
1457576,Jrue Holiday,PG/SG,POR,6400,30.88,39.5,0,11,30,35.57,16.9,1,85,7.2,30.26,86,77,2,0,36.9,@LAC,457576,8.5,260,225.5,108.5,
1457577,Bennedict Mathurin,SG/SF,IND,6400,0,0,0,5,30,0,0,4,0,0,0,0,0,0,0,52.3,@MIN,1239596,11.5,455,228.5,108.5,
1457578,Andrew Wiggins,SF/PF,MIA,6400,28.22,19.25,0,11,30,43.12,19.1,1,84,12,30.64,54,80,-3,0,27.4,vs NYK,794503,3.5,136,230.5,113.5,
1457579,Scoot Henderson,PG,POR,6300,0,0,0,22,30,0,0,4,0,0,0,0,0,0,0,0,@LAC,1357750,8.5,260,225.5,108.5,
1457580,Keegan Murray,SF/PF,SAC,6300,0,0,0,3,30,0,0,4,0,0,0,0,0,0,0,0,vs LAL,1231161,-3.5,-166,224.5,114.0,
1457581,Rudy Gobert,C,MIN,6300,23.88,43,0,4,30,35,10.31,1,86,2,29.81,279,61,8,0,16.4,vs IND,739960,-11.5,-625,228.5,120.0,
1457582,Kyle Kuzma,SF/PF,MIL,6300,0,0,0,25,30,0,0,4,0,0,0,0,0,0,0,22.1,@CLE,844476,6.5,210,234.5,114.0,
1457583,Jakob Poeltl,C,TOR,6200,26.75,21.5,0,19,30,40,19.59,1,85,9.8,29.13,61,77,8,0,20.1,@DAL,844478,-1.5,-115,232.5,117.0,
1457584,OG Anunoby,SF/PF,NYK,6200,33.57,32,0,3,30,43.95,20.02,1,86,7.8,32.59,88,86,1,0,36.3,@MIA,900535,-3.5,-162,230.5,117.0,
1457585,Khris Middleton,PF,WAS,6200,32.88,17.25,0,2,30,33.25,14.87,1,87,6.4,32,95,79,4,0,29.5,vs CHA,512053,-1.5,-125,240.5,121.0,
1457586,Davion Mitchell,PG,MIA,6200,25.73,21.25,0,26,30,39.76,20.46,1,78,2.2,25.75,257,65,5,0,30.9,vs NYK,1061659,3.5,136,230.5,113.5,
