LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1462358,LaMelo Ball,PG,CHA,9800,50.44,40.25,0,30,30,59.75,31.91,1,87,29.9,47.88,52,158,1,0,55.1,vs MIN,1257420,4.5,160,235.5,115.5,
1462359,Pascal Siakam,PF,IND,9300,39.31,42.75,0,25,30,53.97,31.18,1,88,15.3,43.96,83,124,4,0,48.6,vs GSW,853408,10.5,380,230.5,110.0,
1462360,Alperen Sengun,C,HOU,9200,46.17,48,0,17,30,55.93,36.1,1,89,14.3,42.99,93,135,0,0,50,@BOS,1323508,-5.5,-198,226.5,116.0,
1462361,Anthony Edwards,SG,MIN,9000,0,0,0,26,30,0,0,4,0,0,0,0,0,0,0,35.5,@CHA,1175367,-4.5,-192,235.5,120.0,
1462362,Paolo Banchero,PF,ORL,8900,46.23,53.25,0,27,30,58.75,34.78,1,89,23.5,44.21,57,146,6,0,43.7,@WAS,1323993,-8.5,-375,234.5,121.5,
1462363,Stephen Curry,PG,GSW,8800,46.92,28.5,0,28,30,58.64,29.67,1,88,9.2,42.67,142,122,6,0,45,@IND,338365,-10.5,-500,230.5,120.5,
1462364,Kevin Durant,SF,HOU,8700,42.14,38.5,0,22,30,53.15,29.48,1,90,16,39.67,73,123,2,0,41.4,@BOS,329525,-5.5,-198,226.5,116.0,
1462365,Jaylen Brown,SF,BOS,8600,39.66,21.5,0,5,30,50.56,30.69,1,88,10.9,38.24,101,113,4,0,42,vs HOU,883436,5.5,164,226.5,110.5,
1462366,Julius Randle,PF,MIN,8500,42.94,47.25,0,4,30,51.74,29.42,1,89,24,42.77,49,135,2,0,46.1,@CHA,786412,-4.5,-192,235.5,120.0,
1462367,Derrick White,PG,BOS,7700,31.45,15,0,26,30,42.76,25.53,1,88,9.1,34.9,92,94,3,0,33.7,vs HOU,796009,5.5,164,226.5,110.5,
1462368,Miles Bridges,PF,CHA,7500,39.02,50.5,0,14,30,41.5,23.54,1,88,11.1,35.29,78,102,6,0,33.9,vs MIN,957479,4.5,160,235.5,115.5,
1462369,Franz Wagner,SF,ORL,7400,38.39,48,0,20,30,46.03,34.41,1,90,9.7,36.66,92,114,9,0,36.1,@WAS,1178131,-8.5,-375,234.5,121.5,
1462370,Jimmy Butler,SG/SF,GSW,7300,37.17,47,0,5,30,49.61,24.93,1,85,34.9,37.67,26,124,7,0,37.8,@IND,458730,-10.5,-500,230.5,120.5,
1462371,Kyshawn George,SG/SF,WAS,7100,35.75,22.75,0,27,30,44.93,13.95,1,84,5,34.31,163,81,0,0,42.6,vs ORL,1460113,8.5,295,234.5,113.0,
1462372,Amen Thompson,PG,HOU,7000,36.62,39.25,0,3,30,42.78,24.22,1,86,30.9,36.78,26,119,-1,0,30.2,@BOS,1429337,-5.5,-198,226.5,116.0,
1462373,Alexandre Sarr,C,WAS,6900,34.82,28,0,13,30,43.68,21.41,1,86,9.2,31.84,83,89,1,0,40.5,vs ORL,1429349,8.5,295,234.5,113.0,
1462374,Brandon Miller,SF,CHA,6800,0,0,0,3,30,0,0,4,0,0,0,0,0,0,0,22.3,vs MIN,1401381,4.5,160,235.5,115.5,
1462375,Desmond Bane,SG,ORL,6800,29.29,17,0,16,30,46.35,22.71,1,87,7.5,33.16,99,86,3,0,27.5,@WAS,944263,-8.5,-375,234.5,121.5,
1462376,Donte DiVincenzo,PG,MIN,6600,29.98,32.25,0,13,30,32.982920386850154,14.09,1,85,6.4,32.48,98,75,8,0,25.4,@CHA,887915,-4.5,-192,235.5,120.0,
1462377,Payton Pritchard,PG/SG,BOS,6500,33.96,23.25,0,8,30,34.23,13.05,1,79,16.8,30.89,38,81,9,0,32.5,vs HOU,945610,5.5,164,226.5,110.5,
1462378,Bennedict Mathurin,SG,IND,6400,0,0,0,4,30,0,0,4,0,0,0,0,0,0,0,44.3,vs GSW,1239596,10.5,380,230.5,110.0,
1462379,Andrew Nembhard,PG,IND,6300,0,0,0,11,30,0,0,4,0,0,0,0,0,0,0,10.3,vs GSW,1134158,10.5,380,230.5,110.0,
1462380,Jonathan Kuminga,SF/PF,GSW,6200,32.21,26.75,0,9,30,38.57,13.4,1,84,18,31.48,35,84,7,0,33.7,@IND,1271708,-10.5,-500,230.5,120.5,
1462381,CJ McCollum,PG/SG,WAS,6200,29.02,24.75,0,22,30,43.69,18.59,1,87,4.2,30.32,152,76,5,0,26.5,vs ORL,522878,8.5,295,234.5,113.0,
1462382,Rudy Gobert,C,MIN,6100,30.77,49.25,0,23,30,37.82,12.37,1,86,13.8,32.77,45,80,5,0,23.8,@CHA,739960,-4.5,-192,235.5,120.0,
1462383,Collin Sexton,SG,CHA,6000,26.29,13.5,0,6,30,38.4,22.98,1,86,7.6,27.2,73,77,0,0,29.8,vs MIN,1061642,4.5,160,235.5,115.5,
1462384,Jarace Walker,SF/PF,IND,5900,31.24,22.75,0,4,30,34.363023619047624,0.67,1,65,17.8,28.87,31,59,2,0,28,vs GSW,1402709,10.5,380,230.5,110.0,
1462385,Bilal Coulibaly,PF,WAS,5800,21.79,22.5,0,1,30,40.28,17.13,1,81,8.5,23.7,59,61,-6,0,39,vs ORL,1437526,8.5,295,234.5,113.0,
1462386,Jaden McDaniels,SF,MIN,5700,32.74,27.5,0,19,30,36.91,18.75,1,85,44.8,32.88,13,113,4,0,31.1,@CHA,1177013,-4.5,-192,235.5,120.0,
1462387,Draymond Green,PF/C,GSW,5700,27.06,21.5,0,19,30,35.13,19.24,1,85,21.6,29.34,24,85,8,0,29,@IND,468895,-10.5,-500,230.5,120.5,
1462388,Anfernee Simons,PG/SG,BOS,5700,23.03,4.75,0,8,30,37.16,20.56,2,85,10.8,23.56,44,69,-1,0,24.5,vs HOU,1121307,5.5,164,226.5,110.5,
