LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1466612,Victor Wembanyama,C,SAS,12300,56.2,0,0,6,30,67.81,41.69,1,89,19.3,0,79,221,-7,0,57.3,vs HOU,1373356,2.5,124,225.5,111.5,
1466613,Giannis Antetokounmpo,PF,MIL,11600,59.84,0,0,19,30,75.22,53.32,1,91,17.79,0,88,255,9,0,61.4,vs CHI,739957,-4.5,-166,240.5,122.5,
1466614,Cade Cunningham,PG,DET,10400,43.13,0,0,3,30,62.89,41.8,1,90,12.3,0,90,181,2,0,49.2,@BKN,1232182,-10.5,-485,226.5,118.5,
1466615,Anthony Davis,PF,DAL,10300,33.21,0,0,3,30,61.67,29.27,2,90,18.75,0,52,141,-2,0,42.9,@MEM,603096,4.5,145,229.5,112.5,
1466616,LaMelo Ball,PG,CHA,9800,31.41,0,0,20,30,59.89,25.13,2,88,12.33,0,73,119,0,0,52.6,@MIA,1257420,4.5,164,243.5,119.5,
1466617,Alperen Sengun,C,HOU,9500,45.2,0,0,13,30,57.11,38.29,1,90,6.4,0,152,169,3,0,50.3,@SAS,1323508,-2.5,-148,225.5,114.0,
1466618,Paolo Banchero,PF,ORL,9400,42.69,0,0,11,30,56.48,35.43,1,90,8.67,0,108,161,-2,0,45.6,vs BOS,1323993,-3.5,-166,228.5,116.0,
1466619,Josh Giddey,PG,CHI,9300,49.71,0,0,19,30,65.55,39.39,1,87,12.42,0,86,187,7,0,52.9,@MIL,1323503,4.5,140,240.5,118.0,
1466620,Trae Young,PG,ATL,9200,0,0,0,23,30,0,0,4,0,0,0,0,0,0,0,34.1,vs TOR,1060978,-1.5,-115,235.5,118.5,
1466621,Donovan Mitchell,SG,CLE,9000,43.88,0,0,15,30,62.69,29.99,1,88,3.36,0,286,144,-1,0,46.4,@WAS,879707,-12.5,-800,242.5,127.5,
1466622,Evan Mobley,PF,CLE,8900,43.37,0,0,29,30,49.34,29.1,1,89,12.45,0,66,154,4,0,43.7,@WAS,1231862,-12.5,-800,242.5,127.5,
1466623,Anthony Edwards,SG,MIN,8900,39.27,0,0,30,30,58.7,29.9,1,89,9.6,0,91,143,4,0,33.9,vs UTA,1175367,-11.5,-575,230.5,121.0,
1466624,Jalen Johnson,PF,ATL,8800,39.56,0,0,10,30,53.57,27.62,1,88,5.79,0,142,134,-2,0,41.6,vs TOR,1230356,-1.5,-115,235.5,118.5,
1466625,Ja Morant,PG,MEM,8600,37.57,0,0,15,30,47.13,27.68,1,89,2.61,0,279,127,5,0,36.8,vs DAL,1065906,-4.5,-175,229.5,117.0,
1466626,Miles Bridges,PF,CHA,8600,38.73,0,0,4,30,44.46,23.76,1,89,8.31,0,86,128,2,0,38,@MIA,957479,4.5,164,243.5,119.5,
1466627,Julius Randle,PF,MIN,8500,41.86,0,0,9,30,53.62,31.53,1,90,13.56,0,60,158,3,0,47.3,vs UTA,786412,-11.5,-575,230.5,121.0,
1466628,Tyler Herro,PG,MIA,8500,0,0,0,19,30,0,0,4,0,0,0,0,0,0,0,0,vs CHA,1134176,-4.5,-198,243.5,124.0,
1466629,Jaylen Brown,SF,BOS,8500,40.25,0,0,23,30,49.91,30.09,1,89,7.74,0,99,143,1,0,41.3,@ORL,883436,3.5,140,228.5,112.5,
1466630,Bam Adebayo,PF/C,MIA,8400,0,0,0,28,30,0,0,4,0,0,0,0,0,0,0,37.6,vs CHA,957486,-4.5,-198,243.5,124.0,
1466631,Scottie Barnes,PF,TOR,8300,42.46,0,0,30,30,53.64,25.23,1,90,7.38,0,108,138,8,0,44,@ATL,1251666,1.5,-105,235.5,117.0,
1466632,Lauri Markkanen,SF,UTA,8300,36.27,0,0,7,30,50.99,21.07,1,88,7.95,0,91,116,0,0,45.1,@MIN,949131,11.5,425,230.5,109.5,
1466633,Amen Thompson,PG,HOU,8300,41.91,0,0,28,30,46.03,25,1,87,16.2,0,45,145,7,0,36.9,@SAS,1429337,-2.5,-148,225.5,114.0,
1466634,Kevin Durant,SF,HOU,8200,40.49,0,0,19,30,51.59,28.31,1,91,3.9,0,194,137,7,0,38.7,@SAS,329525,-2.5,-148,225.5,114.0,
1466635,Nikola Vucevic,C,CHI,8000,36.95,0,0,8,30,52.93,32.41,1,90,5.08,0,142,138,0,0,43.4,@MIL,457598,4.5,140,240.5,118.0,
1466636,Franz Wagner,SF,ORL,8000,41.05,0,0,24,30,46.49,32.36,1,90,6.18,0,113,148,-2,0,36.3,vs BOS,1178131,-3.5,-166,228.5,116.0,
1466637,Jaren Jackson Jr.,PF,MEM,7900,35.43,0,0,27,30,37.99,22.29,1,87,2.25,0,258,110,6,0,30.3,vs DAL,1078662,-4.5,-175,229.5,117.0,
1466638,Darius Garland,PG,CLE,7800,25.07,0,0,13,30,43.47,22.88,1,89,0.24,0,267,92,2,0,16,@WAS,1134262,-12.5,-800,242.5,127.5,
1466639,Coby White,SG,CHI,7600,0,0,0,6,30,0,0,4,0,0,0,0,0,0,0,0,@MIL,1138387,4.5,140,240.5,118.0,
1466640,Brandon Ingram,SF,TOR,7500,35.08,0,0,12,30,48.12,27.41,1,88,6.66,0,94,125,0,0,36.8,@ATL,887665,1.5,-105,235.5,117.0,
1466641,Jalen Duren,C,DET,7500,38.42,0,0,17,30,47.26,22.3,1,87,8.14,0,79,123,9,0,38.3,@BKN,1344765,-10.5,-485,226.5,118.5,
1466642,Stephon Castle,SG,SAS,7400,39.15,0,0,4,30,47.58,28.42,1,88,5.46,0,118,134,3,0,38.6,vs HOU,1461118,2.5,124,225.5,111.5,
1466643,Keyonte George,PG,UTA,7300,39.29,0,0,28,30,44.39,27.58,1,87,18.48,0,33,148,2,0,40.8,@MIN,1408151,11.5,425,230.5,109.5,
1466644,Derrick White,PG,BOS,7300,35.38,0,0,29,30,42.71,23.2,1,88,9.99,0,57,121,0,0,32.4,@ORL,796009,3.5,140,228.5,112.5,
1466645,PJ Washington,SF,DAL,7200,33.74,0,0,23,30,39.76,22.05,1,85,10.02,0,53,114,-1,0,34.4,@MEM,1067857,4.5,145,229.5,112.5,
