LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1470916,Giannis Antetokounmpo,PF,MIL,11700,0,0,0,25,30,0,0,4,0,0,0,0,0,0,0,61.8,@CHA,739957,-2.5,-142,228.5,115.5,
1470917,Victor Wembanyama,C,SAS,11600,56.9,68.75,0,16,30,69.09,41.16,1,89,23.7,56.32,89,180,6,0,57.2,vs GSW,1373356,-3.5,-162,232.5,118.0,
1470918,Cade Cunningham,PG,DET,10900,0,0,0,22,30,0,0,4,0,0,0,0,0,0,0,53.8,vs CHI,1232182,2.5,124,229.5,113.5,
1470919,Anthony Davis,PF,DAL,9900,0,0,0,27,30,0,0,4,0,0,0,0,0,0,0,42.9,vs PHX,603096,2.5,120,227.5,112.5,
1470920,LaMelo Ball,PG,CHA,9800,0,0,0,29,30,0,0,4,0,0,0,0,0,0,0,52.6,vs MIL,1257420,2.5,120,228.5,113.0,
1470921,Josh Giddey,PG,CHI,9700,0,0,0,8,30,0,0,4,0,0,0,0,0,0,0,51,@DET,1323503,-2.5,-148,229.5,116.0,
1470922,Devin Booker,PG,PHX,9400,46.91,44.75,0,26,30,55.07,34.05,1,89,10.7,45.7,130,133,7,0,45.4,@DAL,845564,-2.5,-142,227.5,115.0,
1470923,Alperen Sengun,C,HOU,9300,49.77,42.75,0,21,30,57.2,41.37,1,89,8.8,47.98,164,143,6,0,50,vs WAS,1323508,-16.5,-1600,236.5,126.5,
1470924,Paolo Banchero,PF,ORL,9200,47.76,15.5,0,22,30,55.51,35.74,1,89,8.6,41.08,154,128,2,0,44.1,@NYK,1323993,3.5,154,227.5,112.0,
1470925,Donovan Mitchell,SG,CLE,9100,0,0,0,24,30,0,0,4,0,0,0,0,0,0,0,48.6,@MIA,879707,4.5,160,239.5,117.5,
1470926,Karl-Anthony Towns,PF,NYK,9000,45.44,38.5,0,6,30,55.4,36.29,1,88,1.3,42.72,646,119,-3,0,46.4,vs ORL,837030,-3.5,-185,227.5,115.5,
1470927,Zion Williamson,PF,NOP,8900,0,0,0,9,30,0,0,4,0,0,0,0,0,0,0,41.2,vs POR,1132025,8.5,275,231.5,111.5,
1470928,Jalen Brunson,PG,NYK,8900,43.06,43.25,0,17,30,54.42,33.55,1,90,9.7,40.93,127,122,3,0,44.3,vs ORL,887914,-3.5,-185,227.5,115.5,
1470929,Stephen Curry,PG,GSW,8800,36.47,63.75,0,13,30,55.53,24.1,1,88,5.6,40.09,208,100,2,0,39.5,@SAS,338365,3.5,136,232.5,114.5,
1470930,Deni Avdija,PF,POR,8700,41.89,40.25,0,15,30,59.5,36.97,1,85,18.3,44.47,69,135,5,0,44.1,@NOP,1257422,-8.5,-345,231.5,120.0,
1470931,Miles Bridges,PF,CHA,8600,44.84,38,0,15,30,48.38,25.65,1,88,16.7,42.79,70,124,6,0,40.3,vs MIL,957479,2.5,120,228.5,113.0,
1470932,Evan Mobley,PF,CLE,8500,0,0,0,20,30,0,0,4,0,0,0,0,0,0,0,43.5,@MIA,1231862,4.5,160,239.5,117.5,
1470933,Jaylen Brown,SF,BOS,8500,41.99,35.5,0,23,30,50.95,31.46,1,88,14.3,42.39,80,124,8,0,41.3,vs MEM,883436,-8.5,-325,227.5,118.0,
1470934,Jimmy Butler,SG,GSW,8400,33.88,56,0,16,30,48.07,25.02,1,85,6.5,36.86,154,94,5,0,34.7,@SAS,458730,3.5,136,232.5,114.5,
1470935,Jalen Duren,C,DET,8300,0,0,0,22,30,0,0,4,0,0,0,0,0,0,0,41.1,vs CHI,1344765,2.5,124,229.5,113.5,
1470936,Tyler Herro,PG/SG,MIA,8300,0,0,0,6,30,0,0,4,0,0,0,0,0,0,0,0,vs CLE,1134176,-4.5,-192,239.5,122.0,
1470937,Bam Adebayo,C,MIA,8200,0,0,0,13,30,0,0,4,0,0,0,0,0,0,0,37.6,vs CLE,957486,-4.5,-192,239.5,122.0,
1470938,Ja Morant,PG,MEM,8200,0,0,0,1,30,0,0,4,0,0,0,0,0,0,0,36.9,@BOS,1065906,8.5,260,227.5,109.5,
1470939,Amen Thompson,PG,HOU,8100,39.89,38.75,0,17,30,45.66,24.59,1,86,1.9,40.05,509,99,5,0,36.3,vs WAS,1429337,-16.5,-1600,236.5,126.5,
1470940,Kevin Durant,SF,HOU,8000,41.4,39.75,0,25,30,51.73,27.64,1,90,15.5,42.51,70,122,8,0,38,vs WAS,329525,-16.5,-1600,236.5,126.5,
