LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1458403,Nikola Jokic,C,DEN,11500,58.7,72.75,0,1,30,73.68,47.94,1,92,14.1,58.75,156,181,2,0,61.4,@MIN,830650,-6.5,-230,229.5,118.0,
1458404,Victor Wembanyama,C,SAS,11000,65.14,52.25,0,20,30,66.85,45.87,1,89,22,58.32,95,195,10,0,70.7,vs TOR,1373356,-4.5,-175,232.5,118.5,
1458405,Shai Gilgeous-Alexander,PG,OKC,10500,51.83,40.5,0,17,30,66.96,40.38,1,92,7.9,52.54,228,150,4,0,60.7,@DAL,1067856,-8.5,-375,225.5,117.0,
1458406,Anthony Davis,PF/C,DAL,10000,52.73,47.75,0,11,30,65.39,28.98,1,90,20.1,50.39,84,151,-5,0,52.2,vs OKC,603096,8.5,295,225.5,108.5,
1458407,Cade Cunningham,PG,DET,9800,48,24.25,0,4,30,60.19,44.06,1,89,13.6,50.32,114,153,5,0,44.3,vs CLE,1232182,1.5,110,231.5,115.0,
1458408,Zion Williamson,PF,NOP,9600,0,0,0,6,30,0,0,4,0,0,0,0,0,0,0,54.9,vs BOS,1132025,4.5,164,231.5,113.5,
1458409,Alperen Sengun,PF/C,HOU,9500,53.53,39,0,2,30,56.22,35.78,1,89,3.2,46.14,463,132,10,0,56,vs BKN,1323508,-16.5,-1350,224.5,120.5,
1458410,Donovan Mitchell,PG/SG,CLE,9400,44.37,37.75,0,22,30,61.67,31.14,1,87,2.7,44.75,525,115,3,0,44.3,@DET,879707,-1.5,-130,231.5,116.5,
1458411,Tyrese Maxey,PG,PHI,9300,42.61,63.5,0,18,30,58.74,27.39,1,88,1.1,46.11,686,111,-2,0,56.3,vs ORL,1186160,6.5,195,228.5,111.0,
1458412,Trae Young,PG,ATL,9200,42.92,51.75,0,24,30,58.02,38.54,1,90,5.1,44.32,262,126,3,0,36.2,@CHI,1060978,-2.5,-142,243.5,123.0,
1458413,Anthony Edwards,SG,MIN,9100,0,0,0,21,30,0,0,4,0,0,0,0,0,0,0,35.5,vs DEN,1175367,6.5,190,229.5,111.5,
1458414,Kevin Durant,SG/SF,HOU,9000,36.35,31.5,0,16,30,55.03,30.88,1,90,5.1,42.89,237,110,0,0,44.3,vs BKN,329525,-16.5,-1350,224.5,120.5,
1458415,Devin Booker,PG,PHX,8900,41.09,60.25,0,5,30,51.88,30.56,1,89,14.2,46.49,87,127,5,0,38.1,@UTA,845564,1.5,105,229.5,114.0,
1458416,Josh Giddey,PG/SG,CHI,8700,44.4,46.75,0,14,30,65.19,39.19,1,86,5.7,43.57,234,125,2,0,40.1,vs ATL,1323503,2.5,120,243.5,120.5,
1458417,Evan Mobley,PF/C,CLE,8600,44.38,45.25,0,23,30,50.59,27.41,1,88,8.9,44.27,135,119,2,0,43.3,@DET,1231862,-1.5,-130,231.5,116.5,
