LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1463821,Nikola Jokic,C,DEN,12000,64.5,78.75,0,9,30,73.42,47.36,1,92,14.8,60.15,161,190,0,0,62.7,vs SAC,830650,-11.5,-550,237.5,124.5,
1463822,Giannis Antetokounmpo,PF,MIL,11800,68.45,61.25,0,21,30,79.14,57.43,1,91,23,58.13,106,216,2,0,66.1,@IND,739957,-6.5,-225,235.5,121.0,
1463823,Anthony Davis,PF,DAL,10300,0,0,0,6,30,0,0,4,0,0,0,0,0,0,0,42.9,@HOU,603096,12.5,490,226.5,107.0,
1463824,Cade Cunningham,PG,DET,10000,53.99,53.25,0,21,30,62.34,40.91,1,89,12,52.32,141,156,9,0,47.8,@MEM,1232182,-3.5,-180,235.5,119.5,
1463825,Pascal Siakam,PF,IND,9500,44.98,57.25,0,14,30,54.14,33.23,1,88,3.8,46.29,364,121,6,0,47.6,vs MIL,853408,6.5,185,235.5,114.5,
1463826,Ja Morant,PG,MEM,9400,39.24,40.25,0,20,30,48.9,28.1,1,89,10.5,40.63,115,113,-4,0,36.2,vs DET,1065906,3.5,150,235.5,116.0,
1463827,Alperen Sengun,C,HOU,9300,51.06,50.75,0,19,30,56.27,37.66,1,89,8.3,46,172,138,2,0,49.6,vs DAL,1323508,-12.5,-675,226.5,119.5,
1463828,Anthony Edwards,SG,MIN,9000,0,0,0,28,30,0,0,4,0,0,0,0,0,0,0,35.5,@BKN,1175367,-10.5,-425,226.5,118.5,
1463829,Domantas Sabonis,C,SAC,8900,43.31,44.25,0,11,30,53.34,37.53,1,92,0.5,42.44,619,121,-1,0,40.6,@DEN,850111,11.5,410,237.5,113.0,
1463830,Jalen Brunson,PG,NYK,8800,45.93,32.25,0,12,30,55.83,34.17,1,90,10,44.16,128,130,-2,0,46.2,vs WAS,887914,-13.5,-675,234.5,124.0,
1463831,Julius Randle,PF,MIN,8700,39.86,54.25,0,2,30,52.48,30.06,1,89,1.6,42.25,586,108,1,0,46.3,@BKN,786412,-10.5,-425,226.5,118.5,
1463832,Kevin Durant,SF,HOU,8600,40.85,39.5,0,19,30,52.82,29.15,1,90,0.8,41.66,582,108,0,0,40.9,vs DAL,329525,-12.5,-675,226.5,119.5,
1463833,Karl-Anthony Towns,PF,NYK,8500,44.55,62.25,0,28,30,50.94,34.25,1,88,26,48.67,47,151,7,0,43,vs WAS,837030,-13.5,-675,234.5,124.0,
1463834,Jaren Jackson Jr.,PF,MEM,8400,32.16,33,0,27,30,37.6,21.8,1,87,11.7,36.45,76,94,3,0,29.9,vs DET,1078662,3.5,150,235.5,116.0,
1463835,Jaylen Brown,SF,BOS,8300,42.35,47,0,10,30,47.72,28.65,1,88,15.5,41.8,71,122,7,0,39.1,vs UTA,883436,-10.5,-470,233.5,122.0,
1463836,Lauri Markkanen,SF,UTA,8100,42.65,33.25,0,22,30,50.61,20.29,1,88,12.2,38.57,88,107,0,0,48.8,@BOS,949131,10.5,360,233.5,111.5,
1463837,DeMar DeRozan,PF,SAC,8000,35.74,24.75,0,22,30,48.56,26.62,1,89,6,33.65,157,96,3,0,35.7,@DEN,457594,11.5,410,237.5,113.0,
1463838,Jamal Murray,PG,DEN,7900,42.81,35.25,0,19,30,53.39,27.89,1,88,4.1,38.68,260,107,4,0,42.9,vs SAC,891352,-11.5,-550,237.5,124.5,
1463839,Zach LaVine,SF,SAC,7700,39.38,26.25,0,15,30,47.41,26.27,1,87,6.3,34.81,149,100,4,0,38.2,@DEN,743777,11.5,410,237.5,113.0,
1463840,Amen Thompson,PG,HOU,7300,34.34,42.25,0,18,30,42.73,24.21,1,86,6.3,38.35,134,96,2,0,32,vs DAL,1429337,-12.5,-675,226.5,119.5,
1463841,Derrick White,PG,BOS,7200,38.3,35.75,0,13,30,42.7,23.14,1,88,29.7,39,29,122,7,0,31,vs UTA,796009,-10.5,-470,233.5,122.0,
1463842,Keyonte George,PG/SG,UTA,7100,37.32,45.75,0,4,30,44.06,23.57,1,86,1.6,33.56,408,90,-2,0,41.7,@BOS,1408151,10.5,360,233.5,111.5,
1463843,Jalen Duren,C,DET,7000,33.17,32.75,0,15,30,45.02,22.51,1,86,7.2,36.48,112,92,5,0,36.2,@MEM,1344765,-3.5,-180,235.5,119.5,
1463844,Michael Porter Jr.,PF,BKN,6900,0,0,0,23,30,0,0,4,0,0,0,0,0,0,0,37.7,vs MIN,1061724,10.5,330,226.5,108.0,
1463845,Cooper Flagg,PG,DAL,6900,34.58,22.25,0,26,30,39.32,19.09,1,70,5.2,32.28,141,77,5,0,29.2,@HOU,1519128,12.5,490,226.5,107.0,
1463846,Donte DiVincenzo,PG,MIN,6800,31.98,48.75,0,5,30,35.17270711297072,14.17,1,85,6.6,31.22,101,76,6,0,26.5,@BKN,887915,-10.5,-425,226.5,118.5,
1463847,Kyshawn George,SG,WAS,6800,33.63,31.75,0,16,30,44.54,13.39,1,83,6.3,33.36,120,78,-2,0,39.3,@NYK,1460113,13.5,490,234.5,110.5,
1463848,Walker Kessler,C,UTA,6800,0,0,0,19,30,0,0,4,0,0,0,0,0,0,0,38.4,@BOS,1243728,10.5,360,233.5,111.5,
1463849,Cam Thomas,SG,BKN,6800,36.13,36,0,6,30,45.15,23.23,1,81,19.3,36.14,41,103,-3,0,31.5,vs MIN,1232020,10.5,330,226.5,108.0,
1463850,Mikal Bridges,SG,NYK,6700,38.73,31.5,0,15,30,41.53,23.53,1,87,11.3,31.54,66,98,7,0,37.8,vs WAS,846400,-13.5,-675,234.5,124.0,
1463851,Alexandre Sarr,C,WAS,6700,33.9,44.5,0,2,30,42.55,20.77,1,87,11.9,32.25,61,91,0,0,38.4,@NYK,1429349,13.5,490,234.5,110.5,
1463852,Rudy Gobert,C,MIN,6600,37.77,33.5,0,26,30,41.5479143106012,13.76,1,86,3.6,33.87,208,82,9,0,28,@BKN,739960,-10.5,-425,226.5,118.5,
1463853,OG Anunoby,SF,NYK,6500,36.55,36.5,0,27,30,43.22,20.25,1,86,5,33.42,147,88,9,0,35,vs WAS,900535,-13.5,-675,234.5,124.0,
1463854,Kevin Porter Jr.,PG,MIL,6500,0,0,0,12,30,0,0,4,0,0,0,0,0,0,0,16,@IND,1135158,-6.5,-225,235.5,121.0,
