LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1459543,Giannis Antetokounmpo,PF,MIL,11800,65.93,61.5,0,27,30,79.27,54.95,1,91,12.2,61.09,200,195,1,0,70.5,vs NYK,739957,2.5,120,230.5,114.0,
1459544,Shai Gilgeous-Alexander,PG,OKC,10900,52.58,56.25,0,15,30,66.48,39.15,1,92,9,54.85,211,153,2,0,55.6,vs SAC,1067856,-8.5,-395,227.5,118.0,
1459547,Domantas Sabonis,C,SAC,9300,41.18,40,0,11,30,53.68,31.38,1,92,13.1,41.34,97,124,1,0,34,@OKC,850111,8.5,310,227.5,109.5,
1459548,Stephen Curry,PG,GSW,9100,40.38,37.5,0,13,30,59.11,29.36,1,88,14.3,42.54,90,121,1,0,54.4,vs LAC,338365,1.5,100,224.5,111.5,
1459549,Karl-Anthony Towns,PF/C,NYK,8600,40.85,27,0,18,30,49.63,34.44,1,88,38.3,43.42,30,154,0,0,45.2,@MIL,837030,-2.5,-142,230.5,116.5,
1459551,James Harden,PG,LAC,8500,49.77,29.5,0,16,30,61.07,36.5,1,88,35.7,44.97,37,167,9,0,46.4,@GSW,395388,-1.5,-120,224.5,113.0,
1459553,Jalen Brunson,PG,NYK,8100,45.16,49,0,20,30,56.3,33.33,1,90,37.9,44.31,31,161,5,0,46.3,@MIL,887914,-2.5,-142,230.5,116.5,
1459555,Jalen Williams,SF,OKC,8000,0,0,0,1,30,0,0,4,0,0,0,0,0,0,0,0,vs SAC,1182404,-8.5,-395,227.5,118.0,
1459556,Chet Holmgren,PF/C,OKC,7900,0,0,0,8,30,0,0,4,0,0,0,0,0,0,0,43.8,vs SAC,1343009,-8.5,-395,227.5,118.0,
1459557,Jimmy Butler,SG,GSW,7800,40.08,35.75,0,3,30,53.39,25.36,1,85,17.7,35.5,57,110,4,0,37.9,vs LAC,458730,1.5,100,224.5,111.5,
1459558,Kawhi Leonard,SF/PF,LAC,7600,40.05,27.75,0,6,30,54.13,35.24,1,91,46.5,40.66,22,162,11,0,40.3,@GSW,512591,-1.5,-120,224.5,113.0,
1459559,DeMar DeRozan,SF/PF,SAC,7600,37.67,28.75,0,24,30,49.17,27.45,1,89,10.5,33.81,87,103,8,0,38.3,@OKC,457594,8.5,310,227.5,109.5,
1459561,Zach LaVine,SG/SF,SAC,7400,39.18,32.5,0,1,30,45.65,24.16,1,87,14.6,33.24,60,103,4,0,36.8,@OKC,743777,8.5,310,227.5,109.5,
1459565,Ivica Zubac,C,LAC,6900,33.99,33.75,0,25,30,49.81,28.97,1,86,10.9,33.78,74,100,9,0,30.3,@GSW,920093,-1.5,-120,224.5,113.0,
1459568,Kevin Porter Jr.,PG,MIL,6500,0,0,0,14,30,0,0,4,0,0,0,0,0,0,0,16,vs NYK,1135158,2.5,120,230.5,114.0,
1459572,Keegan Murray,SF/PF,SAC,6300,0,0,0,22,30,0,0,4,0,0,0,0,0,0,0,0,@OKC,1231161,8.5,310,227.5,109.5,
1459573,Kyle Kuzma,SF/PF,MIL,6300,19.84,11.75,0,15,30,29.91,10.15,2,84,4.1,18.14,104,46,0,0,22.1,vs NYK,844476,2.5,120,230.5,114.0,
1459574,Isaiah Hartenstein,C,OKC,6300,33.74,29,0,8,30,37.10885281635496,14.89,1,86,30.7,34.36,22,101,-1,0,29.9,vs SAC,1057004,-8.5,-395,227.5,118.0,
1459575,OG Anunoby,SF/PF,NYK,6300,34.13,27.5,0,24,30,43.56,19.78,1,86,35.7,33.5,20,110,2,0,34.8,@MIL,900535,-2.5,-142,230.5,116.5,
1459576,Jonathan Kuminga,SF/PF,GSW,6200,31.69,18.25,0,6,30,36.9,12.79,1,84,13.3,30.65,46,78,8,0,32.7,vs LAC,1271708,1.5,100,224.5,111.5,
1459577,Mikal Bridges,SG/SF,NYK,6200,33.64,51.75,0,26,30,39,24.15,1,87,11.5,31.65,56,93,7,0,34.5,@MIL,846400,-2.5,-142,230.5,116.5,
1459578,Josh Hart,SF/PF,NYK,6100,26,17.5,0,14,30,38.76,22.61,2,86,14.2,28.14,40,82,1,0,22.1,@MIL,741892,-2.5,-142,230.5,116.5,
