LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1454008,Luka Doncic,PG,LAL,11000,52.77,78.5,0,2,30,61.84,43.38,1,91,36.7,53.89,51,196,2,0,54.8,vs GSW,1121277,2.5,120,227.5,112.5,
1454009,Shai Gilgeous-Alexander,PG,OKC,10300,55.2,55.75,0,25,30,63.15,39.41,1,92,27.6,51.22,63,179,1,0,53.1,vs HOU,1067856,-6.5,-245,225.5,116.0,
1454010,Kevin Durant,SF/PF,HOU,9700,44.98,36.75,0,1,30,54.74,30.61,1,90,18.3,39.34,74,129,0,0,44.4,@OKC,329525,6.5,200,225.5,109.5,
1454011,LeBron James,PF,LAL,9500,0,0,0,1,30,0,0,4,0,0,0,0,0,0,0,50.2,vs GSW,214152,2.5,120,227.5,112.5,
1454012,Stephen Curry,PG,GSW,9300,44.27,38.75,0,21,30,57.39,28.43,1,88,18.4,41.13,72,127,3,0,43.2,@LAL,338365,-2.5,-142,227.5,115.0,
1454013,Alperen Sengun,C,HOU,9200,42.37,71.25,0,21,30,54.02,36.51,1,89,10.4,38.77,120,123,-1,0,43.5,@OKC,1323508,6.5,200,225.5,109.5,
1454014,Jalen Williams,SF,OKC,8500,0,0,0,25,30,0,0,4,0,0,0,0,0,0,0,40,vs HOU,1182404,-6.5,-245,225.5,116.0,
1454015,Jimmy Butler,SF/PF,GSW,8000,40.24,45.25,0,27,30,54.88,25.93,1,85,31.9,35.76,33,124,8,0,36.6,@LAL,458730,-2.5,-142,227.5,115.0,
1454016,Amen Thompson,PG/SG,HOU,7900,35.11,32.5,0,3,30,45.45,26.92,1,86,29.6,34.8,31,117,-2,0,35,@OKC,1429337,6.5,200,225.5,109.5,
1454017,Chet Holmgren,PF/C,OKC,7600,34.32,39.25,0,9,30,39.63,21.59,1,85,23.9,34.16,34,103,-1,0,33.7,vs HOU,1343009,-6.5,-245,225.5,116.0,
1454018,Austin Reaves,SG,LAL,7300,32.5,47.75,0,26,30,46.12,26.32,1,88,45.8,37.28,19,132,2,0,37.2,vs GSW,953291,2.5,120,227.5,112.5,
1454019,Brandin Podziemski,PG/SG,GSW,6600,31.81,20.75,0,21,30,37.4,13.06,1,82,25.9,28.25,25,84,3,0,25.8,@LAL,1324108,-2.5,-142,227.5,115.0,
1454020,Deandre Ayton,C,LAL,6300,37.07,17.5,0,25,30,45.82,20.74,1,84,35.6,31.23,20,111,6,0,33,vs GSW,1061507,2.5,120,227.5,112.5,
1454021,Jonathan Kuminga,PF,GSW,5900,24.4,40.25,0,8,30,32.94,9.09,1,83,19.6,25.23,25,64,6,0,26,@LAL,1271708,-2.5,-142,227.5,115.0,
1454022,Buddy Hield,SG/SF,GSW,5800,21.31,21.75,0,8,30,34.79,8.12,2,80,6.9,20.52,64,48,5,0,20.7,@LAL,697086,-2.5,-142,227.5,115.0,
