LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1454247,Giannis Antetokounmpo,PF/C,MIL,11100,56.44,63,0,22,30,76.92,51.3,1,91,26.6,57.07,80,199,2,0,60,vs WAS,739957,-10.5,-440,227.5,119.0,
1454248,Victor Wembanyama,C,SAS,10900,53.48,70.25,0,19,30,61.85,43.06,1,89,8.4,52.43,218,153,0,0,54.3,@DAL,1373356,4.5,142,223.5,109.5,
1454249,Cade Cunningham,PG,DET,9900,52.1,49.25,0,24,30,62.46,44.01,1,89,26.4,50.29,62,175,9,0,51.1,@CHI,1232182,-3.5,-155,236.5,120.0,
1454250,Trae Young,PG,ATL,9800,42.93,32.25,0,1,30,59.19,34.34,1,90,5.6,45.48,258,123,-3,0,48.3,vs TOR,1060978,-5.5,-225,237.5,121.5,
1454251,Anthony Davis,PF/C,DAL,9700,50.04,48.25,0,20,30,67.85,29.37,1,90,26.5,50.39,62,156,7,0,51.6,vs SAS,603096,-4.5,-170,223.5,114.0,
1454252,Devin Booker,PG/SG,PHX,9600,44.89,41.25,0,8,30,52.94,30.75,1,89,17.5,46.07,79,135,0,0,43.6,vs SAC,845564,-3.5,-170,228.5,116.0,
1454253,LaMelo Ball,PG,CHA,9500,45.01,35,0,18,30,50.6,25.93,1,87,4.5,43.58,294,112,1,0,45.8,vs BKN,1257420,-5.5,-205,228.5,117.0,
1454254,Ja Morant,PG,MEM,9400,46.75,45.25,0,14,30,54.81,33.72,1,88,2.7,44.32,508,120,0,0,41,vs NOP,1065906,-3.5,-175,236.5,120.0,
1454255,Donovan Mitchell,PG/SG,CLE,9300,45.75,46.5,0,8,30,63.08,31.02,1,87,5.1,44.14,279,119,5,0,41.6,@NYK,879707,-1.5,-122,229.5,115.5,
1454256,Josh Giddey,PG,CHI,9200,45.87,42.75,0,19,30,65.59,40.23,1,86,3.7,44.52,388,126,2,0,39.5,vs DET,1323503,3.5,130,236.5,116.5,
1454257,James Harden,PG,LAC,9100,45.17,35.5,0,9,30,60.54,36.84,1,88,1.6,44.58,684,121,3,0,47.3,@UTA,395388,-10.5,-485,225.5,118.0,
1454258,Anthony Edwards,PG/SG,MIN,9000,46.59,53.75,0,25,30,60.58,37.14,1,89,4,42.93,338,124,3,0,46,@POR,1175367,-5.5,-205,222.5,114.0,
1454259,Domantas Sabonis,C,SAC,9000,0,0,0,22,30,0,0,4,0,0,0,0,0,0,0,48.2,@PHX,850111,3.5,142,228.5,112.5,
1454260,Tyrese Maxey,PG,PHI,8900,36.99,60.5,0,4,30,58.73,27.46,1,88,1.9,39.19,600,99,-5,0,44.6,@BOS,1186160,4.5,150,229.5,112.5,
1454261,Zion Williamson,PF,NOP,8900,45.88,54.25,0,19,30,56.27,34.92,1,89,18.2,45.61,72,141,5,0,44.9,@MEM,1132025,3.5,145,236.5,116.5,
1454262,Evan Mobley,PF/C,CLE,8900,42.16,45,0,28,30,50.08,26.51,1,88,9.6,43.01,125,115,-3,0,39.6,@NYK,1231862,-1.5,-122,229.5,115.5,
1454263,Jaylen Brown,SF,BOS,8900,38.99,38.5,0,26,30,47.47,24,1,88,8,41.58,142,106,6,0,39,vs PHI,883436,-4.5,-180,229.5,117.0,
1454264,Jalen Johnson,SF/PF,ATL,8800,37.33,45.25,0,2,30,54.4,29.25,1,87,1.3,41.45,586,103,-6,0,44.1,vs TOR,1230356,-5.5,-225,237.5,121.5,
1454265,Nikola Vucevic,C,CHI,8800,41.81,53.5,0,29,30,50.93,29.82,1,89,3.5,39.83,333,109,3,0,40.4,vs DET,457598,3.5,130,236.5,116.5,
1454266,Tyler Herro,PG,MIA,8800,0,0,0,2,30,0,0,4,0,0,0,0,0,0,0,40.9,@ORL,1134176,8.5,275,216.5,104.0,
1454267,Joel Embiid,C,PHI,8700,40.11,16.5,0,12,30,60.22,32.47,1,90,1.3,38.89,606,108,-5,0,43.8,@BOS,794508,4.5,150,229.5,112.5,
1454268,Jaren Jackson Jr.,PF/C,MEM,8600,36.32,39,0,13,30,41.95,23.98,1,87,0.5,37.28,497,93,0,0,37.3,vs NOP,1078662,-3.5,-175,236.5,120.0,
1454269,Jalen Brunson,PG,NYK,8600,39.95,35,0,5,30,57.04,32.99,1,90,5.1,39.51,230,112,1,0,43.5,vs CLE,887914,1.5,102,229.5,114.0,
1454270,Karl-Anthony Towns,PF/C,NYK,8500,40.99,36.25,0,8,30,48.96,34.54,1,88,14.5,44.61,79,129,5,0,47.7,vs CLE,837030,1.5,102,229.5,114.0,
1454271,Deni Avdija,SF/PF,POR,8500,38.52,31.25,0,27,30,65.97,33.94,1,85,9.2,39.29,133,113,-3,0,34.7,vs MIN,1257422,5.5,170,222.5,108.5,
1454272,Darius Garland,PG,CLE,8500,0,0,0,10,30,0,0,4,0,0,0,0,0,0,0,36.8,@NYK,1134262,-1.5,-122,229.5,115.5,
1454273,Zach LaVine,SG/SF,SAC,8500,36.49,34,0,14,30,44.71,21.91,1,87,1.6,34.89,493,89,-1,0,37.1,@PHX,743777,3.5,142,228.5,112.5,
1454274,Bam Adebayo,PF/C,MIA,8400,38.52,33,0,9,30,52.19,32.37,1,88,0.8,39.58,547,106,-1,0,40.8,@ORL,957486,8.5,275,216.5,104.0,
1454275,Scottie Barnes,PG/SF,TOR,8400,40.83,48.5,0,30,30,49.01,25.68,1,89,5.1,40.3,214,106,5,0,42.2,@ATL,1251666,5.5,185,237.5,116.0,
1454276,Derrick White,PG,BOS,8300,42.15,40.75,0,24,30,44.72,26.62,1,88,3.2,38.51,325,104,3,0,34.3,vs PHI,796009,-4.5,-180,229.5,117.0,
1454277,Paolo Banchero,PF,ORL,8200,41.81,44.25,0,4,30,57.8,37.54,1,89,10.3,40.33,111,125,-2,0,45.3,vs MIA,1323993,-8.5,-345,216.5,112.5,
1454278,Kawhi Leonard,SF,LAC,8100,39.36,21.5,0,13,30,54.06,38.22,1,91,4.3,39.93,251,117,3,0,39.3,@UTA,512591,-10.5,-485,225.5,118.0,
1454279,Ivica Zubac,C,LAC,8000,37.56,33.25,0,27,30,50.9,32.66,1,87,2.4,35.18,412,101,4,0,40.2,@UTA,920093,-10.5,-485,225.5,118.0,
1454280,Shaedon Sharpe,PG/SG,POR,7900,35.91,25,0,1,30,48.59,25.41,1,85,2.2,33.93,425,90,-3,0,30.5,vs MIN,1371494,5.5,170,222.5,108.5,
1454281,Alexandre Sarr,C,WAS,7900,32.36,29.25,0,13,30,39.51,21.09,1,85,1.6,33.03,414,82,0,0,29.2,@MIL,1429349,10.5,340,227.5,108.5,
1454282,Julius Randle,PF,MIN,7900,34.63,44.25,0,7,30,48.78,26.59,1,89,4.1,34.86,228,95,-1,0,36.4,@POR,786412,-5.5,-205,222.5,114.0,
1454283,Jordan Poole,PG/SG,NOP,7800,34.75,21.5,0,29,30,36.38,19.22,1,83,1.6,33.3,407,81,3,0,34.4,@MEM,1067671,3.5,145,236.5,116.5,
1454284,Mark Williams,C,PHX,7800,19.57,23.25,0,19,30,45.01,15.65,2,84,1.6,30.17,370,61,2,0,35.5,vs SAC,1230361,-3.5,-170,228.5,116.0,
1454285,Miles Bridges,PF,CHA,7800,36.34,42.25,0,3,30,50.92,22.61,1,88,1.4,35.3,478,90,-3,0,38.7,vs BKN,957479,-5.5,-205,228.5,117.0,
1454286,Jalen Duren,C,DET,7700,35.67,29.5,0,14,30,46.36,24.64,1,86,1.1,34.13,447,90,4,0,32.4,@CHI,1344765,-3.5,-155,236.5,120.0,
1454287,RJ Barrett,SG,TOR,7700,35.01,45.5,0,11,30,43.36,27.08,1,87,1.1,35.63,439,93,-2,0,39.1,@ATL,1132031,5.5,185,237.5,116.0,
1454288,DeMar DeRozan,SF/PF,SAC,7700,32.74,56,0,14,30,46.98,28.43,1,89,1.1,35.67,444,93,2,0,36.2,@PHX,457594,3.5,142,228.5,112.5,
1454289,Paul George,PF,PHI,7600,0,0,0,5,30,0,0,4,0,0,0,0,0,0,0,34,@BOS,469218,4.5,150,229.5,112.5,
1454290,Cam Thomas,SG,BKN,7600,34.65,20.25,0,6,30,44.99,25.17,1,81,11.4,38,78,99,-4,0,35.3,@CHA,1232020,5.5,170,228.5,111.5,
1454291,Franz Wagner,SF,ORL,7600,35.42,42,0,2,30,48.16,35.09,1,90,3.5,35.29,258,104,-1,0,41.5,vs MIA,1178131,-8.5,-345,216.5,112.5,
1454292,Coby White,PG/SG,CHI,7600,0,0,0,10,30,0,0,4,0,0,0,0,0,0,0,34.2,vs DET,1138387,3.5,130,236.5,116.5,
1454293,Santi Aldama,SF/PF,MEM,7500,31.9,20.5,0,30,30,35.08867435559462,16.65,2,81,1.6,30.64,366,73,5,0,27.6,vs NOP,1177024,-3.5,-175,236.5,120.0,
1454294,Trey Murphy III,SG/SF,NOP,7500,31.37,26.25,0,20,30,43.56,22.16,1,88,3.3,35.25,250,86,2,0,37,@MEM,1134570,3.5,145,236.5,116.5,
1454295,Ty Jerome,PG/SG,MEM,7500,0,0,0,6,30,0,0,4,0,0,0,0,0,0,0,23,vs NOP,942866,-3.5,-175,236.5,120.0,
1454296,Brandon Ingram,SF,TOR,7400,34.26,33.25,0,21,30,49.55,26.79,1,87,3.3,36.27,269,94,-1,0,39.2,@ATL,887665,5.5,185,237.5,116.0,
1454297,Norman Powell,SG,MIA,7400,26.43,49.75,0,15,30,33.53,16.53,1,85,1.4,27.27,323,66,-2,0,31.5,@ORL,609861,8.5,275,216.5,104.0,
1454298,Cooper Flagg,SF/PF,DAL,7400,33.89,24.5,0,29,30,37.279,0,1,0,4.6,34.94,171,36,1,0,0,vs SAS,1519128,-4.5,-170,223.5,114.0,
1454299,Kristaps Porzingis,PF/C,ATL,7300,34.11,36.75,0,25,30,37.52017191972575,9.97,1,85,2.2,35.09,354,75,3,0,32.5,vs TOR,877869,-5.5,-225,237.5,121.5,
1454300,CJ McCollum,SG,WAS,7300,36.29,21,0,29,30,46.8,20.58,1,87,8.5,33.99,101,92,3,0,35,@MIL,522878,10.5,340,227.5,108.5,
1454301,Brandon Miller,SG,CHA,7200,34.29,40,0,3,30,46.44,29.71,1,85,5.7,33.07,144,95,-3,0,36.8,vs BKN,1401381,-5.5,-205,228.5,117.0,
1454302,De'Aaron Fox,PG,SAS,7200,0,0,0,13,30,0,0,4,0,0,0,0,0,0,0,42.5,@DAL,957489,4.5,142,223.5,109.5,
1454303,Desmond Bane,SG,ORL,7100,35.61,36,0,16,30,49.5,24.22,1,88,1.4,33.96,423,90,0,0,38,vs MIA,944263,-8.5,-345,216.5,112.5,
1454304,Immanuel Quickley,PG,TOR,7100,34.74,30.5,0,20,30,45.41,26.15,1,87,1.1,33.26,403,90,0,0,32.3,@ATL,1134175,5.5,185,237.5,116.0,
1454305,Quentin Grimes,SG,PHI,7000,27.92,22.25,0,7,30,56.74,22.34,2,81,1.4,25.81,387,70,1,0,27.3,@BOS,1132827,4.5,150,229.5,112.5,
1454306,Stephon Castle,PG/SG,SAS,7000,33.69,41.75,0,17,30,47.72,28.03,1,86,1.9,32.31,398,89,4,0,27.4,@DAL,1461118,4.5,142,223.5,109.5,
1454307,Josh Hart,SF/PF,NYK,6900,0,0,0,25,30,0,0,4,0,0,0,0,0,0,0,37.6,vs CLE,741892,1.5,102,229.5,114.0,
1454308,Dyson Daniels,PG/SG,ATL,6900,33.69,13.25,0,23,30,47.2,30.11,1,86,0.6,32.5,391,91,2,0,35.3,vs TOR,1357745,-5.5,-225,237.5,121.5,
1454309,Payton Pritchard,PG/SG,BOS,6900,27.83,28.75,0,3,30,38.17,11.65,1,78,1.1,31.7,337,65,1,0,26.6,vs PHI,945610,-4.5,-180,229.5,117.0,
1454310,Onyeka Okongwu,C,ATL,6900,30.99,27.5,0,29,30,52.57,25.53,2,87,1.6,29.01,388,82,8,0,32.2,vs TOR,1185367,-5.5,-225,237.5,121.5,
1454311,Rudy Gobert,C,MIN,6800,28.03,19.5,0,18,30,39.06,10.41,1,86,1.1,31.33,335,66,1,0,31.1,@POR,739960,-5.5,-205,222.5,114.0,
1454312,Lauri Markkanen,PF,UTA,6800,28.43,36.5,0,6,30,35.45,19.67,1,87,1.4,31.59,325,76,-1,0,31.7,vs LAC,949131,10.5,370,225.5,107.5,
1454313,Ausar Thompson,SF,DET,6800,30.22,36.25,0,8,30,38.78,14.81,1,85,1.1,31.03,340,72,4,0,23.9,@CHI,1429338,-3.5,-155,236.5,120.0,
1454314,Michael Porter Jr.,PF,BKN,6700,30.58,25.5,0,5,30,33.640242533333335,12.17,1,86,0.8,32.44,324,71,-5,0,31.2,@CHA,1061724,5.5,170,228.5,111.5,
1454315,Anfernee Simons,SG,BOS,6700,27.36,24.5,0,26,30,41.07,25.37,2,85,1.1,28.31,324,76,2,0,32.3,vs PHI,1121307,-4.5,-180,229.5,117.0,
1454316,Devin Vassell,SF,SAS,6700,30.25,27.25,0,28,30,42.52,23.2,1,87,1.1,30.72,347,80,3,0,29.8,@DAL,1132051,4.5,142,223.5,109.5,
1454317,Myles Turner,C,MIL,6700,31.56,35,0,26,30,34.717781416526385,16.53,1,86,0.6,31.58,328,76,4,0,30.8,vs WAS,843762,-10.5,-440,227.5,119.0,
