LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1474797,Giannis Antetokounmpo,PF,MIL,11800,61.94,26.25,0,22,30,74.47,51.62,1,91,17.2,58.93,134,193,8,0,61.3,@CLE,739957,5.5,210,234.5,114.5,
1474798,Cade Cunningham,PG,DET,11000,0,0,0,23,30,0,0,4,0,0,0,0,0,0,0,53.8,vs IND,1232182,-8.5,-380,230.5,119.5,
1474799,Shai Gilgeous-Alexander,PG,OKC,10800,49.02,45.5,0,7,30,63.98,41.21,1,92,2.1,50.11,839,138,-1,0,53.9,@NOP,1067856,-18.5,-2100,222.5,120.5,
1474800,Tyrese Maxey,PG,PHI,10500,48.7,53.75,0,21,30,63.29,33.52,1,88,6.6,48.01,255,130,8,0,55.5,vs LAC,1186160,-4.5,-198,222.5,113.5,
1474801,James Harden,PG,LAC,9900,54.25,48,0,5,30,63.88,33.84,1,88,6.7,49.65,248,138,-1,0,51.3,@PHI,395388,4.5,164,222.5,109.0,
1474802,LaMelo Ball,PG,CHA,9800,41.69,39.25,0,6,30,59.22,31.68,1,87,8.3,41.92,169,117,1,0,50.3,@TOR,1257420,8.5,280,239.5,115.5,
1474803,Pascal Siakam,SF/PF,IND,9700,42.3,43.25,0,6,30,55.62,32.07,1,88,7.7,41.13,175,117,3,0,44.3,@DET,853408,8.5,300,230.5,111.0,
1474804,Anthony Davis,PF,DAL,9600,0,0,0,9,30,0,0,4,0,0,0,0,0,0,0,42.9,@MIN,603096,14.5,600,232.5,109.0,
1474805,Karl-Anthony Towns,PF,NYK,9500,48.14,45.75,0,13,30,56.12,37.44,1,88,31.8,54.41,47,173,6,0,47.3,@MIA,837030,1.5,-105,244.5,121.5,
1474806,Donovan Mitchell,SG,CLE,9200,51.17,56.75,0,27,30,64.52,35.63,1,87,11,45.39,135,137,1,0,48.7,vs MIL,879707,-5.5,-258,234.5,120.0,
1474807,Anthony Edwards,SG,MIN,9100,46.61,26,0,9,30,56.67,29.74,1,89,12.6,47.01,109,131,5,0,42.5,vs DAL,1175367,-14.5,-900,232.5,123.5,
1474808,Jalen Brunson,PG,NYK,9000,0,0,0,26,30,0,0,4,0,0,0,0,0,0,0,44.2,@MIA,887914,1.5,-105,244.5,121.5,
1474809,Kawhi Leonard,SF,LAC,8900,0,0,0,22,30,0,0,4,0,0,0,0,0,0,0,43.5,@PHI,512591,4.5,164,222.5,109.0,
1474810,Miles Bridges,PF,CHA,8800,41.47,44,0,25,30,47.47,25.66,1,88,7.8,38.72,144,107,7,0,39.7,@TOR,957479,8.5,280,239.5,115.5,
1474811,Zion Williamson,PF,NOP,8700,0,0,0,23,30,0,0,4,0,1.6,0,0,0,0,0,41.2,vs OKC,1132025,18.5,1100,222.5,102.0,
1474812,Scottie Barnes,PF,TOR,8500,42.28,38,0,8,30,57.13,33.65,1,89,6.8,40.76,175,118,3,0,44.5,vs CHA,1251666,-8.5,-355,239.5,124.0,
1474813,Tyler Herro,PG/SG,MIA,8300,0,0,0,14,30,0,0,4,0,0,0,0,0,0,0,0,vs NYK,1134176,-1.5,-115,244.5,123.0,
1474814,Bam Adebayo,C,MIA,8200,0,0,0,16,30,0,0,4,0,0,0,0,0,0,0,37.6,vs NYK,957486,-1.5,-115,244.5,123.0,
1474815,Julius Randle,PF,MIN,8100,43.88,27.5,0,24,30,53.24,35.01,1,89,8.7,41.35,129,124,8,0,47.6,vs DAL,786412,-14.5,-900,232.5,123.5,
1474816,Jalen Duren,C,DET,8000,42.22,55.25,0,9,30,50.16,28.16,1,87,29.9,46.24,37,142,2,0,41.1,vs IND,1344765,-8.5,-380,230.5,119.5,
1474817,Trey Murphy III,SG,NOP,7900,36.69,32.25,0,8,30,47.75,20.09,1,88,7.4,35.41,128,93,1,0,37.3,vs OKC,1134570,18.5,1100,222.5,102.0,
1474818,Evan Mobley,PF,CLE,7800,42.23,30,0,19,30,51.68,32.57,1,88,22.4,43.72,48,136,3,0,42.8,vs MIL,1231862,-5.5,-258,234.5,120.0,
1474819,Chet Holmgren,PF,OKC,7800,32.55,39.25,0,17,30,45.26,23.49,1,86,6,35.49,147,90,1,0,36.6,@NOP,1343009,-18.5,-2100,222.5,120.5,
1474820,Jalen Williams,SF,OKC,7700,0,0,0,15,30,0,0,4,0,0,0,0,0,0,0,0,@NOP,1182404,-18.5,-2100,222.5,120.5,
1474821,Joel Embiid,C,PHI,7600,0,0,0,1,30,0,0,4,0,0,0,0,0,0,0,35.6,vs LAC,794508,-4.5,-198,222.5,113.5,
1474822,Brandon Ingram,SG,TOR,7500,36.11,48,0,14,30,43.66,26.74,1,88,11.8,36.12,74,104,5,0,36,vs CHA,887665,-8.5,-355,239.5,124.0,
1474823,Paul George,PF,PHI,7400,22.22,26.25,0,2,30,43.35,21.46,1,86,1.6,23.85,331,64,3,0,0,vs LAC,469218,-4.5,-198,222.5,113.5,
1474824,Ivica Zubac,C,LAC,7300,38.27,35.25,0,26,30,42.77,27.36,1,87,11.8,39.35,75,110,5,0,35.7,@PHI,920093,4.5,164,222.5,109.0,
1474825,Norman Powell,SG,MIA,7300,35.78,25.75,0,15,30,43.54,23.49,1,85,3.6,35.6,233,91,8,0,38.3,vs NYK,609861,-1.5,-115,244.5,123.0,
1474826,Mikal Bridges,SG,NYK,7200,32.67,44.75,0,8,30,42.59,22.69,1,87,11,36.41,73,95,2,0,35.3,@MIA,846400,1.5,-105,244.5,121.5,
1474827,Cooper Flagg,SG,DAL,7100,36.76,19.75,0,26,30,43.32,22.04,1,77,2.2,34.92,371,85,0,0,31.7,@MIN,1519128,14.5,600,232.5,109.0,
1474828,RJ Barrett,SF,TOR,7000,33.24,26.25,0,21,30,40.87,24.76,1,87,7.4,33.95,102,92,2,0,34.1,vs CHA,1132031,-8.5,-355,239.5,124.0,
1474829,Ryan Rollins,PG,MIL,7000,29.09,37.75,0,3,30,43.1,16.43,1,71,3.3,30.53,218,67,6,0,33.5,@CLE,1232221,5.5,210,234.5,114.5,
1474830,Andrew Wiggins,PF,MIA,7000,32.99,19,0,11,30,37.12,22.35,1,84,3,36.33,248,87,-1,0,32,vs NYK,794503,-1.5,-115,244.5,123.0,
1474831,PJ Washington,SF,DAL,6900,29.44,26.25,0,6,30,40.94,21.15,1,85,3.3,32.65,215,80,0,0,31.4,@MIN,1067857,14.5,600,232.5,109.0,
1474832,Jaime Jaquez Jr.,SG/SF,MIA,6900,31.04,18.25,0,14,30,46.13,13.84,2,82,12.4,35.63,63,82,6,0,36.1,vs NYK,1176708,-1.5,-115,244.5,123.0,
1474833,Josh Hart,SF/PF,NYK,6900,30.1,36.75,0,19,30,35.13,15.78,2,86,7.2,34.85,96,80,1,0,25.6,@MIA,741892,1.5,-105,244.5,121.5,
1474834,Brandon Miller,SF,CHA,6800,0,0,0,8,30,0,0,4,0,0,0,0,0,0,0,22.3,@TOR,1401381,8.5,280,239.5,115.5,
1474835,Isaiah Hartenstein,C,OKC,6800,36.3,42.75,0,21,30,45.04,21.12,1,86,3.3,33.31,236,87,5,0,34.7,@NOP,1057004,-18.5,-2100,222.5,120.5,
1474836,Immanuel Quickley,PG,TOR,6700,31.97,39,0,9,30,41.62,23.16,1,87,4.4,33.12,163,86,3,0,33.3,vs CHA,1134175,-8.5,-355,239.5,124.0,
1474837,Quentin Grimes,PG/SG,PHI,6700,29.51,33.5,0,10,30,44.38,21.65,2,82,5.3,28.83,130,77,5,0,30.8,vs LAC,1132827,-4.5,-198,222.5,113.5,
1474838,Andrew Nembhard,PG,IND,6600,33.96,22.25,0,26,30,36.78,16.04,1,84,3.6,31.57,188,78,1,0,31,@DET,1134158,8.5,300,230.5,111.0,
1474839,OG Anunoby,SF,NYK,6600,0,0,0,19,30,0,0,4,0,0,0,0,0,0,0,31.7,@MIA,900535,1.5,-105,244.5,121.5,
1474840,Kon Knueppel,SG/SF,CHA,6600,31.95,40.75,0,12,30,44.33,18.17,1,77,1.1,29.55,349,72,9,0,31.3,@TOR,1519132,8.5,280,239.5,115.5,
1474841,Darius Garland,PG,CLE,6500,0,0,0,27,30,0,0,4,0,0,0,0,0,0,0,26.6,vs MIL,1134262,-5.5,-258,234.5,120.0,
1474842,Kyle Kuzma,SF,MIL,6500,20.99,21.75,0,13,30,35.05,8.49,1,84,0.8,25.32,264,51,2,0,24.3,@CLE,844476,5.5,210,234.5,114.5,
1474843,Ausar Thompson,SF,DET,6400,0,0,0,21,30,0,0,4,0,0,0,0,0,0,0,32.1,vs IND,1429338,-8.5,-380,230.5,119.5,
1474844,Kevin Porter Jr.,PG,MIL,6400,0,0,0,13,30,0,0,4,0,0,0,0,0,0,0,16,@CLE,1135158,5.5,210,234.5,114.5,
1474845,VJ Edgecombe,SG,PHI,6300,29.31,31.5,0,13,30,42.26,22.9,1,77,0.8,30.66,322,75,10,0,32.6,vs LAC,1519361,-4.5,-198,222.5,113.5,
1474846,Jarrett Allen,C,CLE,6300,30.74,23.5,0,5,30,43.7,17.52,1,86,2.8,29.98,235,75,-3,0,31.6,vs MIL,956574,-5.5,-258,234.5,120.0,
1474847,Aaron Nesmith,SF,IND,6300,0,0,0,7,30,0,0,4,0,0,0,0,0,0,0,26.6,@DET,1134264,8.5,300,230.5,111.0,
1474848,Ajay Mitchell,PG/SG,OKC,6300,25.34,17,0,7,30,39.41,16.68,2,80,7.8,27.93,75,68,9,0,31.5,@NOP,1340238,-18.5,-2100,222.5,120.5,
1474849,Myles Turner,C,MIL,6200,26.82,35.75,0,8,30,35.94,18.02,1,86,1.4,30.42,289,71,0,0,29,@CLE,843762,5.5,210,234.5,114.5,
1474850,Kelly Oubre Jr.,SF,PHI,6200,0,0,0,10,30,0,0,4,0,0,0,0,0,0,0,29.4,vs LAC,843271,-4.5,-198,222.5,113.5,
1474851,Jordan Poole,PG/SG,NOP,6200,0,0,0,29,30,0,0,4,0,0,0,0,0,0,0,26.1,vs OKC,1067671,18.5,1100,222.5,102.0,
1474852,Bennedict Mathurin,SG,IND,6200,25.73,33.25,0,20,30,36.99,5.91,1,80,1.7,26.88,278,54,11,0,44.3,@DET,1239596,8.5,300,230.5,111.0,
1474853,Rudy Gobert,C,MIN,6100,34.28,37.25,0,16,30,38.93,15.94,1,86,5.6,33.24,116,82,5,0,28.7,vs DAL,739960,-14.5,-900,232.5,123.5,
