Name,Position,Team,Salary,Projected,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,Vegas,VegasML,VegasTotals,VegasImplied,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
Nikola Jokic,C,DEN,11500,62.4,26,30,74.2,46.61,1,91.0,39.0,59.96,58,224,5,0,66.6,@GSW,1.5,-105,233.5,116.0,,,,,,,,,,,,,,,
Shai Gilgeous-Alexander,PG,OKC,10500,51.86,23,30,63.77,40.26,1,92.0,33.0,52.91,54,185,3,0,53.1,@IND,-7.5,-305,231.5,119.5,1.1861702127659577,0.9148936170212766,0.0,55.75,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Curry,PG,GSW,9000,42.86,30,30,56.52,27.79,1,89.0,18.7,42.04,68,126,6,0,43.2,vs DEN,-1.5,-115,233.5,117.5,1.2109375,0.90625,0.0,38.75,32.0,3.5,0.0903225806451612,0.8125,0.75,0.25,0.2156747987817459,2.0,0.25,2.0,1.0
Pascal Siakam,PF,IND,8200,41.16,21,30,48.07,31.18,1,88.0,23.8,39.25,44,130,1,0,37.3,vs OKC,7.5,245,231.5,112.0,,,,,,,,,,,,,,,
Jalen Williams,SF,OKC,8000,0.0,3,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,40.0,@IND,-7.5,-305,231.5,119.5,,,,,,,,,,,,,,,
Chet Holmgren,PF/C,OKC,7500,36.23,3,30,40.64,22.58,1,85.0,26.0,38.22,33,113,2,0,33.7,@IND,-7.5,-305,231.5,119.5,1.0064102564102564,0.8461538461538461,0.0,39.25,39.0,4.0,0.1019108280254777,0.7435897435897436,0.6,0.1282051282051282,0.2702335020597322,1.0,0.0,4.0,1.0
Jimmy Butler,SF/PF,GSW,7400,42.34,14,30,55.53,28.32,1,85.0,34.2,37.6,29,134,6,0,36.6,vs DEN,-1.5,-115,233.5,117.5,,,,,,,,,,,,,,,
Jamal Murray,PG,DEN,7000,34.79,7,30,50.32,25.77,1,88.0,42.9,36.74,20,131,4,0,39.3,@GSW,1.5,-105,233.5,116.0,,,,,,,,,,,,,,,
Andrew Nembhard,PG/SG,IND,6400,27.41,1,30,32.79,16.15,1,84.0,20.1,31.02,29,82,-1,0,24.8,vs OKC,7.5,245,231.5,112.0,,,,,,,,,,,,,,,
Isaiah Hartenstein,C,OKC,6200,30.75,3,30,33.81953400000001,14.51,1,86.0,27.6,33.57,22,94,2,0,31.0,@IND,-7.5,-305,231.5,119.5,0.7297297297297297,0.3243243243243243,0.0,27.0,37.0,3.5,0.1296296296296296,0.4594594594594595,0.3333333333333333,0.081081081081081,0.2886002886002886,4.0,1.0,5.0,1.0
Draymond Green,PF/C,GSW,6100,29.85,24,30,34.93,19.41,1,85.0,29.4,29.51,20,94,1,0,29.0,vs DEN,-1.5,-115,233.5,117.5,1.2410714285714286,0.75,0.0,34.75,28.0,4.0,0.1151079136690647,0.7857142857142857,0.4,0.1071428571428571,0.2185792349726777,2.0,0.3333333333333333,5.0,0.0
Bennedict Mathurin,SG/SF,IND,6000,30.6,19,30,31.15,4.13,1,80.0,49.7,31.37,11,89,2,0,25.2,vs OKC,7.5,245,231.5,112.0,,,,,,,,,,,,,,,
Cameron Johnson,SF/PF,DEN,5900,31.25,8,30,42.15,25.85,1,88.0,28.3,28.41,21,103,6,0,32.6,@GSW,1.5,-105,233.5,116.0,,,,,,,,,,,,,,,
Brandin Podziemski,PG/SG,GSW,5900,28.39,6,30,37.5,13.35,1,82.0,25.0,28.57,22,80,6,0,25.8,vs DEN,-1.5,-115,233.5,117.5,0.6287878787878788,0.303030303030303,0.0,20.75,33.0,1.25,0.0602409638554216,0.4545454545454545,0.75,0.0,0.0,0.0,0.0,5.0,0.0
Jonathan Kuminga,PF,GSW,5800,28.47,14,30,34.08,8.98,1,84.0,31.9,30.48,17,82,8,0,26.0,vs DEN,-1.5,-115,233.5,117.5,1.2196969696969695,0.7575757575757576,0.0,40.25,33.0,0.0,0.0,0.7272727272727273,0.3333333333333333,0.0606060606060606,1.0,2.0,0.0,3.0,0.0
Aaron Gordon,PF,DEN,5700,28.44,19,30,41.57,23.93,1,86.0,19.1,28.04,29,89,1,0,28.1,@GSW,1.5,-105,233.5,116.0,,,,,,,,,,,,,,,
Aaron Nesmith,SF/PF,IND,5600,25.42,1,30,31.46,15.66,1,83.0,24.5,27.31,19,78,-1,0,23.0,vs OKC,7.5,245,231.5,112.0,,,,,,,,,,,,,,,
Isaiah Jackson,C,IND,5500,25.46,24,30,28.00925925925926,7.02,1,67.0,14.4,22.92,29,53,0,0,19.4,vs OKC,7.5,245,231.5,112.0,,,,,,,,,,,,,,,
Christian Braun,SG/SF,DEN,5300,26.86,23,30,39.09,17.75,1,82.0,22.8,25.92,21,79,0,0,29.0,@GSW,1.5,-105,233.5,116.0,,,,,,,,,,,,,,,
Obi Toppin,PF,IND,5200,23.53,13,30,28.55,10.79,2,82.0,14.4,22.77,27,59,1,0,19.7,vs OKC,7.5,245,231.5,112.0,,,,,,,,,,,,,,,
Buddy Hield,SF,GSW,5100,21.02,21,30,34.86,8.2,2,80.0,7.8,19.99,50,48,2,0,20.7,vs DEN,-1.5,-115,233.5,117.5,0.9886363636363636,0.8636363636363636,0.0,21.75,22.0,1.5,0.0689655172413793,0.6363636363636364,1.0,0.0909090909090909,1.0,1.0,0.0,3.0,0.0
T.J. McConnell,PG,IND,5000,0.0,30,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,20.9,vs OKC,7.5,245,231.5,112.0,,,,,,,,,,,,,,,
Al Horford,C,GSW,4700,15.79,5,30,31.69,12.63,2,86.0,5.4,18.33,57,46,1,0,23.3,vs DEN,-1.5,-115,233.5,117.5,0.6125,0.4,0.0,12.25,20.0,1.0,0.0816326530612244,0.65,0.75,0.0,0.0,0.0,0.0,5.0,0.0
Jonas Valanciunas,C,DEN,4600,17.3,7,30,27.31,6.01,2,83.0,4.5,16.9,63,38,1,0,24.7,@GSW,1.5,-105,233.5,116.0,,,,,,,,,,,,,,,
Cason Wallace,PG/SG,OKC,4500,0.0,19,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,19.6,@IND,-7.5,-305,231.5,119.5,0.9226190476190476,0.5,0.0,38.75,42.0,0.75,0.0193548387096774,0.5,0.8333333333333334,0.0714285714285714,0.6688963210702344,3.0,0.0,2.0,1.0
Alex Caruso,PG/SF,OKC,4400,0.0,3,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,19.7,@IND,-7.5,-305,231.5,119.5,0.7333333333333333,0.3666666666666666,0.0,22.0,30.0,0.0,0.0,0.3666666666666666,0.8,0.0333333333333333,0.0,3.0,0.0,8.0,0.0
