Name,Position,Team,Salary,Projected,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,Vegas,VegasML,VegasTotals,VegasImplied,FPM,Usage,Momentum,FP,Minutes,ClutchFP,ClutchRatio,TouchesPerMin,ThreeRate,ScoringFrequency,ScoringConsistency,DominantQuarter,LateGameEmphasis,Substitutions,StarterOrStuffer
Ivica Zubac,C,LAC,6900,33.99,25,30,49.81,28.97,1,86.0,10.9,33.78,74,100,9,0,30.3,@GSW,-1.5,-120,224.5,113.0,1.0319223985890653,0.7343915343915345,0.0,30.333333333333332,29.0,0.4166666666666667,0.010683760683760667,0.7420811287477954,0.0,0.13982363315696644,0.106405086969525,2.3333333333333335,0.0,1.3333333333333333,1.0
Kevin Porter Jr.,PG,MIL,6500,0.0,14,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,16.0,vs NYK,2.5,120,230.5,114.0,1.7777777777777777,1.3333333333333333,0.0,16.0,9.0,0.0,0.0,0.7777777777777778,0.5,0.3333333333333333,0.4016064257028111,1.0,0.0,0.0,1.0
Keegan Murray,SF/PF,SAC,6300,0.0,22,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@OKC,8.5,310,227.5,109.5,,,,,,,,,,,,,,,
Kyle Kuzma,SF/PF,MIL,6300,19.84,15,30,29.91,10.15,2,84.0,4.1,18.14,104,46,0,0,22.1,vs NYK,2.5,120,230.5,114.0,1.0540458937198067,0.5978260869565217,0.0,22.125,20.5,1.375,0.04741379310344825,0.6690821256038648,0.8333333333333333,0.11473429951690815,0.0488846430652607,2.0,0.0,2.5,0.0
Isaiah Hartenstein,C,OKC,6300,33.74,8,30,37.10885281635496,14.89,1,86.0,30.7,34.36,22,101,-1,0,29.9,vs SAC,-8.5,-395,227.5,118.0,0.8989787200994097,0.43873097235166203,0.0,29.125,33.25,4.4375,0.15458166172451882,0.6774541783162473,0.12499999999999997,0.0679791860826343,0.34453145084299963,2.75,0.7083333333333333,4.5,1.0
OG Anunoby,SF/PF,NYK,6300,34.13,24,30,43.56,19.78,1,86.0,35.7,33.5,20,110,2,0,34.8,@MIL,-2.5,-142,230.5,116.5,0.9614582822386816,0.5542420823727539,0.0,34.333333333333336,34.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Kuminga,SF/PF,GSW,6200,31.69,6,30,36.9,12.79,1,84.0,13.3,30.65,46,78,8,0,32.7,vs LAC,1.5,100,224.5,111.5,1.1642992424242424,0.8039772727272727,0.0,35.5,31.25,2.125,0.06107954545454543,0.8467487373737375,0.4404761904761904,0.21480429292929293,0.3419340080392537,2.0,0.19305555555555554,3.0,0.75
Mikal Bridges,SG/SF,NYK,6200,33.64,26,30,39.0,24.15,1,87.0,11.5,31.65,56,93,7,0,34.5,@MIL,-2.5,-142,230.5,116.5,0.9851556101556102,0.5955955955955955,0.0,34.5,35.333333333333336,2.6666666666666665,0.0789973936838103,0.6075393575393575,0.4000000000000001,0.0876330876330876,0.04407645057586514,1.3333333333333333,0.1111111111111111,4.333333333333333,0.6666666666666666
Josh Hart,SF/PF,NYK,6100,26.0,14,30,38.76,22.61,2,86.0,14.2,28.14,40,82,1,0,22.1,@MIL,-2.5,-142,230.5,116.5,0.9807168784029038,0.37295825771324864,0.0,22.125,24.0,1.25,0.0520833333333333,0.8457350272232305,0.4,0.03448275862068965,0.5,0.5,0.0,4.0,0.0
Myles Turner,C,MIL,6100,28.81,2,30,30.36,15.93,1,86.0,17.7,28.06,30,80,0,0,27.3,vs NYK,2.5,120,230.5,114.0,0.9254363313734837,0.49609354309020604,0.0,27.25,29.333333333333332,1.4166666666666667,0.04885057471264367,0.8046109433762382,0.6071428571428571,0.0329996292176492,0.3333333333333333,1.3333333333333333,0.0,2.6666666666666665,1.0
Draymond Green,PF/C,GSW,6100,23.51,30,30,34.84,18.78,1,85.0,5.3,28.64,100,69,-1,0,31.5,vs LAC,1.5,100,224.5,111.5,1.1008841036414565,0.7986694677871149,0.0,30.625,27.75,2.25,0.07007245728296972,0.7006302521008403,0.48750000000000004,0.05497198879551818,0.054644808743169425,2.0,0.08333333333333333,4.0,0.75
Brandin Podziemski,PG,GSW,6000,25.13,2,30,37.26,12.77,2,82.0,6.2,24.56,84,60,1,0,19.1,vs LAC,1.5,100,224.5,111.5,0.8209879122103387,0.511544674688057,0.0,24.6875,30.25,1.8125,0.08653770009615923,0.619067513368984,0.45535714285714285,0.07578542780748662,0.5992581982022295,2.25,0.1875,4.5,0.0
Malik Monk,SG,SAC,5800,26.92,20,30,40.26,16.09,2,84.0,5.9,24.67,90,66,2,0,29.8,@OKC,8.5,310,227.5,109.5,1.273313492063492,0.8902116402116401,0.0,29.75,24.0,0.5,0.013793103448275834,0.6792328042328043,0.45952380952380945,0.1124338624338624,0.38987060062628404,3.3333333333333335,0.2222222222222222,3.3333333333333335,0.0
Dennis Schroder,PG,SAC,5700,34.59,1,30,38.049435913972914,17.83,1,84.0,18.1,29.57,32,89,9,0,35.2,@OKC,8.5,310,227.5,109.5,1.0567460317460318,0.824963924963925,0.0,34.666666666666664,32.666666666666664,0.9166666666666666,0.030079061121189698,0.66998556998557,0.48181818181818176,0.16219336219336217,0.09227315185751139,1.3333333333333333,0.38888888888888884,3.0,0.6666666666666666
Bobby Portis,PF/C,MIL,5500,21.39,18,30,47.01,16.09,2,84.0,17.0,21.08,29,63,-4,0,17.5,vs NYK,2.5,120,230.5,114.0,0.8461210571184995,0.4666910242357813,0.0,17.5,20.333333333333332,3.75,0.21745327842888815,0.8519871716802663,0.3333333333333333,0.03174603174603174,0.3333333333333333,1.0,0.16666666666666666,2.6666666666666665,0.0
Buddy Hield,SF,GSW,5500,17.74,2,30,34.48,8.12,2,80.0,3.3,14.72,112,38,-5,0,15.4,vs LAC,1.5,100,224.5,111.5,0.7468571585419411,0.5903052261747914,0.0,14.6875,18.75,0.375,0.017241379310344824,0.5651899429073343,0.8392857142857143,0.08915239350021954,0.5,1.5,0.0,3.25,0.0
Ryan Rollins,PG,MIL,5200,26.83,26,30,34.69,9.59,1,65.0,16.7,27.03,28,61,8,0,29.3,vs NYK,2.5,120,230.5,114.0,0.9357167004732926,0.5962136578769439,0.0,29.25,31.0,2.5,0.08845391037171857,0.6687176019833222,0.7269841269841271,0.19276538201487492,0.12905536000390078,2.0,0.33968253968253964,3.0,0.3333333333333333
John Collins,PF/C,LAC,5200,26.57,1,30,41.37,21.26,2,89.0,23.0,25.71,21,85,-2,0,26.9,@GSW,-1.5,-120,224.5,113.0,1.0331196581196582,0.666056166056166,0.0,26.916666666666668,26.0,4.916666666666667,0.17672686095714882,0.7426739926739927,0.17777777777777778,0.11782661782661775,0.3812283486246723,2.0,0.5277777777777778,2.3333333333333335,0.0
Al Horford,C,GSW,5200,13.75,3,30,29.16,11.0,2,86.0,2.7,16.69,115,40,-7,0,18.3,vs LAC,1.5,100,224.5,111.5,0.724353448275862,0.49310344827586206,0.0,18.25,24.5,0.5,0.0408163265306122,0.5663793103448276,0.5416666666666666,0.0172413793103448,0.0,1.0,0.0,5.0,0.0
Bradley Beal,SG,LAC,5000,0.0,8,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,9.0,@GSW,-1.5,-120,224.5,113.0,0.44999999999999996,0.375,0.0,9.0,20.0,0.0,0.0,0.35,0.5,0.05,0.5,1.5,0.0,2.0,1.0
Ajay Mitchell,PG,OKC,4900,25.51,11,30,28.0654605,0.0,2,73.0,19.8,28.36,20,56,1,0,32.2,vs SAC,-8.5,-395,227.5,118.0,1.2530479095247697,0.8701670363648586,0.0,32.1875,27.25,3.0,0.08829992768028394,0.8598843852927338,0.40347222222222223,0.209536532903139,0.34501446555953974,3.0,0.17948717948717946,3.75,0.0
Aaron Wiggins,SF/PF,OKC,4800,28.7,14,30,31.57,3.0,1,77.0,45.3,26.07,9,74,5,0,22.3,vs SAC,-8.5,-395,227.5,118.0,0.7705853174603174,0.5595238095238095,0.0,22.25,27.75,0.5,0.027753068848959277,0.6190476190476191,0.6041666666666666,0.08796296296296294,0.3674330572570559,1.75,0.08333333333333333,4.5,0.0
Mitchell Robinson,C,NYK,4800,0.0,4,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,@MIL,-2.5,-142,230.5,116.5,,,,,,,,,,,,,,,
Luguentz Dort,SG,OKC,4700,21.23,14,30,27.21,10.38,1,82.0,11.4,21.86,29,54,0,0,17.9,vs SAC,-8.5,-395,227.5,118.0,0.48732739825581395,0.2466771640826873,0.0,17.9375,36.75,0.9375,0.050948345439870854,0.4062136627906977,0.7666666666666666,0.048923341946597726,0.12397686179919318,1.5,0.0,3.25,0.75
Gary Trent Jr.,SG/SF,MIL,4700,26.61,13,30,38.12,9.23,1,83.0,21.6,21.56,19,64,4,0,24.7,vs NYK,2.5,120,230.5,114.0,0.9301450465243569,0.6722769567597154,0.0,24.666666666666668,27.0,0.0,0.0,0.6318418171866448,0.7416666666666667,0.0602764094143404,0.05299417064122944,3.3333333333333335,0.5555555555555555,2.3333333333333335,1.0
Cason Wallace,PG/SG,OKC,4600,24.16,16,30,25.75,10.18,1,83.0,40.6,26.29,9,78,2,0,25.8,vs SAC,-8.5,-395,227.5,118.0,0.7487789987789988,0.3574203574203574,0.0,25.75,33.666666666666664,1.3333333333333333,0.06272866918028207,0.44638694638694637,0.6825396825396827,0.0339105339105339,0.22296544035674482,1.6666666666666667,0.0,3.3333333333333335,0.6666666666666666
Cole Anthony,PG/SG,MIL,4600,21.19,14,30,29.81,2.91,2,79.0,12.9,23.82,27,48,1,0,32.0,vs NYK,2.5,120,230.5,114.0,1.6712962962962963,1.199074074074074,0.0,32.0,19.5,2.375,0.05523255813953485,0.875,0.6875,0.26851851851851843,0.5785725227192284,3.5,0.65,3.0,0.0
Moses Moody,SG/SF,GSW,4600,14.92,2,30,26.51,3.34,2,75.0,8.4,16.79,32,33,-3,0,11.0,vs LAC,1.5,100,224.5,111.5,0.9778138528138529,0.7370129870129869,0.0,21.25,21.5,1.25,0.0544733044733044,0.7662337662337663,0.5,0.18614718614718612,0.1015084537956997,3.5,0.5,4.5,0.0
Russell Westbrook,PG,SAC,4500,27.37,1,30,32.1,12.24,1,85.0,18.1,22.48,20,68,0,0,23.1,@OKC,8.5,310,227.5,109.5,1.0524882467606924,0.7337843519474067,0.0,23.083333333333332,21.0,2.25,0.10296296296296294,0.7812941940908917,0.35185185185185186,0.15563964377173864,0.4131157172582565,2.6666666666666665,0.24444444444444446,3.3333333333333335,0.0
Alex Caruso,SG/SF,OKC,4400,21.29,1,30,28.36,13.17,2,85.0,18.7,19.98,16,60,4,0,22.0,vs SAC,-8.5,-395,227.5,118.0,0.7333333333333333,0.3666666666666666,0.0,22.0,30.0,0.0,0.0,0.3666666666666666,0.8,0.0333333333333333,0.0,3.0,0.0,8.0,0.0
Miles McBride,PG/SG,NYK,4300,0.0,20,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,24.0,@MIL,-2.5,-142,230.5,116.5,0.8293269230769231,0.5649038461538461,0.0,24.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ Green,PG/SG,MIL,4200,18.8,11,30,23.69,11.25,1,71.0,11.5,17.89,22,46,-3,0,19.0,vs NYK,2.5,120,230.5,114.0,0.668577489814049,0.5451704806543516,0.0,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaylin Williams,C,OKC,4200,21.19,21,30,23.309000000000005,2.94,2,75.0,9.4,18.64,28,41,0,0,10.9,vs SAC,-8.5,-395,227.5,118.0,0.6758264203117144,0.4209276018099547,0.0,10.875,15.75,0.875,0.08628048780487804,0.5706636500754148,1.0,0.02941176470588235,0.25,0.75,0.0,4.0,0.0
Chris Paul,PG,LAC,4100,17.12,15,30,32.4,12.04,2,85.0,2.4,14.6,110,41,0,0,15.1,@GSW,-1.5,-120,224.5,113.0,0.9811868686868688,0.609090909090909,0.0,15.083333333333334,15.333333333333334,4.416666666666667,0.3227888493176058,0.44595959595959594,0.9166666666666666,0.04444444444444443,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,0.3333333333333333
Quinten Post,C,GSW,4000,18.0,30,30,19.80428266666667,0.41,1,70.0,1.8,6.66,89,22,-4,0,5.2,vs LAC,1.5,100,224.5,111.5,0.5600293803418803,0.21407585470085472,0.0,7.375,10.5,0.625,0.10044642857142855,0.38848824786324787,0.375,0.015625,0.0,0.5,0.0,2.5,0.75
Nique Clifford,SG/SF,SAC,4000,0.0,20,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,20.5,@OKC,8.5,310,227.5,109.5,0.8541666666666666,0.2083333333333333,0.0,20.5,24.0,7.0,0.3414634146341463,0.5416666666666666,0.0,0.0416666666666666,0.0,2.0,0.0,2.0,1.0
Keon Ellis,SG/SF,SAC,3800,9.89,20,30,29.72,8.97,2,75.0,7.3,15.36,29,32,2,0,13.8,@OKC,8.5,310,227.5,109.5,0.875398022456846,0.5161722808781631,0.0,13.833333333333334,16.0,0.0,0.0,0.535109770403888,0.6944444444444443,0.1079269314563432,0.6666666666666666,2.0,0.5,3.0,0.3333333333333333
Jordan Clarkson,PG/SG,NYK,3700,14.72,14,30,35.92,14.08,2,84.0,7.0,16.74,36,45,-1,0,11.1,@MIL,-2.5,-142,230.5,116.5,0.7449519230769232,0.518482905982906,0.0,11.083333333333334,14.666666666666666,5.083333333333333,0.41862592990412545,0.8322649572649573,0.5222222222222223,0.13675213675213674,0.031246749245166797,2.0,0.19999999999999998,2.6666666666666665,1.0
Taurean Prince,SF/PF,MIL,3700,15.21,15,30,22.46,6.51,2,79.0,7.9,13.51,24,34,-1,0,17.9,vs NYK,2.5,120,230.5,114.0,0.728279337150305,0.4156076898012382,0.0,17.916666666666668,24.666666666666668,1.3333333333333333,0.07665726884985176,0.35204580365870686,0.3333333333333333,0.0,0.0,0.0,0.0,3.0,0.3333333333333333
Isaiah Joe,SG/SF,OKC,3700,0.0,17,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs SAC,-8.5,-395,227.5,118.0,,,,,,,,,,,,,,,
Derrick Jones Jr.,PF,LAC,3700,16.21,28,30,22.11,9.45,1,80.0,8.5,14.8,23,40,3,0,19.3,@GSW,-1.5,-120,224.5,113.0,0.9106463182550139,0.6255306690089298,0.0,19.25,21.0,0.0,0.0,0.5028546332894158,0.5555555555555555,0.06668130581174057,0.3333333333333333,1.6666666666666667,0.0,2.3333333333333335,0.6666666666666666
Brook Lopez,C,LAC,3600,17.84,14,30,32.4,7.54,2,84.0,3.0,14.69,78,38,-1,0,19.4,@GSW,-1.5,-120,224.5,113.0,1.2115594100888218,0.6096866096866097,0.0,19.416666666666668,16.0,3.0833333333333335,0.16181950125053537,0.8735545500251383,0.8888888888888888,0.0,0.0,0.0,0.0,2.3333333333333335,0.0
Guerschon Yabusele,PF/C,NYK,3600,0.0,29,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,7.8,@MIL,-2.5,-142,230.5,116.5,0.5523504273504273,0.16506410256410256,0.0,7.833333333333333,13.666666666666666,1.0833333333333333,0.09848484848484847,0.48023504273504264,0.6,0.020833333333333332,0.0,1.0,0.0,5.0,0.0
Will Richard,PG/SG,GSW,3600,10.42,2,30,17.8,9.7,2,66.0,2.4,6.96,53,23,0,0,15.2,vs LAC,1.5,100,224.5,111.5,0.8900128384687208,0.5161624649859944,0.0,13.75,16.25,3.0,0.21751709859460178,0.4767086834733893,0.5625,0.0672689075630252,0.5,2.75,0.5,3.5,0.25
Drew Eubanks,C,SAC,3500,4.82,5,30,13.57,0.0,2,75.0,0.9,7.52,45,11,-2,0,10.2,@OKC,8.5,310,227.5,109.5,0.8598484848484849,0.1212121212121212,0.0,10.166666666666666,12.333333333333334,1.4166666666666667,0.07083333333333333,0.7954545454545455,0.05555555555555553,0.045454545454545435,0.018195050946142634,0.3333333333333333,0.1111111111111111,2.3333333333333335,0.3333333333333333
Kris Dunn,PG/SG,LAC,3500,13.86,15,30,23.92,9.42,2,81.0,10.7,16.56,18,40,3,0,15.6,@GSW,-1.5,-120,224.5,113.0,0.7263708513708513,0.45021645021645024,0.0,15.583333333333334,21.666666666666668,0.9166666666666666,0.06761904761904759,0.4783549783549783,0.7777777777777778,0.047619047619047596,0.0142602495543672,0.3333333333333333,0.0,3.0,0.0
Amir Coffey,SG/SF,MIL,3400,3.13,15,30,15.36,2.08,2,78.0,2.4,2.01,29,7,-3,0,1.5,vs NYK,2.5,120,230.5,114.0,0.07264957264957266,0.21367521367521367,0.0,1.5,8.0,0.6666666666666666,0.13333333333333333,0.24786324786324784,0.0,0.025641025641025633,0.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666
Trayce Jackson-Davis,C,GSW,3400,6.3,3,30,16.28,0.47,2,75.0,0.0,0.9,0,0,-4,0,16.0,vs LAC,1.5,100,224.5,111.5,0.47636554621848737,0.22478991596638653,0.0,5.6875,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bogdan Bogdanovic,SG/SF,LAC,3400,13.27,22,30,25.27,6.79,1,85.0,22.6,13.65,8,38,-1,0,5.3,@GSW,-1.5,-120,224.5,113.0,0.07291666666666667,0.08333333333333333,0.0,1.75,8.0,0.6666666666666666,0.12698412698412695,0.19444444444444445,0.16666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
Gary Payton II,SF,GSW,3300,8.45,2,30,18.49,4.54,2,77.0,2.4,6.1,45,17,-2,0,10.3,vs LAC,1.5,100,224.5,111.5,0.7967261904761904,0.47916666666666674,0.0,9.0625,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Kolek,PG,NYK,3200,6.2,20,30,17.22,2.81,2,54.0,2.7,11.07,41,16,-1,0,8.8,@MIL,-2.5,-142,230.5,116.5,0.7060439560439561,0.645054945054945,0.0,8.833333333333334,12.333333333333334,0.5,0.03712974551522737,0.6109890109890109,0.8055555555555555,0.09706959706959702,0.0380734818199124,1.3333333333333333,0.1111111111111111,2.6666666666666665,1.0
Ousmane Dieng,PF/C,OKC,3200,12.28,8,30,13.508,0.0,2,56.99999999999999,3.4,4.65,29,14,1,0,1.6,vs SAC,-8.5,-395,227.5,118.0,0.12083333333333333,0.05,0.0,0.8125,5.0,0.0,0.0,0.26666666666666666,0.25,0.0,0.0,0.0,0.0,1.5,0.25
Dylan Cardwell,C,SAC,3200,5.62,5,30,10.25,4.5,2,27.0,1.2,7.78,38,12,-1,0,8.5,@OKC,8.5,310,227.5,109.5,0.40085470085470093,0.11794871794871793,0.0,5.666666666666667,9.333333333333334,0.0,0.0,0.3572649572649573,0.3333333333333333,0.0222222222222222,0.0,1.3333333333333333,0.3333333333333333,2.0,0.3333333333333333
Nicolas Batum,SF/PF,LAC,3200,10.17,13,30,22.6,7.46,2,77.0,2.4,11.28,59,26,-2,0,12.3,@GSW,-1.5,-120,224.5,113.0,0.9534722222222222,0.30277777777777776,0.0,12.333333333333334,12.666666666666666,1.5,0.13043478260869565,0.4583333333333333,1.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0
Dario Saric,PF,SAC,3100,7.0,5,30,20.49,0.22,2,70.0,2.1,5.83,49,11,0,0,4.8,@OKC,8.5,310,227.5,109.5,0.36607142857142855,0.22916666666666666,0.0,4.75,9.0,0.0,0.0,0.48214285714285715,0.3333333333333333,0.041666666666666664,0.3333333333333333,0.3333333333333333,0.0,2.3333333333333335,0.0
Gui Santos,PF,GSW,3100,3.3,16,30,9.95,0.49,2,65.0,0.0,0.72,0,0,-5,0,3.4,vs LAC,1.5,100,224.5,111.5,0.40435606060606066,0.34469696969696967,0.0,3.375,5.0,0.8125,0.11206896551724138,0.2803030303030303,0.25,0.0,0.0,0.0,0.0,1.25,0.5
Andre Jackson Jr.,SG/SF,MIL,3100,3.18,4,30,8.62,0.0,2,56.00000000000001,0.0,0.71,0,0,-4,0,1.0,vs NYK,2.5,120,230.5,114.0,0.13333333333333333,0.0,0.0,0.6666666666666666,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666
Brooks Barnhizer,PF,OKC,3100,8.0,1,30,8.8,0.39,2,51.0,1.8,5.86,35,11,-1,0,2.6,vs SAC,-8.5,-395,227.5,118.0,0.26650432900432897,0.11904761904761903,0.0,2.5625,8.25,0.0,0.0,0.19534632034632032,0.0,0.0595238095238095,0.0,1.25,0.0,2.5,0.0
Chris Youngblood,SG,OKC,3100,3.0,17,30,4.46,0.0,2,37.0,1.2,1.53,14,3,1,0,2.2,vs SAC,-8.5,-395,227.5,118.0,0.26515151515151514,0.21590909090909088,0.0,2.1875,4.25,0.0,0.0,0.22348484848484848,0.25,0.0909090909090909,0.013412047986310825,1.0,0.25,2.25,0.5
Landry Shamet,SG/SF,NYK,3100,9.57,26,30,18.01,0.0,1,69.0,3.7,13.29,34,20,1,0,8.2,@MIL,-2.5,-142,230.5,116.5,0.5751488095238095,0.40178571428571425,0.0,8.166666666666666,14.666666666666666,0.0,0.0,0.5297619047619048,0.75,0.0714285714285714,0.3333333333333333,0.6666666666666666,0.0,4.333333333333333,0.0
Ariel Hukporti,C,NYK,3100,4.47,4,30,10.62,0.44,2,34.0,1.5,8.53,37,9,4,0,8.4,@MIL,-2.5,-142,230.5,116.5,0.36944444444444446,0.1259259259259259,0.0,5.583333333333333,9.333333333333334,0.4166666666666667,0.0326797385620915,0.2814814814814815,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333
Isaac Jones,PF,SAC,3000,4.57,22,30,10.29,0.27,2,49.0,1.2,3.66,28,6,2,0,3.0,@OKC,8.5,310,227.5,109.5,0.21428571428571425,0.1071428571428571,0.0,3.0,7.5,0.0,0.0,0.14285714285714285,0.5,0.0357142857142857,0.0,1.0,0.0,1.0,0.5
De'Anthony Melton,PG/SG,GSW,3000,0.0,23,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs LAC,1.5,100,224.5,111.5,,,,,,,,,,,,,,,
Alex Toohey,SF,GSW,3000,0.0,14,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs LAC,1.5,100,224.5,111.5,,,,,,,,,,,,,,,
Pat Spencer,PG,GSW,3000,3.92,23,30,13.2,0.39,2,41.0,2.4,0.0,21,6,-1,0,10.0,vs LAC,1.5,100,224.5,111.5,0.2272727272727273,0.11363636363636362,0.0,2.5,3.0,0.0,0.0,0.36363636363636365,0.25,0.04545454545454545,0.25,1.0,0.25,0.75,0.5
Jackson Rowe,PF,GSW,3000,0.0,16,30,0.0,0.0,4,0.0,0.0,0.0,0,0,0,0,0.0,vs LAC,1.5,100,224.5,111.5,,,,,,,,,,,,,,,
