Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4918745312,asorin187 (9/20),0,342.25,C Ryan Kalkbrenner F Jarace Walker G LaMelo Ball PF Chet Holmgren PG Tre Jones SF VJ Edgecombe SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Bennedict Mathurin,SF,56.94%,36.25
2,4917988057,bpcologna (59/150),0,334,C Mouhamed Gueye F Jarace Walker G Tyrese Maxey PF Paolo Banchero PG Tre Jones SF VJ Edgecombe SG Cedric Coward UTIL Nikola Jokic,,Mouhamed Gueye,C,53.14%,26
3,4919146603,idlove2win (63/150),0,333.5,C Mouhamed Gueye F Chet Holmgren G LaMelo Ball PF Paolo Banchero PG Tre Jones SF Bennedict Mathurin SG Nickeil Alexander-Walker UTIL Onyeka Okongwu,,VJ Edgecombe,SG,47.56%,42
4,4918407745,mazwa (100/150),0,332.75,C Ryan Kalkbrenner F Dillon Brooks G Jamal Murray PF Chet Holmgren PG Tre Jones SF VJ Edgecombe SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Nikola Jokic,C,46.09%,62
5,4918787457,sammyy89 (2/2),0,331.75,C Mouhamed Gueye F Chet Holmgren G VJ Edgecombe PF Paolo Banchero PG LaMelo Ball SF Dillon Brooks SG Nickeil Alexander-Walker UTIL Onyeka Okongwu,,Dominick Barlow,PF,40.03%,6.5
6,4918980619,tyjon98 (27/49),0,329.5,C Mouhamed Gueye F Dominick Barlow G Tyrese Maxey PF Chet Holmgren PG Ajay Mitchell SF VJ Edgecombe SG Cedric Coward UTIL Nikola Jokic,,Nickeil Alexander-Walker,SF,38.42%,30.25
7,4917904391,kawhisenberg (20/20),0,327.75,C Mouhamed Gueye F Jarace Walker G LaMelo Ball PF Paolo Banchero PG Tre Jones SF Nickeil Alexander-Walker SG VJ Edgecombe UTIL Nikola Jokic,,Ben Sheppard,G,37.07%,22.25
7,4917959114,zroth2 (99/150),0,327.75,C Mouhamed Gueye F Jarace Walker G LaMelo Ball PF Paolo Banchero PG Tre Jones SF VJ Edgecombe SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Shai Gilgeous-Alexander,PG,35.08%,47.75
7,4918309868,futurehendrix1 (13/20),0,327.75,C Mouhamed Gueye F Jarace Walker G LaMelo Ball PF Paolo Banchero PG Tre Jones SF Nickeil Alexander-Walker SG VJ Edgecombe UTIL Nikola Jokic,,Paolo Banchero,PF,31.70%,44.5
7,4918444874,bgreseth (59/150),0,327.75,C Mouhamed Gueye F Jarace Walker G LaMelo Ball PF Paolo Banchero PG Tre Jones SF VJ Edgecombe SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Jarace Walker,F,30.50%,21.75
7,4918460723,invertedcheese (95/150),0,327.75,C Mouhamed Gueye F Jarace Walker G LaMelo Ball PF Paolo Banchero PG Tre Jones SF Nickeil Alexander-Walker SG VJ Edgecombe UTIL Nikola Jokic,,Tyrese Maxey,PG,30.12%,52
7,4918665862,dacoltz (35/150),0,327.75,C Mouhamed Gueye F Jarace Walker G LaMelo Ball PF Paolo Banchero PG Tre Jones SF Nickeil Alexander-Walker SG VJ Edgecombe UTIL Nikola Jokic,,Pascal Siakam,PF,26.60%,31.5
7,4918712920,relicck (148/150),0,327.75,C Mouhamed Gueye F Jarace Walker G LaMelo Ball PF Paolo Banchero PG Tre Jones SF Nickeil Alexander-Walker SG VJ Edgecombe UTIL Nikola Jokic,,Onyeka Okongwu,UTIL,22.36%,38
7,4918797479,sullybrochill (3/150),0,327.75,C Mouhamed Gueye F Jarace Walker G LaMelo Ball PF Paolo Banchero PG Tre Jones SF VJ Edgecombe SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Tre Jones,UTIL,20.43%,40.25
7,4918844853,choicecakes (2/8),0,327.75,C Mouhamed Gueye F Jarace Walker G LaMelo Ball PF Paolo Banchero PG Tre Jones SF Nickeil Alexander-Walker SG VJ Edgecombe UTIL Nikola Jokic,,Ryan Kalkbrenner,C,20.15%,27.75
7,4918876143,gehrenberg (150/150),0,327.75,C Mouhamed Gueye F Jarace Walker G LaMelo Ball PF Paolo Banchero PG Tre Jones SF Nickeil Alexander-Walker SG VJ Edgecombe UTIL Nikola Jokic,,Jamal Murray,G,19.89%,40.5
7,4919099240,Bsgolfer7 (11/100),0,327.75,C Mouhamed Gueye F Jarace Walker G LaMelo Ball PF Paolo Banchero PG Tre Jones SF VJ Edgecombe SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Franz Wagner,SF,17.17%,29.75
7,4919157243,pocKKetAAces (32/50),0,327.75,C Mouhamed Gueye F Jarace Walker G LaMelo Ball PF Paolo Banchero PG Tre Jones SF VJ Edgecombe SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Desmond Bane,SG,16.98%,24.75
19,4918407668,mazwa (23/150),0,326,C Mouhamed Gueye F Jarace Walker G Jamal Murray PF Chet Holmgren PG Tre Jones SF Bennedict Mathurin SG VJ Edgecombe UTIL Nikola Jokic,,Obi Toppin,PF,13.82%,26.75
19,4918669526,tomjk321 (50/150),0,326,C Mouhamed Gueye F Jarace Walker G Jamal Murray PF Chet Holmgren PG Tre Jones SF Bennedict Mathurin SG VJ Edgecombe UTIL Nikola Jokic,,Tyus Jones,G,13.63%,3
21,4918444852,bgreseth (37/150),0,325.75,C Mouhamed Gueye F Jarace Walker G Tyrese Maxey PF Chet Holmgren PG Tre Jones SF Bennedict Mathurin SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Josh Giddey,SG,12.42%,37.5
21,4918460728,invertedcheese (100/150),0,325.75,C Mouhamed Gueye F Jarace Walker G Tyrese Maxey PF Chet Holmgren PG Tre Jones SF Nickeil Alexander-Walker SG Bennedict Mathurin UTIL Nikola Jokic,,Collin Gillespie,PG,12.07%,10.5
21,4918669622,tomjk321 (146/150),0,325.75,C Mouhamed Gueye F Jarace Walker G Tyrese Maxey PF Chet Holmgren PG Tre Jones SF Bennedict Mathurin SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Dillon Brooks,F,11.14%,32.75
21,4919010383,dwan_ye_west (5/21),0,325.75,C Mouhamed Gueye F Jarace Walker G Tyrese Maxey PF Chet Holmgren PG Tre Jones SF Bennedict Mathurin SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Cason Wallace,G,10.21%,19.25
21,4919095218,mkp23 (5/8),0,325.75,C Mouhamed Gueye F Jarace Walker G Tyrese Maxey PF Chet Holmgren PG Tre Jones SF Bennedict Mathurin SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Matas Buzelis,UTIL,9.35%,7.75
21,4919099237,Bsgolfer7 (8/100),0,325.75,C Mouhamed Gueye F Jarace Walker G Tyrese Maxey PF Chet Holmgren PG Tre Jones SF Nickeil Alexander-Walker SG Bennedict Mathurin UTIL Nikola Jokic,,LaMelo Ball,PG,8.44%,61
27,4918978326,Packattacker27 (141/150),0,324.5,C Mouhamed Gueye F Chet Holmgren G Tyrese Maxey PF Paolo Banchero PG Tre Jones SF Nickeil Alexander-Walker SG Bennedict Mathurin UTIL Onyeka Okongwu,,Aaron Gordon,F,7.25%,27.5
27,4918981755,KingStatus561,0,324.5,C Onyeka Okongwu F Paolo Banchero G Tyrese Maxey PF Chet Holmgren PG Tre Jones SF Bennedict Mathurin SG Nickeil Alexander-Walker UTIL Mouhamed Gueye,,Ja Morant,G,6.99%,36.75
29,4918746605,canelife (1/4),0,324.25,C Mouhamed Gueye F Ben Sheppard G Tre Jones PF Paolo Banchero PG Tyrese Maxey SF Bennedict Mathurin SG VJ Edgecombe UTIL LaMelo Ball,,Devin Booker,PG,6.88%,41.75
29,4918879389,lethuima (64/150),0,324.25,C Mouhamed Gueye F Ben Sheppard G LaMelo Ball PF Paolo Banchero PG Tre Jones SF Bennedict Mathurin SG VJ Edgecombe UTIL Tyrese Maxey,,Nikola Vucevic,C,6.60%,28.5
31,4919141595,MT-Chargers,0,323.5,C Ryan Kalkbrenner F Paolo Banchero G Ajay Mitchell PF Jarace Walker PG LaMelo Ball SF VJ Edgecombe SG Bennedict Mathurin UTIL Tyrese Maxey,,Trae Young,UTIL,6.33%,35
32,4917978265,AaronCosta (34/150),0,323.25,C Mouhamed Gueye F Dillon Brooks G Bennedict Mathurin PF Chet Holmgren PG Tre Jones SF Kelly Oubre Jr. SG VJ Edgecombe UTIL Nikola Jokic,,Chet Holmgren,PF,6.25%,57.25
33,4918557094,zimdogg,0,322.75,C Nikola Jokic F VJ Edgecombe G Tre Jones PF Dominick Barlow PG Ajay Mitchell SF Bennedict Mathurin SG Cedric Coward UTIL Tyrese Maxey,,Grayson Allen,SF,6.03%,34
34,4918888291,iPotaLot420 (6/10),0,322.25,C Ryan Kalkbrenner F VJ Edgecombe G Tre Jones PF Miles Bridges PG LaMelo Ball SF Bennedict Mathurin SG Ben Sheppard UTIL Tyrese Maxey,,Brandon Miller,SG,5.38%,4.5
35,4918956420,wtread5 (24/150),0,321.75,C Mouhamed Gueye F Bennedict Mathurin G LaMelo Ball PF Chet Holmgren PG Tre Jones SF Ben Sheppard SG VJ Edgecombe UTIL Ja Morant,,Ajay Mitchell,G,5.23%,38.25
35,4919068909,NEBaller24 (2/10),0,321.75,C Mouhamed Gueye F Chet Holmgren G Shai Gilgeous-Alexander PF Paolo Banchero PG Tre Jones SF Bennedict Mathurin SG VJ Edgecombe UTIL Ryan Kalkbrenner,,Dyson Daniels,PG,4.30%,18
35,4919099308,Bsgolfer7 (79/100),0,321.75,C Mouhamed Gueye F Chet Holmgren G Shai Gilgeous-Alexander PF Paolo Banchero PG Tre Jones SF Bennedict Mathurin SG VJ Edgecombe UTIL Ryan Kalkbrenner,,Tristan da Silva,SF,4.04%,15.25
35,4919157241,pocKKetAAces (30/50),0,321.75,C Mouhamed Gueye F Chet Holmgren G Shai Gilgeous-Alexander PF Paolo Banchero PG Tre Jones SF VJ Edgecombe SG Bennedict Mathurin UTIL Ryan Kalkbrenner,,Aaron Wiggins,UTIL,3.98%,18.25
39,4918407666,mazwa (21/150),0,321.5,C Mouhamed Gueye F Chet Holmgren G Cason Wallace PF Paolo Banchero PG Tre Jones SF VJ Edgecombe SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Royce O'Neale,F,3.83%,15.5
39,4918978307,Packattacker27 (122/150),0,321.5,C Mouhamed Gueye F Chet Holmgren G Cason Wallace PF Paolo Banchero PG Tre Jones SF VJ Edgecombe SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Miles Bridges,F,3.82%,40.75
39,4919045595,sbcousle (57/150),0,321.5,C Mouhamed Gueye F Chet Holmgren G VJ Edgecombe PF Paolo Banchero PG Tre Jones SF Nickeil Alexander-Walker SG Cason Wallace UTIL Nikola Jokic,,Jaren Jackson Jr.,C,3.30%,21
42,4918986139,mrgoodseats (102/150),0,321,C Onyeka Okongwu F Obi Toppin G LaMelo Ball PF Chet Holmgren PG Tre Jones SF Franz Wagner SG VJ Edgecombe UTIL Mouhamed Gueye,,Kelly Oubre Jr.,SF,2.56%,26.75
43,4918407736,mazwa (91/150),0,320.5,C Ryan Kalkbrenner F Chet Holmgren G Ben Sheppard PF Paolo Banchero PG Tre Jones SF Bennedict Mathurin SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Luke Kennard,SG,2.47%,9.5
43,4918958257,4865Hiney (14/20),0,320.5,C Mouhamed Gueye F Pascal Siakam G LaMelo Ball PF Chet Holmgren PG Tre Jones SF Bennedict Mathurin SG Nickeil Alexander-Walker UTIL Onyeka Okongwu,,Anthony Black,PG,2.38%,28.75
43,4919165509,Tr0ubl35,0,320.5,C Mouhamed Gueye F Jarace Walker G LaMelo Ball PF Paolo Banchero PG Collin Sexton SF Bennedict Mathurin SG VJ Edgecombe UTIL Tyrese Maxey,,Wendell Carter Jr.,C,2.35%,27.25
46,4918879468,lethuima (143/150),0,320,C Mouhamed Gueye F Chet Holmgren G Cason Wallace PF Paolo Banchero PG Tre Jones SF VJ Edgecombe SG Anthony Black UTIL Nikola Jokic,,Aaron Nesmith,F,2.05%,21.75
47,4918814982,shrek4224 (124/150),0,319.75,C Onyeka Okongwu F Nickeil Alexander-Walker G Shai Gilgeous-Alexander PF Chet Holmgren PG LaMelo Ball SF Kevin Huerter SG Anthony Black UTIL Mouhamed Gueye,,Kevin Huerter,UTIL,1.89%,30.75
47,4918978616,ZenPlayer (4/5),0,319.75,C Ryan Kalkbrenner F Paolo Banchero G VJ Edgecombe PF Pascal Siakam PG Tre Jones SF Bennedict Mathurin SG Cedric Coward UTIL Tyrese Maxey,,Ryan Dunn,SF,1.63%,25.25
47,4919045566,sbcousle (28/150),0,319.75,C Onyeka Okongwu F Jarace Walker G Bennedict Mathurin PF Chet Holmgren PG Tre Jones SF Ben Sheppard SG VJ Edgecombe UTIL Nikola Jokic,,Tre Mann,G,1.57%,11.75
47,4919058501,ltaylor13 (1/4),0,319.75,C Mouhamed Gueye F Nickeil Alexander-Walker G LaMelo Ball PF Paolo Banchero PG Tyrese Maxey SF Bennedict Mathurin SG VJ Edgecombe UTIL Ryan Kalkbrenner,,Isaiah Hartenstein,UTIL,1.54%,34
47,4919180607,l800Eddie (138/150),0,319.75,C Onyeka Okongwu F Chet Holmgren G Jamal Murray PF Paolo Banchero PG LaMelo Ball SF Ben Sheppard SG Nickeil Alexander-Walker UTIL Mouhamed Gueye,,Moussa Diabate,C,1.49%,12.5
52,4917997111,Eauzones,0,319.5,C Nikola Jokic F Paolo Banchero G Cedric Coward PF Obi Toppin PG Tre Jones SF VJ Edgecombe SG Ben Sheppard UTIL Bennedict Mathurin,,Luguentz Dort,SG,1.45%,13.5
53,4918098701,CJCashing (37/150),0,319,C Mouhamed Gueye F Dillon Brooks G LaMelo Ball PF Chet Holmgren PG Shai Gilgeous-Alexander SF Nickeil Alexander-Walker SG Bennedict Mathurin UTIL Ryan Kalkbrenner,,Christian Braun,G,1.36%,31.75
53,4918894999,LUKWARM (13/150),0,319,C Onyeka Okongwu F Jarace Walker G Ben Sheppard PF Chet Holmgren PG LaMelo Ball SF Bennedict Mathurin SG VJ Edgecombe UTIL Jamal Murray,,Ayo Dosunmu,SG,1.24%,19.75
55,4917954473,oxenduck (53/150),0,318.75,C Mouhamed Gueye F Jarace Walker G Tyrese Maxey PF Paolo Banchero PG Tre Jones SF VJ Edgecombe SG Nickeil Alexander-Walker UTIL Nikola Jokic,,Collin Sexton,G,1.06%,37
